Shipment Id,So Number,Customer Id,Ship To Id,Ship Date,Carrier,Mode,Service,Tracking Number,Cartons,Weight Lb,Freight Cost,Freight Billed To Customer,Shipped By,Packing Slip,Status
SH-50284,SO-26299,KBD-CUST0004,KBD-CUST0004-S1,2025-05-08,Customer Pickup,Pickup,,,1,16.9,0.0,0.0,E029,PS-SH-50284.pdf,Delivered
SH-50285,SO-26300,KBD-CUST0028,KBD-CUST0028-S1,2025-05-12,UPS Ground,LTL,,1Z6737647427,9,343.5,175.02,210.02,E030,PS-SH-50285.pdf,Delivered
SH-50286,SO-26301,KBD-CUST0006,KBD-CUST0006-S1,2025-06-23,FedEx Ground,LTL,,239711118876,320,12764.4,6017.81,7823.15,E026,PS-SH-50286.pdf,Delivered
SH-50287,SO-26302,KBD-CUST0011,KBD-CUST0011-S1,2025-12-05,Company Truck,LTL,,PRO438715361,19,753.5,367.89,0.0,E027,PS-SH-50287.pdf ,Delivered
SH-50288,SO-26303 ,KBD-CUST0023,KBD-CUST0023-S1,2025-09-04,UPS Ground,LTL,,1Z7769276322 ,64,2559.2,1217.29,1460.75,E035,PS-SH-50288.pdf,Delivered
SH-50289,SO-26304,KBD-CUST0001,KBD-CUST0001-S1,2026-02-21,Customer Pickup,LTL,,PRO916178960,87,3457.5,1639.85,0.0,E036,PS-SH-50289.pdf,Delivered
SH-50290,SO-26305,KBD-CUST0028 ,KBD-CUST0028-S1,2025-07-12,UPS Ground,LTL,,1Z8460448064,27,1047.7,506.28,0.0,E028,PS-SH-50290.pdf,Delivered
SH-50291,SO-26306,KBD-CUST0015,KBD-CUST0015-S1,2025-07-21,Customer Pickup,LTL,,PRO430256934,29,1125.9,543.06,553.92,E029,PS-SH-50291.pdf,Delivered
SH-50292,SO-26307,KBD-CUST0007,KBD-CUST0007-S1,"Feb 18, 2026",Company Truck,Company Truck,,,1,20.1,0.0,0.0,E037,PS-SH-50292.pdf,Delivered
SH-50293,SO-26308,KBD-CUST0031,KBD-CUST0031-S1,2026-03-26,LTL - XPO,LTL,,PRO276845210,409,16321.6,7691.12,0.0,E028,PS-SH-50293.pdf,In Transit
SH-50294,SO-26309,KBD-CUST0023,KBD-CUST0023-S1 ,2025-10-03,UPS Ground,LTL,,1Z7916407796,420,16766.1,7900.21,9401.25,E031,PS-SH-50294.pdf,Delivered
SH-50295,SO-26310,KBD-CUST0028,KBD-CUST0028-S1,2026-03-23,UPS Ground,LTL,,1Z9388730094,192,7662.5,3617.88,3690.24,E036,PS-SH-50295.pdf,Delivered
SH-50296,SO-26311,KBD-CUST0032 ,KBD-CUST0032-S1,2025-05-19,UPS Ground,LTL,,1Z3872768017,21,822.1,400.16,440.18,E039,PS-SH-50296.pdf,Delivered
SH-50297,SO-26312,KBD-CUST0011,KBD-CUST0011-S1,2025-06-25,Company Truck,LTL,,PRO239357089,11,432.4,216.84,284.06,E034,PS-SH-50297.pdf,Delivered
SH-50298,SO-26314,KBD-CUST0005,KBD-CUST0005-S1,2025-08-12,UPS Ground,LTL,,1Z6434568051,11,437.8,219.38,0.0,E038,PS-SH-50298.pdf,Delivered
SH-50299,SO-26315,KBD-CUST0025,KBD-CUST0025-S1,2026-02-12,Customer Pickup,LTL,,PRO976607109,18,709.5,347.19,451.35,E033,PS-SH-50299.pdf,Delivered
SH-50300,SO-26316,KBD-CUST0031,KBD-CUST0031-S1,2025-07-17,LTL - XPO,LTL,,PRO358812189,168,6718.6,3173.87,3840.38,E029,PS-SH-50300.pdf,Delivered
SH-50301,SO-26317,KBD-CUST0006,KBD-CUST0006-S1,2026-02-06,FedEx Ground,Parcel,Next Day Air,949754718074,3,112.0,66.12,0.0,E031,PS-SH-50301.pdf,Delivered
SH-50302,SO-26318,KBD-CUST0016,KBD-CUST0016-S1,2026-01-31,FedEx Ground,LTL,,589154679613,22,861.8,418.83,431.39,E026,PS-SH-50302.pdf,Delivered
SH-50303,SO-26319,KBD-CUST0006,KBD-CUST0006-S1,2025-11-14,FedEx Ground,LTL ,,784548156716,5,173.1,94.87,0.0,E029,PS-SH-50303.pdf,Delivered
SH-50304,SO-26320,KBD-CUST0016,KBD-CUST0016-S1,"Nov 05, 2025",FedEx Ground,LTL,,202047802608,20,761.0,371.41,493.98,E034,PS-SH-50304.pdf,Delivered
SH-50305 ,SO-26321,KBD-CUST0019,KBD-CUST0019-S1,2026-03-21,LTL - XPO,Company Truck,,,3,110.7,0.0,0.0,E027,PS-SH-50305.pdf,Delivered
SH-50306,SO-26322 ,KBD-CUST0016,KBD-CUST0016-S1,2025-06-13,FedEx Ground,LTL,,533648477214,53,2103.5,1002.93,1083.16,E038,PS-SH-50306.pdf,Delivered
SH-50307,SO-26323,KBD-CUST0011,KBD-CUST0011-S1,2025-10-20,Company Truck,LTL,,PRO309756564,228,9116.0,4301.61,5161.93,E036,PS-SH-50307.pdf,Delivered
SH-50308,SO-26324,KBD-CUST0017,KBD-CUST0017-S1,2025-10-12,FedEx Ground,LTL,,251813892532,5,196.8,106.01,120.85,E027,PS-SH-50308.pdf,Delivered
SH-50309,SO-26325,KBD-CUST0003,KBD-CUST0003-S1,2025-08-12,FedEx Ground,LTL,,301879903355,65,2588.2,1230.93,1317.1,E037,PS-SH-50309.pdf,Delivered
SH-50310,SO-26326,KBD-CUST0005,KBD-CUST0005-S1,2025-07-22,UPS Ground,LTL,,1Z8088714563,68,2705.0,1285.87,0.0,E036,PS-SH-50310.pdf,Delivered
SH-50311,SO-26327,KBD-CUST0028,KBD-CUST0028-S1,2026-01-21,UPS Ground,LTL,,1Z5064922467,85,3389.1,1607.67,0.0,E028,PS-SH-50311.pdf,Delivered
SH-50312,SO-26328 ,KBD-CUST0021,KBD-CUST0021-S1,02/17/2026,LTL - Estes,Company Truck,,,1,35.8,0.0,0.0,E032,PS-SH-50312.pdf,Delivered
SH-50313,SO-26329,KBD-CUST0008,KBD-CUST0008-S1,2026-02-24,LTL - Estes,LTL,,PRO190063546,292,11677.8,5506.68,5671.88,E032,PS-SH-50313.pdf,Delivered
SH-50314,SO-26330,KBD-CUST0006,KBD-CUST0006-S1,"Aug 03, 2025",FedEx Ground,LTL,,956819834164,11,402.9,202.96,267.91,E030,PS-SH-50314.pdf,Delivered
SH-50315,SO-26331,KBD-CUST0030,KBD-CUST0030-S1,2026-03-26,Customer Pickup,Pickup ,,,1,23.1,0.0,0.0,E031,PS-SH-50315.pdf,In Transit
SH-50316,SO-26332,KBD-CUST0016,KBD-CUST0016-S1,2026-03-23,FedEx Ground,Parcel,Ground,360866367732,1,38.5,31.55,32.18,E026,PS-SH-50316.pdf,Delivered
SH-50317,SO-26334,KBD-CUST0030,KBD-CUST0030-S1,06/25/2025,Customer Pickup,LTL,,PRO818216634,6,209.0,111.75,116.22,E028,PS-SH-50317.pdf,Delivered
SH-50318 ,SO-26335,KBD-CUST0008,KBD-CUST0008-S1,2026-01-07,LTL - Estes,LTL,,PRO543708112,118,4688.3,2218.82,0.0,E033,PS-SH-50318.pdf,Delivered
SH-50319,SO-26336,KBD-CUST0008,KBD-CUST0008-S1,2025-06-30,LTL - Estes,LTL,,PRO833725047,27,1077.2,520.15,603.37,E038,PS-SH-50319.pdf,Delivered
SH-50320,SO-26337,KBD-CUST0008,KBD-CUST0008-S1,2025-06-25,LTL - Estes,LTL,,PRO379580697,23,915.0,443.86,541.51,E039,PS-SH-50320.pdf,Delivered
SH-50321,SO-26338,KBD-CUST0018,KBD-CUST0018-S1,2025-09-08,FedEx Ground,Parcel,Ground,201947287211,3,85.2,53.52,71.72,E039,PS-SH-50321.pdf,Delivered
SH-50322,SO-26339,KBD-CUST0029,KBD-CUST0029-S1,2026-01-07,FedEx Ground,LTL,,714313603979,11,406.0,204.42,0.0,E038,PS-SH-50322.pdf,Delivered
SH-50323,SO-26340,KBD-CUST0032,KBD-CUST0032-S1,12/25/25,UPS Ground,Parcel,Ground,1Z2144494119,2,73.8,48.16,0.0,E028,PS-SH-50323.pdf,Delivered
SH-50324,SO-26341,KBD-CUST0031,KBD-CUST0031-S1,03/08/26,LTL - XPO,LTL,,PRO739315674,5,167.1,92.04,108.61,E028,PS-SH-50324.pdf,Delivered
SH-50325,SO-26342,KBD-CUST0023,KBD-CUST0023-S1,2025-05-19,UPS Ground,LTL,,1Z9133231307,29,1135.7,547.67,591.48,E035,PS-SH-50325.pdf,Delivered
SH-50326,SO-26343,KBD-CUST0031,KBD-CUST0031-S1,2025-06-26,LTL - XPO ,LTL,,PRO668210496,41,1621.5,776.19,0.0,E026,PS-SH-50326.pdf,Delivered
SH-50327,SO-26344,KBD-CUST0003,KBD-CUST0003-S1,06/30/2025,FedEx Ground,LTL,,925390929382,19,736.3,359.8,388.58,E036,PS-SH-50327.pdf,Delivered
SH-50328,SO-26345,KBD-CUST0030,KBD-CUST0030-S1,2025-06-11,Customer Pickup,LTL,,PRO803490425,20,788.6,384.4,0.0,E028,PS-SH-50328.pdf,Delivered
SH-50329,SO-26346,KBD-CUST0023,KBD-CUST0023-S1,16-Feb-2026,UPS Ground,Parcel,Ground,1Z9575950529,1,9.3,17.81,23.33,E029,PS-SH-50329.pdf,Delivered
SH-50330,SO-26349,KBD-CUST0029,KBD-CUST0029-S1,2025-12-14,FedEx Ground,LTL,,131031938419,15,582.1,287.26,0.0,E026,PS-SH-50330.pdf ,Delivered
SH-50331,SO-26350,KBD-CUST0026,KBD-CUST0026-S1,2026-02-26,Company Truck,LTL,,PRO634557362,117,4654.4,2202.87,0.0,E033,PS-SH-50331.pdf,Delivered
SH-50332,SO-26351,KBD-CUST0008,KBD-CUST0008-S1,2025-12-17,LTL - Estes,LTL,,PRO598717656,22,875.6,425.32,450.84,E034,PS-SH-50332.pdf,Delivered
SH-50333,SO-26352,KBD-CUST0013,KBD-CUST0013-S1,2025-07-11,Customer Pickup,LTL,,PRO234888257,109,4323.1,2047.03,2497.38,E034,PS-SH-50333.pdf,Delivered
SH-50334,SO-26353,KBD-CUST0006,KBD-CUST0006-S1,2025-12-25,FedEx Ground,LTL,,982847537365,403,16112.0,7592.52,9035.1,E039,PS-SH-50334.pdf,Delivered
SH-50335,SO-26355,KBD-CUST0004,KBD-CUST0004-S1,2026-03-10,Customer Pickup,LTL,,PRO349588935,23,888.9,431.58,0.0,E039,PS-SH-50335.pdf,Delivered
SH-50336,SO-26356,KBD-CUST0015,KBD-CUST0015-S1,2025-05-07,Customer Pickup,LTL,,PRO774053205,7,270.7,140.78,178.79,E037,PS-SH-50336.pdf,Delivered
SH-50337,SO-26357,KBD-CUST0003,KBD-CUST0003-S1,2026-01-04,FedEx Ground,LTL,,895516699979,284,11344.6,5349.94,0.0,E032,PS-SH-50337.pdf,Delivered
SH-50338,SO-26358,KBD-CUST0015,KBD-CUST0015-S1,2025-11-02,Customer Pickup,LTL,,PRO826219505,12,462.9,231.19,282.05,E029,PS-SH-50338.pdf,Delivered
SH-50339,SO-26359,KBD-CUST0016,KBD-CUST0016-S1,2025-07-28,FedEx Ground,LTL,,636967653942,9,351.0,178.55,0.0,E031,PS-SH-50339.pdf,Delivered
SH-50340,SO-26360,KBD-CUST0001,KBD-CUST0001-S1,2025-11-12,Customer Pickup,LTL,,PRO683197260,222,8855.6,4179.11,4555.23,E038,PS-SH-50340.pdf,Delivered
SH-50341,SO-26361,KBD-CUST0024 ,KBD-CUST0024-S1,2026-03-12,Company Truck,LTL ,,PRO589568396,15,563.5,278.51,0.0,E026,PS-SH-50341.pdf,Delivered
SH-50342,SO-26362,KBD-CUST0017,KBD-CUST0017-S1,08/15/25,FedEx Ground,LTL,,864375597871,265,10573.0,4986.98,6133.99,E028,PS-SH-50342.pdf,Delivered
SH-50343,SO-26363,KBD-CUST0023,KBD-CUST0023-S1,2025-06-08,UPS Ground,LTL,,1Z2494447003,17,668.8,328.04,354.28,E030,PS-SH-50343.pdf,Delivered
SH-50344,SO-26364,KBD-CUST0013,KBD-CUST0013-S1,"Jun 01, 2025",Customer Pickup,LTL,,PRO561779214,64,2543.1,1209.71,1475.85,E038,PS-SH-50344.pdf,Delivered
SH-50345,SO-26365,KBD-CUST0017,KBD-CUST0017-S1,2025-11-26,FedEx Ground,Parcel,Ground,368067549052,1,13.4,19.74,25.07,E038,PS-SH-50345.pdf,Delivered
SH-50346,SO-26366,KBD-CUST0018,KBD-CUST0018-S1,2025-07-22,FedEx Ground,LTL,,593221872619 ,35,1374.0,659.77,818.11,E033,PS-SH-50346.pdf,Delivered
SH-50347,SO-26367,KBD-CUST0030,KBD-CUST0030-S1,2026-02-11,Customer Pickup,LTL,,PRO892919580,21,830.7,404.2,464.83,E026,PS-SH-50347.pdf,Delivered
SH-50348,SO-26368,KBD-CUST0030,KBD-CUST0030-S1,2025-12-07,Customer Pickup ,Pickup,,,2,74.7,0.0,0.0,E029,PS-SH-50348.pdf,Delivered
SH-50349 ,SO-26369,KBD-CUST0031,KBD-CUST0031-S1,2025-04-25 ,LTL - XPO,Company Truck,,,2,63.5,0.0,0.0,E037,PS-SH-50349.pdf,Delivered
SH-50350,SO-26370,KBD-CUST0029,KBD-CUST0029-S1,2025-10-23,FedEx Ground,LTL,,169164095817,403,16084.6,7579.64,0.0,E029,PS-SH-50350.pdf,Delivered
SH-50351,SO-26371,KBD-CUST0027 ,KBD-CUST0027-S1,2026-01-09,FedEx Ground,LTL,,789474895032,26,1016.4,491.55,540.71,E034,PS-SH-50351.pdf,Delivered
SH-50352,SO-26372,KBD-CUST0025,KBD-CUST0025-S1,2026-02-13,Customer Pickup,LTL,,PRO598259521,37,1441.6,691.57,788.39,E034,PS-SH-50352.pdf,Delivered 
SH-50353,SO-26373,KBD-CUST0029,KBD-CUST0029-S1,2025-06-12,FedEx Ground,LTL,,412241716088,87,3463.1,1642.48,2102.37,E036,PS-SH-50353.pdf,Delivered
SH-50354,SO-26375,KBD-CUST0020,KBD-CUST0020-S1,2025-11-03,Company Truck,Company Truck,,,1,12.8,0.0,0.0,E034,PS-SH-50354.pdf,Delivered
SH-50355,SO-26376,KBD-CUST0014,KBD-CUST0014-S1,2026-02-01,UPS Ground,LTL,,1Z4805458926,110,4366.9,2067.63,0.0,E036,PS-SH-50355.pdf,Delivered
SH-50356,SO-26377,KBD-CUST0031,KBD-CUST0031-S1,2025-07-20,LTL - XPO,LTL,,PRO500936141,56,2222.8,1059.05,0.0,E033,PS-SH-50356.pdf,Delivered
SH-50357,SO-26378,KBD-CUST0010,KBD-CUST0010-S1,2026-02-07,LTL - Estes,LTL,,PRO346259043,474,18925.1,8915.81,9094.13,E034,PS-SH-50357.pdf,Delivered
SH-50358,SO-26379,KBD-CUST0028,KBD-CUST0028-S1,"Aug 03, 2025",UPS Ground,LTL,,1Z4355604037,83,3315.0,1572.82,0.0,E037,PS-SH-50358.pdf,Delivered 
SH-50359,SO-26380,KBD-CUST0026,KBD-CUST0026-S1,2026-03-14,Company Truck ,Company Truck,,,1,18.7,0.0,0.0,E028,PS-SH-50359.pdf,Delivered
SH-50360,SO-26382,KBD-CUST0016,KBD-CUST0016-S1,2025-07-07,FedEx Ground,LTL,,424278443607,210,8363.2,3947.49,0.0,E029,PS-SH-50360.pdf,Delivered
SH-50361,SO-26383,KBD-CUST0022,KBD-CUST0022-S1 ,2025-07-20,UPS Ground,LTL,,1Z5957755679,17,672.5,329.78,389.14,E031,PS-SH-50361.pdf,Delivered
SH-50362,SO-26384,KBD-CUST0026,KBD-CUST0026-S1,2025-11-28,Company Truck,LTL,,PRO858822596,227,9055.5,4273.15,5170.51,E036 ,PS-SH-50362.pdf,Delivered
SH-50363,SO-26385,KBD-CUST0024,KBD-CUST0024-S1,2026-02-23,Company Truck,LTL,,PRO755991623,15,578.8,285.71,325.71,E029,PS-SH-50363.pdf,Delivered
SH-50364,SO-26386,KBD-CUST0001,KBD-CUST0001-S1,2025-06-24,Customer Pickup,Pickup,,,4,148.8,0.0,0.0,E026,PS-SH-50364.pdf,Delivered
SH-50365 ,SO-26387,KBD-CUST0021,KBD-CUST0021-S1,"Dec 23, 2025",LTL - Estes,LTL,,PRO111491618,108,4294.1,2033.38,2155.38,E030,PS-SH-50365.pdf,Delivered
SH-50366,SO-26388,KBD-CUST0004,KBD-CUST0004-S1,2025-06-21,Customer Pickup,LTL,,PRO587616500,44,1721.9,823.42,0.0,E029,PS-SH-50366.pdf,Delivered
SH-50367,SO-26389,KBD-CUST0005,KBD-CUST0005-S1,2025-12-22,UPS Ground,LTL,,1Z8331852696,48,1916.8,915.1,0.0,E029,PS-SH-50367.pdf,Delivered
SH-50368,SO-26390,KBD-CUST0003,KBD-CUST0003-S1,2026-03-08,FedEx Ground,LTL,,175092596658,223,8917.2,4208.09,5260.11,E028,PS-SH-50368.pdf,Delivered
SH-50369,SO-26391,KBD-CUST0022,KBD-CUST0022-S1,2025-05-05,UPS Ground,Parcel,3 Day,1Z4017151376,3,88.0,54.84,0.0,E035,PS-SH-50369.pdf,Delivered
SH-50370,SO-26392,KBD-CUST0019,KBD-CUST0019-S1,2026-01-27,LTL - XPO,Company Truck,,,1,26.8,0.0,0.0,E026,PS-SH-50370.pdf,Delivered
SH-50371,SO-26393,KBD-CUST0022 ,KBD-CUST0022-S1,2026-03-19,UPS Ground,LTL,,1Z3415900305,19,746.0,364.36,462.74,E030,PS-SH-50371.pdf,Delivered
SH-50372,SO-26394,KBD-CUST0021,KBD-CUST0021-S1,2026-02-06,LTL - Estes,Company Truck,,,3,116.0,0.0,0.0,E035,PS-SH-50372.pdf,Delivered
SH-50373,SO-26395,KBD-CUST0030,KBD-CUST0030-S1,2026-01-16,Customer Pickup,LTL,,PRO339343299,47,1861.0,888.85,0.0,E028,PS-SH-50373.pdf,Delivered
SH-50374,SO-26396,KBD-CUST0025,KBD-CUST0025-S1,"Jun 05, 2025",Customer Pickup,LTL,,PRO962857297,40,1589.6,761.19,921.04,E039,PS-SH-50374.pdf,Delivered
SH-50375,SO-26397,KBD-CUST0028,KBD-CUST0028-S1,03/22/26,UPS Ground,Parcel,Next Day Air,1Z8177162879,2,68.7,45.76,53.08,E035,PS-SH-50375.pdf,Delivered
SH-50376,SO-26398,KBD-CUST0020,KBD-CUST0020-S1,2026-03-05,Company Truck,Company Truck,,,2,60.0,0.0,0.0,E034,PS-SH-50376.pdf,Delivered
SH-50377,SO-26399,KBD-CUST0015,KBD-CUST0015-S1,2025-10-30,Customer Pickup,LTL,,PRO922412507,6,236.6,124.74,0.0,E034,PS-SH-50377.pdf,Delivered
SH-50378,SO-26400,KBD-CUST0016,KBD-CUST0016-S1,"Oct 27, 2025",FedEx Ground,LTL,,738087470201,6,231.5,122.34,0.0,E039,PS-SH-50378.pdf,Delivered
SH-50379,SO-26401,KBD-CUST0019,KBD-CUST0019-S1,2025-07-06,LTL - XPO,LTL,,PRO973068544,201,8022.1,3787.04,0.0,E038,PS-SH-50379.pdf,Delivered
SH-50380,SO-26402,KBD-CUST0018,KBD-CUST0018-S1,11/16/25,FedEx Ground,LTL,,481388985296,106,4212.1,1994.81,2453.62,E030,PS-SH-50380.pdf,Delivered
SH-50381,SO-26404,KBD-CUST0016,KBD-CUST0016-S1,2025-12-12,FedEx Ground,LTL,,602951786395,43,1683.1,805.17,0.0,E034 ,PS-SH-50381.pdf,Delivered
SH-50382,SO-26405,KBD-CUST0014,KBD-CUST0014-S1,2025-10-27,UPS Ground,LTL,,1Z3281663755,12,444.6,222.58,260.42,E033,PS-SH-50382.pdf,Delivered
SH-50383,SO-26406,KBD-CUST0018,KBD-CUST0018-S1,2026-03-26,FedEx Ground,LTL,,540392080600,8,303.5,156.21,162.46,E029,PS-SH-50383.pdf,In Transit
SH-50384,SO-26408,KBD-CUST0019,KBD-CUST0019-S1,2025-05-20,LTL - XPO,LTL,,PRO741921530,100,3976.3,1883.89,0.0,E036,PS-SH-50384.pdf,Delivered
SH-50385,SO-26409,KBD-CUST0022,KBD-CUST0022-S1,2025-09-04,UPS Ground,LTL,,1Z4138259896,110,4389.8,2078.4,2639.57,E035,PS-SH-50385.pdf,Delivered
SH-50386,SO-26411,KBD-CUST0030,KBD-CUST0030-S1,2025-10-29,Customer Pickup,Pickup,,,1,35.5,0.0,0.0,E026,PS-SH-50386.pdf,Delivered
SH-50387 ,SO-26412,KBD-CUST0025,KBD-CUST0025-S1,2026-02-18,Customer Pickup,Pickup,,,3,115.9,0.0,0.0,E028,PS-SH-50387.pdf,Delivered 
SH-50388,SO-26413,KBD-CUST0011,KBD-CUST0011-S1,2026-01-31,Company Truck,LTL,,PRO167578884,33,1318.0,633.43,0.0,E034,PS-SH-50388.pdf,Delivered
SH-50389,SO-26414,KBD-CUST0006,KBD-CUST0006-S1,2025-05-28,FedEx Ground,LTL,,471879982415,51,2015.0,961.3,1240.08,E033,PS-SH-50389.pdf,Delivered 
SH-50390,SO-26415,KBD-CUST0030,KBD-CUST0030-S1,2025-12-31,Customer Pickup,LTL,,PRO787548727,4,159.0,88.23,104.11,E033,PS-SH-50390.pdf,Delivered
SH-50391,SO-26416,KBD-CUST0012,KBD-CUST0012-S1,2026-01-24,FedEx Ground,LTL,,633680294704,6,222.6,118.15,0.0,E034,PS-SH-50391.pdf,Delivered
SH-50392,SO-26417,KBD-CUST0024,KBD-CUST0024-S1,2025-05-26,Company Truck,LTL,,PRO249658456,7,250.0,131.04,0.0,E038,PS-SH-50392.pdf,Delivered
SH-50393,SO-26418,KBD-CUST0007,KBD-CUST0007-S1,"Sep 26, 2025",Company Truck,LTL,,PRO202016533,9,322.2,165.0,216.15,E037,PS-SH-50393.pdf,Delivered
SH-50394,SO-26419,KBD-CUST0021,KBD-CUST0021-S1,2025-09-15,LTL - Estes,LTL,,PRO361466639,17,675.4,331.15,0.0,E026,PS-SH-50394.pdf,Delivered
SH-50395,SO-26420,KBD-CUST0007,KBD-CUST0007-S1,12/03/25,Company Truck,Company Truck,,,1,12.8,0.0,0.0,E032,PS-SH-50395.pdf,Delivered
SH-50396,SO-26421,KBD-CUST0017,KBD-CUST0017-S1,2025-05-13,FedEx Ground,Parcel,Ground,677265906013,2,67.0,44.96,44.96,E029,PS-SH-50396.pdf,Delivered
SH-50397,SO-26422,KBD-CUST0001,KBD-CUST0001-S1,2025-05-22,Customer Pickup,LTL,,PRO782834696,31,1232.4,593.16,729.59,E033,PS-SH-50397.pdf,Delivered
SH-50398,SO-26423,KBD-CUST0013,KBD-CUST0013-S1,04/26/2025,Customer Pickup,LTL,,PRO302122231,23,884.5,429.51,571.25,E038,PS-SH-50398.pdf,Delivered
SH-50399,SO-26424,KBD-CUST0005,KBD-CUST0005-S1,2025-09-21,UPS Ground,LTL,,1Z7010768261,13,501.8,249.49,279.43,E038,PS-SH-50399.pdf,Delivered
SH-50400,SO-26425,KBD-CUST0005,KBD-CUST0005-S1,2025-07-21,UPS Ground,LTL,,1Z8304761685,8,283.8,146.94,0.0,E028,PS-SH-50400.pdf,Delivered
SH-50401,SO-26426,KBD-CUST0028,KBD-CUST0028-S1,2025-08-25,UPS Ground,LTL,,1Z4812906800,53,2118.2,1009.84,0.0,E034,PS-SH-50401.pdf,Delivered
SH-50402,SO-26427,KBD-CUST0021,KBD-CUST0021-S1,2025-07-29,LTL - Estes,LTL,,PRO269474168,5,181.2,98.68,126.31,E031,PS-SH-50402.pdf,Delivered
SH-50403,SO-26428,KBD-CUST0017,KBD-CUST0017-S1,2025-08-23,FedEx Ground,LTL,,698596644950,403,16109.2,7591.21,0.0,E032 ,PS-SH-50403.pdf,Delivered
SH-50404,SO-26429,KBD-CUST0017,KBD-CUST0017-S1,2026-01-20,FedEx Ground,LTL,,564516118281,21,813.0,395.88,510.69,E036,PS-SH-50404.pdf,Delivered
SH-50405,SO-26430,KBD-CUST0030,KBD-CUST0030-S1,2026-02-02,Customer Pickup,LTL,,PRO811319669,187,7475.0,3529.68,0.0,E029,PS-SH-50405.pdf,Delivered
SH-50406,SO-26431,KBD-CUST0027,KBD-CUST0027-S1,2025-05-04,FedEx Ground,LTL,,164066204859,14,520.6,258.33,0.0,E031,PS-SH-50406.pdf,Delivered
SH-50407,SO-26432,KBD-CUST0020,KBD-CUST0020-S1,2025-08-26,Company Truck,LTL,,PRO603870105,8,306.1,157.43,0.0,E027,PS-SH-50407.pdf,Delivered
SH-50408,SO-26433,KBD-CUST0026,KBD-CUST0026-S1,26-Mar-2026,Company Truck,LTL,,PRO409830981,112,4468.1,2115.23,2517.12,E032,PS-SH-50408.pdf,In Transit
SH-50409,SO-26434,KBD-CUST0010,KBD-CUST0010-S1,2025-11-18,LTL - Estes,LTL,,PRO522911119,25,970.8,470.1,592.33,E038,PS-SH-50409.pdf,Delivered
SH-50410,SO-26435,KBD-CUST0015,KBD-CUST0015-S1,2025-11-25,Customer Pickup,LTL,,PRO691503931,6,216.6,115.33,0.0,E032,PS-SH-50410.pdf,Delivered
SH-50411,SO-26436,KBD-CUST0010,KBD-CUST0010-S1,"Aug 07, 2025",LTL - Estes,LTL,,PRO978171164,134,5340.9,2525.8,2929.93,E038,PS-SH-50411.pdf,Delivered
SH-50412 ,SO-26437,KBD-CUST0005,KBD-CUST0005-S1,2025-10-05,UPS Ground,LTL,,1Z3884230247,438,17507.8,8249.11,0.0,E036,PS-SH-50412.pdf,Delivered
SH-50413,SO-26438,KBD-CUST0006,KBD-CUST0006-S1,2025-12-08,FedEx Ground,LTL,,562832579742,123,4916.1,2325.97,0.0,E032,PS-SH-50413.pdf,Delivered
SH-50414,SO-26439,KBD-CUST0008,KBD-CUST0008-S1,2025-05-21,LTL - Estes,LTL,,PRO315548245,10,365.2,185.23,0.0,E037,PS-SH-50414.pdf,Delivered
SH-50415,SO-26440,KBD-CUST0022,KBD-CUST0022-S1,2025-07-06,UPS Ground,LTL,,1Z6774852136,6,220.0,116.93,0.0,E028,PS-SH-50415.pdf,Delivered
SH-50416,SO-26441,KBD-CUST0023,KBD-CUST0023-S1,2025-10-17,UPS Ground,LTL,,1Z7292357311,9,342.4,174.5,0.0,E034,PS-SH-50416.pdf,Delivered
SH-50417,SO-26443,KBD-CUST0016,KBD-CUST0016-S1,2025-07-15,FedEx Ground,LTL,,486991068182,43,1710.8,818.2,0.0,E037,PS-SH-50417.pdf,Delivered
SH-50418,SO-26444,KBD-CUST0005,KBD-CUST0005-S1,2026-03-10,UPS Ground,LTL,,1Z5572591000,9,346.3,176.34,0.0,E028,PS-SH-50418.pdf,Delivered
SH-50419 ,SO-26445,KBD-CUST0020,KBD-CUST0020-S1,2025-10-23,Company Truck,LTL,,PRO527055949,116,4639.6,2195.91,2305.71,E026,PS-SH-50419.pdf,Delivered
SH-50420,SO-26446,KBD-CUST0022,KBD-CUST0022-S1,2026-01-20,UPS Ground,LTL,,1Z5396844427,158,6311.2,2982.23,3012.05,E036,PS-SH-50420.pdf,Delivered
SH-50421,SO-26447,KBD-CUST0031,KBD-CUST0031-S1,"Sep 15, 2025",LTL - XPO,Company Truck,,,1,16.9,0.0,0.0,E027,PS-SH-50421.pdf,Delivered
SH-50422,SO-26448,KBD-CUST0030,KBD-CUST0030-S1,2025-06-24,Customer Pickup,LTL,,PRO869590097,9,324.6,166.13,171.11,E027,PS-SH-50422.pdf,Delivered
SH-50423,SO-26449,KBD-CUST0028,KBD-CUST0028-S1,2025-08-06,UPS Ground,LTL,,1Z2900224893,13,487.2,242.62,0.0,E035,PS-SH-50423.pdf,Delivered
SH-50424,SO-26450,KBD-CUST0017,KBD-CUST0017-S1,2025-09-17,FedEx Ground,LTL,,959618614269,6,206.0,110.34,133.51,E029,PS-SH-50424.pdf,Delivered
SH-50425,SO-26451,KBD-CUST0022,KBD-CUST0022-S1,2025-12-26,UPS Ground,LTL,,1Z2577692162,8,302.5,155.74,169.76,E034,PS-SH-50425.pdf,Delivered
