Bol Number,Shipment Id,Carrier,Ship Date,Shipper,Consignee,Nmfc Class,Pallets,Weight Lb,Freight Terms,Hazmat,Signed
BOL-SH-50409,SH-50409,LTL - Estes,2025-11-18,Keystone Bearing & Drive Co.,Allegheny Paper Inc. - Plant 2,85,2,970.8,Prepaid & Add,N,Y
BOL-SH-50410,SH-50410,Customer Pickup,2025-11-25,Keystone Bearing & Drive Co.,Hickory Lumber LLC - Plant 4,55,1,216.6,Prepaid,N,Y
BOL-SH-50411,SH-50411,LTL - Estes,2025-08-07,Keystone Bearing & Drive Co.,Allegheny Paper Inc. - Plant 2,50,7,5340.9,Prepaid & Add,N,Y
BOL-SH-50412,SH-50412,UPS Ground,2025-10-05,Keystone Bearing & Drive Co.,Cardinal Foods Corp. - Plant 4,60,22,17507.8,Collect,N,Y
BOL-SH-50413,SH-50413,FedEx Ground,2025-12-08,Keystone Bearing & Drive Co.,Prairie Foods Co. - Plant 8,55,7,4916.1,Prepaid,N,Y
BOL-SH-50414,SH-50414,LTL - Estes,2025-05-21,Keystone Bearing & Drive Co.,Piedmont Ag Equipment LLC - Plant 2,70,1,365.2,Prepaid,N,Y
BOL-SH-50415,SH-50415,UPS Ground,2025-07-06,Keystone Bearing & Drive Co.,Keystone Steel LP - Plant 8,70,1,220.0,Prepaid,N,Y
BOL-SH-50416,SH-50416,UPS Ground,2025-10-17,Keystone Bearing & Drive Co.,Keystone Plastics Inc. - Plant 4,85,1,342.4,Prepaid,N,Y
BOL-SH-50417,SH-50417,FedEx Ground,2025-07-15,Keystone Bearing & Drive Co.,Lehigh Valley Ag Equipment LP - Plant 4,70,3,1710.8,Prepaid,N,Y
BOL-SH-50418,SH-50418,UPS Ground,2026-03-10,Keystone Bearing & Drive Co.,Cardinal Foods Corp. - Plant 4,70,1,346.3,Prepaid,N,Y
BOL-SH-50419,SH-50419 ,Company Truck,2025-10-23,Keystone Bearing & Drive Co.,Northstar Plastics LP - Plant 1,85,6,4639.6,Prepaid & Add,N,Y
BOL-SH-50420 ,SH-50420,UPS Ground,2026-01-20,Keystone Bearing & Drive Co.,Keystone Steel LP - Plant 8,70,8,6311.2,Prepaid & Add,N,Y
BOL-SH-50422,SH-50422,Customer Pickup,2025-06-24,Keystone Bearing & Drive Co.,Fox River Climate Inc. - Plant 6,85,1,324.6,Prepaid & Add,N,Y
BOL-SH-50423,SH-50423,UPS Ground,2025-08-06,Keystone Bearing & Drive Co.,Piedmont Poultry Inc. - Plant 9,70,1,487.2,Prepaid,N,Y
BOL-SH-50424,SH-50424,FedEx Ground,2025-09-17,Keystone Bearing & Drive Co.,Hickory Steel Co. - Plant 4,70,1,206.0,Prepaid & Add,N,Y
BOL-SH-50425,SH-50425,UPS Ground,2025-12-26,Keystone Bearing & Drive Co.,Keystone Steel LP - Plant 8,55,1,302.5,Prepaid & Add,N,Y
BOL-SH-50426,SH-50426,Company Truck,2025-11-30,Keystone Bearing & Drive Co.,Northstar Plastics LP - Plant 1,85,2,980.9,Prepaid & Add,N,Y
BOL-SH-50427,SH-50427,Customer Pickup,09-Oct-2025,Keystone Bearing & Drive Co.,Fox River Climate Inc. - Plant 6,50,3,2038.2,Prepaid & Add,N,Y
BOL-SH-50429,SH-50429,LTL - Estes,2025-07-28,Keystone Bearing & Drive Co.,Allegheny Paper Inc. - Plant 2,55,1,468.4,Prepaid,N,Y
BOL-SH-50430,SH-50430,FedEx Ground,2026-03-26,Keystone Bearing & Drive Co.,Riverbend Packaging Systems Inc. - Plant 12,60,3,1700.0,Prepaid,N,Y
BOL-SH-50431,SH-50431,Customer Pickup,2026-02-21,Keystone Bearing & Drive Co.,Hickory Lumber LLC - Plant 4,55,5,3693.4,Prepaid & Add,N,Y
BOL-SH-50432,SH-50432,FedEx Ground,2026-02-15,Keystone Bearing & Drive Co. ,Hickory Steel Co. - Plant 4,85,1,217.0,Collect,N,Y
BOL-SH-50433,SH-50433,UPS Ground,2026-02-27,Keystone Bearing & Drive Co.,Cardinal Foods Corp. - Plant 4,50,10,7834.9,Prepaid & Add,N,Y
BOL-SH-50434,SH-50434,UPS Ground,2026-03-21,Keystone Bearing & Drive Co.,Keystone Steel LP - Plant 8,85,2,921.7,Prepaid,N,Y
BOL-SH-50435,SH-50435,LTL - Estes,2025-06-19,Keystone Bearing & Drive Co.,Allegheny Paper Inc. - Plant 2,60,1,157.8,Prepaid & Add,N,Y
BOL-SH-50436,SH-50436,FedEx Ground,2025-06-19,Keystone Bearing & Drive Co.,Appalachian Packaging Systems Co. - Plant 8,85,3,1985.9,Prepaid & Add,N,Y
BOL-SH-50437,SH-50437,UPS Ground,2025-05-17,Keystone Bearing & Drive Co.,Keystone Steel LP - Plant 8,50,3,2026.5,Collect,N,Y
BOL-SH-50438,SH-50438,UPS Ground,28-Sep-2025,Keystone Bearing & Drive Co.,Keystone Plastics Inc. - Plant 4,85,1,273.6,Prepaid & Add,N,Y
BOL-SH-50439,SH-50439,Company Truck,2025-06-09,Keystone Bearing & Drive Co.,Tennessee Valley Plastics Inc. - Plant 5,85,1,475.8,Prepaid,N,Y
BOL-SH-50440,SH-50440,UPS Ground,2025-11-23,Keystone Bearing & Drive Co.,Keystone Plastics Inc. - Plant 4,55,1,280.7,Collect,N,Y 
BOL-SH-50441,SH-50441 ,FedEx Ground,2026-01-03,Keystone Bearing & Drive Co.,Riverbend Packaging Systems Inc. - Plant 12,50,9,6491.6,Collect,N,Y
BOL-SH-50442,SH-50442,FedEx Ground,2025-09-15,Keystone Bearing & Drive Co.,Cardinal Plastics Corp. - Plant 3,60,1,240.3,Prepaid & Add,N,Y
BOL-SH-50443,SH-50443,UPS Ground,2025-12-30,Keystone Bearing & Drive Co.,Keystone Plastics Inc. - Plant 4,50,1,350.7,Prepaid & Add,N,Y
BOL-SH-50444,SH-50444,FedEx Ground,2025-07-18,Keystone Bearing & Drive Co.,Iron City Plastics Corp. - Plant 4,50,6,4227.6,Prepaid,N,Y
BOL-SH-50445,SH-50445,LTL - Estes,2026-01-11,Keystone Bearing & Drive Co.,Piedmont Ag Equipment LLC - Plant 2,60,2,830.5,Collect,N,Y
BOL-SH-50446,SH-50446,Company Truck,2025-05-28,Keystone Bearing & Drive Co.,Pioneer Plastics LLC - Plant 4,55,7,5533.5,Collect,N,Y
BOL-SH-50447,SH-50447,UPS Ground,2025-06-20,Keystone Bearing & Drive Co.,Keystone Plastics Inc. - Plant 4,70,1,506.8,Prepaid & Add,N,Y
BOL-SH-50449,SH-50449,Customer Pickup,2025-12-14,Keystone Bearing & Drive Co.,"Cardinal Foods Group - Plant 12 - Hazleton, PA",85,1,178.6,Prepaid,N,Y
BOL-SH-50451,SH-50451,Company Truck,2026-03-25,Keystone Bearing & Drive Co.,Northstar Plastics LP - Plant 1,85,1,554.5,Prepaid & Add,N,Y
BOL-SH-50452,SH-50452,LTL - Estes,2025-11-15,Keystone Bearing & Drive Co.,Tennessee Valley Lumber LLC - Plant 1,60,15,11870.1,Prepaid & Add,N,Y
BOL-SH-50453,SH-50453,Customer Pickup,2025-05-22,Keystone Bearing & Drive Co.,Appalachian Conveyor LP - Plant 4,85,1,313.5,Collect,N,Y
BOL-SH-50456,SH-50456,UPS Ground,2025-10-22,Keystone Bearing & Drive Co.,Cardinal Foods Corp. - Plant 4,85,3,2075.0,Prepaid & Add,N,Y
BOL-SH-50458,SH-50458,FedEx Ground,2026-02-19,Keystone Bearing & Drive Co.,Tri-County Conveyor Inc. - Plant 7,60,4,3160.8,Collect,N,Y
BOL-SH-50459,SH-50459,Customer Pickup,"Jun 14, 2025",Keystone Bearing & Drive Co.,Fox River Climate Inc. - Plant 6,55,14,10822.5,Collect,N,Y
BOL-SH-50460,SH-50460,Customer Pickup,2025-07-31,Keystone Bearing & Drive Co.,Hickory Lumber LLC - Plant 4,55,11,8035.1,Prepaid & Add,N,Y
BOL-SH-50461,SH-50461,LTL - XPO,2025-08-21,Keystone Bearing & Drive Co.,Tri-County Materials LLC - Plant 12,85,20,15635.6,Prepaid,N,Y
BOL-SH-50463,SH-50463,UPS Ground,2025-10-29,Keystone Bearing & Drive Co.,Cardinal Foods Corp. - Plant 4,70,1,439.5,Prepaid & Add,N,Y
BOL-SH-50464,SH-50464,FedEx Ground,2025-05-30,Keystone Bearing & Drive Co.,Iron City Plastics Corp. - Plant 4,85,1,328.0,Prepaid & Add,N,Y
BOL-SH-50465,SH-50465,FedEx Ground,2025-09-04,Keystone Bearing & Drive Co.,Iron City Plastics Corp. - Plant 4,55,1,589.0,Prepaid & Add,N,Y
BOL-SH-50467,SH-50467,Customer Pickup,2025-10-14,Keystone Bearing & Drive Co.,Hickory Lumber LLC - Plant 4 ,70,5,3326.2,Prepaid & Add,N,Y
BOL-SH-50468,SH-50468,UPS Ground,2025-12-01,Keystone Bearing & Drive Co.,Keystone Plastics Inc. - Plant 4,85,1,518.6,Prepaid & Add,N,Y
BOL-SH-50469,SH-50469,Customer Pickup,04-Oct-2025,Keystone Bearing & Drive Co.,"Cardinal Foods Group - Plant 12 - Hazleton, PA",85,17,13332.2,Prepaid & Add,N,Y
BOL-SH-50470,SH-50470,Company Truck,"Feb 09, 2026",Keystone Bearing & Drive Co.,Cardinal Poultry Co. - Plant 2,60,2,1389.4,Prepaid,N,Y
BOL-SH-50472,SH-50472,LTL - XPO,2026-03-11,Keystone Bearing & Drive Co.,Tri-County Materials LLC - Plant 12,55,4,2817.0,Collect,N,Y
BOL-SH-50473,SH-50473,LTL - Estes,2026-01-21,Keystone Bearing & Drive Co.,Tennessee Valley Lumber LLC - Plant 1,60,3,1765.7,Prepaid,N,Y
BOL-SH-50474,SH-50474,LTL - Estes,2025-10-28,Keystone Bearing & Drive Co.,Piedmont Ag Equipment LLC - Plant 2,55,1,404.9,Prepaid,N,Y
BOL-SH-50475,SH-50475,LTL - Estes,2026-01-20,Keystone Bearing & Drive Co.,Tennessee Valley Lumber LLC - Plant 1,55,1,594.9,Prepaid & Add,N,Y
BOL-SH-50476,SH-50476,UPS Ground,2025-09-07,Keystone Bearing & Drive Co.,Piedmont Poultry Inc. - Plant 9,85,3,1969.4,Collect,N,Y
BOL-SH-50477,SH-50477,Company Truck,"Nov 02, 2025",Keystone Bearing & Drive Co.,Northstar Plastics LP - Plant 1,55,1,245.7,Prepaid,N,Y 
BOL-SH-50478,SH-50478,LTL - XPO,2025-07-20,Keystone Bearing & Drive Co.,Iron City Materials Co. - Plant 11,55,1,432.9,Prepaid,N,Y
BOL-SH-50479,SH-50479,LTL - Estes,2026-02-27,Keystone Bearing & Drive Co.,Allegheny Paper Inc. - Plant 2,85,5,3811.8,Prepaid & Add,N,Y
BOL-SH-50480,SH-50480,LTL - XPO,2026-03-14,Keystone Bearing & Drive Co.,Iron City Materials Co. - Plant 11,85,1,550.5,Collect,N,Y
BOL-SH-50481,SH-50481,FedEx Ground,2025-10-03,Keystone Bearing & Drive Co.,Appalachian Packaging Systems Co. - Plant 8,55,11,8305.3,Collect,N,Y
BOL-SH-50482,SH-50482,LTL - XPO,2025-09-24,Keystone Bearing & Drive Co.,Iron City Materials Co. - Plant 11,60,11,8061.1,Prepaid,N,Y
BOL-SH-50485,SH-50485,Company Truck,15-Dec-2025,Keystone Bearing & Drive Co.,Tennessee Valley Plastics Inc. - Plant 5,85,3,2061.4,Collect,N,Y
BOL-SH-50486,SH-50486,LTL - Estes,2025-06-09,Keystone Bearing & Drive Co.,Allegheny Paper Inc. - Plant 2,70,6,4538.1,Prepaid & Add,N,Y
BOL-SH-50487,SH-50487,UPS Ground,2025-08-19,Keystone Bearing & Drive Co.,Keystone Plastics Inc. - Plant 4,85,1,180.8,Prepaid & Add,N,Y
BOL-SH-50488,SH-50488,FedEx Ground,2025-10-12,Keystone Bearing & Drive Co.,Riverbend Packaging Systems Inc. - Plant 12,55,1,336.1,Prepaid & Add,N,Y
