Event Id,Workflow Type,Object Type,Object Id,Timestamp,Actor,Action,Previous State,New State,Source Document,Confidence,Requires Review
EV000433,commissions,commission_line,LIB-COMM-202601:LIB-AUTO-7275574,2026-02-03T10:00:00,accounting,statement_line_matched,,Matched,LIB-COMM-202601.pdf,0.95,N
EV000434,commissions,commission_line,LIB-COMM-202601:LIB-AUTO-3567307,2026-02-03T10:00:00,accounting,statement_line_matched,,Matched,LIB-COMM-202601.pdf,0.95,N
EV000435,commissions,commission_line,LIB-COMM-202601:LIB-WC-7551335,2026-02-03T10:00:00,accounting,statement_line_matched,,Matched,LIB-COMM-202601.pdf,0.95,N
EV000443,commissions ,commission_line,CNA-COMM-202601:CNA-CYB-9479742,2026-02-03T10:00:00,accounting,statement_line_matched,,Matched,CNA-COMM-202601.pdf,0.95,N
EV000455,commissions,commission_line,GRD-COMM-202601:GRD-WC-3894019,2026-02-03T10:00:00,accounting,statement_line_matched,,Matched,GRD-COMM-202601.pdf,0.95,N
EV000456,commissions,commission_line,GRD-COMM-202601:GRD-WC-8470777,2026-02-03T10:00:00,accounting,statement_line_matched,,Matched,GRD-COMM-202601.pdf,0.95,N
EV000457,commissions,commission_line,GRD-COMM-202601:GRD-WC-9264864,2026-02-03T10:00:00,accounting,statement_line_matched,,Matched,GRD-COMM-202601.pdf,0.95,N
EV000407,billing,payment,HAR-PMT00023,2026-02-03T14:00:00,accounting,cash_applied ,received,applied,CHK 38440,1.0,N
EV000492,renewals,renewal_task,REN-HAR-P00062-T120,2026-02-03T15:00:00,E006,task_completed,open,complete,,1.0,N
EV000390,billing,payment,HAR-PMT00006,2026-02-04T14:00:00,accounting,cash_applied,received,applied,CHK 37034,1.0,N
EV000405,billing,payment ,HAR-PMT00021,2026-02-04T14:00:00,accounting,cash_applied ,received,applied,ACH158688831,1.0,N
EV000499,renewals,renewal_task,REN-HAR-P00066-T60,2026-02-05T15:00:00,E012 ,task_completed,open,complete,,1.0,N
EV000306,certificates,certificate_request,HAR-CERT0020,2026-02-06T10:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000307,certificates,certificate_request,HAR-CERT0020,2026-02-06T13:00:00,E009,certificate_issued,open,issued,HAR-COI0020.pdf,1.0,N
EV000423,billing,payment,HAR-PMT00039,2026-02-06T14:00:00,accounting,cash_unapplied,received,unapplied,CHK 96712,1.0,Y
EV000494,renewals,renewal_task,REN-HAR-P00065-T120,2026-02-08T15:00:00,E012,task_completed,open,complete,,1.0,N
EV000511,renewals,renewal_task,REN-HAR-P00083-T75,2026-02-08T15:00:00,E009,task_completed,open,complete,,1.0,N
EV000316,certificates,certificate_request,HAR-CERT0025,2026-02-09T09:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000253,quote,quote,HAR-S00091-Q1,2026-02-09T14:00:00,carrier:MKL,quote_received,,received,HAR-S00091-Q1.pdf,0.92,N
EV000008,marketing,submission,HAR-S00005,2026-02-09T16:00:00,E007,submitted ,draft,submitted,HAR-S00005_package.pdf,1.0,N
EV000468,renewals,renewal_task,REN-HAR-P00024-T90,2026-02-10T15:00:00,E009,task_completed,open,complete,,1.0,N
EV000477,renewals,renewal_task,REN-HAR-P00040-T60,2026-02-10T15:00:00,E013,task_completed,open,complete,,1.0,N
EV000505,renewals,renewal_task,REN-HAR-P00079-T60,2026-02-10T15:00:00,E008,task_completed,open,complete,,1.0,N
EV000317,certificates,certificate_request,HAR-CERT0025,2026-02-11T06:00:00,E009,certificate_issued,open,issued,HAR-COI0025.pdf,1.0,N
EV000462,renewals ,renewal_task,REN-HAR-P00001-T75,2026-02-11T15:00:00,E009,task_completed,open,complete,,1.0,N
EV000518,renewals,renewal_task,REN-HAR-P00095-T120,2026-02-11T15:00:00,E007,task_completed,open,complete,,1.0,N
EV000239,quote,quote,HAR-S00058-Q1,2026-02-12T10:00:00,carrier:TRV,quote_received,,received,HAR-S00058-Q1.pdf,0.92,N
EV000501,renewals,renewal_task,REN-HAR-P00075-T120,2026-02-12T15:00:00,E007,task_completed,open,complete,,1.0,N
EV000009,marketing,submission,HAR-S00005,2026-02-13T10:00:00,carrier:LIB,acknowledged,submitted,acknowledged,,1.0,N
EV000411,billing,payment,HAR-PMT00027,2026-02-13T14:00:00,accounting,cash_applied,received,applied,ACH664719562,1.0,N
EV000385,billing,payment,HAR-PMT00001,2026-02-15T14:00:00,accounting,cash_applied,received,applied,PF138020,1.0,N
EV000472,renewals,renewal_task,REN-HAR-P00031-T90,2026-02-15T15:00:00,E006,task_completed,open ,complete,,1.0,N
EV000490,renewals,renewal_task,REN-HAR-P00054-T60,2026-02-16T15:00:00,E010,task_completed,open,complete,,1.0,N
EV000409,billing,payment,HAR-PMT00025,2026-02-18T14:00:00,accounting,cash_applied,received,applied,ACH246887041,1.0,N
EV000480,renewals,renewal_task,REN-HAR-P00042-T120,2026-02-18T15:00:00,E013,task_completed,open,complete,,1.0,N
EV000483,renewals,renewal_task,REN-HAR-P00048-T120,2026-02-18T15:00:00,E010,task_completed,open,complete ,,1.0,N
EV000255,quote,quote,HAR-S00094-Q1,2026-02-20T09:00:00,carrier:CNA,quote_received,,received,HAR-S00094-Q1.pdf,0.92,N
EV000516,renewals,renewal_task,REN-HAR-P00092-T120,2026-02-20T15:00:00,E010,task_completed,open,complete,,1.0,N
EV000280,certificates,certificate_request,HAR-CERT0007,2026-02-21T10:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000334,certificates,certificate_request,HAR-CERT0034,2026-02-21T17:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000335,certificates,certificate_request,HAR-CERT0034,2026-02-21T19:00:00,E009,exception_flagged,open,exception,,0.97,Y
EV000281,certificates,certificate_request,HAR-CERT0007,2026-02-22T19:00:00,E010,certificate_issued,open,issued,HAR-COI0007.pdf,1.0,N
EV000290,certificates,certificate_request ,HAR-CERT0012,2026-02-24T12:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000206,quote,quote,HAR-S00005-Q1,2026-02-25T13:00:00,carrier:LIB,quote_received,,received,HAR-S00005-Q1.pdf,0.92,N
EV000418,billing,payment,HAR-PMT00034,2026-02-25T14:00:00,accounting,cash_applied,received,applied,CHK 67353,1.0,N
EV000421,billing,payment,HAR-PMT00037,2026-02-25T14:00:00,accounting,cash_applied,received,applied,ACH460472095,1.0,N
EV000291,certificates,certificate_request,HAR-CERT0012,2026-02-25T15:00:00,E011,certificate_issued,open,issued,HAR-COI0012.pdf,1.0,N
EV000312,certificates,certificate_request,HAR-CERT0023 ,2026-02-26T14:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000313,certificates,certificate_request,HAR-CERT0023,2026-02-26T16:00:00,E010,exception_flagged,open,exception,,0.97,Y
EV000344,endorsements,endorsement_request,HAR-END0003,2026-02-27T11:00:00,carrier:NAT,endorsement_received,pending_carrier,issued_-_discrepancy,END-724637.pdf,0.9,Y
EV000507,renewals,renewal_task,REN-HAR-P00081-T120,2026-02-27T15:00:00,E008,task_completed,open ,complete,,1.0,N
EV000512,renewals,renewal_task,REN-HAR-P00083-T60,2026-02-28T15:00:00,E009,task_completed,open,complete,,1.0,N
EV000278,certificates,certificate_request,HAR-CERT0006,2026-02-28T17:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000279,certificates,certificate_request,HAR-CERT0006,2026-02-28T19:00:00,E012,exception_flagged,open,exception,,0.97,Y
EV000463,renewals,renewal_task,REN-HAR-P00001-T60,2026-03-01T15:00:00,E009,task_completed,open,complete,,1.0,N
EV000473,renewals,renewal_task,REN-HAR-P00031-T75,2026-03-01T15:00:00,E006,task_completed,open,complete,,1.0,N
EV000270,certificates,certificate_request,HAR-CERT0002,2026-03-01T17:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000271,certificates,certificate_request,HAR-CERT0002,2026-03-01T19:00:00,E010,exception_flagged,open,exception,,0.97,Y
EV000469,renewals,renewal_task,REN-HAR-P00024-T75,2026-03-02T15:00:00,E009,task_completed,open,complete,,1.0,N
EV000370,endorsements,endorsement_request,HAR-END0020,2026-03-03T10:00:00,E011,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000425,commissions,commission_line,TRV-COMM-202602:TRV-AUTO-6605955,2026-03-03T10:00:00,accounting,statement_line_matched,,Matched,TRV-COMM-202602.pdf,0.95,N
EV000436,commissions,commission_line,LIB-COMM-202602:LIB-GL-1970641,2026-03-03T10:00:00,accounting,statement_line_matched,,Matched,LIB-COMM-202602.pdf,0.95,N
EV000437,commissions,commission_line,LIB-COMM-202602:LIB-WC-2782069,2026-03-03T10:00:00,accounting,statement_line_matched,,Matched,LIB-COMM-202602.pdf,0.95,N 
EV000445,commissions,commission_line,NAT-COMM-202602:NAT-WC-4834651,2026-03-03T10:00:00,accounting,statement_line_matched,,Matched,NAT-COMM-202602.pdf ,0.95,N
EV000450,commissions,commission_line,AMT-COMM-202602:AMT-WC-2131117,2026-03-03T10:00:00,accounting,statement_line_matched,,Matched,AMT-COMM-202602.pdf,0.95,N
EV000458,commissions,commission_line,GRD-COMM-202602:GRD-WC-1918578,2026-03-03T10:00:00,accounting,statement_line_matched,,Matched,GRD-COMM-202602.pdf,0.95,N
EV000459,commissions,commission_line,GRD-COMM-202602:GRD-BOP-9955713,2026-03-03T10:00:00,accounting,statement_line_exception,,Unmatched - policy not in book,GRD-COMM-202602.pdf,0.95,Y
EV000471,renewals,renewal_task,REN-HAR-P00026-T120,2026-03-04T15:00:00,E010,task_completed,open,complete,,1.0,N
EV000342,endorsements,endorsement_request,HAR-END0002,2026-03-05T11:00:00,carrier:TRV,endorsement_received,pending_carrier,issued,END-232243.pdf ,0.9,N
EV000406,billing,payment,HAR-PMT00022,2026-03-06T14:00:00,accounting,cash_applied,received,applied,PF964584,1.0,N 
EV000493,renewals,renewal_task,REN-HAR-P00062-T90,2026-03-07T15:00:00,E006,task_completed,open,complete,,1.0,N
EV000495,renewals,renewal_task,REN-HAR-P00065-T90,2026-03-08T15:00:00,E012 ,task_completed,open,complete,,1.0,N
EV000514,renewals,renewal_task,REN-HAR-P00091-T90,2026-03-09T15:00:00,E010,task_completed,open,complete,,1.0,N
EV000352,endorsements,endorsement_request,HAR-END0009,2026-03-10T10:00:00,E007,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000479,renewals,renewal_task,REN-HAR-P00041-T120,2026-03-10T15:00:00,E013,task_completed,open,complete,,1.0,N
EV000371,endorsements,endorsement_request,HAR-END0020,2026-03-13T11:00:00,carrier:NAT,endorsement_received,pending_carrier,issued,END-721255.pdf,0.9,N
EV000470,renewals,renewal_task,REN-HAR-P00024-T60,2026-03-13T15:00:00,E009,task_completed,open,complete,,1.0,N
EV000478 ,renewals,renewal_task,REN-HAR-P00040-T30,2026-03-17T15:00:00,E013,task_completed,open,complete,,1.0,N
EV000485,renewals,renewal_task,REN-HAR-P00049-T120,2026-03-17T15:00:00,E007,task_completed,open,complete,,1.0,N
EV000491,renewals,renewal_task,REN-HAR-P00054-T30,2026-03-17T15:00:00,E010,task_completed,open,complete,,1.0,N
EV000340,endorsements,endorsement_request,HAR-END0001,2026-03-18T10:00:00,E009,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000482,renewals,renewal_task,REN-HAR-P00047-T120,2026-03-18T15:00:00,E010,task_completed,open,complete,,1.0,N
EV000320,certificates,certificate_request,HAR-CERT0027,2026-03-19T09:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000506,renewals,renewal_task,REN-HAR-P00079-T30,2026-03-19T15:00:00,E008,task_completed,open,complete,,1.0,N
EV000386,billing,payment,HAR-PMT00002,2026-03-20T14:00:00,accounting,cash_applied,received,applied,CHK 94756,1.0,N
EV000481,renewals,renewal_task,REN-HAR-P00042-T90,2026-03-20T15:00:00,E013,task_completed,open,complete,,1.0,N
EV000486 ,renewals,renewal_task,REN-HAR-P00053-T120,2026-03-20T15:00:00,E007 ,task_completed,open,complete,,1.0,N
EV000517,renewals,renewal_task,REN-HAR-P00092-T90,2026-03-21T15:00:00,E010,task_completed,open,complete,,1.0,N
EV000321,certificates,certificate_request,HAR-CERT0027,2026-03-22T05:00:00,E009,certificate_issued,open,issued,HAR-COI0027.pdf,1.0,N
EV000408,billing,payment,HAR-PMT00024,2026-03-22T14:00:00,accounting,cash_applied,received ,applied,ACH906625820,1.0,N
EV000500,renewals,renewal_task,REN-HAR-P00066-T10,2026-03-24T15:00:00,E012,task_completed,open,complete,,1.0,N
EV000484,renewals,renewal_task,REN-HAR-P00048-T90,2026-03-25T15:00:00,E010,task_completed,open,complete,,1.0,N
EV000508,renewals,renewal_task,REN-HAR-P00081-T90,2026-03-25T15:00:00,E008,task_completed,open,complete,,1.0,N
EV000513,renewals ,renewal_task,REN-HAR-P00083-T30,2026-03-26T15:00:00,E009,task_completed,open,complete,,1.0,N
EV000515,renewals,renewal_task,REN-HAR-P00091-T75,2026-03-26T15:00:00,E010,task_completed,open,complete,,1.0,N
EV000417,billing,payment,HAR-PMT00033,2026-03-28T14:00:00,accounting,cash_applied,received,applied,CHK 85245,1.0,N
EV000353,endorsements,endorsement_request,HAR-END0009,2026-03-29T11:00:00,carrier:PRG,endorsement_received,pending_carrier,issued,END-739844.pdf,0.9,N
EV000338,certificates,certificate_request,HAR-CERT0036,2026-03-30T14:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000339,certificates,certificate_request,HAR-CERT0036,2026-03-30T16:00:00,E011,exception_flagged,open,exception,,0.97,Y
EV000464,renewals,renewal_task,REN-HAR-P00001-T30,2026-03-31T15:00:00,E009,task_completed,open,complete,,1.0,N
EV000426,commissions,commission_line,TRV-COMM-202603:TRV-WC-9728990 ,2026-04-03T10:00:00,accounting,statement_line_matched,,Matched,TRV-COMM-202603.pdf,0.95,N
EV000427,commissions ,commission_line,TRV-COMM-202603:TRV-UMB-8785458,2026-04-03T10:00:00,accounting,statement_line_matched,,Matched,TRV-COMM-202603.pdf,0.95,N
EV000438,commissions,commission_line ,LIB-COMM-202603:LIB-WC-6993923,2026-04-03T10:00:00,accounting,statement_line_matched,,Matched,LIB-COMM-202603.pdf,0.95,N
EV000439,commissions,commission_line,LIB-COMM-202603:LIB-AUTO-9319868,2026-04-03T10:00:00,accounting,statement_line_matched,,Matched,LIB-COMM-202603.pdf ,0.95,N
EV000446 ,commissions,commission_line,NAT-COMM-202603:NAT-WC-4302519,2026-04-03T10:00:00,accounting,statement_line_matched,,Matched,NAT-COMM-202603.pdf,0.95,N
EV000447,commissions,commission_line,NAT-COMM-202603:NAT-WC-8917179,2026-04-03T10:00:00,accounting,statement_line_matched,,Matched,NAT-COMM-202603.pdf ,0.95,N
EV000451,commissions,commission_line,AMT-COMM-202603:AMT-BOP-3744466,2026-04-03T10:00:00,accounting,statement_line_matched,,Matched,AMT-COMM-202603.pdf,0.95,N
EV000415,billing,payment,HAR-PMT00031,2026-04-11T14:00:00,accounting,cash_applied,received,applied,ACH858909059,1.0,N
