Pay Period End,Employee Id,Department,Regular Hours,Overtime Hours,Gross Pay,Overtime Pay,Federal Tax,State Tax,Fica,401K,Health Deduction,Net Pay
2026-03-31,E032,Warehouse,173.3,21.0,6724.86,976.5,806.98,206.45,514.45,0.0,410.0,4786.98
2026-03-31,E033,Warehouse,173.3,20.0,5845.44,870.0,701.45,179.46,447.18,175.36,410.0,3931.99
2026-03-31,E034 ,Warehouse,173.3,9.0,4994.49,354.38,599.34,153.33,382.08,0.0,0,3859.74
2026-03-31,E035 ,Warehouse,173.3,19.0,6103.49,826.5,732.42,187.38,466.92,0.0,410.0,4306.77
2026-03-31,E036,Warehouse,,0,11833.33,0,1420.0,363.28,905.25,710.0,142.5,8292.3
2026-03-31,E037,Warehouse,173.3,21.0,6137.73,968.62,736.53,188.43,469.54,184.13,285.0,4274.1
2026-03-31,E038,Warehouse,173.3,17.0,4174.8,535.5,500.98,128.17,319.37,0.0,410.0,2816.28
2026-03-31,E039,Warehouse,173.3,21.0,4949.55,724.5,593.95,151.95,378.64,0.0,0,3825.01
2026-03-31,E040,Engineering,,0,8833.33,0,1060.0,271.18,675.75,441.67,142.5,6242.23
2026-03-31,E041,Engineering,,0,4833.33,0,580.0,148.38,369.75,145.0,142.5,3447.7
2026-03-31,E042,Sales,,0,7291.67,0,875.0,223.85,557.81,218.75,285.0,5131.26
2026-03-31,E043,Sales,,0,12333.33,0,1480.0,378.63,943.5,616.67,142.5,8772.03
2026-03-31,E044,HR,,0,8458.33,0,1015.0,259.67,647.06,253.75,410.0,5872.85
2026-03-31,E045,Quality,173.3,7.0,5644.08,325.5,677.29,173.27,431.77,0.0,142.5,4219.25
