Receipt Id,Po Number,Po Line,Item Id,Received Qty,Uom,Lot Number,Bin Location,Putaway By,Qc Status
RCV-40270,PO-31280,1,GEAR-1016,25,EA,,F-23-4,E039,Accepted
RCV-40270,PO-31280,2,GAT-B62,25,EA,,C-18-1,E028,Accepted
RCV-40270,PO-31280,3,GAT-B62,12,EA,,F-28-2,E033,Accepted
RCV-40270,PO-31280,4,SHEA-1035,250,EA,,A-08-2,E026,Accepted
RCV-40271,PO-31281,1,GEAR-1066,157,EA,,C-10-2,E039,Accepted
RCV-40271,PO-31281,2,BRI-HHCS-0500-13-200-G8,79,BX,,A-17-4,E031,Accepted
RCV-40271,PO-31281,3,SPRO-1011,148,EA,,E-37-4,E035,Accepted
RCV-40271,PO-31281,4,SPRO-1011,500,EA,,D-32-1,E030,Accepted
RCV-40272,PO-31282,1,AC-1057,81,EA,,E-36-3,E038,Accepted
RCV-40272,PO-31282,2,TIMI-1056,500,EA,,D-23-4,E038,Accepted
RCV-40272,PO-31282,3,MOUN-1018,95,EA,,A-06-1,E028,Accepted
RCV-40272,PO-31282,4,AC-1057,81,EA,,D-34-5,E036,Accepted
RCV-40273,PO-31283,1,KIM-G10,140,BX,,D-16-2,E036,Accepted
RCV-40273,PO-31283,2,3M-SF401AF,42,EA,,D-21-3,E034,Accepted
RCV-40274,PO-31284,1,AC-1040,171,EA,,A-32-2,E039,Accepted
RCV-40275,PO-31285,1,TIMI-1030,137,EA,,A-25-3 ,E034,Accepted
RCV-40275,PO-31285,2,GEAR-1080,179,EA,,F-27-3,E038,Hold
RCV-40275,PO-31285,3,TIMI-1030,137,EA,,B-11-2,E029,Accepted
RCV-40276,PO-31286,1,SPRO-1050 ,500,EA,,D-37-3,E039,Accepted
RCV-40276,PO-31286,2,SPRO-1050,53,EA,,D-38-1,E031,Accepted
RCV-40276,PO-31286,3,AC-1033,25,EA,,B-32-4,E037,Accepted
RCV-40277,PO-31288,1,TIMI-1014,189,EA,,B-24-1,E027 ,Accepted
RCV-40277,PO-31288,2,TIMI-1014,189,EA,,C-17-5,E028,Accepted
RCV-40277,PO-31288 ,3,TIMI-1014,189,EA,,F-31-5,E034,Accepted
RCV-40278,PO-31289,1,AC-1033,142,EA,,B-40-5,E031,Hold
RCV-40278,PO-31289,2,SPRO-1050,25,EA,,C-29-4,E033,Accepted
RCV-40278,PO-31289,3,AC-1033,50,EA,,B-32-1,E029,Accepted
RCV-40278,PO-31289,4,AC-1033,142,EA,,E-40-5,E027,Accepted
RCV-40279,PO-31290,1,SHEA-1007,250,EA,,D-05-2,E029,Accepted
RCV-40280,PO-31291,1,AC-1057,81,EA,,B-17-1,E035,Accepted
RCV-40280,PO-31291,2,SPRO-1061,163,EA,,E-03-1,E038,Accepted
RCV-40281,PO-31292,1,HEN-243,240,EA,,F-02-1,E028,Accepted
RCV-40281,PO-31292,2,3M-SF401AF,50,EA,,E-01-1,E032,Accepted
RCV-40282,PO-31293,1,GAT-B62,289,EA,,E-17-1,E034,Accepted
RCV-40282,PO-31293,2,GAT-B62,289,EA,,D-39-3,E032,Accepted 
RCV-40283,PO-31294,2,GEAR-1016,122,EA,,C-20-5,E039,Accepted
RCV-40283,PO-31294,3,ROLL-1021,101,EA,,E-04-2,E032,Accepted
RCV-40284,PO-31295 ,1,SHEA-1088,91,EA,,A-34-2,E039,Accepted
RCV-40284,PO-31295,2,SHEA-1088,91,EA,,E-16-5,E038,Accepted
RCV-40284,PO-31295,3,SHEA-1088,10,EA,,F-23-3,E039,Accepted
RCV-40284,PO-31295,4,SHEA-1088,91,EA,,A-09-2,E037,Accepted
RCV-40285,PO-31296,1,MOUN-1083,138,EA,,D-38-1,E027,Accepted
RCV-40285,PO-31296,2,TIMI-1000,84,EA,,B-11-4,E034,Accepted
RCV-40285,PO-31296,3,TIMI-1000,25,EA,,B-08-1,E028,Accepted
RCV-40285,PO-31296,4,ROLL-1026,39,EA,,F-16-1,E035,Hold
RCV-40286,PO-31297,1,GEAR-1080,179,EA,,D-26-1,E035,Accepted
RCV-40286,PO-31297,2,GEAR-1080,179,EA,,F-03-3,E038,Accepted
RCV-40286,PO-31297,3,GEAR-1080,179,EA,,B-28-3,E037,Accepted
RCV-40287,PO-31298,1,MOUN-1029,103,EA,,D-31-4,E039,Accepted
RCV-40288,PO-31299,1,SHEA-1072,11,EA,,F-19-2,E027,Accepted
RCV-40288,PO-31299,2,SHEA-1064,23,EA,,A-12-4,E031,Accepted
RCV-40288,PO-31299,3,MOUN-1008,25,EA,,B-38-3,E026,Accepted
RCV-40289,PO-31300,1,SHEA-1028,44,EA,,A-32-4,E039,Accepted
