transaction_id,transaction_date,type,item_id,qty,uom,from_location,to_location,reference,lot_number,user_id,unit_cost
IT-000636,2025-07-18,SO Issue,A-20076,-2,EA,A-22-4,SHIPPING,SO-26023,,E100,721.1800000000001
IT-000755,2025-07-18,SO Issue,A-20020,-3,EA,E-04-2,SHIPPING,SO-26066,,E077,316.62
IT-000919,2025-07-18,SO Issue,A-20030,-5,EA,D-37-2,SHIPPING,SO-26125,,E082,176.98
IT-000950,2025-07-18,SO Issue,A-20003,-2,EA,C-33-3,SHIPPING,SO-26137,,E082,2450.66
IT-000985,2025-07-18,SO Issue,A-20072,-1,EA,B-02-5,SHIPPING,SO-26150,,E104,402.48
IT-000601,2025-07-19,SO Issue,A-20034,-2,EA,E-02-5,SHIPPING,SO-26011,,E101,111.33
IT-000942,2025-07-19,SO Issue,A-20087,-1,EA,C-33-3,SHIPPING,SO-26134,,E080,333.06
IT-000984,2025-07-19,SO Issue,A-20072,-1,EA,B-22-4,SHIPPING,SO-26150,,E103,402.48
IT-001092,2025-07-19,SO Issue,A-20065,-1,EA,E-29-1,SHIPPING,SO-26186,,E102,798.0
IT-001440,2025-07-19,SO Issue,A-20110,-1,EA,D-34-4,SHIPPING,SO-26310,,E103,2979.18
IT-001443,2025-07-19,SO Issue,A-20072,-1,EA,E-22-5,SHIPPING,SO-26310,,E101,402.48
IT-000316,2025-07-20,PO Receipt,P-10049,168,BX,RECEIVING,B-40-5,PO-31143,L250720-947,E104,9.85
IT-000317,2025-07-20,PO Receipt,P-10070,165,EA,RECEIVING,C-11-4,PO-31143,L250720-331,E099,3.15
IT-000318,2025-07-20,PO Receipt,P-10049,168,BX,RECEIVING,F-39-3,PO-31143,L250720-583,E080,9.85
IT-000893,2025-07-20,SO Issue,A-20063,-1,EA,D-20-3,SHIPPING,SO-26115,,E103,1372.91
IT-001023,2025-07-20,SO Issue,A-20020,-3,EA,B-12-1,SHIPPING,SO-26165,,E101,316.62
IT-001025,2025-07-20,SO Issue,A-20087,-5,EA,F-16-1,SHIPPING,SO-26165,,E100,333.06
IT-001090,2025-07-20,SO Issue,A-20031,-1,EA,A-08-1,SHIPPING,SO-26186,,E079,128.84
IT-000604,2025-07-21,SO Issue,A-20002,-2,EA,D-12-5,SHIPPING,SO-26012,,E083,1931.15
IT-000757,2025-07-21,SO Issue,A-20076,-3,EA,A-04-3,SHIPPING,SO-26066,,E101,721.1800000000001
IT-000943,2025-07-21,SO Issue,A-20087,-1,EA,C-28-4,SHIPPING,SO-26134,,E082,333.06
IT-001216,2025-07-21,SO Issue,A-20034,-1,EA,C-40-3,SHIPPING,SO-26226,,E077,111.33
IT-000754,2025-07-22,SO Issue,A-20053,-1,EA,A-05-2,SHIPPING,SO-26066,,E104,695.65
IT-001727,2025-07-22,Scrap,P-20066,6,EA,E-38-4,A-28-1,Bin move,,E076,21.400000000000002
IT-000001,2025-07-23,PO Receipt,P-10035,50,EA,RECEIVING,E-18-5,PO-31001,L250723-614,E076,21.4
IT-000002,2025-07-23,PO Receipt,P-10035,193,EA,RECEIVING,A-04-3,PO-31001,L250723-175,E102,21.4
IT-000200,2025-07-23,PO Receipt,P-20055,93,EA,RECEIVING,E-14-2,PO-31090,L250723-150,E106,35.27
IT-000201,2025-07-23,PO Receipt,P-20056,112,EA,RECEIVING,E-26-2,PO-31090,L250723-657,E081,0.35000000000000003
IT-000603,2025-07-23,SO Issue,A-20063,-1,EA,E-22-5,SHIPPING,SO-26012,,E076,1372.91
IT-000945,2025-07-23,SO Issue,A-20076,-1,EA,D-34-4,SHIPPING,SO-26135,,E104,721.1800000000001
IT-001480,2025-07-23,SO Issue,A-20107,-1,EA,E-39-3,SHIPPING,SO-26323,,E081,2631.9500000000003
IT-000897,2025-07-24,SO Issue,A-20043,-5,EA,B-32-5,SHIPPING,SO-26115,,E083,1336.88
IT-000986,2025-07-24,SO Issue,A-20040,-2,EA,E-31-2,SHIPPING,SO-26150,,E081,210.93
IT-001196,2025-07-24,SO Issue,A-20076,-2,EA,C-40-2,SHIPPING,SO-26220,,E102,721.1800000000001
IT-000732,2025-07-25,SO Issue,A-20092,-1,EA,E-22-5,SHIPPING,SO-26059,,E101,1915.78
IT-000839,2025-07-25,SO Issue,A-20107,-1,EA,A-37-5,SHIPPING,SO-26095,,E103,2631.9500000000003
IT-000946,2025-07-25,SO Issue,A-20013,-3,EA,C-40-2,SHIPPING,SO-26135,,E103,162.20000000000002
IT-000952,2025-07-25,SO Issue,A-20097,-5,EA,D-22-1,SHIPPING,SO-26137,,E101,246.81
IT-001076,2025-07-25,SO Issue,A-20082,-1,EA,E-04-4,SHIPPING,SO-26180,,E083,841.44
IT-001478,2025-07-25,SO Issue,A-20031,-3,EA,E-29-1,SHIPPING,SO-26323,,E099,128.84
IT-000172,2025-07-26,PO Receipt,P-20096,171,EA,RECEIVING,B-11-2,PO-31073,L250726-389,E077,14.700000000000001
IT-000173,2025-07-26,PO Receipt,P-20032,189,EA,RECEIVING,A-14-4,PO-31073,L250726-262,E101,48.19
IT-000174,2025-07-26,PO Receipt,P-20018,27,EA,RECEIVING,D-25-4,PO-31073,L250726-601,E083,25.87
IT-000175,2025-07-26,PO Receipt,P-20096,25,EA,RECEIVING,A-06-4,PO-31073,L250726-652,E106,14.700000000000001
IT-000599,2025-07-26,SO Issue,A-20110,-5,EA,B-07-2,SHIPPING,SO-26011,,E083,2979.18
IT-000941,2025-07-26,SO Issue,A-20078,-3,EA,B-26-2,SHIPPING,SO-26134,,E106,704.75
IT-001024,2025-07-26,SO Issue,A-20053,-1,EA,A-21-2,SHIPPING,SO-26165,,E082,695.65
IT-001217,2025-07-26,SO Issue,A-20073,-1,EA,A-40-3,SHIPPING,SO-26226,,E100,496.53000000000003
IT-000753,2025-07-28,SO Issue,A-20078,-2,EA,B-18-5,SHIPPING,SO-26065,,E080,704.75
IT-001079,2025-07-28,SO Issue,A-20070,-3,EA,B-20-3,SHIPPING,SO-26180,,E099,1739.22
IT-001441,2025-07-28,SO Issue,A-20076,-5,EA,E-29-1,SHIPPING,SO-26310,,E103,721.1800000000001
IT-001442,2025-07-28,SO Issue,A-20003,-5,EA,F-08-5,SHIPPING,SO-26310,,E100,2450.66
IT-001609,2025-07-28,SO Issue,A-20039,-1,EA,C-01-4,SHIPPING,SO-26381,,E078,415.87
IT-000178,2025-07-29,PO Receipt,P-20026,79,EA,RECEIVING,B-01-4,PO-31077,L250729-860,E080,0.63
IT-000179,2025-07-29,PO Receipt,P-20026,500,EA,RECEIVING,C-22-2,PO-31077,L250729-339,E105,0.63
IT-000180,2025-07-29,PO Receipt,P-20119,100,EA,RECEIVING,C-10-5,PO-31077,L250729-257,E106,8.11
IT-000181,2025-07-29,PO Receipt,P-20067,146,EA,RECEIVING,A-09-3,PO-31077,L250729-303,E106,20.51
IT-000237,2025-07-29,PO Receipt,P-10098,250,LB,RECEIVING,E-04-4,PO-31110,L250729-499,E076,0.68
IT-000349,2025-07-29,PO Receipt,P-20103,50,EA,RECEIVING,E-12-4,PO-31159,L250729-314,E099,17.330000000000002
IT-001134,2025-07-29,SO Issue,A-20072,-1,EA,E-29-1,SHIPPING,SO-26201,,E105,402.48
IT-001349,2025-07-29,SO Issue,A-20058,-1,EA,A-02-2,SHIPPING,SO-26276,,E101,254.75
IT-000756,2025-07-30,SO Issue,A-20082,-3,EA,E-28-3,SHIPPING,SO-26066,,E103,841.44
IT-000853,2025-07-30,SO Issue,A-20040,-1,EA,B-13-3,SHIPPING,SO-26101,,E103,210.93
IT-000855,2025-07-30,SO Issue,A-20114,-3,EA,B-18-5,SHIPPING,SO-26101,,E100,244.69
IT-000944,2025-07-30,SO Issue,A-20002,-3,EA,B-32-5,SHIPPING,SO-26134,,E077,1931.15
IT-001034,2025-07-30,SO Issue,A-20034,-3,EA,B-22-4,SHIPPING,SO-26168,,E079,111.33
IT-000625,2025-07-31,SO Issue,A-20061,-2,EA,E-02-5,SHIPPING,SO-26020,,E077,175.52
IT-000634,2025-07-31,SO Issue,A-20020,-5,EA,F-06-1,SHIPPING,SO-26023,,E076,316.62
IT-000808,2025-07-31,SO Issue,A-20038,-3,EA,C-40-3,SHIPPING,SO-26085,,E102,1997.97
IT-000947,2025-07-31,SO Issue,A-20061,-5,EA,F-24-3,SHIPPING,SO-26135,,E080,175.52
IT-000989,2025-07-31,SO Issue,A-20070,-3,EA,B-20-3,SHIPPING,SO-26152,,E079,1739.22
IT-001160,2025-07-31,SO Issue,A-20020,-1,EA,A-13-3,SHIPPING,SO-26209,,E079,316.62
IT-000965,2025-08-01,SO Issue,A-20110,-5,EA,A-13-3,SHIPPING,SO-26142,,E081,2979.18
IT-001038,2025-08-01,SO Issue,A-20076,-2,EA,C-30-1,SHIPPING,SO-26168,,E082,721.1800000000001
IT-001091,2025-08-01,SO Issue,A-20063,-1,EA,E-39-3,SHIPPING,SO-26186,,E079,1372.91
IT-001617,2025-08-01,SO Issue,A-20065,-5,EA,D-04-1,SHIPPING,SO-26384,,E102,798.0
IT-000758,2025-08-02,SO Issue,A-20076,-1,EA,A-16-5,SHIPPING,SO-26066,,E099,721.1800000000001
IT-000872,2025-08-02,SO Issue,A-20077,-1,EA,B-20-3,SHIPPING,SO-26108,,E080,869.98
IT-000920,2025-08-02,SO Issue,A-20090,-2,EA,B-11-3,SHIPPING,SO-26125,,E099,821.3000000000001
IT-001351,2025-08-02,SO Issue,A-20058,-1,EA,D-27-4,SHIPPING,SO-26276,,E080,254.75
IT-000840,2025-08-03,SO Issue,A-20078,-1,EA,A-25-1,SHIPPING,SO-26095,,E079,704.75
IT-000841,2025-08-03,SO Issue,A-20077,-1,EA,E-30-3,SHIPPING,SO-26095,,E106,869.98
IT-000894,2025-08-03,SO Issue,A-20013,-3,EA,B-32-5,SHIPPING,SO-26115,,E100,162.20000000000002
IT-000895,2025-08-03,SO Issue,A-20039,-1,EA,E-11-4,SHIPPING,SO-26115,,E077,415.87
IT-000949,2025-08-03,SO Issue,A-20039,-1,EA,F-07-2,SHIPPING,SO-26137,,E083,415.87
IT-001479,2025-08-03,SO Issue,A-20077,-5,EA,E-17-4,SHIPPING,SO-26323,,E082,869.98
IT-000327,2025-08-04,PO Receipt,P-20067,146,EA,RECEIVING,D-15-2,PO-31148,L250804-524,E104,20.51
IT-000363,2025-08-04,PO Receipt,P-10077,281,GA,RECEIVING,F-13-1,PO-31167,L250804-910,E106,27.8
IT-000364,2025-08-04,PO Receipt,P-10035,100,EA,RECEIVING,C-36-3,PO-31167,L250804-898,E079,21.4
IT-000365,2025-08-04,PO Receipt,P-10035,10,EA,RECEIVING,D-13-4,PO-31167,L250804-529,E101,21.4
IT-000366,2025-08-04,PO Receipt,P-10077,281,GA,RECEIVING,B-18-2,PO-31167,L250804-589,E082,27.8
IT-000809,2025-08-04,SO Issue,A-20013,-1,EA,B-06-4,SHIPPING,SO-26085,,E100,162.20000000000002
IT-000940,2025-08-04,SO Issue,A-20020,-2,EA,B-29-5,SHIPPING,SO-26134,,E079,316.62
IT-000963,2025-08-04,SO Issue,A-20073,-1,EA,A-02-2,SHIPPING,SO-26142,,E105,496.53000000000003
IT-000987,2025-08-04,SO Issue,A-20090,-5,EA,D-40-4,SHIPPING,SO-26150,,E105,821.3000000000001
IT-001610,2025-08-04,SO Issue,A-20107,-2,EA,F-08-5,SHIPPING,SO-26381,,E076,2631.9500000000003
IT-001611,2025-08-04,SO Issue,A-20013,-1,EA,C-05-2,SHIPPING,SO-26381,,E101,162.20000000000002
IT-000580,2025-08-05,SO Issue,A-20040,-3,EA,E-04-2,SHIPPING,SO-26003,,E099,210.93
IT-000896,2025-08-05,SO Issue,A-20093,-5,EA,A-25-1,SHIPPING,SO-26115,,E079,2017.22
IT-000934,2025-08-05,SO Issue,A-20003,-5,EA,D-37-4,SHIPPING,SO-26131,,E100,2450.66
IT-000990,2025-08-05,SO Issue,A-20031,-1,EA,E-22-5,SHIPPING,SO-26152,,E080,128.84
IT-001638,2025-08-05,SO Issue,A-20107,-2,EA,F-21-1,SHIPPING,SO-26393,,E104,2631.9500000000003
IT-000350,2025-08-06,PO Receipt,P-20032,100,EA,RECEIVING,D-25-1,PO-31160,L250806-386,E079,48.19
IT-000351,2025-08-06,PO Receipt,P-20118,16,EA,RECEIVING,F-34-5,PO-31160,L250806-921,E106,13.91
IT-000810,2025-08-06,SO Issue,A-20077,-2,EA,C-17-5,SHIPPING,SO-26085,,E100,869.98
IT-001249,2025-08-06,SO Issue,A-20114,-1,EA,E-22-5,SHIPPING,SO-26237,,E106,244.69
IT-001289,2025-08-06,SO Issue,A-20033,-1,EA,B-32-5,SHIPPING,SO-26252,,E102,328.62
IT-000572,2025-08-07,SO Issue,A-20031,-3,EA,F-25-5,SHIPPING,SO-26001,,E079,128.84
IT-000932,2025-08-07,SO Issue,A-20053,-2,EA,E-03-3,SHIPPING,SO-26131,,E081,695.65
IT-001137,2025-08-07,SO Issue,A-20072,-1,EA,E-02-5,SHIPPING,SO-26201,,E082,402.48
IT-000353,2025-08-08,PO Receipt,P-20000,42,EA,RECEIVING,C-18-3,PO-31162,L250808-488,E100,55.43
IT-000602,2025-08-08,SO Issue,A-20092,-2,EA,D-31-2,SHIPPING,SO-26011,,E077,1915.78
IT-000623,2025-08-08,SO Issue,A-20038,-1,EA,B-06-4,SHIPPING,SO-26018,,E100,1997.97
IT-001149,2025-08-08,SO Issue,A-20077,-1,EA,A-36-2,SHIPPING,SO-26205,,E099,869.98
IT-001477,2025-08-08,SO Issue,A-20087,-3,EA,E-03-4,SHIPPING,SO-26323,,E077,333.06
IT-000936,2025-08-09,SO Issue,A-20082,-3,EA,B-22-4,SHIPPING,SO-26131,,E099,841.44
IT-001405,2025-08-09,SO Issue,A-20107,-1,EA,D-28-1,SHIPPING,SO-26295,,E104,2631.9500000000003
IT-001445,2025-08-09,SO Issue,A-20101,-3,EA,C-12-4,SHIPPING,SO-26311,,E106,2382.4
IT-000611,2025-08-10,SO Issue,A-20087,-1,EA,E-31-2,SHIPPING,SO-26015,,E076,333.06
IT-000090,2025-08-11,PO Receipt,P-10042,84,BX,RECEIVING,B-36-4,PO-31038,L250811-309,E101,28.5
IT-000133,2025-08-11,PO Receipt,P-20095,250,EA,RECEIVING,C-07-2,PO-31055,L250811-680,E082,24.28
IT-000134,2025-08-11,PO Receipt,P-20064,50,EA,RECEIVING,B-35-1,PO-31055,L250811-512,E100,0.7000000000000001
IT-000935,2025-08-11,SO Issue,A-20072,-5,EA,F-03-4,SHIPPING,SO-26131,,E079,402.48
IT-000539,2025-08-12,PO Receipt,P-20079,66,EA,RECEIVING,C-05-1,PO-31248,L250812-831,E100,0.38
IT-000540,2025-08-12,PO Receipt,P-20056,112,EA,RECEIVING,B-27-5,PO-31248,L250812-599,E078,0.35000000000000003
IT-001059,2025-08-12,SO Issue,A-20107,-1,EA,F-16-1,SHIPPING,SO-26175,,E099,2631.9500000000003
IT-001377,2025-08-12,SO Issue,A-20013,-3,EA,D-32-3,SHIPPING,SO-26285,,E105,162.20000000000002
IT-000091,2025-08-13,PO Receipt,P-20109,149,EA,RECEIVING,F-39-5,PO-31039,L250813-168,E104,9.8
IT-000092,2025-08-13,PO Receipt,P-20062,197,EA,RECEIVING,A-18-5,PO-31039,L250813-661,E076,18.77
IT-000093,2025-08-13,PO Receipt,P-20113,10,EA,RECEIVING,D-38-3,PO-31039,L250813-467,E076,35.81
IT-000368,2025-08-13,PO Receipt,P-10070,25,EA,RECEIVING,C-02-5,PO-31169,L250813-159,E099,3.15
IT-000369,2025-08-13,PO Receipt,P-10049,25,BX,RECEIVING,A-37-4,PO-31169,L250813-324,E101,9.85
IT-001251,2025-08-13,SO Issue,A-20070,-3,EA,E-04-2,SHIPPING,SO-26237,,E083,1739.22
IT-001268,2025-08-13,SO Issue,A-20101,-1,EA,B-15-5,SHIPPING,SO-26245,,E101,2382.4
IT-001350,2025-08-13,SO Issue,A-20101,-5,EA,B-06-4,SHIPPING,SO-26276,,E078,2382.4
IT-001508,2025-08-13,SO Issue,A-20110,-5,EA,F-21-1,SHIPPING,SO-26338,,E101,2979.18
IT-000620,2025-08-14,SO Issue,A-20003,-1,EA,A-02-2,SHIPPING,SO-26018,,E103,2450.66
IT-000964,2025-08-14,SO Issue,A-20033,-3,EA,E-05-4,SHIPPING,SO-26142,,E081,328.62
IT-001376,2025-08-14,SO Issue,A-20092,-5,EA,E-02-5,SHIPPING,SO-26285,,E106,1915.78
IT-000357,2025-08-15,PO Receipt,P-20099,250,EA,RECEIVING,F-33-5,PO-31164,L250815-922,E101,0.77
IT-000358,2025-08-15,PO Receipt,P-20099,19,EA,RECEIVING,E-40-1,PO-31164,L250815-109,E078,0.77
IT-000575,2025-08-15,SO Issue,A-20039,-1,EA,E-22-5,SHIPPING,SO-26001,,E079,415.87
IT-000677,2025-08-15,SO Issue,A-20022,-2,EA,C-13-5,SHIPPING,SO-26038,,E076,155.41
IT-000991,2025-08-15,SO Issue,A-20114,-1,EA,F-07-2,SHIPPING,SO-26152,,E104,244.69
IT-001250,2025-08-15,SO Issue,A-20038,-1,EA,D-21-3,SHIPPING,SO-26237,,E103,1997.97
IT-001288,2025-08-15,SO Issue,A-20034,-3,EA,A-40-3,SHIPPING,SO-26252,,E080,111.33
IT-001352,2025-08-15,SO Issue,A-20101,-3,EA,E-04-4,SHIPPING,SO-26276,,E099,2382.4
IT-000578,2025-08-16,SO Issue,A-20034,-1,EA,D-19-4,SHIPPING,SO-26003,,E106,111.33
IT-000852,2025-08-16,SO Issue,A-20092,-1,EA,C-01-4,SHIPPING,SO-26100,,E105,1915.78
IT-000966,2025-08-16,SO Issue,A-20061,-2,EA,A-25-4,SHIPPING,SO-26142,,E106,175.52
IT-000933,2025-08-17,SO Issue,A-20020,-5,EA,D-04-1,SHIPPING,SO-26131,,E077,316.62
IT-000962,2025-08-17,SO Issue,A-20073,-2,EA,C-17-5,SHIPPING,SO-26142,,E101,496.53000000000003
IT-000992,2025-08-17,SO Issue,A-20065,-1,EA,D-31-2,SHIPPING,SO-26152,,E082,798.0
IT-000028,2025-08-18,PO Receipt,P-20106,250,EA,RECEIVING,C-31-5,PO-31014,L250818-230,E100,63.36
IT-000029,2025-08-18,PO Receipt,P-20041,11,EA,RECEIVING,B-19-3,PO-31014,L250818-521,E080,13.870000000000001
IT-000450,2025-08-18,PO Receipt,P-20011,128,EA,RECEIVING,B-06-3,PO-31206,L250818-687,E103,5.14
IT-000451,2025-08-18,PO Receipt,P-10028,203,EA,RECEIVING,E-35-4,PO-31206,L250818-606,E081,1265.0
IT-000452,2025-08-18,PO Receipt,P-10028,500,EA,RECEIVING,B-28-1,PO-31206,L250818-678,E103,1265.0
IT-000453,2025-08-18,PO Receipt,P-20104,157,EA,RECEIVING,E-18-5,PO-31206,L250818-574,E102,29.28
IT-001135,2025-08-18,SO Issue,A-20087,-3,EA,D-40-4,SHIPPING,SO-26201,,E082,333.06
IT-001136,2025-08-19,SO Issue,A-20097,-5,EA,B-22-3,SHIPPING,SO-26201,,E076,246.81
IT-001509,2025-08-19,SO Issue,A-20038,-1,EA,D-23-2,SHIPPING,SO-26338,,E079,1997.97
IT-000206,2025-08-20,PO Receipt,P-20046,109,EA,RECEIVING,D-08-3,PO-31093,L250820-937,E102,13.76
IT-000207,2025-08-20,PO Receipt,P-20080,20,EA,RECEIVING,F-28-3,PO-31093,L250820-421,E081,11.25
IT-000208,2025-08-20,PO Receipt,P-20000,50,EA,RECEIVING,B-12-3,PO-31093,L250820-981,E078,55.43
IT-000576,2025-08-20,SO Issue,A-20097,-5,EA,D-20-3,SHIPPING,SO-26001,,E080,246.81
IT-000579,2025-08-20,SO Issue,A-20110,-1,EA,C-07-5,SHIPPING,SO-26003,,E103,2979.18
IT-000622,2025-08-20,SO Issue,A-20093,-5,EA,C-07-5,SHIPPING,SO-26018,,E103,2017.22
IT-001378,2025-08-20,SO Issue,A-20030,-1,EA,B-35-4,SHIPPING,SO-26285,,E103,176.98
IT-000157,2025-08-21,PO Receipt,P-10105,80,LB,RECEIVING,A-27-5,PO-31067,L250821-597,E104,0.94
IT-000158,2025-08-21,PO Receipt,P-10105,50,LB,RECEIVING,E-37-3,PO-31067,L250821-834,E105,0.94
IT-000159,2025-08-21,PO Receipt,P-10098,10,LB,RECEIVING,E-20-1,PO-31067,L250821-313,E100,0.68
IT-000269,2025-08-21,PO Receipt,P-20083,137,EA,RECEIVING,A-29-4,PO-31124,L250821-488,E081,1.02
IT-000270,2025-08-21,PO Receipt,P-20011,128,EA,RECEIVING,C-15-3,PO-31124,L250821-335,E076,5.14
IT-000271,2025-08-21,PO Receipt,P-20009,127,EA,RECEIVING,C-32-3,PO-31124,L250821-893,E082,0.88
IT-000272,2025-08-21,PO Receipt,P-20083,137,EA,RECEIVING,F-02-4,PO-31124,L250821-277,E106,1.02
IT-001133,2025-08-21,SO Issue,A-20087,-5,EA,E-22-5,SHIPPING,SO-26201,,E104,333.06
IT-001143,2025-08-21,SO Issue,A-20073,-3,EA,B-32-5,SHIPPING,SO-26203,,E077,496.53000000000003
IT-001728,2025-08-21,Transfer,A-20010,-11,EA,A-25-4,E-28-2,Damage,,E102,383.63
IT-000970,2025-08-22,SO Issue,A-20020,-1,EA,D-34-4,SHIPPING,SO-26144,,E076,316.62
IT-001048,2025-08-22,SO Issue,A-20077,-1,EA,C-36-5,SHIPPING,SO-26171,,E082,869.98
IT-000087,2025-08-23,PO Receipt,P-20091,250,EA,RECEIVING,D-36-4,PO-31037,L250823-637,E078,12.05
IT-000088,2025-08-23,PO Receipt,P-20100,50,EA,RECEIVING,E-14-3,PO-31037,L250823-365,E082,36.730000000000004
IT-000089,2025-08-23,PO Receipt,P-20091,112,EA,RECEIVING,C-02-1,PO-31037,L250823-479,E103,12.05
IT-000108,2025-08-23,PO Receipt,P-20089,143,EA,RECEIVING,E-35-3,PO-31045,L250823-651,E077,14.19
IT-000582,2025-08-23,SO Issue,A-20034,-2,EA,C-33-3,SHIPPING,SO-26004,,E080,111.33
IT-001175,2025-08-23,SO Issue,A-20034,-3,EA,D-22-1,SHIPPING,SO-26215,,E082,111.33
IT-001483,2025-08-23,SO Issue,A-20003,-1,EA,F-26-1,SHIPPING,SO-26327,,E099,2450.66
IT-000420,2025-08-24,PO Receipt,P-20089,10,EA,RECEIVING,A-03-5,PO-31193,L250824-723,E100,14.19
IT-000421,2025-08-24,PO Receipt,P-20103,10,EA,RECEIVING,F-06-2,PO-31193,L250824-958,E077,17.330000000000002
IT-000422,2025-08-24,PO Receipt,P-20015,25,EA,RECEIVING,A-18-2,PO-31193,L250824-669,E078,5.42
IT-000423,2025-08-24,PO Receipt,P-20041,50,EA,RECEIVING,A-18-3,PO-31193,L250824-322,E083,13.870000000000001
IT-001150,2025-08-24,SO Issue,A-20097,-1,EA,C-01-4,SHIPPING,SO-26205,,E101,246.81
IT-001290,2025-08-24,SO Issue,A-20070,-1,EA,F-07-2,SHIPPING,SO-26252,,E100,1739.22
IT-000037,2025-08-25,PO Receipt,P-20067,100,EA,RECEIVING,C-19-2,PO-31018,L250825-481,E101,20.51
IT-000038,2025-08-25,PO Receipt,P-20026,79,EA,RECEIVING,C-05-2,PO-31018,L250825-557,E102,0.63
IT-000039,2025-08-25,PO Receipt,P-20017,11,EA,RECEIVING,A-16-1,PO-31018,L250825-524,E106,84.28
IT-000040,2025-08-25,PO Receipt,P-20119,13,EA,RECEIVING,F-07-4,PO-31018,L250825-143,E106,8.11
IT-000094,2025-08-25,PO Receipt,P-20054,191,EA,RECEIVING,D-40-4,PO-31040,L250825-335,E104,0.48
IT-000095,2025-08-25,PO Receipt,P-20069,73,EA,RECEIVING,C-04-2,PO-31040,L250825-463,E101,4.72
IT-000096,2025-08-25,PO Receipt,P-20069,100,EA,RECEIVING,B-15-1,PO-31040,L250825-852,E080,4.72
IT-000097,2025-08-25,PO Receipt,P-20021,57,EA,RECEIVING,B-28-3,PO-31040,L250825-563,E083,23.78
IT-001453,2025-08-25,SO Issue,A-20082,-3,EA,E-30-3,SHIPPING,SO-26314,,E102,841.44
IT-001510,2025-08-25,SO Issue,A-20030,-2,EA,C-36-2,SHIPPING,SO-26338,,E076,176.98
IT-000278,2025-08-26,PO Receipt,P-20046,109,EA,RECEIVING,D-01-1,PO-31127,L250826-438,E104,13.76
IT-000279,2025-08-26,PO Receipt,P-20052,62,EA,RECEIVING,F-06-1,PO-31127,L250826-294,E077,10.49
IT-000280,2025-08-26,PO Receipt,P-20048,100,EA,RECEIVING,C-30-1,PO-31127,L250826-906,E079,55.620000000000005
IT-000583,2025-08-26,SO Issue,A-20077,-5,EA,C-36-5,SHIPPING,SO-26004,,E079,869.98
IT-000854,2025-08-26,SO Issue,A-20022,-3,EA,C-10-2,SHIPPING,SO-26101,,E078,155.41
IT-001444,2025-08-26,SO Issue,A-20072,-1,EA,E-05-4,SHIPPING,SO-26311,,E076,402.48
IT-001144,2025-08-27,SO Issue,A-20058,-1,EA,D-06-5,SHIPPING,SO-26203,,E106,254.75
IT-001512,2025-08-27,SO Issue,A-20033,-5,EA,D-09-2,SHIPPING,SO-26338,,E082,328.62
IT-000018,2025-08-28,PO Receipt,P-20041,250,EA,RECEIVING,A-31-4,PO-31010,L250828-683,E078,13.870000000000001
IT-000019,2025-08-28,PO Receipt,P-20103,50,EA,RECEIVING,A-21-2,PO-31010,L250828-596,E105,17.330000000000002
IT-000581,2025-08-28,SO Issue,A-20013,-2,EA,E-31-2,SHIPPING,SO-26004,,E100,162.20000000000002
IT-000621,2025-08-28,SO Issue,A-20110,-5,EA,B-22-4,SHIPPING,SO-26018,,E076,2979.18
IT-000573,2025-08-29,SO Issue,A-20078,-5,EA,B-35-3,SHIPPING,SO-26001,,E099,704.75
IT-000619,2025-08-29,SO Issue,A-20114,-1,EA,D-21-5,SHIPPING,SO-26018,,E077,244.69
IT-000902,2025-08-29,SO Issue,A-20065,-5,EA,B-35-4,SHIPPING,SO-26118,,E079,798.0
IT-001369,2025-08-29,SO Issue,A-20077,-2,EA,D-27-4,SHIPPING,SO-26282,,E102,869.98
IT-001454,2025-08-29,SO Issue,A-20082,-5,EA,B-26-2,SHIPPING,SO-26314,,E083,841.44
IT-001484,2025-08-29,SO Issue,A-20031,-2,EA,B-37-2,SHIPPING,SO-26327,,E079,128.84
IT-000281,2025-08-30,PO Receipt,P-20088,46,EA,RECEIVING,C-33-2,PO-31128,L250830-886,E079,12.5
IT-000282,2025-08-30,PO Receipt,P-20088,46,EA,RECEIVING,E-31-5,PO-31128,L250830-716,E082,12.5
IT-000283,2025-08-30,PO Receipt,P-20088,10,EA,RECEIVING,A-20-4,PO-31128,L250830-865,E083,12.5
IT-000284,2025-08-30,PO Receipt,P-20088,50,EA,RECEIVING,D-34-2,PO-31128,L250830-173,E101,12.5
IT-001058,2025-08-30,SO Issue,A-20040,-1,EA,C-07-5,SHIPPING,SO-26175,,E105,210.93
IT-001416,2025-08-30,SO Issue,A-20082,-1,EA,B-22-3,SHIPPING,SO-26300,,E080,841.44
IT-001511,2025-08-30,SO Issue,A-20087,-3,EA,D-40-4,SHIPPING,SO-26338,,E101,333.06
IT-001739,2025-08-30,Scrap,P-20049,-1,EA,B-05-1,A-19-1,Bin move,,E080,6.0200000000000005
IT-000352,2025-08-31,PO Receipt,P-20075,72,EA,RECEIVING,E-15-5,PO-31161,L250831-897,E100,14.48
IT-001057,2025-08-31,SO Issue,A-20097,-5,EA,E-04-2,SHIPPING,SO-26175,,E100,246.81
IT-001049,2025-09-01,SO Issue,A-20090,-5,EA,A-15-3,SHIPPING,SO-26171,,E099,821.3000000000001
IT-001060,2025-09-01,SO Issue,A-20097,-1,EA,A-02-2,SHIPPING,SO-26175,,E104,246.81
