shipment_id,so_number,customer_id,ship_to_id,ship_date,carrier,mode,service,tracking_number,cartons,weight_lb,freight_cost,freight_billed_to_customer,shipped_by,packing_slip,status
SH-50288,SO-26307,NIC-CUST0033,NIC-CUST0033-S1,2026-02-10,LTL - XPO,Company Truck,,,1,21.9,0.0,0.0,E101,PS-SH-50288.pdf,Delivered
SH-50289,SO-26308,NIC-CUST0018,NIC-CUST0018-S1,2026-03-14,FedEx Ground,Parcel,Ground,283212128641,3,81.0,46.02,0.0,E083,PS-SH-50289.pdf,Delivered
SH-50290,SO-26309,NIC-CUST0019,NIC-CUST0019-S1,2025-11-21,LTL - Estes,LTL,,PRO823034420,13,484.2,215.36,275.66,E079,PS-SH-50290.pdf,Delivered
SH-50291,SO-26310,NIC-CUST0033,NIC-CUST0033-S1,2025-07-28,LTL - XPO,LTL,,PRO110712150,15,594.6,261.73,0.0,E077,PS-SH-50291.pdf,Delivered
SH-50292,SO-26311,NIC-CUST0040,NIC-CUST0040-S1,2025-08-26,FedEx Ground,LTL,,349625707725,5,179.4,87.35,111.81,E076,PS-SH-50292.pdf,Delivered
SH-50293,SO-26312,NIC-CUST0004,NIC-CUST0004-S1,2025-07-09,Customer Pickup,LTL,,PRO209755923,15,589.6,259.63,303.77,E078,PS-SH-50293.pdf,Delivered
SH-50294,SO-26313,NIC-CUST0039,NIC-CUST0039-S1,2026-03-13,Company Truck,LTL,,PRO228454746,10,384.8,173.62,232.65,E083,PS-SH-50294.pdf,Delivered
SH-50295,SO-26314,NIC-CUST0011,NIC-CUST0011-S1,2025-09-04,Company Truck,LTL,,PRO844499678,24,934.4,404.45,0.0,E078,PS-SH-50295.pdf,Delivered
SH-50296,SO-26315,NIC-CUST0001,NIC-CUST0001-S1,2025-07-15,Company Truck,LTL,,PRO301311400,14,531.9,235.4,308.37,E105,PS-SH-50296.pdf,Delivered
SH-50297,SO-26316,NIC-CUST0036,NIC-CUST0036-S1,2025-12-19,UPS Ground,LTL,,1Z9556127511,4,155.2,77.18,0.0,E083,PS-SH-50297.pdf,Delivered
SH-50298,SO-26317,NIC-CUST0037,NIC-CUST0037-S1,2025-11-01,LTL - XPO,LTL,,PRO908503999,14,534.1,236.32,0.0,E100,PS-SH-50298.pdf,Delivered
SH-50299,SO-26318,NIC-CUST0026,NIC-CUST0026-S1,2025-05-02,Customer Pickup,LTL,,PRO694543564,17,651.8,285.76,0.0,E082,PS-SH-50299.pdf,Delivered
SH-50300,SO-26319,NIC-CUST0040,NIC-CUST0040-S1,2026-03-27,FedEx Ground,LTL,,593481253589,7,258.5,120.57,0.0,E082,PS-SH-50300.pdf,In Transit
SH-50301,SO-26320,NIC-CUST0019,NIC-CUST0019-S1,2025-09-06,LTL - Estes,LTL,,PRO957939380,8,285.6,131.95,0.0,E105,PS-SH-50301.pdf,Delivered
SH-50302,SO-26321,NIC-CUST0026,NIC-CUST0026-S1,2026-02-11,Customer Pickup,Pickup,,,2,43.8,0.0,0.0,E082,PS-SH-50302.pdf,Delivered
SH-50303,SO-26322,NIC-CUST0014,NIC-CUST0014-S1,2025-09-28,Company Truck,LTL,,PRO128275226,9,358.9,162.74,196.92,E082,PS-SH-50303.pdf,Delivered
SH-50304,SO-26323,NIC-CUST0011,NIC-CUST0011-S1,2025-08-08,Company Truck,LTL,,PRO724526231,13,507.3,225.07,0.0,E102,PS-SH-50304.pdf,Delivered
SH-50305,SO-26324,NIC-CUST0004,NIC-CUST0004-S1,2025-11-23,Customer Pickup,Pickup,,,4,142.4,0.0,0.0,E080,PS-SH-50305.pdf,Delivered
SH-50306,SO-26326,NIC-CUST0006,NIC-CUST0006-S1,2025-10-26,UPS Ground,LTL,,1Z9654039972,6,229.5,108.39,0.0,E077,PS-SH-50306.pdf,Delivered
SH-50307,SO-26327,NIC-CUST0018,NIC-CUST0018-S1,2025-08-29,FedEx Ground,LTL,,669371453006,6,229.7,108.47,0.0,E083,PS-SH-50307.pdf,Delivered
SH-50308,SO-26328,NIC-CUST0022,NIC-CUST0022-S1,2026-03-22,LTL - Estes,LTL,,PRO667857024,9,343.8,156.4,0.0,E082,PS-SH-50308.pdf,Delivered
SH-50309,SO-26329,NIC-CUST0008,NIC-CUST0008-S1,2025-06-08,UPS Ground,LTL,,1Z7764730995,10,381.6,172.27,0.0,E099,PS-SH-50309.pdf,Delivered
SH-50310,SO-26332,NIC-CUST0009,NIC-CUST0009-S1,2025-10-07,LTL - Estes,Company Truck,,,1,9.8,0.0,0.0,E100,PS-SH-50310.pdf,Delivered
SH-50311,SO-26333,NIC-CUST0033,NIC-CUST0033-S1,2025-05-13,LTL - XPO,LTL,,PRO264999991,9,340.0,154.8,173.38,E106,PS-SH-50311.pdf,Delivered
SH-50312,SO-26334,NIC-CUST0035,NIC-CUST0035-S1,2025-06-28,Customer Pickup,Pickup,,,4,138.8,0.0,0.0,E083,PS-SH-50312.pdf,Delivered
SH-50313,SO-26335,NIC-CUST0020,NIC-CUST0020-S1,2025-06-19,Customer Pickup,LTL,,PRO561600585,9,335.6,152.95,168.25,E103,PS-SH-50313.pdf,Delivered
SH-50314,SO-26336,NIC-CUST0038,NIC-CUST0038-S1,2026-03-16,UPS Ground,LTL,,1Z5369689641,10,395.1,177.94,195.73,E106,PS-SH-50314.pdf,Delivered
SH-50315,SO-26337,NIC-CUST0017,NIC-CUST0017-S1,2026-02-07,UPS Ground,LTL,,1Z1268369091,16,614.1,269.92,305.01,E104,PS-SH-50315.pdf,Delivered
SH-50316,SO-26338,NIC-CUST0037,NIC-CUST0037-S1,2025-08-30,LTL - XPO,LTL,,PRO641147640,24,951.7,411.71,0.0,E079,PS-SH-50316.pdf,Delivered
SH-50317,SO-26340,NIC-CUST0003,NIC-CUST0003-S1,2025-09-07,FedEx Ground,LTL,,123552234677,10,363.8,164.8,214.24,E081,PS-SH-50317.pdf,Delivered
SH-50318,SO-26341,NIC-CUST0024,NIC-CUST0024-S1,2025-06-05,Company Truck,LTL,,PRO623926297,14,540.7,239.09,246.26,E079,PS-SH-50318.pdf,Delivered
SH-50319,SO-26342,NIC-CUST0008,NIC-CUST0008-S1,2025-06-21,UPS Ground,LTL,,1Z6245067368,20,780.5,339.81,0.0,E081,PS-SH-50319.pdf,Delivered
SH-50320,SO-26343,NIC-CUST0035,NIC-CUST0035-S1,2025-11-30,Customer Pickup,Pickup,,,2,58.9,0.0,0.0,E105,PS-SH-50320.pdf,Delivered
SH-50321,SO-26344,NIC-CUST0006,NIC-CUST0006-S1,2025-11-30,UPS Ground,LTL,,1Z4189488950,11,435.2,194.78,249.32,E104,PS-SH-50321.pdf,Delivered
SH-50322,SO-26345,NIC-CUST0035,NIC-CUST0035-S1,2026-01-07,Customer Pickup,LTL,,PRO404655572,20,786.5,342.33,362.87,E100,PS-SH-50322.pdf,Delivered
SH-50323,SO-26346,NIC-CUST0024,NIC-CUST0024-S1,2026-03-20,Company Truck,LTL,,PRO442550756,12,442.9,198.02,265.35,E100,PS-SH-50323.pdf,Delivered
SH-50324,SO-26348,NIC-CUST0031,NIC-CUST0031-S1,2025-10-17,LTL - XPO,Company Truck,,,1,2.2,0.0,0.0,E076,PS-SH-50324.pdf,Delivered
SH-50325,SO-26349,NIC-CUST0026,NIC-CUST0026-S1,2026-03-17,Customer Pickup,LTL,,PRO957608451,13,500.1,222.04,0.0,E077,PS-SH-50325.pdf,Delivered
SH-50326,SO-26350,NIC-CUST0025,NIC-CUST0025-S1,2026-02-17,FedEx Ground,Parcel,3 Day,932948304198,1,12.8,17.38,22.25,E077,PS-SH-50326.pdf,Delivered
SH-50327,SO-26351,NIC-CUST0017,NIC-CUST0017-S1,2025-11-08,UPS Ground,LTL,,1Z5505530620,6,209.8,100.12,0.0,E106,PS-SH-50327.pdf,Delivered
SH-50328,SO-26352,NIC-CUST0022,NIC-CUST0022-S1,2026-03-13,LTL - Estes,LTL,,PRO967788666,5,176.2,86.0,108.36,E083,PS-SH-50328.pdf,Delivered
SH-50329,SO-26353,NIC-CUST0026,NIC-CUST0026-S1,2025-06-05,Customer Pickup,LTL,,PRO277613017,9,328.4,149.93,0.0,E081,PS-SH-50329.pdf,Delivered
SH-50330,SO-26354,NIC-CUST0012,NIC-CUST0012-S1,2025-10-21,LTL - XPO,LTL,,PRO595862682,16,635.2,278.78,0.0,E078,PS-SH-50330.pdf,Delivered
SH-50331,SO-26355,NIC-CUST0035,NIC-CUST0035-S1,2025-05-01,Customer Pickup,LTL,,PRO298811215,5,169.1,83.02,0.0,E076,PS-SH-50331.pdf,Delivered
SH-50332,SO-26356,NIC-CUST0010,NIC-CUST0010-S1,2025-10-16,UPS Ground,LTL,,1Z1101667917,9,336.0,153.12,171.49,E076,PS-SH-50332.pdf,Delivered
SH-50333,SO-26357,NIC-CUST0034,NIC-CUST0034-S1,2026-03-21,Customer Pickup,Pickup,,,3,86.0,0.0,0.0,E100,PS-SH-50333.pdf,Delivered
SH-50334,SO-26358,NIC-CUST0029,NIC-CUST0029-S1,2025-10-13,Customer Pickup,LTL,,PRO983909891,13,494.4,219.65,272.37,E080,PS-SH-50334.pdf,Delivered
SH-50335,SO-26359,NIC-CUST0040,NIC-CUST0040-S1,2025-04-21,FedEx Ground,LTL,,849837986407,13,511.0,226.62,0.0,E103,PS-SH-50335.pdf,Delivered
SH-50336,SO-26360,NIC-CUST0024,NIC-CUST0024-S1,2026-03-21,Company Truck,Company Truck,,,3,103.6,0.0,0.0,E105,PS-SH-50336.pdf,Delivered
SH-50337,SO-26361,NIC-CUST0019,NIC-CUST0019-S1,2025-06-07,LTL - Estes,LTL,,PRO302030564,13,501.6,222.67,238.26,E106,PS-SH-50337.pdf,Delivered
SH-50338,SO-26362,NIC-CUST0017,NIC-CUST0017-S1,2025-05-06,UPS Ground,LTL,,1Z9943155246,23,904.6,391.93,0.0,E100,PS-SH-50338.pdf,Delivered
SH-50339,SO-26363,NIC-CUST0015,NIC-CUST0015-S1,2025-11-01,UPS Ground,LTL,,1Z6164173062,15,598.8,263.5,353.09,E103,PS-SH-50339.pdf,Delivered
SH-50340,SO-26365,NIC-CUST0011,NIC-CUST0011-S1,2025-11-18,Company Truck,Company Truck,,,2,77.4,0.0,0.0,E103,PS-SH-50340.pdf,Delivered
SH-50341,SO-26367,NIC-CUST0021,NIC-CUST0021-S1,2025-09-29,LTL - XPO,Company Truck,,,3,89.2,0.0,0.0,E083,PS-SH-50341.pdf,Delivered
SH-50342,SO-26368,NIC-CUST0020,NIC-CUST0020-S1,2025-05-25,Customer Pickup,Pickup,,,3,114.8,0.0,0.0,E102,PS-SH-50342.pdf,Delivered
SH-50343,SO-26369,NIC-CUST0022,NIC-CUST0022-S1,2026-01-26,LTL - Estes,LTL,,PRO998670670,16,631.4,277.19,0.0,E081,PS-SH-50343.pdf,Delivered
SH-50344,SO-26371,NIC-CUST0005,NIC-CUST0005-S1,2025-07-05,LTL - XPO,LTL,,PRO636139135,4,154.8,77.02,0.0,E082,PS-SH-50344.pdf,Delivered
SH-50345,SO-26373,NIC-CUST0009,NIC-CUST0009-S1,2026-01-21,LTL - Estes,Company Truck,,,4,138.1,0.0,0.0,E081,PS-SH-50345.pdf,Delivered
SH-50346,SO-26374,NIC-CUST0011,NIC-CUST0011-S1,2025-07-17,Company Truck,LTL,,PRO254970015,8,304.3,139.81,0.0,E082,PS-SH-50346.pdf,Delivered
SH-50347,SO-26375,NIC-CUST0020,NIC-CUST0020-S1,2025-11-04,Customer Pickup,LTL,,PRO110555618,26,1024.5,442.29,0.0,E104,PS-SH-50347.pdf,Delivered
SH-50348,SO-26376,NIC-CUST0034,NIC-CUST0034-S1,2026-03-23,Customer Pickup,LTL,,PRO506588528,5,169.1,83.02,0.0,E101,PS-SH-50348.pdf,Delivered
SH-50349,SO-26377,NIC-CUST0025,NIC-CUST0025-S1,2025-06-01,FedEx Ground,LTL,,786860865459,12,457.9,204.32,0.0,E079,PS-SH-50349.pdf,Delivered
SH-50350,SO-26378,NIC-CUST0035,NIC-CUST0035-S1,2025-11-19,Customer Pickup,LTL,,PRO418485601,12,449.3,200.71,0.0,E102,PS-SH-50350.pdf,Delivered
SH-50351,SO-26379,NIC-CUST0019,NIC-CUST0019-S1,2026-02-11,LTL - Estes,LTL,,PRO892909453,10,376.5,170.13,183.74,E099,PS-SH-50351.pdf,Delivered
SH-50352,SO-26380,NIC-CUST0040,NIC-CUST0040-S1,2025-06-11,FedEx Ground,LTL,,185787814154,22,867.2,376.22,466.51,E101,PS-SH-50352.pdf,Delivered
SH-50353,SO-26381,NIC-CUST0029,NIC-CUST0029-S1,2025-08-04,Customer Pickup,LTL,,PRO238293333,6,221.5,105.03,110.28,E105,PS-SH-50353.pdf,Delivered
SH-50354,SO-26382,NIC-CUST0023,NIC-CUST0023-S1,2025-10-30,Customer Pickup,Pickup,,,2,75.1,0.0,0.0,E081,PS-SH-50354.pdf,Delivered
SH-50355,SO-26383,NIC-CUST0001,NIC-CUST0001-S1,2026-02-25,Company Truck,LTL,,PRO640330859,8,311.1,142.66,0.0,E081,PS-SH-50355.pdf,Delivered
SH-50356,SO-26384,NIC-CUST0033,NIC-CUST0033-S1,2025-08-01,LTL - XPO,Company Truck,,,1,16.2,0.0,0.0,E076,PS-SH-50356.pdf,Delivered
SH-50357,SO-26385,NIC-CUST0006,NIC-CUST0006-S1,2026-01-28,UPS Ground,LTL,,1Z1991714096,5,165.2,81.38,104.98,E103,PS-SH-50357.pdf,Delivered
SH-50358,SO-26386,NIC-CUST0005,NIC-CUST0005-S1,2026-01-19,LTL - XPO,Company Truck,,,3,102.7,0.0,0.0,E079,PS-SH-50358.pdf,Delivered
SH-50359,SO-26387,NIC-CUST0006,NIC-CUST0006-S1,2026-03-24,UPS Ground,LTL,,1Z5029974361,10,378.8,171.1,0.0,E078,PS-SH-50359.pdf,Delivered
SH-50360,SO-26388,NIC-CUST0021,NIC-CUST0021-S1,2025-04-22,LTL - XPO,Company Truck,,,2,55.3,0.0,0.0,E103,PS-SH-50360.pdf,Delivered
SH-50361,SO-26389,NIC-CUST0040,NIC-CUST0040-S1,2025-11-30,FedEx Ground,LTL,,723028501894,13,484.4,215.45,224.07,E076,PS-SH-50361.pdf,Delivered
SH-50362,SO-26390,NIC-CUST0017,NIC-CUST0017-S1,2026-02-19,UPS Ground,LTL,,1Z9167828362,11,419.9,188.36,0.0,E078,PS-SH-50362.pdf,Delivered
SH-50363,SO-26391,NIC-CUST0036,NIC-CUST0036-S1,2025-11-29,UPS Ground,LTL,,1Z4269446893,13,506.5,224.73,0.0,E099,PS-SH-50363.pdf,Delivered
SH-50364,SO-26392,NIC-CUST0022,NIC-CUST0022-S1,2025-12-12,LTL - Estes,LTL,,PRO958873539,11,413.0,185.46,0.0,E099,PS-SH-50364.pdf,Delivered
SH-50365,SO-26393,NIC-CUST0017,NIC-CUST0017-S1,2025-08-05,UPS Ground,LTL,,1Z5655536422,24,929.8,402.52,523.28,E100,PS-SH-50365.pdf,Delivered
SH-50366,SO-26394,NIC-CUST0008,NIC-CUST0008-S1,2026-03-24,UPS Ground,Parcel,Next Day Air,1Z9222762484,2,64.3,39.01,43.69,E081,PS-SH-50366.pdf,Delivered
SH-50367,SO-26395,NIC-CUST0008,NIC-CUST0008-S1,2025-10-28,UPS Ground,LTL,,1Z3386002438,5,190.6,92.05,99.41,E106,PS-SH-50367.pdf,Delivered
SH-50368,SO-26396,NIC-CUST0005,NIC-CUST0005-S1,2025-10-23,LTL - XPO,LTL,,PRO735367843,6,216.7,103.01,122.58,E106,PS-SH-50368.pdf,Delivered
SH-50369,SO-26397,NIC-CUST0005,NIC-CUST0005-S1,2026-02-19,LTL - XPO,LTL,,PRO865378108,10,389.6,175.63,200.22,E076,PS-SH-50369.pdf,Delivered
SH-50370,SO-26398,NIC-CUST0035,NIC-CUST0035-S1,2025-09-30,Customer Pickup,LTL,,PRO177554162,12,451.5,201.63,0.0,E099,PS-SH-50370.pdf,Delivered
SH-50371,SO-26399,NIC-CUST0038,NIC-CUST0038-S1,2025-07-15,UPS Ground,LTL,,1Z8174832115,20,790.2,343.88,422.97,E083,PS-SH-50371.pdf,Delivered
SH-50372,SO-26400,NIC-CUST0035,NIC-CUST0035-S1,2026-01-21,Customer Pickup,LTL,,PRO260350999,13,498.9,221.54,223.76,E100,PS-SH-50372.pdf,Delivered
SH-50373,SO-26401,NIC-CUST0010,NIC-CUST0010-S1,2026-02-13,UPS Ground,LTL,,1Z2065991873,17,658.8,288.7,0.0,E100,PS-SH-50373.pdf,Delivered
SH-50374,SO-26403,NIC-CUST0003,NIC-CUST0003-S1,2025-11-26,FedEx Ground,LTL,,743364423681,12,445.0,198.9,0.0,E102,PS-SH-50374.pdf,Delivered
SH-50375,SO-26404,NIC-CUST0011,NIC-CUST0011-S1,2025-10-31,Company Truck,LTL,,PRO226266158,17,659.8,289.12,0.0,E076,PS-SH-50375.pdf,Delivered
SH-50376,SO-26405,NIC-CUST0008,NIC-CUST0008-S1,2025-05-15,UPS Ground,LTL,,1Z9318055081,10,382.5,172.65,220.99,E079,PS-SH-50376.pdf,Delivered
SH-50377,SO-26406,NIC-CUST0017,NIC-CUST0017-S1,2025-09-25,UPS Ground,LTL,,1Z3067046521,11,414.8,186.22,201.12,E102,PS-SH-50377.pdf,Delivered
SH-50378,SO-26407,NIC-CUST0035,NIC-CUST0035-S1,2025-10-29,Customer Pickup,LTL,,PRO891251826,8,299.8,137.92,0.0,E077,PS-SH-50378.pdf,Delivered
SH-50379,SO-26408,NIC-CUST0001,NIC-CUST0001-S1,2026-02-13,Company Truck,LTL,,PRO822766106,7,248.9,116.54,127.03,E102,PS-SH-50379.pdf,Delivered
SH-50380,SO-26409,NIC-CUST0033,NIC-CUST0033-S1,2025-11-10,LTL - XPO,LTL,,PRO977695065,14,528.9,234.14,302.04,E079,PS-SH-50380.pdf,Delivered
SH-50381,SO-26410,NIC-CUST0018,NIC-CUST0018-S1,2025-05-06,FedEx Ground,LTL,,679787831877,21,807.4,351.11,0.0,E100,PS-SH-50381.pdf,Delivered
SH-50382,SO-26411,NIC-CUST0003,NIC-CUST0003-S1,2025-11-09,FedEx Ground,LTL,,423841646688,18,717.8,313.48,0.0,E078,PS-SH-50382.pdf,Delivered
SH-50383,SO-26412,NIC-CUST0022,NIC-CUST0022-S1,2026-01-31,LTL - Estes,Company Truck,,,1,10.8,0.0,0.0,E100,PS-SH-50383.pdf,Delivered
SH-50384,SO-26413,NIC-CUST0009,NIC-CUST0009-S1,2025-12-05,LTL - Estes,LTL,,PRO570934038,29,1145.8,493.24,586.96,E076,PS-SH-50384.pdf,Delivered
SH-50385,SO-26414,NIC-CUST0005,NIC-CUST0005-S1,2026-01-21,LTL - XPO,LTL,,PRO514578272,23,901.1,390.46,0.0,E105,PS-SH-50385.pdf,Delivered
SH-50386,SO-26415,NIC-CUST0015,NIC-CUST0015-S1,2026-03-12,UPS Ground,Parcel,3 Day,1Z6159991820,1,9.8,16.12,17.09,E082,PS-SH-50386.pdf,Delivered
SH-50387,SO-26416,NIC-CUST0018,NIC-CUST0018-S1,2026-03-22,FedEx Ground,LTL,,514837822002,8,318.4,145.73,0.0,E077,PS-SH-50387.pdf,Delivered
SH-50388,SO-26417,NIC-CUST0036,NIC-CUST0036-S1,2025-10-09,UPS Ground,LTL,,1Z6860954100,13,490.2,217.88,254.92,E079,PS-SH-50388.pdf,Delivered
SH-50389,SO-26418,NIC-CUST0026,NIC-CUST0026-S1,2025-06-14,Customer Pickup,LTL,,PRO779536595,12,469.3,209.11,0.0,E106,PS-SH-50389.pdf,Delivered
SH-50390,SO-26419,NIC-CUST0031,NIC-CUST0031-S1,2025-07-02,LTL - XPO,LTL,,PRO621547673,13,499.1,221.62,241.57,E083,PS-SH-50390.pdf,Delivered
SH-50391,SO-26420,NIC-CUST0017,NIC-CUST0017-S1,2025-09-07,UPS Ground,LTL,,1Z1751041267,8,306.5,140.73,0.0,E106,PS-SH-50391.pdf,Delivered
