Event Id,Company Id,Workflow Type,Object Type,Object Id,Timestamp,Actor,Action,Previous State,New State,Source Document,Confidence,Requires Review
EV-002894,keystone_bearing_and_drive,procure_to_pay,supplier_invoice,INV5451981,2025-11-17T11:34:00,E002,match_exception,received,paid,INV5451981,0.7,Y
EV-001247,keystone_bearing_and_drive,order_to_cash ,customer_invoice,INV-60112,2025-11-17T11:48:00,E002,invoice_issued,,open,INV-60112.pdf,1.0,N
EV-000427,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26302,2025-11-17T12:33:00,E015,order_entered,,open,customer_po_PUR-250256,1.0,N
EV-001769,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60175,2025-11-17T13:46:00,system,payment_applied,open,paid,Bank feed,1.0,N
EV-002325,keystone_bearing_and_drive,procure_to_pay,receipt,RCV-40005,2025-11-17T14:05:00,E027,goods_received,open,received,PS183680,0.85,Y
EV-000605,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26478,2025-11-17T14:51:00,E017,order_entered,,open,customer_po_P639694,1.0,N
EV-002346,keystone_bearing_and_drive,procure_to_pay,receipt,RCV-40026,2025-11-18T08:34:00,E034,goods_received,open,received,PS714838,0.85,Y
EV-000188,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26066,2025-11-18T09:02:00,E018 ,order_entered,,open,customer_po_PO941395,1.0,N
EV-000145,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26025,2025-11-18T12:15:00,E017,order_entered,,open,customer_po_PUR-286928,1.0,N
EV-000285,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26161,2025-11-18T13:08:00,E015,order_entered,,open,customer_po_4500807727,1.0,N 
EV-001365,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60230,2025-11-18T13:09:00,E002,invoice_issued,,open,INV-60230.pdf,1.0,N
EV-001543,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60408,2025-11-18T16:10:00,E002,invoice_issued,,open,INV-60408.pdf,1.0,N
EV-000878,keystone_bearing_and_drive,fulfillment,shipment,SH-50231,2025-11-18T16:59:00,E026,shipment_confirmed,picked,shipped,PS-SH-50231.pdf,1.0,N
EV-000303,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26179,2025-11-18T17:03:00,E018,order_entered,,open,customer_po_P289266,0.9,N
EV-001056,keystone_bearing_and_drive,fulfillment,shipment,SH-50409,2025-11-18T17:43:00,E038,shipment_confirmed,picked,shipped,PS-SH-50409.pdf,1.0,N
EV-002935,keystone_bearing_and_drive,manufacturing,work_order,WO-70020,2025-11-19T07:14:00,E044,wo_released,planned,released,MRP,1.0,N
EV-001925,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60376 ,2025-11-19T07:20:00,system,payment_applied,open,paid,Portal,1.0,N
EV-001827,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60247,2025-11-19T08:55:00,system,payment_applied,open,paid,Email remittance,0.95,N
EV-002522 ,keystone_bearing_and_drive,procure_to_pay,receipt,RCV-40202,2025-11-19T11:57:00,E035,goods_received,open,received,PS635679,0.85,Y
EV-001824,keystone_bearing_and_drive,order_to_cash,customer_invoice ,INV-60244,2025-11-19T14:20:00,system,payment_applied,open,paid,Portal,1.0,N
EV-002372,keystone_bearing_and_drive,procure_to_pay,receipt,RCV-40052,2025-11-19T14:43:00,E037,goods_received,open ,received,PS795698,1.0,N
EV-000107,keystone_bearing_and_drive ,quote_to_order,quote,Q-26107,2025-11-20T08:15:00,E015,quote_sent,draft,sent,Q-26107.pdf,1.0,N
EV-001939,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60392,2025-11-20T11:32:00,system,payment_applied,open,paid,Lockbox,1.0,N
EV-002125,keystone_bearing_and_drive,procure_to_pay,purchase_order,PO-31105,2025-11-20T13:13:00,E012,po_issued,draft,open,PO-31105.pdf,1.0,N
EV-000003,keystone_bearing_and_drive,quote_to_order,quote,Q-26003,2025-11-20T14:42:00,E016,quote_sent,draft,sent,Q-26003.pdf,1.0,N
EV-000203,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26081,2025-11-20T16:38:00,E015,order_entered,,open,customer_po_P978008,1.0,N
EV-001633,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60013,2025-11-20T17:28:00,system,payment_applied,open,paid,Email remittance,0.95,N
EV-001907,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60349,2025-11-21T08:55:00,system,payment_applied,open,paid,Lockbox,1.0,N
EV-000475,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26349,2025-11-21T09:34:00,E024,order_entered,,open,customer_po_4500678719,0.9,N
EV-000565,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26438,2025-11-21T11:12:00,E014,order_entered,,open,customer_po_P185066,1.0,N
EV-001305,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60170,2025-11-21T13:38:00,E002,invoice_issued,,open,INV-60170.pdf,1.0,N
EV-002811,keystone_bearing_and_drive,procure_to_pay,supplier_invoice,1336619,2025-11-21T14:01:00,E002,invoice_matched,received,paid,1336619,1.0,N
EV-000818,keystone_bearing_and_drive,fulfillment,shipment,SH-50171,2025-11-21T14:05:00,E032,shipment_confirmed,picked,shipped,PS-SH-50171.pdf,1.0,N
EV-000178,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26056,2025-11-21T15:54:00,E024,order_entered,,open,customer_po_4500448988,0.9,N
EV-000154,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26034,2025-11-21T16:45:00,E016,order_entered,,open,customer_po_PO698399,0.9,N
EV-000644,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26517,2025-11-22T07:45:00,E013,order_entered,,open,customer_po_P250059,1.0,N
EV-002246,keystone_bearing_and_drive,procure_to_pay,purchase_order,PO-31226,2025-11-22T09:32:00,E011,po_issued,draft,open,PO-31226.pdf,1.0,N
EV-002614,keystone_bearing_and_drive,procure_to_pay,supplier_invoice,379957,2025-11-22T10:14:00,E002,invoice_matched,received,paid,379957,1.0,N
EV-000890,keystone_bearing_and_drive,fulfillment,shipment,SH-50243,2025-11-22T10:32:00,E030,shipment_confirmed,picked ,shipped,PS-SH-50243.pdf,1.0,N
EV-002063,keystone_bearing_and_drive,procure_to_pay,purchase_order,PO-31043,2025-11-22T10:37:00 ,E011,po_issued,draft,open,PO-31043.pdf,1.0,N
EV-000809,keystone_bearing_and_drive,fulfillment,shipment,SH-50162,2025-11-22T13:01:00,E035,shipment_confirmed,picked,shipped,PS-SH-50162.pdf,1.0,N
EV-001296,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60161,2025-11-22T13:14:00,E002,invoice_issued,,open,INV-60161.pdf,1.0,N
EV-002000,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60462,2025-11-22T13:48:00,system,payment_applied,open,paid,Bank feed,1.0,N
EV-001377,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60242,2025-11-22T14:20:00,E002,invoice_issued,,open,INV-60242.pdf,1.0,N
EV-001813,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60231,2025-11-22T16:31:00,system,payment_applied,open,paid,Portal,1.0,N
EV-000082,keystone_bearing_and_drive,quote_to_order,quote,Q-26082,2025-11-22T16:53:00,E020,quote_sent,draft,sent ,Q-26082.pdf,1.0,N
EV-002729,keystone_bearing_and_drive,procure_to_pay,supplier_invoice,INV5541275,2025-11-23T07:08:00,E002,invoice_matched,received,paid,INV5541275,1.0,N
EV-000322,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26198,2025-11-23T07:15:00,E014,order_entered,,open,customer_po_P775970,0.9,N
EV-001725,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60121 ,2025-11-23T07:23:00,system,payment_applied,open,paid,Bank feed,1.0,N
EV-000547,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26420,2025-11-23T08:08:00,E024,order_entered,,open,customer_po_PO293035,0.9,N
EV-000209,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26087,2025-11-23T08:28:00,E018,order_entered,,open,customer_po_4500342585,1.0,N
EV-002367,keystone_bearing_and_drive,procure_to_pay,receipt,RCV-40047,2025-11-23T10:14:00,E027,goods_received,open ,received,PS126975,1.0,N
EV-002276 ,keystone_bearing_and_drive,procure_to_pay,purchase_order,PO-31256,2025-11-23T10:31:00,E012 ,po_issued,draft ,open,PO-31256.pdf,1.0,N
EV-001574,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60439,2025-11-23T12:11:00,E002,invoice_issued,,open,INV-60439.pdf,1.0,N
EV-000260,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26137,2025-11-23T15:08:00,E024,order_entered,,open,customer_po_P366204,1.0,N
EV-001087,keystone_bearing_and_drive,fulfillment,shipment,SH-50440,2025-11-23T17:22:00,E033 ,shipment_confirmed,picked,shipped,PS-SH-50440.pdf ,1.0,N
EV-002958,keystone_bearing_and_drive,manufacturing,work_order,WO-70032,2025-11-23T17:41:00,E019,wo_released,planned,released,MRP,1.0,N 
EV-002661,keystone_bearing_and_drive,procure_to_pay,supplier_invoice,INV3391737,2025-11-24T07:40:00,E002,match_exception,received,paid,INV3391737,0.7,Y
EV-002148,keystone_bearing_and_drive,procure_to_pay,purchase_order,PO-31128,2025-11-24T09:49:00,E011,po_issued,draft,open,PO-31128.pdf,1.0,N
EV-001926,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60377,2025-11-24T10:17:00,system,payment_applied,open,paid,Portal,1.0,N
EV-001795,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60208,2025-11-24T10:59:00,system,payment_applied,open,paid,Lockbox,1.0,N
EV-002023,keystone_bearing_and_drive,procure_to_pay,purchase_order,PO-31003,2025-11-24T12:26:00,E012,po_issued,draft,open,PO-31003.pdf,1.0,N
EV-000296,keystone_bearing_and_drive ,quote_to_order,sales_order,SO-26172,2025-11-24T12:32:00,E014,order_entered,,open,customer_po_P994665,1.0,N 
EV-000128,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26009,2025-11-24T15:00:00,E017,order_entered,,open,customer_po_4500424151,1.0,N
EV-002631,keystone_bearing_and_drive,procure_to_pay,supplier_invoice,2538793,2025-11-24T15:57:00,E002,invoice_matched,received,paid,2538793,1.0,N
EV-001544,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60409,2025-11-25T08:08:00,E002,invoice_issued,,open,INV-60409.pdf ,1.0,N
EV-001339,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60204,2025-11-25T10:41:00,E002 ,invoice_issued,,open,INV-60204.pdf,1.0,N
EV-000852,keystone_bearing_and_drive,fulfillment,shipment,SH-50205,2025-11-25T14:32:00,E033,shipment_confirmed,picked,shipped,PS-SH-50205.pdf,1.0,N
EV-001057,keystone_bearing_and_drive,fulfillment,shipment,SH-50410,2025-11-25T15:14:00,E032,shipment_confirmed ,picked,shipped,PS-SH-50410.pdf,1.0,N
EV-002247,keystone_bearing_and_drive,procure_to_pay,purchase_order,PO-31227,2025-11-25T15:28:00,E011,po_issued,draft,open,PO-31227.pdf,1.0,N
EV-002335,keystone_bearing_and_drive,procure_to_pay,receipt,RCV-40015,2025-11-26T07:06:00,E038,goods_received,open,received,PS769047,1.0,N
EV-000992,keystone_bearing_and_drive,fulfillment,shipment,SH-50345,2025-11-26T07:59:00,E038,shipment_confirmed,picked,shipped,PS-SH-50345.pdf,1.0,N
EV-000244,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26121,2025-11-26T08:49:00,E018,order_entered,,open,customer_po_P956250,1.0,N
EV-001479,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60344,2025-11-26T10:01:00,E002,invoice_issued,,open,INV-60344.pdf,1.0,N
EV-003015,keystone_bearing_and_drive,quality,ncr,NCR-0005,2025-11-26T10:06:00,E045,ncr_opened,,open,WO-70058,1.0,Y
EV-000808,keystone_bearing_and_drive,fulfillment,shipment,SH-50161,2025-11-26T10:32:00,E028,shipment_confirmed,picked,shipped,PS-SH-50161.pdf,1.0,N
EV-002635,keystone_bearing_and_drive,procure_to_pay,supplier_invoice,SI7604679,2025-11-26T15:15:00,E002,invoice_matched,received,paid,SI7604679,1.0,N
EV-001930,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60381,2025-11-26T15:44:00,system,payment_applied,open,paid,Portal,1.0,N
EV-000466,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26340,2025-11-26T16:02:00,E017,order_entered,,open,customer_po_4500344491,0.9,N
EV-001295,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60160,2025-11-26T16:17:00,E002,invoice_issued,,open,INV-60160.pdf,1.0,N
EV-002517,keystone_bearing_and_drive,procure_to_pay,receipt,RCV-40197,2025-11-26T16:52:00,E037,goods_received,open,received,PS381135,1.0,N
EV-003025,keystone_bearing_and_drive,returns,rma,RMA-0010,2025-11-26T17:09:00,E024,rma_approved,requested ,approved,INV-60187,1.0,N
EV-003006,keystone_bearing_and_drive,manufacturing,work_order,WO-70058,2025-11-26T17:42:00,E045,wo_closed,in_process,closed,COC-WO-70058.pdf,1.0,N
EV-002389,keystone_bearing_and_drive,procure_to_pay,receipt,RCV-40069,2025-11-27T08:27:00,E036,goods_received,open,received,PS470201,0.85,Y
EV-002991,keystone_bearing_and_drive,manufacturing,work_order,WO-70051,2025-11-27T09:13:00,E020,wo_released,planned,released,MRP,1.0,N
EV-002888,keystone_bearing_and_drive,procure_to_pay,supplier_invoice,SI5743384,2025-11-27T09:31:00,E002,invoice_matched,received,paid,SI5743384,1.0,N
EV-002207,keystone_bearing_and_drive,procure_to_pay,purchase_order,PO-31187,2025-11-27T09:47:00,E011,po_issued,draft,open,PO-31187.pdf,1.0,N
EV-001631,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60011,2025-11-27T09:51:00,system,payment_applied ,open,paid,Bank feed,1.0,N
EV-002599,keystone_bearing_and_drive,procure_to_pay,receipt,RCV-40279,2025-11-27T10:31:00,E037,goods_received,open,received,PS501918,0.85,Y
EV-001781,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60192,2025-11-27T11:44:00,system,payment_applied,open,paid,Email remittance,0.95,N
EV-001335,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60200,2025-11-27T12:57:00,E002,invoice_issued,,open,INV-60200.pdf,1.0,N
EV-000848,keystone_bearing_and_drive,fulfillment,shipment,SH-50201,2025-11-27T14:11:00,E036,shipment_confirmed,picked,shipped,PS-SH-50201.pdf,1.0,N
EV-001993,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60454,2025-11-27T14:48:00,system,payment_applied,open,paid,Email remittance,0.95,N
EV-002014,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60481,2025-11-27T16:12:00,system,payment_applied,open,paid,Portal,1.0,N
EV-000358,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26234,2025-11-27T17:05:00,E018,order_entered,,open,customer_po_P786590,1.0,N
EV-000477,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26351,2025-11-27T17:35:00,E014,order_entered,,open ,customer_po_PUR-247353,0.9,N
EV-000514,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26387,2025-11-28T11:25:00,E015,order_entered,,open,customer_po_4500981031,1.0,N
EV-002369,keystone_bearing_and_drive ,procure_to_pay,receipt,RCV-40049,2025-11-28T12:01:00,E033,goods_received,open,received,PS354899,1.0,N
EV-001496,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60361,2025-11-28T14:40:00,E002,invoice_issued,,open,INV-60361.pdf,1.0,N
EV-001009,keystone_bearing_and_drive,fulfillment,shipment,SH-50362,2025-11-28T15:41:00,E036,shipment_confirmed,picked,shipped,PS-SH-50362.pdf,1.0,N
EV-001858,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60287,2025-11-28T16:28:00,system,payment_applied,open ,paid,Email remittance,0.95,N
EV-000049,keystone_bearing_and_drive,quote_to_order,quote,Q-26049,2025-11-29T07:03:00,E020,quote_sent,draft,sent,Q-26049.pdf,1.0,N
EV-001143,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60008,2025-11-29T08:22:00,E002,invoice_issued,,open,INV-60008.pdf,1.0,N
EV-002322,keystone_bearing_and_drive,procure_to_pay,receipt,RCV-40002,2025-11-29T08:51:00,E035,goods_received,open,received,PS654363,1.0,N
EV-000218,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26096,2025-11-29T10:10:00,E018,order_entered,,open,customer_po_4500175004,1.0,N
EV-002583,keystone_bearing_and_drive,procure_to_pay,receipt,RCV-40263,2025-11-29T11:31:00,E031,goods_received,open,received,PS115251,1.0,N
EV-001185,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60050,2025-11-29T11:43:00,E002,invoice_issued,,open,INV-60050.pdf,1.0,N 
EV-000821,keystone_bearing_and_drive,fulfillment,shipment,SH-50174,2025-11-29T12:00:00,E037,shipment_confirmed,picked,shipped,PS-SH-50174.pdf,1.0,N
EV-002519,keystone_bearing_and_drive,procure_to_pay,receipt,RCV-40199,2025-11-29T12:08:00,E034,goods_received,open,received,PS235216,1.0,N
EV-000656,keystone_bearing_and_drive,fulfillment,shipment,SH-50009,2025-11-29T13:30:00,E039,shipment_confirmed,picked,shipped,PS-SH-50009.pdf,1.0,N
EV-001746,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60147,2025-11-29T13:37:00,system,payment_applied,open,paid,Email remittance,0.95,N
EV-001308,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60173,2025-11-29T14:19:00,E002,invoice_issued,,open,INV-60173.pdf,1.0,N
EV-001971,keystone_bearing_and_drive,order_to_cash,customer_invoice ,INV-60426,2025-11-29T14:28:00,system,payment_applied,open,paid,Portal,1.0,N
EV-000698,keystone_bearing_and_drive,fulfillment,shipment,SH-50051,2025-11-29T14:32:00,E029,shipment_confirmed,picked,shipped,PS-SH-50051.pdf,1.0,N
EV-002872,keystone_bearing_and_drive,procure_to_pay,supplier_invoice,SI3366405,2025-11-30T07:13:00,E002,invoice_matched,received,paid,SI3366405,1.0,N
EV-002180,keystone_bearing_and_drive,procure_to_pay,purchase_order ,PO-31160,2025-11-30T08:08:00,E011,po_issued,draft,open,PO-31160.pdf,1.0,N
EV-001823,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60243,2025-11-30T08:23:00,system,payment_applied,open,paid,Email remittance,0.95,N
EV-000494,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26368,2025-11-30T08:54:00,E018,order_entered,,open,customer_po_PO689593,0.9,N
EV-001073,keystone_bearing_and_drive ,fulfillment,shipment,SH-50426,2025-11-30T09:11:00,E034,shipment_confirmed,picked,shipped,PS-SH-50426.pdf,1.0,N
EV-002806,keystone_bearing_and_drive,procure_to_pay,supplier_invoice,SI9757803,2025-11-30T12:01:00,E002,invoice_matched,received,paid,SI9757803,1.0,N
EV-001872,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60306,2025-11-30T12:43:00,system,payment_applied,open,paid,Lockbox,1.0,N
EV-002005,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60468,2025-11-30T13:17:00,system,payment_applied,open,paid,Bank feed,1.0,N
EV-002195,keystone_bearing_and_drive,procure_to_pay,purchase_order,PO-31175,2025-11-30T16:11:00,E011,po_issued,draft,open,PO-31175.pdf,1.0,N
EV-001560,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60425,2025-11-30T17:13:00,E002,invoice_issued,,open,INV-60425.pdf,1.0,N
EV-000026,keystone_bearing_and_drive,quote_to_order,quote,Q-26026,2025-12-01T09:37:00,E019,quote_sent,draft,sent,Q-26026.pdf,1.0,N
EV-002624,keystone_bearing_and_drive,procure_to_pay,supplier_invoice,SI4073147,2025-12-01T09:40:00,E002,invoice_matched,received,paid,SI4073147,1.0,N
EV-002062,keystone_bearing_and_drive,procure_to_pay,purchase_order,PO-31042,2025-12-01T09:53:00,E011,po_issued,draft,open ,PO-31042.pdf,1.0,N
EV-000479,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26353,2025-12-01T11:02:00,E015,order_entered,,open,customer_po_PO916296,0.9,N
EV-000029,keystone_bearing_and_drive,quote_to_order,quote,Q-26029,2025-12-01T11:15:00,E021,quote_sent,draft,sent,Q-26029.pdf,1.0,N
EV-002040,keystone_bearing_and_drive,procure_to_pay,purchase_order,PO-31020,2025-12-01T11:51:00,E011,po_issued,draft,open,PO-31020.pdf,1.0,N
EV-001115,keystone_bearing_and_drive,fulfillment,shipment,SH-50468,2025-12-01T12:25:00,E034,shipment_confirmed,picked,shipped,PS-SH-50468.pdf,1.0,N
EV-001602,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60467,2025-12-01T13:10:00,E002,invoice_issued,,open ,INV-60467.pdf,1.0,N
EV-001838,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60260,2025-12-02T08:01:00,system,payment_applied,open,paid,Email remittance,0.95,N
EV-002458,keystone_bearing_and_drive,procure_to_pay,receipt,RCV-40138,2025-12-02T08:18:00,E026,goods_received,open,received,PS483802,1.0,N
EV-000516,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26389,2025-12-02T08:20:00,E013,order_entered,,open,customer_po_4500102089 ,0.9,N
EV-002965,keystone_bearing_and_drive,manufacturing,work_order,WO-70036,2025-12-02T08:48:00,E024,wo_released,planned ,released,MRP,1.0,N
EV-002403,keystone_bearing_and_drive,procure_to_pay,receipt,RCV-40083,2025-12-02T09:24:00,E031,goods_received,open,received,PS143398,0.85,Y
EV-002244,keystone_bearing_and_drive,procure_to_pay,purchase_order,PO-31224,2025-12-02T10:28:00,E011,po_issued,draft,open,PO-31224.pdf,1.0,N
EV-003008,keystone_bearing_and_drive,manufacturing,work_order,WO-70059,2025-12-02T10:28:00,E045,wo_closed,in_process,closed,COC-WO-70059.pdf,1.0,N
EV-000301,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26177,2025-12-02T12:16:00,E018,order_entered,,open,customer_po_PO349650 ,1.0,N
EV-001933,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60385,2025-12-02T13:19:00,system ,payment_applied,open,paid,Lockbox,1.0,N
EV-001717,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60110,2025-12-02T13:31:00,system,payment_applied,open,paid,Lockbox,1.0,N
EV-002658,keystone_bearing_and_drive,procure_to_pay,supplier_invoice,SI4693485,2025-12-03T09:04:00,E002,invoice_matched,received,paid,SI4693485,1.0,N
EV-001163,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60028,2025-12-03T09:28:00,E002,invoice_issued,,open,INV-60028.pdf,1.0,N
EV-001042,keystone_bearing_and_drive,fulfillment,shipment,SH-50395,2025-12-03T10:28:00,E032,shipment_confirmed,picked,shipped,PS-SH-50395.pdf,1.0,N 
EV-001707,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60100,2025-12-03T11:15:00,system,payment_applied,open,paid,Lockbox,1.0,N
EV-001529,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60394,2025-12-03T13:58:00,E002,invoice_issued,,open,INV-60394.pdf,1.0,N
EV-000676,keystone_bearing_and_drive,fulfillment,shipment ,SH-50029,2025-12-03T14:33:00,E038,shipment_confirmed ,picked,shipped,PS-SH-50029.pdf,1.0,N
EV-000691,keystone_bearing_and_drive,fulfillment,shipment,SH-50044,2025-12-03T15:39:00,E030,shipment_confirmed ,picked,shipped,PS-SH-50044.pdf,1.0,N
EV-000597,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26470,2025-12-03T15:43:00,E024,order_entered,,open,customer_po_PO596434,1.0,N
EV-001178,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60043,2025-12-03T16:22:00,E002,invoice_issued,,open,INV-60043.pdf,1.0,N
EV-002611,keystone_bearing_and_drive,procure_to_pay,supplier_invoice,95662838,2025-12-03T16:38:00,E002,invoice_matched,received,paid,95662838,1.0,N
EV-000126,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26007,2025-12-04T08:44:00,E015,order_entered,,open,customer_po_PO682347,0.9,N
EV-001217,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60082,2025-12-04T09:31:00,E002,invoice_issued,,open,INV-60082.pdf,1.0,N
EV-002656,keystone_bearing_and_drive,procure_to_pay,supplier_invoice,SI9033609,2025-12-04T12:15:00,E002,match_exception,received,paid,SI9033609,0.7,Y
EV-002145,keystone_bearing_and_drive,procure_to_pay,purchase_order,PO-31125,2025-12-04T12:57:00,E011,po_issued,draft,open,PO-31125.pdf,1.0,N
EV-000730,keystone_bearing_and_drive,fulfillment,shipment,SH-50083,2025-12-04T12:58:00,E031,shipment_confirmed,picked,shipped,PS-SH-50083.pdf,1.0,N
EV-002077,keystone_bearing_and_drive,procure_to_pay,purchase_order,PO-31057,2025-12-04T14:49:00,E011,po_issued,draft,open,PO-31057.pdf,1.0,N
EV-002184,keystone_bearing_and_drive,procure_to_pay,purchase_order,PO-31164,2025-12-04T15:41:00 ,E012,po_issued,draft,open,PO-31164.pdf,1.0,N
EV-002678 ,keystone_bearing_and_drive,procure_to_pay,supplier_invoice,INV3066238,2025-12-04T16:42:00,E002,invoice_matched,received,paid,INV3066238,1.0,N
EV-002362,keystone_bearing_and_drive,procure_to_pay,receipt,RCV-40042,2025-12-04T17:04:00,E036,goods_received ,open,received,PS909880,0.85,Y
EV-002591,keystone_bearing_and_drive,procure_to_pay,receipt,RCV-40271,2025-12-04T17:28:00,E034,goods_received,open,received,PS491790,0.85,Y
EV-000595,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26468,2025-12-05T07:27:00,E024,order_entered,,open,customer_po_4500530424,0.9,N
EV-000420,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26295,2025-12-05T10:33:00,E024,order_entered,,open,customer_po_PO707495,0.9,N
EV-001421,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60286,2025-12-05T11:47:00,E002,invoice_issued,,open,INV-60286.pdf,1.0,N
EV-002936,keystone_bearing_and_drive,manufacturing,work_order,WO-70020,2025-12-05T15:08:00,E045,wo_closed,in_process,closed,COC-WO-70020.pdf,1.0,N
EV-000934,keystone_bearing_and_drive,fulfillment,shipment,SH-50287,2025-12-05T15:23:00,E027,shipment_confirmed,picked,shipped,PS-SH-50287.pdf,1.0,N
EV-000184,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26062,2025-12-05T16:27:00,E014,order_entered,,open,customer_po_PO364809,0.9,N
EV-001173,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60038,2025-12-06T10:53:00,E002,invoice_issued,,open,INV-60038.pdf,1.0,N
EV-000686,keystone_bearing_and_drive,fulfillment,shipment,SH-50039,2025-12-06T11:26:00,E030,shipment_confirmed,picked,shipped,PS-SH-50039.pdf,1.0,N 
EV-000405,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26281,2025-12-06T11:38:00,E015,order_entered,,open ,customer_po_PO431495,1.0,N
EV-000136,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26016,2025-12-06T12:38:00,E016,order_entered,,open,customer_po_P266473,0.9,N
EV-000461,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26335,2025-12-06T13:08:00,E016,order_entered,,open,customer_po_4500643333,0.9,N
EV-000727,keystone_bearing_and_drive,fulfillment,shipment,SH-50080,2025-12-06T14:34:00,E034,shipment_confirmed,picked,shipped,PS-SH-50080.pdf,1.0,N
EV-002960,keystone_bearing_and_drive,manufacturing,work_order,WO-70033,2025-12-06T14:56:00,E024,wo_released,planned,released,MRP,1.0,N
