event_id,workflow_type,object_type,object_id,timestamp,actor,action,previous_state,new_state,source_document,confidence,requires_review
EV000490,endorsements,endorsement_request,MER-END0012,2025-12-09T10:00:00,E011,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000045,marketing,submission,MER-S00027,2025-12-09T16:00:00,E014,submitted,draft,submitted,MER-S00027_package.pdf,1.0,N
EV000032,marketing,submission,MER-S00020,2025-12-09T17:00:00,E021,submitted,draft,submitted,MER-S00020_package.pdf,1.0,N
EV000481,endorsements,endorsement_request,MER-END0007,2025-12-10T10:00:00,E010,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000033,marketing,submission,MER-S00020,2025-12-11T10:00:00,carrier:LIB,acknowledged,submitted,acknowledged,,1.0,N
EV000035,marketing,submission,MER-S00021,2025-12-11T10:00:00,carrier:TRV,acknowledged,submitted,acknowledged,,1.0,N
EV000034,marketing,submission,MER-S00021,2025-12-11T17:00:00,E021,submitted,draft,submitted,MER-S00021_package.pdf,1.0,N
EV000092,marketing,submission,MER-S00052,2025-12-12T13:00:00,E014,submitted,draft,submitted,MER-S00052_package.pdf,1.0,N
EV000380,certificates,certificate_request,MER-CERT0017,2025-12-12T15:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000381,certificates,certificate_request,MER-CERT0017,2025-12-12T17:00:00,E020,exception_flagged,open,exception,,0.97,Y
EV000046,marketing,submission,MER-S00027,2025-12-13T10:00:00,carrier:AMT,acknowledged,submitted,acknowledged,,1.0,N
EV000420,certificates,certificate_request,MER-CERT0037,2025-12-13T17:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000421,certificates,certificate_request,MER-CERT0037,2025-12-13T19:00:00,E009,exception_flagged,open,exception,,0.97,Y
EV000460,certificates,certificate_request,MER-CERT0057,2025-12-14T09:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000497,endorsements,endorsement_request,MER-END0015,2025-12-14T11:00:00,carrier:TRV,endorsement_received,pending_carrier,issued_-_discrepancy,END-389408.pdf,0.9,Y
EV000414,certificates,certificate_request,MER-CERT0034,2025-12-14T17:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000415,certificates,certificate_request,MER-CERT0034,2025-12-14T19:00:00,E016,exception_flagged,open,exception,,0.97,Y
EV000408,certificates,certificate_request,MER-CERT0031,2025-12-15T10:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000409,certificates,certificate_request,MER-CERT0031,2025-12-15T12:00:00,E013,exception_flagged,open,exception,,0.97,Y
EV000461,certificates,certificate_request,MER-CERT0057,2025-12-15T15:00:00,E018,certificate_issued,open,issued,MER-COI0057.pdf,1.0,N
EV000708,renewals,renewal_task,REN-MER-P00112-T120,2025-12-15T15:00:00,E020,task_completed,open,complete,,1.0,N
EV000030,marketing,submission,MER-S00019,2025-12-16T16:00:00,E021,submitted,draft,submitted,MER-S00019_package.pdf,1.0,N
EV000531,endorsements,endorsement_request,MER-END0037,2025-12-17T10:00:00,E012,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000570,billing,payment,MER-PMT00028,2025-12-17T14:00:00,accounting,cash_applied,received,applied,CHK 25876,1.0,N
EV000539,endorsements,endorsement_request,MER-END0043,2025-12-18T10:00:00,E021,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000448,certificates,certificate_request,MER-CERT0051,2025-12-18T11:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000449,certificates,certificate_request,MER-CERT0051,2025-12-18T13:00:00,E021,exception_flagged,open,exception,,0.97,Y
EV000704,renewals,renewal_task,REN-MER-P00111-T120,2025-12-18T15:00:00,E020,task_completed,open,complete,,1.0,N
EV000630,renewals,renewal_task,REN-MER-P00025-T120,2025-12-19T15:00:00,E016,task_completed,open,complete,,1.0,N
EV000028,marketing,submission,MER-S00018,2025-12-20T08:00:00,E021,submitted,draft,submitted,MER-S00018_package.pdf,1.0,N
EV000031,marketing,submission,MER-S00019,2025-12-20T10:00:00,carrier:CNA,acknowledged,submitted,acknowledged,,1.0,N
EV000506,endorsements,endorsement_request,MER-END0021,2025-12-20T10:00:00,E009,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000482,endorsements,endorsement_request,MER-END0007,2025-12-20T11:00:00,carrier:LIB,endorsement_received,pending_carrier,issued,END-352606.pdf,0.9,N
EV000270,quote,quote,MER-S00027-Q1,2025-12-20T13:00:00,carrier:AMT,quote_received,,received,MER-S00027-Q1.pdf,0.92,N
EV000358,certificates,certificate_request,MER-CERT0006,2025-12-20T16:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000359,certificates,certificate_request,MER-CERT0006,2025-12-20T18:00:00,E021,exception_flagged,open,exception,,0.97,Y
EV000029,marketing,submission,MER-S00018,2025-12-21T10:00:00,carrier:HIG,acknowledged,submitted,acknowledged,,1.0,N
EV000689,renewals,renewal_task,REN-MER-P00097-T120,2025-12-21T15:00:00,E011,task_completed,open,complete,,1.0,N
EV000182,marketing,submission,MER-S00101,2025-12-24T12:00:00,E016,submitted,draft,submitted,MER-S00101_package.pdf,1.0,N
EV000396,certificates,certificate_request,MER-CERT0025,2025-12-24T15:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000697,renewals,renewal_task,REN-MER-P00099-T120,2025-12-24T15:00:00,E013,task_completed,open,complete,,1.0,N
EV000397,certificates,certificate_request,MER-CERT0025,2025-12-25T05:00:00,E018,certificate_issued,open,issued,MER-COI0025.pdf,1.0,N
EV000012,marketing,submission,MER-S00008,2025-12-25T08:00:00,E021,submitted,draft,submitted,MER-S00008_package.pdf,1.0,N
EV000013,marketing,submission,MER-S00008,2025-12-26T10:00:00,carrier:AMT,acknowledged,submitted,acknowledged,,1.0,N
EV000491,endorsements,endorsement_request,MER-END0012,2025-12-26T11:00:00,carrier:LIB,endorsement_received,pending_carrier,issued,END-688236.pdf,0.9,N
EV000263,quote,quote,MER-S00018-Q1,2025-12-27T09:00:00,carrier:HIG,quote_received,,received,MER-S00018-Q1.pdf,0.92,N
EV000183,marketing,submission,MER-S00101,2025-12-27T10:00:00,carrier:LIB,acknowledged,submitted,acknowledged,,1.0,N
EV000462,certificates,certificate_request,MER-CERT0058,2025-12-27T14:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000555,billing,payment,MER-PMT00013,2025-12-27T14:00:00,accounting,cash_applied,received,applied,CHK 93572,1.0,N
EV000463,certificates,certificate_request,MER-CERT0058,2025-12-28T00:00:00,E021,certificate_issued,open,issued,MER-COI0058.pdf,1.0,N
EV000394,certificates,certificate_request,MER-CERT0024,2025-12-28T12:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000374,certificates,certificate_request,MER-CERT0014,2025-12-29T08:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000375,certificates,certificate_request,MER-CERT0014,2025-12-29T09:00:00,E016,certificate_issued,open,issued,MER-COI0014.pdf,1.0,N
EV000265,quote,quote,MER-S00021-Q1,2025-12-29T15:00:00,carrier:TRV,quote_received,,received,MER-S00021-Q1.pdf,0.92,N
EV000395,certificates,certificate_request,MER-CERT0024,2025-12-30T00:00:00,E014,certificate_issued,open,issued,MER-COI0024.pdf,1.0,N
EV000224,marketing,submission,MER-S00124,2025-12-30T10:00:00,carrier:HIG,acknowledged,submitted,acknowledged,,1.0,N
EV000223,marketing,submission,MER-S00124,2025-12-30T13:00:00,E012,submitted,draft,submitted,MER-S00124_package.pdf,1.0,N
EV000446,certificates,certificate_request,MER-CERT0050,2025-12-30T13:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000682,renewals,renewal_task,REN-MER-P00092-T120,2025-12-30T15:00:00,E021,task_completed,open,complete,,1.0,N
EV000447,certificates,certificate_request,MER-CERT0050,2025-12-31T03:00:00,E018,certificate_issued,open,issued,MER-COI0050.pdf,1.0,N
EV000452,certificates,certificate_request,MER-CERT0053,2025-12-31T08:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000676,renewals,renewal_task,REN-MER-P00089-T90,2025-12-31T15:00:00,E021,task_completed,open,complete,,1.0,N
EV000453,certificates,certificate_request,MER-CERT0053,2025-12-31T19:00:00,E018,certificate_issued,open,issued,MER-COI0053.pdf,1.0,N
EV000320,quote,quote,MER-S00101-Q1,2026-01-01T09:00:00,carrier:LIB,quote_received,,received,MER-S00101-Q1.pdf,0.92,N
EV000412,certificates,certificate_request,MER-CERT0033,2026-01-01T09:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000413,certificates,certificate_request,MER-CERT0033,2026-01-01T13:00:00,E018,certificate_issued,open,issued,MER-COI0033.pdf,1.0,N
EV000636,renewals,renewal_task,REN-MER-P00036-T120,2026-01-01T15:00:00,E014,task_completed,open,complete,,1.0,N
EV000264,quote,quote,MER-S00020-Q1,2026-01-02T16:00:00,carrier:LIB,quote_received,,received,MER-S00020-Q1.pdf,0.92,N
EV000587,commissions,commission_line,TRV-COMM-202512:TRV-GL-7968846,2026-01-03T10:00:00,accounting,statement_line_matched,,Matched,TRV-COMM-202512.pdf,0.95,N
EV000588,commissions,commission_line,TRV-COMM-202512:TRV-PROP-1059147,2026-01-03T10:00:00,accounting,statement_line_matched,,Matched,TRV-COMM-202512.pdf,0.95,N
EV000589,commissions,commission_line,TRV-COMM-202512:TRV-AUTO-5864908,2026-01-03T10:00:00,accounting,statement_line_matched,,Matched,TRV-COMM-202512.pdf,0.95,N
EV000595,commissions,commission_line,HIG-COMM-202512:HIG-BOP-5207763,2026-01-03T10:00:00,accounting,statement_line_matched,,Matched,HIG-COMM-202512.pdf,0.95,N
EV000612,commissions,commission_line,MKL-COMM-202512:MKL-GL-9145128,2026-01-03T10:00:00,accounting,statement_line_matched,,Matched,MKL-COMM-202512.pdf,0.95,N
EV000613,commissions,commission_line,MKL-COMM-202512:MKL-PL-1155624,2026-01-03T10:00:00,accounting,statement_line_matched,,Matched,MKL-COMM-202512.pdf,0.95,N
EV000615,commissions,commission_line,BEZ-COMM-202512:BEZ-CYB-4049132,2026-01-03T10:00:00,accounting,statement_line_matched,,Matched,BEZ-COMM-202512.pdf,0.95,N
EV000498,endorsements,endorsement_request,MER-END0016,2026-01-04T10:00:00,E011,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000009,marketing,submission,MER-S00005,2026-01-04T13:00:00,E011,submitted,draft,submitted,MER-S00005_package.pdf,1.0,N
EV000016,marketing,submission,MER-S00010,2026-01-04T14:00:00,E021,submitted,draft,submitted,MER-S00010_package.pdf,1.0,N
EV000495,endorsements,endorsement_request,MER-END0014,2026-01-05T11:00:00,carrier:HIG,endorsement_received,pending_carrier,issued,END-846186.pdf,0.9,N
EV000543,billing,payment,MER-PMT00001,2026-01-05T14:00:00,accounting,cash_applied,received,applied,CHK 70758,1.0,N
EV000390,certificates,certificate_request,MER-CERT0022,2026-01-07T13:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000416,certificates,certificate_request,MER-CERT0035,2026-01-08T10:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000466,certificates,certificate_request,MER-CERT0060,2026-01-08T16:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000467,certificates,certificate_request,MER-CERT0060,2026-01-08T18:00:00,E021,exception_flagged,open,exception,,0.97,Y
EV000417,certificates,certificate_request,MER-CERT0035,2026-01-09T05:00:00,E016,certificate_issued,open,issued,MER-COI0035.pdf,1.0,N
EV000442,certificates,certificate_request,MER-CERT0048,2026-01-09T10:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000486,endorsements,endorsement_request,MER-END0009,2026-01-09T11:00:00,carrier:LIB,endorsement_received,pending_carrier,issued_-_discrepancy,END-859625.pdf,0.9,Y
EV000443,certificates,certificate_request,MER-CERT0048,2026-01-09T12:00:00,E009,exception_flagged,open,exception,,0.97,Y
EV000221,marketing,submission,MER-S00123,2026-01-09T16:00:00,E012,submitted,draft,submitted,MER-S00123_package.pdf,1.0,N
EV000391,certificates,certificate_request,MER-CERT0022,2026-01-09T17:00:00,E021,certificate_issued,open,issued,MER-COI0022.pdf,1.0,N
EV000528,endorsements,endorsement_request,MER-END0034,2026-01-10T10:00:00,E021,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000432,certificates,certificate_request,MER-CERT0043,2026-01-10T13:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000433,certificates,certificate_request,MER-CERT0043,2026-01-10T15:00:00,E011,exception_flagged,open,exception,,0.97,Y
EV000364,certificates,certificate_request,MER-CERT0009,2026-01-11T11:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000365,certificates,certificate_request,MER-CERT0009,2026-01-11T13:00:00,E016,exception_flagged,open,exception,,0.97,Y
EV000044,marketing,submission,MER-S00026,2026-01-11T15:00:00,E013,submitted,draft,submitted,MER-S00026_package.pdf,1.0,N
EV000627,renewals,renewal_task,REN-MER-P00023-T120,2026-01-11T15:00:00,E016,task_completed,open,complete,,1.0,N
EV000010,marketing,submission,MER-S00006,2026-01-12T16:00:00,E011,submitted,draft,submitted,MER-S00006_package.pdf,1.0,N
EV000222,marketing,submission,MER-S00123,2026-01-13T10:00:00,carrier:AMT,acknowledged,submitted,acknowledged,,1.0,N
EV000690,renewals,renewal_task,REN-MER-P00097-T90,2026-01-14T15:00:00,E011,task_completed,open,complete,,1.0,N
EV000388,certificates,certificate_request,MER-CERT0021,2026-01-14T17:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000389,certificates,certificate_request,MER-CERT0021,2026-01-14T19:00:00,E016,exception_flagged,open,exception,,0.97,Y
EV000072,marketing,submission,MER-S00042,2026-01-15T15:00:00,E020,submitted,draft,submitted,MER-S00042_package.pdf,1.0,N
EV000709,renewals,renewal_task,REN-MER-P00112-T90,2026-01-15T15:00:00,E020,task_completed,open,complete,,1.0,N
EV000052,marketing,submission,MER-S00031,2026-01-16T12:00:00,E016,submitted,draft,submitted,MER-S00031_package.pdf,1.0,N
EV000368,certificates,certificate_request,MER-CERT0011,2026-01-16T12:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000721,renewals,renewal_task,REN-MER-P00117-T90,2026-01-16T15:00:00,E012,task_completed,open,complete,,1.0,N
EV000369,certificates,certificate_request,MER-CERT0011,2026-01-16T19:00:00,E021,certificate_issued,open,issued,MER-COI0011.pdf,1.0,N
EV000053,marketing,submission,MER-S00031,2026-01-17T10:00:00,carrier:CNA,acknowledged,submitted,acknowledged,,1.0,N
EV000631,renewals,renewal_task,REN-MER-P00025-T90,2026-01-17T15:00:00,E016,task_completed,open,complete,,1.0,N
EV000677,renewals,renewal_task,REN-MER-P00089-T75,2026-01-18T15:00:00,E021,task_completed,open,complete,,1.0,N
EV000073,marketing,submission,MER-S00042,2026-01-19T10:00:00,carrier:LIB,acknowledged,submitted,acknowledged,,1.0,N
EV000184,marketing,submission,MER-S00102,2026-01-19T15:00:00,E013,submitted,draft,submitted,MER-S00102_package.pdf,1.0,N
EV000660,renewals,renewal_task,REN-MER-P00069-T120,2026-01-19T15:00:00,E018,task_completed,open,complete,,1.0,N
EV000664,renewals,renewal_task,REN-MER-P00070-T120,2026-01-19T15:00:00,E015,task_completed,open,complete,,1.0,N
EV000698,renewals,renewal_task,REN-MER-P00099-T90,2026-01-19T15:00:00,E013,task_completed,open,complete,,1.0,N
EV000492,endorsements,endorsement_request,MER-END0013,2026-01-20T10:00:00,E011,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000532,endorsements,endorsement_request,MER-END0037,2026-01-20T11:00:00,carrier:HIG,endorsement_received,pending_carrier,issued,END-768308.pdf,0.9,N
EV000418,certificates,certificate_request,MER-CERT0036,2026-01-20T12:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000419,certificates,certificate_request,MER-CERT0036,2026-01-20T14:00:00,E012,exception_flagged,open,exception,,0.97,Y
EV000705,renewals,renewal_task,REN-MER-P00111-T90,2026-01-20T15:00:00,E020,task_completed,open,complete,,1.0,N
EV000644,renewals,renewal_task,REN-MER-P00055-T120,2026-01-21T15:00:00,E019,task_completed,open,complete,,1.0,N
EV000392,certificates,certificate_request,MER-CERT0023,2026-01-21T16:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000393,certificates,certificate_request,MER-CERT0023,2026-01-21T18:00:00,E021,exception_flagged,open,exception,,0.97,Y
EV000507,endorsements,endorsement_request,MER-END0021,2026-01-22T11:00:00,carrier:TRV,endorsement_received,pending_carrier,issued,END-278542.pdf,0.9,N
EV000336,quote,quote,MER-S00124-Q1,2026-01-22T12:00:00,carrier:HIG,quote_received,,received,MER-S00124-Q1.pdf,0.92,N
EV000011,marketing,submission,MER-S00007,2026-01-22T14:00:00,E011,submitted,draft,submitted,MER-S00007_package.pdf,1.0,N
EV000648,renewals,renewal_task,REN-MER-P00056-T120,2026-01-22T15:00:00,E012,task_completed,open,complete,,1.0,N
EV000386,certificates,certificate_request,MER-CERT0020,2026-01-23T11:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000387,certificates,certificate_request,MER-CERT0020,2026-01-23T22:00:00,E018,certificate_issued,open,issued,MER-COI0020.pdf,1.0,N
EV000479,endorsements,endorsement_request,MER-END0006,2026-01-25T10:00:00,E020,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000576,billing,payment,MER-PMT00034,2026-01-25T14:00:00,accounting,cash_applied,received,applied,CHK 46500,1.0,N
EV000632,renewals,renewal_task,REN-MER-P00025-T75,2026-01-25T15:00:00,E016,task_completed,open,complete,,1.0,N
EV000683,renewals,renewal_task,REN-MER-P00092-T90,2026-01-26T15:00:00,E021,task_completed,open,complete,,1.0,N
EV000713,renewals,renewal_task,REN-MER-P00114-T120,2026-01-26T15:00:00,E012,task_completed,open,complete,,1.0,N
EV000672,renewals,renewal_task,REN-MER-P00087-T120,2026-01-27T15:00:00,E011,task_completed,open,complete,,1.0,N
EV000710,renewals,renewal_task,REN-MER-P00112-T75,2026-01-27T15:00:00,E020,task_completed,open,complete,,1.0,N
EV000335,quote,quote,MER-S00123-Q1,2026-01-28T10:00:00,carrier:AMT,quote_received,,received,MER-S00123-Q1.pdf,0.92,N
EV000530,endorsements,endorsement_request,MER-END0036,2026-01-28T10:00:00,E011,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000273,quote,quote,MER-S00031-Q1,2026-01-29T10:00:00,carrier:CNA,quote_received,,received,MER-S00031-Q1.pdf,0.92,N
EV000406,certificates,certificate_request,MER-CERT0030,2026-01-29T10:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000535,endorsements,endorsement_request,MER-END0040,2026-01-29T10:00:00,E009,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000522,endorsements,endorsement_request,MER-END0031,2026-01-30T10:00:00,E021,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000398,certificates,certificate_request,MER-CERT0026,2026-01-30T13:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000399,certificates,certificate_request,MER-CERT0026,2026-01-30T15:00:00,E016,exception_flagged,open,exception,,0.97,Y
EV000637,renewals,renewal_task,REN-MER-P00036-T90,2026-01-30T15:00:00,E014,task_completed,open,complete,,1.0,N
EV000650,renewals,renewal_task,REN-MER-P00058-T90,2026-01-31T15:00:00,E012,task_completed,open,complete,,1.0,N
EV000653,renewals,renewal_task,REN-MER-P00066-T120,2026-01-31T15:00:00,E018,task_completed,open,complete,,1.0,N
EV000407,certificates,certificate_request,MER-CERT0030,2026-02-01T08:00:00,E012,certificate_issued,open,issued,MER-COI0030.pdf,1.0,N
EV000372,certificates,certificate_request,MER-CERT0013,2026-02-02T11:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000350,certificates,certificate_request,MER-CERT0002,2026-02-02T15:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000641,renewals,renewal_task,REN-MER-P00048-T120,2026-02-02T15:00:00,E009,task_completed,open,complete,,1.0,N
EV000706,renewals,renewal_task,REN-MER-P00111-T75,2026-02-02T15:00:00,E020,task_completed,open,complete,,1.0,N
EV000596,commissions,commission_line,HIG-COMM-202601:HIG-WC-8757868,2026-02-03T10:00:00,accounting,statement_line_matched,,Matched,HIG-COMM-202601.pdf,0.95,N
EV000600,commissions,commission_line,LIB-COMM-202601:LIB-WC-4008578,2026-02-03T10:00:00,accounting,statement_line_matched,,Matched,LIB-COMM-202601.pdf,0.95,N
EV000373,certificates,certificate_request,MER-CERT0013,2026-02-03T15:00:00,E009,certificate_issued,open,issued,MER-COI0013.pdf,1.0,N
EV000624,renewals,renewal_task,REN-MER-P00021-T120,2026-02-03T15:00:00,E016,task_completed,open,complete,,1.0,N
EV000685,renewals,renewal_task,REN-MER-P00093-T120,2026-02-03T15:00:00,E020,task_completed,open,complete,,1.0,N
EV000691,renewals,renewal_task,REN-MER-P00097-T75,2026-02-03T15:00:00,E011,task_completed,open,complete,,1.0,N
EV000534,endorsements,endorsement_request,MER-END0039,2026-02-04T10:00:00,E021,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000351,certificates,certificate_request,MER-CERT0002,2026-02-04T12:00:00,E020,certificate_issued,open,issued,MER-COI0002.pdf,1.0,N
EV000699,renewals,renewal_task,REN-MER-P00099-T75,2026-02-05T15:00:00,E013,task_completed,open,complete,,1.0,N
EV000722,renewals,renewal_task,REN-MER-P00117-T75,2026-02-05T15:00:00,E012,task_completed,open,complete,,1.0,N
EV000456,certificates,certificate_request,MER-CERT0055,2026-02-06T09:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000457,certificates,certificate_request,MER-CERT0055,2026-02-06T11:00:00,E011,exception_flagged,open,exception,,0.97,Y
EV000670,renewals,renewal_task,REN-MER-P00079-T120,2026-02-06T15:00:00,E016,task_completed,open,complete,,1.0,N
EV000678,renewals,renewal_task,REN-MER-P00089-T60,2026-02-07T15:00:00,E021,task_completed,open,complete,,1.0,N
EV000711,renewals,renewal_task,REN-MER-P00112-T60,2026-02-07T15:00:00,E020,task_completed,open,complete,,1.0,N
EV000718,renewals,renewal_task,REN-MER-P00116-T120,2026-02-10T15:00:00,E012,task_completed,open,complete,,1.0,N
EV000281,quote,quote,MER-S00042-Q1,2026-02-10T16:00:00,carrier:LIB,quote_received,,received,MER-S00042-Q1.pdf,0.92,N
EV000558,billing,payment,MER-PMT00016,2026-02-11T14:00:00,accounting,cash_applied,received,applied,ACH117883794,1.0,N
EV000438,certificates,certificate_request,MER-CERT0046,2026-02-12T11:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000439,certificates,certificate_request,MER-CERT0046,2026-02-12T13:00:00,E015,exception_flagged,open,exception,,0.97,Y
EV000638,renewals,renewal_task,REN-MER-P00036-T75,2026-02-12T15:00:00,E014,task_completed,open,complete,,1.0,N
EV000074,marketing,submission,MER-S00043,2026-02-13T13:00:00,E020,submitted,draft,submitted,MER-S00043_package.pdf,1.0,N
EV000622,renewals,renewal_task,REN-MER-P00016-T120,2026-02-13T15:00:00,E013,task_completed,open,complete,,1.0,N
EV000701,renewals,renewal_task,REN-MER-P00103-T90,2026-02-13T15:00:00,E018,task_completed,open,complete,,1.0,N
EV000725,renewals,renewal_task,REN-MER-P00119-T120,2026-02-13T15:00:00,E010,task_completed,open,complete,,1.0,N
EV000075,marketing,submission,MER-S00043,2026-02-14T10:00:00,carrier:TRV,acknowledged,submitted,acknowledged,,1.0,N
EV000502,endorsements,endorsement_request,MER-END0019,2026-02-14T10:00:00,E019,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000551,billing,payment,MER-PMT00009,2026-02-14T14:00:00,accounting,cash_applied,received,applied,CHK 75917,1.0,N
EV000352,certificates,certificate_request,MER-CERT0003,2026-02-14T15:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000657,renewals,renewal_task,REN-MER-P00068-T90,2026-02-14T15:00:00,E018,task_completed,open,complete,,1.0,N
EV000667,renewals,renewal_task,REN-MER-P00071-T90,2026-02-14T15:00:00,E015,task_completed,open,complete,,1.0,N
EV000692,renewals,renewal_task,REN-MER-P00097-T60,2026-02-15T15:00:00,E011,task_completed,open,complete,,1.0,N
EV000723,renewals,renewal_task,REN-MER-P00117-T60,2026-02-15T15:00:00,E012,task_completed,open,complete,,1.0,N
EV000547,billing,payment,MER-PMT00005,2026-02-16T14:00:00,accounting,cash_applied,received,applied,PF398353,1.0,N
EV000353,certificates,certificate_request,MER-CERT0003,2026-02-16T15:00:00,E021,certificate_issued,open,issued,MER-COI0003.pdf,1.0,N
EV000464,certificates,certificate_request,MER-CERT0059,2026-02-17T09:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000465,certificates,certificate_request,MER-CERT0059,2026-02-17T11:00:00,E016,exception_flagged,open,exception,,0.97,Y
EV000633,renewals,renewal_task,REN-MER-P00025-T60,2026-02-17T15:00:00,E016,task_completed,open,complete,,1.0,N
EV000694,renewals,renewal_task,REN-MER-P00098-T90,2026-02-17T15:00:00,E013,task_completed,open,complete,,1.0,N
EV000470,endorsements,endorsement_request,MER-END0001,2026-02-18T10:00:00,E013,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000715,renewals,renewal_task,REN-MER-P00115-T90,2026-02-18T15:00:00,E012,task_completed,open,complete,,1.0,N
EV000619,renewals,renewal_task,REN-MER-P00011-T90,2026-02-19T15:00:00,E009,task_completed,open,complete,,1.0,N
EV000661,renewals,renewal_task,REN-MER-P00069-T90,2026-02-19T15:00:00,E018,task_completed,open,complete,,1.0,N
EV000700,renewals,renewal_task,REN-MER-P00099-T60,2026-02-20T15:00:00,E013,task_completed,open,complete,,1.0,N
EV000651,renewals,renewal_task,REN-MER-P00058-T75,2026-02-21T15:00:00,E012,task_completed,open,complete,,1.0,N
EV000645,renewals,renewal_task,REN-MER-P00055-T90,2026-02-23T15:00:00,E019,task_completed,open,complete,,1.0,N
EV000642,renewals,renewal_task,REN-MER-P00048-T90,2026-02-24T15:00:00,E009,task_completed,open,complete,,1.0,N
EV000707,renewals,renewal_task,REN-MER-P00111-T60,2026-02-24T15:00:00,E020,task_completed,open,complete,,1.0,N
EV000384,certificates,certificate_request,MER-CERT0019,2026-02-24T16:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000493,endorsements,endorsement_request,MER-END0013,2026-02-25T11:00:00,carrier:LIB,endorsement_received,pending_carrier,issued,END-235760.pdf,0.9,N
EV000523,endorsements,endorsement_request,MER-END0031,2026-02-26T11:00:00,carrier:HIG,endorsement_received,pending_carrier,issued_-_discrepancy,END-780786.pdf,0.9,Y
EV000616,renewals,renewal_task,REN-MER-P00003-T90,2026-02-26T15:00:00,E011,task_completed,open,complete,,1.0,N
EV000639,renewals,renewal_task,REN-MER-P00036-T60,2026-02-26T15:00:00,E014,task_completed,open,complete,,1.0,N
EV000716,renewals,renewal_task,REN-MER-P00115-T75,2026-02-26T15:00:00,E012,task_completed,open,complete,,1.0,N
EV000385,certificates,certificate_request,MER-CERT0019,2026-02-27T06:00:00,E019,certificate_issued,open,issued,MER-COI0019.pdf,1.0,N
EV000503,endorsements,endorsement_request,MER-END0019,2026-02-27T11:00:00,carrier:LIB,endorsement_received,pending_carrier,issued,END-823499.pdf,0.9,N
EV000370,certificates,certificate_request,MER-CERT0012,2026-02-27T12:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000714,renewals,renewal_task,REN-MER-P00114-T90,2026-02-28T15:00:00,E012,task_completed,open,complete,,1.0,N
EV000371,certificates,certificate_request,MER-CERT0012,2026-03-01T03:00:00,E016,certificate_issued,open,issued,MER-COI0012.pdf,1.0,N
EV000658,renewals,renewal_task,REN-MER-P00068-T75,2026-03-01T15:00:00,E018,task_completed,open,complete,,1.0,N
EV000673,renewals,renewal_task,REN-MER-P00087-T90,2026-03-02T15:00:00,E011,task_completed,open,complete,,1.0,N
EV000684,renewals,renewal_task,REN-MER-P00092-T60,2026-03-02T15:00:00,E021,task_completed,open,complete,,1.0,N
