SHIPMENT_ID,SO_NUMBER,CUSTOMER_ID,SHIP_TO_ID,SHIP_DATE,CARRIER,MODE,SERVICE,TRACKING_NUMBER,CARTONS,WEIGHT_LB,FRT,FRT_BILLED,SHIPPED_BY,PACKING_SLIP,STATUS
SH-50275,12751,RFS-CUST0021,RFS-CUST0021-S1,2025-09-18,Customer Pickup,LTL,,PRO810603322,9,325.0,$194.53,208.15,E017,PS-SH-50275.pdf,Delivered
SH-50276,11175,RFS-CUST0008,RFS-CUST0008-S1,"May 11, 2025",LTL - XPO,LTL,,PRO181344089,400,15994.3,8815.78,9785.52,E019,PS-SH-50276.pdf,Delivered
SH-50277,13323,RFS-CUST0002,RFS-CUST0002-S1,2025-07-08,Customer Pickup,LTL,,PRO401076928,145,5761.2,3185.53,0.0,E014,PS-SH-50277.pdf,Delivered
SH-50278,10454,RFS-CUST0019,RFS-CUST0019-S1,"Mar 11, 2026",LTL - XPO,LTL,,PRO591296529,393,15687.6,8647.04,0.0,E013,PS-SH-50278.pdf,Delivered 
SH-50279,16294,RFS-CUST0020 ,RFS-CUST0020-S1,2025-10-31,FedEx Ground,LTL,,332650682663,97,3855.3,2136.91,2307.86,E017,PS-SH-50279.pdf ,Delivered
SH-50280,15827,RFS-CUST0007,,2026-02-09,LTL - XPO,LTL,,PRO136128384,73,2888.9,"$1,605.19",2102.8,E013,PS-SH-50280.pdf,Delivered
SH-50281,10477,RFS-CUST0005,RFS-CUST0005-S1,,Customer Pickup,LTL,,PRO595091663,314,12550.0,6920.73,9135.36,E014,PS-SH-50281.pdf,Delivered
SH-50282,14674,RFS-CUST0008,RFS-CUST0008-S1,"Feb 25, 2026",LTL - XPO,LTL,,PRO600773744,69,2733.1,"$1,519.47",1625.83,E019,PS-SH-50282.pdf,Delivered
SH-50283,12313,RFS-CUST0022,RFS-CUST0022-S1,"Dec 20, 2025",UPS Ground,LTL,,1Z8037613889,372,14847.2,8184.65,0.0,E016,PS-SH-50283.pdf,Delivered
SH-50284,15684,RFS-CUST0025,RFS-CUST0025-S1,2025-07-03,LTL - XPO,LTL,,PRO976107796,403,16083.1,8864.64,9662.46,E019,PS-SH-50284.pdf,Delivered
SH-50285,12350,RFS-CUST0002,RFS-CUST0002-S1,2026-03-25,Customer Pickup,LTL,,PRO283393778,8,318.0,190.68,247.88,E020,PS-SH-50285.pdf,Delivered
SH-50286,10793,RFS-CUST0008,RFS-CUST0008-S1,2025-08-31,LTL - XPO,LTL,,PRO923907206,270,10784.2,"$5,949.19",0.0,E015,PS-SH-50286.pdf,Delivered
SH-50287,17493,RFS-CUST0005,RFS-CUST0005-S1,2025-12-19,,LTL,,PRO459669564,26,1013.7,573.46,0.0,E015,PS-SH-50287.pdf,Delivered
SH-50288,14405,RFS-CUST0001,RFS-CUST0001-S1,08/14/2025,FedEx Ground,LTL,,383801625441,32,1255.0,$706.22,790.97,E018,PS-SH-50288.pdf,Delivered
SH-50289,12429,RFS-CUST0012,RFS-CUST0012-S1 ,2025-08-01,UPS Ground,LTL,,1Z5903890116,59,2354.1,1310.95,1612.47,E012,PS-SH-50289.pdf,Delivered
SH-50290,12890,RFS-CUST0009,RFS-CUST0009-S1,2025-11-30,LTL - Estes,LTL,,PRO384030465,120,4774.2,"$2,642.48",2801.03,E019,PS-SH-50290.pdf,Delivered
SH-50291,12280,RFS-CUST0023,RFS-CUST0023-S1,2025-07-07,LTL - XPO,LTL,,PRO624635878,7,251.0,153.82,0.0,E013,PS-SH-50291.pdf,Delivered
SH-50292,19948,RFS-CUST0019,RFS-CUST0019-S1,"Mar 05, 2026",LTL - XPO,LTL,,PRO852580086,125,4966.8,"$2,748.45",3133.23,E021,PS-SH-50292.pdf ,Delivered
SH-50293,17834,RFS-CUST0009,RFS-CUST0009-S1,12-Aug-2025,LTL - Estes,LTL,,PRO960401802,459,18348.4,10111.01,0.0,E019,PS-SH-50293.PDF,Delivered
SH-50294,16229,RFS-CUST0007,RFS-CUST0007-S1,06/23/25,LTL - XPO,LTL,,PRO194027330,138,5517.9,3051.67,3082.19,E017,PS-SH-50294.pdf,Delivered
SH-50295,17616,RFS-CUST0015,RFS-CUST0015-S1,08/05/2025,,LTL,,PRO616665470,46,1833.5,"$1,024.51",1055.25,E015,PS-SH-50295.pdf,Delivered
SH-50296,18197,RFS-CUST0018,RFS-CUST0018-S1 ,2026-02-02,Company Truck,LTL,,PRO761391839,632,25251.8,"$13,909.26",,E016,PS-SH-50296.pdf,Delivered
SH-50297,11644,RFS-CUST0022 ,RFS-CUST0022-S1,12/27/25,UPS Ground,LTL,,1Z7568831813,377,15076.9,8311.03,8726.58,E017,PS-SH-50297.pdf,Delivered
SH-50298,16081,RFS-CUST0011,RFS-CUST0011-S1,11/06/25,Customer Pickup,LTL,,PRO149975303,141,5615.7,"$3,105.48",3664.47,E016,PS-SH-50298.pdf,Delivered
SH-50299,18659,RFS-CUST0015,RFS-CUST0015-S1,10/27/25,Company Truck,LTL,,PRO375212759,327,13057.8,"$7,200.12",0.0,E015,PS-SH-50299.pdf,Delivered
SH-50300 ,14765,RFS-CUST0022,RFS-CUST0022-S1,18-May-2025,UPS Ground,LTL,,1Z8607739726,71,2822.9,"$1,568.88",1898.34,E018,PS-SH-50300.pdf,Delivered 
SH-50301,15110,,RFS-CUST0009-S1,2025-07-27,LTL - Estes,LTL,,PRO116648952,36,1409.9,791.45,823.11,E016,PS-SH-50301.pdf,Delivered
SH-50302,19143,RFS-CUST0001,RFS-CUST0001-S1,01/31/26,FedEx Ground,LTL,,904400747619,379,15124.6,8337.27,8587.39,E021,PS-SH-50302.pdf,Delivered
SH-50303,15159,RFS-CUST0017,RFS-CUST0017-S1,2026-03-18,UPS Ground,LTL,,1Z2791812963,256,10205.3,5630.68,7263.58,E021,PS-SH-50303.pdf,Delivered
SH-50304,12667,RFS-CUST0016,RFS-CUST0016-S1,"Jan 16, 2026",UPS Ground,LTL,,1Z1395239147,190,7564.7,"$4,177.82",5389.39,E020,PS-SH-50304.pdf,Delivered
SH-50305,,RFS-CUST0018,RFS-CUST0018-S1,2026-03-16,Company Truck,Company Truck,,,1,8.2,$0.00,0.0,E017,PS-SH-50305.pdf,Delivered
SH-50306,10946,RFS-CUST0007,RFS-CUST0007-S1,2025-12-22,LTL - XPO,LTL,,PRO352251309,293,11711.1,6459.17,0.0,E020,PS-SH-50306.pdf ,Delivered
SH-50307,19808,RFS-CUST0021,RFS-CUST0021-S1,2025-09-18,Customer Pickup,LTL,,PRO312782122,12,443.6,259.79,314.35,E016,PS-SH-50307.pdf,Delivered
SH-50308,12112,RFS-CUST0023,RFS-CUST0023-S1,2025-11-26,LTL - XPO,LTL,,PRO369511683,223,8890.0,4907.0,4956.07,E016,PS-SH-50308.pdf,Delivered
SH-50309,12573,RFS-CUST0007,RFS-CUST0007-S1,02-Nov-2025 ,LTL - XPO,LTL,,PRO757680712,69,2747.9,"$1,527.61",,E013,PS-SH-50309.pdf,Delivered
SH-50310,15919,RFS-CUST0025,RFS-CUST0025-S1,09/15/2025,LTL - XPO,,,PRO129339753,476,19022.2,10481.73,0.0,E017,PS-SH-50310.pdf,Delivered
SH-50311,13278,RFS-CUST0001 ,RFS-CUST0001-S1,08/09/25,FedEx Ground,LTL,,575699905447,112,4464.6,"$2,472.14",2669.91,E016,PS-SH-50311.pdf,Delivered
SH-50312,10270,RFS-CUST0025,RFS-CUST0025-S1,21-Jan-2026,LTL - XPO,LTL,,PRO537790694,14,555.6,$321.41,0.0,E014,PS-SH-50312.pdf,Delivered
SH-50313,17294,RFS-CUST0002,RFS-CUST0002-S1,2025-05-16,Customer Pickup,LTL,,PRO730224707,11,415.2,244.16,249.04,E013,PS-SH-50313.pdf,Delivered
SH-50314,16879 ,RFS-CUST0015,RFS-CUST0015-S1,2025-08-18,Company Truck,LTL,,PRO753226727,18,693.0,397.01,0.0,E013,PS-SH-50314.pdf,Delivered
SH-50315,18244,RFS-CUST0020,RFS-CUST0020-S1,2025-08-09,FedEx Ground,LTL,,806464252517,105,4182.5,"$2,316.93",2872.99,E016,PS-SH-50315.pdf,Delivered
SH-50316,19669,RFS-CUST0007,RFS-CUST0007-S1,06/13/25,LTL - XPO,LTL,,PRO708796875,177,7059.7,"$3,899.97",0.0,E021,PS-SH-50316.pdf,Delivered
SH-50317,18749,RFS-CUST0021,RFS-CUST0021-S1,03/25/2026,Customer Pickup,LTL ,,PRO542837544,200,7980.2,4406.43,4494.56,E019,PS-SH-50317.pdf,Delivered
SH-50318,19667,RFS-CUST0014,RFS-CUST0014-S1,2025-05-05,LTL - Estes,LTL,,PRO399181997,139,5528.2,3057.34,0.0,E020,PS-SH-50318.pdf,Delivered
SH-50319,11758,RFS-CUST0023,RFS-CUST0023-S1,23-Sep-2025,LTL - XPO,LTL,,PRO291975882 ,36,1403.6,787.98,0.0,E017,PS-SH-50319.pdf,Delivered
SH-50320,17361,RFS-CUST0007,RFS-CUST0007-S1,2025-09-05,LTL - XPO,LTL,,PRO710614645,58,2313.7,1288.72,1585.13,E021,PS-SH-50320.pdf,Delivered
SH-50321,10797,RFS-CUST0007,RFS-CUST0007-S1,"Dec 27, 2025",LTL - XPO,LTL,,PRO969357697,6,204.1,$128.02,153.62,E019,PS-SH-50321.pdf,Delivered
SH-50322,17497,RFS-CUST0020,RFS-CUST0020-S1 ,"Dec 11, 2025",FedEx Ground,LTL,,681417944784,231,9238.0,"$5,098.47",5710.29,E015,PS-SH-50322.pdf,Delivered
,13932,RFS-CUST0013,RFS-CUST0013-S1,2026-01-05,LTL - Estes,LTL,,PRO510886139,82,3244.6,"$1,800.90",0.0,E015,PS-SH-50323.pdf,Delivered
SH-50324,12358,RFS-CUST0016,RFS-CUST0016-S1,2026-01-15,UPS Ground,LTL,,1Z3844700245 ,297,11841.7,6531.02,0.0,E017,PS-SH-50324.pdf,Delivered
SH-50325,10738,RFS-CUST0007,RFS-CUST0007-S1,2025-08-24,LTL - XPO,LTL,,PRO539514579,174,6955.7,3842.75,4765.01,E013,PS-SH-50325.pdf,Delivered
SH-50326,17988,RFS-CUST0006,RFS-CUST0006-S1,12/17/2025,CUSTOMER PICKUP,LTL,,PRO243239997,682,27258.4,15013.29,0.0,E020,PS-SH-50326.pdf,Delivered
SH-50327,11156,RFS-CUST0002,RFS-CUST0002-S1,02/22/26,Customer Pickup,LTL,,PRO797313898,341,13638.3,7519.51,9249.0,E012,PS-SH-50327.pdf,Delivered
SH-50328,14871,RFS-CUST0003,RFS-CUST0003-S1 ,2025-08-08,UPS Ground,LTL,,1Z3773369394,116,4627.2,2561.61,0.0,E013,PS-SH-50328.pdf,Delivered
SH-50329,13242,RFS-CUST0008,RFS-CUST0008-S1,2025-08-17 ,LTL - XPO,LTL,,PRO466222465,557,22247.8,"$12,256.46",13972.36,E021,PS-SH-50329.pdf,Delivered
SH-50330,15624,RFS-CUST0015,RFS-CUST0015-S1,2026-03-23,Company Truck,LTL,,PRO545124744,169,6741.4,"$3,724.84",4283.57,E013,PS-SH-50330.pdf,Delivered
SH-50331,12528,RFS-CUST0008,RFS-CUST0008-S1,2025-07-07,LTL - XPO,LTL,,PRO413929916,388,15508.2,"$8,548.33",9745.1,E015,PS-SH-50331.pdf,Delivered
SH-50332,10982,RFS-CUST0010,RFS-CUST0010-S1,2025-12-10,UPS Ground,LTL,,1Z6250790145,309,12346.4,6808.71,0.0,E018,PS-SH-50332.pdf,Delivered
SH-50333,10396,RFS-CUST0022,RFS-CUST0022-S1,07/31/2025,UPS Ground,LTL,,1Z9485888113,10,379.5,224.52,278.4,E014,PS-SH-50333.pdf,Delivered
SH-50334,17663,RFS-CUST0022,RFS-CUST0022-S1,10/06/2025,UPS Ground,LTL,,1Z2184481604,255,10196.8,"$5,626.00",6188.6,E012,PS-SH-50334.pdf,Delivered
SH-50335,17643,RFS-CUST0015,RFS-CUST0015-S1,2025-05-12,Company Truck,LTL,,PRO366141959,626,25003.6,13772.7,0.0,E017,PS-SH-50335.pdf,Delivered
SH-50336,18609,RFS-CUST0012,RFS-CUST0012-S1,13-Jun-2025,UPS Ground,LTL,,1Z5307055025,37,1452.3,814.78,855.52,E015,PS-SH-50336.pdf,DELIVERED
SH-50337,17096,RFS-CUST0012,RFS-CUST0012-S1,2025-12-26,UPS Ground,LTL,,1Z6810122387,81,3225.0,"$1,790.12",0.0,E013,PS-SH-50337.pdf,Delivered
SH-50338,17998,RFS-CUST0022,RFS-CUST0022-S1,02-Jan-2026,UPS Ground,LTL,,1Z4619940209,164,6523.4,"$3,604.89",0.0,E020,PS-SH-50338.pdf ,DELIVERED
SH-50339,10331,RFS-CUST0001,RFS-CUST0001-S1,05/05/2025,FedEx Ground,LTL,,,467,18650.0,10276.95,12126.8,E016,PS-SH-50339.pdf,Delivered
SH-50340,16873,RFS-CUST0008,RFS-CUST0008-S1,2025-09-20,LTL - XPO,LTL,,PRO718642289,5,160.9,$104.25,,E013,PS-SH-50340.PDF,Delivered
SH-50003,11442,RFS-CUST0009,RFS-CUST0009-S1,2025-06-22,LTL - Estes,LTL,,PRO481017985,349,13935.6,7683.09,0.0,E013,PS-SH-50003.pdf,Delivered
SH-50341,12742,RFS-CUST0004,RFS-CUST0004-S1,12/10/25,FedEx Ground,LTL,,487317032568,73,2899.6,1611.08,0.0,E015,PS-SH-50341.pdf,Delivered
SH-50342,10182,RFS-CUST0007,RFS-CUST0007-S1,10/18/25,LTL - XPO,LTL,,PRO971026824 ,244,9735.4,"$5,372.14",5533.3,E016,PS-SH-50342.pdf,Delivered
SH-50343,14577,RFS-CUST0003,RFS-CUST0003-S1,2025-12-10,UPS Ground ,LTL,,1Z2354628110,286,11407.4,6292.07,0.0,E021,PS-SH-50343.pdf,Delivered
SH-50344,15765,RFS-CUST0013,RFS-CUST0013-S1,07/28/2025,LTL - Estes,,,PRO194381759,65,2594.6,1443.27,0.0,E014,PS-SH-50344.pdf,Delivered
,15902,RFS-CUST0016,RFS-CUST0016-S1,10/25/2025,UPS Ground,LTL,,1Z9220479614,231,9220.7,"$5,088.95",5597.85,E014,PS-SH-50345.pdf,Delivered
SH-50346,14451,RFS-CUST0007,RFS-CUST0007-S1,2025-09-01,LTL - XPO,Company Truck,,,2,71.2,0.0,0.0,E015,PS-SH-50346.pdf,Delivered
SH-50347,12465,RFS-CUST0009,RFS-CUST0009-S1,2025-11-09,LTL - Estes,LTL,,PRO220474627,139,5549.5,3069.05,3560.1,E015 ,PS-SH-50347.pdf,Delivered
SH-50348,14645,RFS-CUST0009,RFS-CUST0009-S1,10/23/25,LTL - Estes,LTL,,PRO912442526,155,6169.7,3410.29,4296.97,E013,PS-SH-50348.pdf,Delivered
SH-50349,10692,RFS-CUST0004,RFS-CUST0004-S1,07/04/25,FedEx Ground,LTL,,308376639265,13,514.1,298.58,0.0,E016,PS-SH-50349.pdf,Delivered
SH-50350,18378,RFS-CUST0016,RFS-CUST0016-S1,06/18/2025,UPS Ground,LTL,,1Z3501065177,79,3128.1,"$1,736.80",2066.79,E013,PS-SH-50350.pdf,Delivered
SH-50351,13091,RFS-CUST0001,RFS-CUST0001-S1,,FedEx Ground,LTL,,823797758280,102,4069.4,"$2,254.70",2660.55,E020,PS-SH-50351.pdf,DELIVERED
SH-50352,16886,,RFS-CUST0001-S1,2025-07-20,,LTL,,816981913673,5,165.0,106.5,,E017,PS-SH-50352.pdf,Delivered
SH-50353,13097,RFS-CUST0015,RFS-CUST0015-S1,"Mar 21, 2026",Company Truck,LTL,,PRO473798817,75,2975.5,"$1,652.84",1966.88,E020,PS-SH-50353.pdf,Delivered
SH-50354,16152,RFS-CUST0014,RFS-CUST0014-S1,08-Feb-2026,LTL - Estes,LTL,,PRO711631384,98,3892.3,"$2,157.26",0.0,E015,PS-SH-50354.pdf,Delivered
SH-50355,15559,RFS-CUST0008,RFS-CUST0008-S1,2025-07-25,LTL - XPO,LTL,,PRO730725592,153,6109.2,3377.0,0.0,E020,PS-SH-50355.pdf,Delivered
SH-50356,10388,RFS-CUST0018,RFS-CUST0018-S1,,Company Truck,LTL,,PRO736129329,57,2247.5,1252.29,0.0,E018,PS-SH-50356.pdf,
SH-50357,14190,RFS-CUST0004,RFS-CUST0004-S1,2025-11-19,FedEx Ground,LTL,,438945286222,454,18127.6,9989.53,0.0,E020,,Delivered
SH-50358,15943,RFS-CUST0003,,2025-12-12,UPS Ground,LTL,,1Z7420107543,259,10323.2,5695.54,0.0,E014,PS-SH-50358.pdf,Delivered
SH-50359,19355,,RFS-CUST0022-S1,2025-12-22,UPS Ground,LTL,,1Z2522537187,122,4846.8,2682.43,3057.97,,PS-SH-50359.pdf,Delivered
SH-50360,15302,RFS-CUST0010,RFS-CUST0010-S1,2025-10-07,UPS Ground,LTL,,1Z4407121270,83,3285.3,1823.29,1877.99,E012,PS-SH-50360.pdf,Delivered
SH-50361,18535,RFS-CUST0012,RFS-CUST0012-S1,2025-10-20,UPS Ground,LTL,,1Z1641433310,20,771.1,439.98,589.57,E014 ,PS-SH-50361.pdf,DELIVERED
SH-50362,10373,RFS-CUST0003 ,RFS-CUST0003-S1,29-May-2025,UPS Ground,LTL,,1Z2294069028,181,7238.7,3998.45,4918.09,E016,PS-SH-50362.pdf,Delivered
SH-50363,16677,RFS-CUST0006,RFS-CUST0006-S1,2025-08-26,Customer Pickup,LTL,,PRO400395853,137,5452.2,3015.52,4010.64,E018,PS-SH-50363.pdf,Delivered
SH-50364,17871,RFS-CUST0012,RFS-CUST0012-S1,2026-03-27,UPS Ground,LTL,,1Z6011479931,412,16461.8,"$9,073.00",0.0,E013,PS-SH-50364.pdf,In Transit
SH-50365,10561,RFS-CUST0008,RFS-CUST0008-S1,2025-12-24,LTL - XPO,LTL,,PRO367898299,5,189.5,119.98,148.78,E014,PS-SH-50365.pdf,Delivered
SH-50366,15787,RFS-CUST0018,RFS-CUST0018-S1,2025-06-23,Company Truck,LTL,,PRO433268933,64,2535.5,"$1,410.75",1467.18,E016,PS-SH-50366.pdf,Delivered
