Transaction Id,Transaction Date,Type,Item Id,Qty,Uom,From Location,To Location,Reference,Lot Number,User Id,Unit Cost
IT-001530,18-Oct-2025,SO Issue,SPRO-1002,-1,EA,E-29-1 ,SHIPPING,SO-26320,,E037,65.84
IT-000354,2025-10-19,PO Receipt,TIMI-1030,137,EA,RECEIVING,A-40-1,PO-31150,,E033,66.14
IT-000355,2025-10-19,PO Receipt,GEAR-1080,179,EA,RECEIVING,D-13-5,PO-31150,,E039,1484.33
IT-001368,2025-10-19,SO Issue,MOUN-1018,-3,EA,D-28-2,SHIPPING,SO-26267,,E031,109.13
IT-001531,"Oct 19, 2025",SO Issue,SPRO-1011,-5,EA,C-40-1,SHIPPING,SO-26320,,E032 ,118.48
IT-001540,2025-10-19,SO Issue,SHEA-1035,-3,EA,A-13-5,SHIPPING,SO-26323,,E035,148.52
IT-000570,2025-10-20,PO Receipt,SPRO-1047,162,EA,RECEIVING,C-07-5,PO-31247,,E038,13.77
IT-000609,10/20/25,PO Receipt,SPRO-1015,160,EA,RECEIVING,B-15-4,PO-31262,,E034,74.58
IT-000903,2025-10-20,SO Issue,ROLL-1012 ,-25,EA,F-04-4,SHIPPING,SO-26075,,E028,47.52
IT-001031,2025-10-20,SO Issue,ROLL-1079,-1,EA,C-11-3,SHIPPING,SO-26128,,E027,102.65
IT-001213,2025-10-20,SO Issue,GEAR-1016,-5,EA,A-29-1,SHIPPING,SO-26199,,E035,2265.26
IT-001344,2025-10-20,SO Issue,GEAR-1080,-5,EA,C-03-4,SHIPPING,SO-26256,,E031,1484.33
IT-001375,2025-10-20,SO Issue,AC-1085,-1,EA,C-11-3,SHIPPING,SO-26268,,E030,365.76
IT-001538,2025-10-20,SO Issue,SPRO-1041 ,-200,EA,C-25-5,SHIPPING,SO-26323,,E036,35.35
IT-001061,2025-10-21,SO Issue,SPRO-1002,-10,EA,B-21-3,SHIPPING,SO-26139,,E036,65.84
IT-001723,2025-10-21,SO Issue,AC-1085,-1,EA,F-23-3,SHIPPING,SO-26400,,E037,365.76
IT-001724,2025-10-21,SO Issue,MOUN-1034,-12,EA,E-29-1,SHIPPING,SO-26400,,E026,23.82
IT-000018,2025-10-22,PO Receipt,HEN-243,240,EA,RECEIVING,F-14-5,PO-31009,,E031,22.1
IT-000019,2025-10-22,PO Receipt,KIM-G10,281,BX,RECEIVING,C-36-2,PO-31009,,E029,11.4
IT-000020,2025-10-22,PO Receipt,3M-SF401AF,84,EA,RECEIVING ,F-20-2,PO-31009,,E028,4.05
IT-000021,2025-10-22,PO Receipt,3M-SF401AF,84,EA,RECEIVING,A-37-2,PO-31009,,E037,4.05
IT-001114,2025-10-22,SO Issue,ROLL-1079,-1,EA,F-08-1,SHIPPING,SO-26156,,E038,102.65
IT-001953,2025-10-22,SO Issue,SHEA-1077,-25,EA,B-36-4,SHIPPING ,SO-26486,,E033,67.98
IT-001972,2025-10-22,SO Issue,SHEA-1072,-5,EA,B-35-2,SHIPPING ,SO-26494,,E031,101.96000000000001
IT-000610,2025-10-23,PO Receipt,GEAR-1010,50,EA,RECEIVING,C-06-1,PO-31264,,E033,2784.15
IT-000611 ,"Oct 23, 2025",PO Receipt,GEAR-1010,100,EA,RECEIVING,F-15-2,PO-31264,,E034,2784.15
IT-001528,2025-10-23,SO Issue,SHEA-1082,-1,EA,B-14-4,SHIPPING,SO-26320,,E031,186.61
IT-001647,2025-10-23,SO Issue,TIMI-1020,-6,EA,C-03-2,SHIPPING,SO-26370,,E032,52.03
IT-001845,2025-10-23,SO Issue,SPRO-1061,-1,EA,E-22-1,SHIPPING,SO-26445,,E033,87.28
IT-000734,2025-10-24,SO Issue,SHEA-1049,-1,EA,F-17-1,SHIPPING,SO-26015,,E039,153.4
IT-000867,2025-10-24,SO Issue,ROLL-1026,-3,EA,F-23-3,SHIPPING,SO-26064,,E034,129.92000000000002
IT-001075,2025-10-24,SO Issue,GEAR-1060,-1,EA,A-14-1,SHIPPING,SO-26144,,E028,3102.4300000000003
IT-001125,2025-10-24,SO Issue,ROLL-1044,-1,EA,C-28-3,SHIPPING,SO-26162,,E031,140.68
IT-001976,2025-10-24,SO Issue,GEAR-1010,-5,EA,F-02-3,SHIPPING,SO-26494,,E029,2784.15
IT-000681,2025-10-25,PO Receipt,SHEA-1088,91,EA,RECEIVING,A-34-2,PO-31295,,E039,189.79
IT-000682,2025-10-25,PO Receipt,SHEA-1088,91,EA,RECEIVING,E-16-5,PO-31295,,E038,189.79
IT-000683,10/25/25,PO Receipt,SHEA-1088,10,EA,RECEIVING,F-23-3,PO-31295,,E039,189.79
IT-000684,2025-10-25,PO Receipt,SHEA-1088,91,EA,RECEIVING,A-09-2,PO-31295,,E037,189.79
IT-000035,26-Oct-2025,PO Receipt,ROLL-1026,50,EA,RECEIVING,F-32-1,PO-31016,,E038,129.92000000000002
IT-000036,2025-10-26,PO Receipt,TIMI-1000,10,EA,RECEIVING,C-22-5,PO-31016,,E037,43.53
IT-000037,2025-10-26,PO Receipt,MOUN-1083,138,EA,RECEIVING,B-39-2,PO-31016,,E037,87.77
IT-000038,2025-10-26,PO Receipt,SPRO-1087,167,EA,RECEIVING,C-11-1,PO-31016,,E034,44.550000000000004
IT-000735,2025-10-26,SO Issue,SPRO-1055,-10,EA,A-36-4,SHIPPING,SO-26015,,E034,26.94
IT-000905,2025-10-26,SO Issue,TIMI-1058,-10,EA,A-13-1,SHIPPING,SO-26075,,E030,84.45
IT-001058,2025-10-26,SO Issue,SKF-6205-2RS1,-4,EA,F-23-3,SHIPPING,SO-26139,,E027,3.55
IT-001216,26-Oct-2025,SO Issue,SPRO-1047,-25,EA,C-17-3,SHIPPING,SO-26199,,E029,13.77
IT-001319,2025-10-26,SO Issue,SPRO-1004,-6,EA,F-12-4,SHIPPING,SO-26245,,E032,42.84
IT-001396,2025-10-26,SO Issue,SPRO-1055,-200,EA,B-34-4,SHIPPING,SO-26276,,E030,26.94
IT-001620,"Oct 26, 2025",SO Issue,CONV-1039,-1,EA,B-20-2,SHIPPING,SO-26358,,E039,7046.72
IT-001739,2025-10-26,SO Issue,AC-1057,-3,EA,F-06-1,SHIPPING,SO-26405,,E032,687.08
IT-002005,2025-10-26,SO Issue,AC-1006,-1,EA,E-36-5,SHIPPING,SO-26505,,E029,2130.52
IT-001190,2025-10-27,SO Issue,SHEA-1045,-200,EA,F-12-3,SHIPPING,SO-26191,,E038,47.68
IT-001215 ,2025-10-27,SO Issue,SHEA-1082,-5,EA,A-14-1,SHIPPING ,SO-26199,,E028,186.61
IT-001267,2025-10-27 ,SO Issue,SPRO-1047 ,-100,EA,A-36-4,SHIPPING,SO-26219,,E038,13.77
IT-001725,2025-10-27,SO Issue,MOUN-1083,-1,EA,E-23-5,SHIPPING ,SO-26400,,E027,87.77
IT-001738,2025-10-27,SO Issue,SHEA-1003,-1,EA,D-28-2,SHIPPING,SO-26405,,E032,235.72
IT-002002,10/27/25,SO Issue,GEAR-1016,-5,EA,B-14-4,SHIPPING,SO-26505,,E027,2265.26
IT-000404,2025-10-28,PO Receipt,SHEA-1077,10,EA,RECEIVING,D-02-5,PO-31173,,E031,67.98
IT-000652,2025-10-28,PO Receipt,AC-1057,81,EA,RECEIVING,E-36-3,PO-31282,,E038,687.08
IT-000653,10/28/2025,PO Receipt,TIMI-1056,500,EA,RECEIVING,D-23-4,PO-31282,,E038,17.21
IT-000654,2025-10-28,PO Receipt,MOUN-1018,95,EA,RECEIVING,A-06-1,PO-31282,,E028,109.13
IT-000655,2025-10-28,PO Receipt,AC-1057,81,EA,RECEIVING,D-34-5,PO-31282,,E036,687.08
IT-000750,2025-10-28,SO Issue,ROLL-1053,-2,EA,F-02-3,SHIPPING,SO-26020,,E034,86.10000000000001
IT-000751,2025-10-28,SO Issue,MOUN-1008,-2,EA,B-34-5,SHIPPING,SO-26020,,E030,71.79
IT-001059,28-Oct-2025,SO Issue,SPRO-1050,-10,EA,E-33-2,SHIPPING,SO-26139,,E032,12.85
IT-001076,10/28/25,SO Issue,SHEA-1049,-1,EA,B-24-5,SHIPPING,SO-26144,,E033,153.4
IT-001139,2025-10-28,SO Issue,SPRO-1050,-100,EA,B-24-5,SHIPPING,SO-26169,,E028,12.85
IT-001342,2025-10-28,SO Issue,SHEA-1025,-1,EA,B-26-4,SHIPPING,SO-26256,,E029,153.95000000000002
IT-001525,2025-10-28,SO Issue,SHEA-1082,-1,EA,C-38-3,SHIPPING,SO-26319,,E033,186.61
IT-002004,2025-10-28,SO Issue,GEAR-1060,-1,EA,A-36-4,SHIPPING,SO-26505,,E030,3102.4300000000003
IT-000859,2025-10-29 ,SO Issue,CONV-1023,-2,EA,B-20-3,SHIPPING,SO-26060,,E031,3652.15
IT-000904,2025-10-29,SO Issue,GEAR-1066,-3,EA,E-16-5 ,SHIPPING,SO-26075,,E034,1270.02
IT-001060,10/29/25,SO Issue,MOUN-1083,-200,EA,D-27-4,SHIPPING,SO-26139,,E034,87.77
IT-001191,2025-10-29,SO Issue,CONV-1052,-1,EA,B-04-5,SHIPPING,SO-26191,,E032,2311.6
IT-001214,2025-10-29,SO Issue,TIMI-1017,-10,EA,B-26-4,SHIPPING,SO-26199,,E035,50.69
IT-001532,2025-10-29,SO Issue,SHEA-1007,-1,EA,F-04-4,SHIPPING,SO-26320,,E036,129.94
IT-001750,2025-10-29,SO Issue,GEAR-1016,-1,EA,C-03-2,SHIPPING,SO-26411,,E030,2265.26
IT-001973,2025-10-29,SO Issue,SHEA-1035,-1,EA,C-10-5,SHIPPING,SO-26494,,E034,148.52
IT-000569,2025-10-30,PO Receipt,SPRO-1061,100,EA,RECEIVING ,C-16-1,PO-31246,,E038,87.28
IT-001358,2025-10-30,SO Issue,CONV-1065,-2,EA,D-08-4,SHIPPING,SO-26262,,E033,2903.56
IT-001722,30-Oct-2025,SO Issue,AC-1085,-2,EA,C-11-2,SHIPPING,SO-26399,,E033,365.76
IT-001945,2025-10-30,SO Issue,MOUN-1029,-100,EA,A-37-2,SHIPPING,SO-26481,,E028,86.28
IT-000356,10/31/25,PO Receipt ,SHEA-1025,186,EA,RECEIVING,B-40-3,PO-31151,,E036,153.95000000000002
IT-000357,31-Oct-2025,PO Receipt,MOUN-1083,138,EA,RECEIVING,D-26-3,PO-31151,,E031,87.77
IT-000358,2025-10-31,PO Receipt,SPRO-1087,167,EA,RECEIVING,C-02-5,PO-31151,,E031,44.550000000000004
IT-001393,2025-10-31,SO Issue,GEAR-1060,-3,EA,F-18-5,SHIPPING,SO-26275,,E032,3102.4300000000003
IT-001625,2025-10-31,SO Issue,GEAR-1066,-3,EA,C-17-3,SHIPPING,SO-26360,,E027,1270.02
IT-000840,2025-11-01,SO Issue,CONV-1089,-2,EA,F-23-3,SHIPPING,SO-26053,,E039,5864.59
IT-001011,2025-11-01,SO Issue,SPRO-1004,-2,EA,B-11-2,SHIPPING,SO-26118,,E027,42.84
IT-001526,2025-11-01,SO Issue,MOUN-1018,-1,EA,C-17-4,SHIPPING,SO-26319,,E026,109.13
IT-001910,2025-11-01,SO Issue,GEAR-1084,-1,EA,A-36-4,SHIPPING,SO-26467,,E030,3456.0
IT-000749,2025-11-02,SO Issue,SHEA-1049,-1,EA,F-09-3,SHIPPING,SO-26020,,E030,153.4
IT-000951,2025-11-02,SO Issue,CONV-1013,-1,EA,B-29-2,SHIPPING,SO-26092,,E033,2336.18
IT-001619,2025-11-02,SO Issue,AC-1074,-5,EA,C-40-1,SHIPPING,SO-26358,,E028,1663.14
IT-002012,2025-11-02,SO Issue,DOD-TXT315,-3,EA,C-06-1,SHIPPING,SO-26508,,E027,1180.0
IT-001078,2025-11-03,SO Issue,MOUN-1018,-3,EA,F-01-5,SHIPPING,SO-26144,,E039,109.13
IT-001244,2025-11-03,SO Issue,AC-1033,-2,EA,B-08-3,SHIPPING,SO-26211,,E027,1093.27
IT-001657,"Nov 03, 2025",SO Issue,SPRO-1015,-1,EA,C-40-1,SHIPPING,SO-26375,,E032,74.58
IT-002078,2025-11-03,Adjustment,TIMI-1020,11,EA,C-01-5,E-26-2,,,E032,52.03
IT-000458,2025-11-04,PO Receipt,TIMI-1014,189,EA,RECEIVING,F-37-4,PO-31196,,E030,49.480000000000004
IT-001731,2025-11-04,SO Issue,TIMI-1014,-50,EA,C-03-2,SHIPPING,SO-26402,,E030,49.480000000000004
IT-000604,2025-11-05,PO Receipt,TIMI-1014,10,EA,RECEIVING,C-29-2 ,PO-31260,,E030,49.480000000000004
IT-000605,2025-11-05,PO Receipt,TIMI-1014,189,EA,RECEIVING,E-11-4,PO-31260,,E029,49.480000000000004
IT-000606,2025-11-05,PO Receipt,TIMI-1058,166,EA,RECEIVING,C-12-2,PO-31260,,E034,84.45
IT-000607,2025-11-05,PO Receipt,TIMI-1058,166,EA,RECEIVING,C-17-2,PO-31260,,E028,84.45
IT-001529,2025-11-05,SO Issue,SPRO-1011,-2,EA,C-06-1,SHIPPING,SO-26320,,E038,118.48
IT-002085,2025-11-05,Scrap,GEAR-1067,11,EA,C-24-5,D-34-4,Count,,E034,498.09000000000003
IT-000336,2025-11-06,PO Receipt,SHEA-1025,186,EA,RECEIVING,B-02-2,PO-31142,,E028,153.95000000000002
IT-000337,2025-11-06,PO Receipt ,SHEA-1025,186,EA,RECEIVING,B-27-4,PO-31142,,E026,153.95000000000002
IT-000338,2025-11-06,PO Receipt,TIMI-1000 ,84,EA,RECEIVING,B-40-1,PO-31142,,E039,43.53
IT-001192,"Nov 06, 2025",SO Issue,AC-1074,-2,EA,E-29-1,SHIPPING,SO-26191,,E035,1663.14
IT-001681,2025-11-06,SO Issue,CONV-1022,-1,EA,E-06-5,SHIPPING,SO-26384,,E033,2154.05
IT-000399,2025-11-07,PO Receipt,SPRO-1070,50,EA,RECEIVING,E-31-3 ,PO-31171,,E034,22.96
IT-000748,2025-11-07,SO Issue,CONV-1043,-3,EA,B-21-3,SHIPPING,SO-26020,,E028,1971.53
IT-000752,2025-11-07,SO Issue,SPRO-1076,-1,EA,A-13-1,SHIPPING,SO-26020,,E039,13.24
IT-001253,2025-11-07,SO Issue,GEAR-1016,-1,EA,B-35-2,SHIPPING,SO-26215,,E029,2265.26
IT-000456,2025-11-08,PO Receipt,SPRO-1011,500,EA,RECEIVING,D-07-5,PO-31195,,E027,118.48
IT-000457,2025-11-08,PO Receipt,TIMI-1075,25,EA,RECEIVING,D-25-5,PO-31195,,E028,72.76
IT-000475,2025-11-08,PO Receipt,AC-1074,130,EA,RECEIVING,A-07-5,PO-31204,,E030,1663.14
IT-000476,2025-11-08,PO Receipt,SKF-6205-2RS1,100,EA,RECEIVING,F-32-5,PO-31204,,E035,3.55
IT-000769,2025-11-08,SO Issue,DOD-TXT315,-2,EA,F-17-1,SHIPPING,SO-26026,,E028,1180.0
IT-001254,2025-11-08,SO Issue,GEAR-1060,-1,EA,E-33-2,SHIPPING,SO-26215,,E036,3102.4300000000003
IT-001626 ,2025-11-09,SO Issue,SHEA-1019,-12,EA,B-11-2,SHIPPING,SO-26360,,E034,94.5
IT-000296,2025-11-11,PO Receipt,TIMI-1071,136,EA,RECEIVING,D-09-4,PO-31123,,E027,74.85000000000001
IT-000297,11-Nov-2025,PO Receipt,SHEA-1028,25,EA,RECEIVING,E-08-5,PO-31123,,E034,284.6
IT-000583,2025-11-11,PO Receipt,ROLL-1026,250,EA,RECEIVING,D-05-3,PO-31252,,E038,129.92000000000002
IT-000584,2025-11-11,PO Receipt ,SHEA-1025,186,EA,RECEIVING,E-34-5,PO-31252,,E037,153.95000000000002
IT-000685,2025-11-11,PO Receipt,MOUN-1083,138,EA,RECEIVING,D-38-1,PO-31296,,E027,87.77
IT-000686 ,2025-11-11,PO Receipt,TIMI-1000,84,EA,RECEIVING,B-11-4,PO-31296,,E034,43.53
IT-000687,2025-11-11,PO Receipt,TIMI-1000,25,EA,RECEIVING,B-08-1,PO-31296,,E028,43.53
IT-000688,11/11/25,PO Receipt ,ROLL-1026,39,EA,RECEIVING,F-16-1,PO-31296,,E035,129.92000000000002
IT-000841,2025-11-11,SO Issue,CONV-1023,-1,EA,E-36-5,SHIPPING,SO-26053,,E032,3652.15
IT-001363,2025-11-11,SO Issue,AC-1033,-1,EA,A-36-4,SHIPPING,SO-26266,,E036,1093.27
IT-000815,2025-11-12,SO Issue,SHEA-1088,-5,EA,E-05-1,SHIPPING,SO-26045,,E039,189.79
IT-001527,"Nov 12, 2025",SO Issue,SPRO-1027,-1,EA,C-11-2,SHIPPING,SO-26319,,E028,77.98
IT-001627,2025-11-12,SO Issue,TIMI-1014 ,-100,EA,F-18-5,SHIPPING,SO-26360,,E026,49.480000000000004
IT-001944,2025-11-12,SO Issue,TIMI-1071,-100,EA,D-23-5,SHIPPING,SO-26481,,E028 ,74.85000000000001
IT-001952,2025-11-12,SO Issue,GEAR-1010,-5,EA,B-20-2,SHIPPING,SO-26485,,E038,2784.15
IT-000294,2025-11-13,PO Receipt,SHEA-1038,101,EA,RECEIVING,D-30-2,PO-31122,,E035,295.28000000000003
IT-000295,2025-11-13,PO Receipt,AC-1063,199,EA,RECEIVING,B-07-2,PO-31122,,E034,1677.24
IT-001164,2025-11-13,SO Issue,SHEA-1037,-6,EA,B-36-4,SHIPPING,SO-26182,,E032,99.06
IT-001524,11/14/25,SO Issue,DOD-TXT315,-1,EA,A-29-1,SHIPPING,SO-26319,,E038,1180.0
IT-001680,2025-11-14,SO Issue,GEAR-1067,-3,EA,B-34-5,SHIPPING,SO-26384,,E036,498.09000000000003
IT-000797,2025-11-15,SO Issue,CONV-1046,-3,EA,E-36-5,SHIPPING,SO-26040,,E033,7311.89
IT-001148,2025-11-15,SO Issue,MOUN-1029 ,-200,EA,F-24-2,SHIPPING ,SO-26173,,E031,86.28
IT-001189,2025-11-15,SO Issue,BRI-HHCS-0500-13-200-G8,-1,BX,A-29-1,SHIPPING,SO-26191,,E029,44.75
IT-001281,2025-11-15 ,SO Issue,AC-1086,-1,EA,C-19-1,SHIPPING,SO-26230,,E030,2390.86
IT-001862,2025-11-15,SO Issue,SHEA-1025,-3,EA,F-06-1,SHIPPING,SO-26452,,E031,153.95000000000002
IT-001863,2025-11-15,SO Issue,SHEA-1019 ,-12,EA,B-14-4,SHIPPING ,SO-26452,,E038,94.5
IT-001946,2025-11-15,SO Issue,SHEA-1068,-2,EA,B-24-5,SHIPPING,SO-26481,,E026,180.78
IT-000052,2025-11-16,PO Receipt,AC-1033,250,EA,RECEIVING ,E-22-1,PO-31022,,E036,1093.27
IT-000053,2025-11-16,PO Receipt,AC-1033,71,EA,RECEIVING,B-39-4,PO-31022 ,,E034,1093.27
IT-000054,2025-11-16,PO Receipt,AC-1033 ,142,EA,RECEIVING,C-10-5,PO-31022,,E029,1093.27
IT-000055,2025-11-16,PO Receipt,SPRO-1050,53,EA ,RECEIVING,C-13-3,PO-31022,,E037,12.85
IT-000781,2025-11-16,SO Issue,MOUN-1083,-200,EA,C-10-4,SHIPPING,SO-26030,,E026,87.77
IT-001365,2025-11-16,SO Issue,SPRO-1061,-4,EA,C-06-1,SHIPPING,SO-26266,,E034,87.28
IT-001732,11/16/2025,SO Issue,SHEA-1088,-2,EA,B-20-2,SHIPPING,SO-26402,,E033,189.79
IT-001737,2025-11-16,SO Issue,CONV-1051,-3,EA,A-13-5,SHIPPING,SO-26404,,E034,4147.58
IT-000009,2025-11-17,PO Receipt,HEN-243,100,EA,RECEIVING,B-34-2,PO-31005,,E031,22.1
IT-000010,2025-11-17,PO Receipt,3M-SF401AF,84,EA,RECEIVING,B-12-5,PO-31005,,E030,4.05
IT-000011,17-Nov-2025,PO Receipt,HEN-243,500,EA,RECEIVING,E-15-3,PO-31005,,E030,22.1
IT-001010,2025-11-17,SO Issue,GEAR-1080,-3,EA,F-24-2,SHIPPING,SO-26118,,E032,1484.33
IT-001137,2025-11-17,SO Issue,SHEA-1028,-3,EA,F-09-3,SHIPPING,SO-26169,,E027,284.6
IT-000064,2025-11-18,PO Receipt,SPRO-1015,160,EA,RECEIVING,D-28-3,PO-31026,,E034,74.58
IT-001320,2025-11-18,SO Issue,TIMI-1020,-6,EA,D-17-4,SHIPPING,SO-26245,,E038,52.03
IT-001736,2025-11-18,SO Issue,SPRO-1011,-5,EA,A-18-1,SHIPPING,SO-26404,,E031,118.48
IT-001811,2025-11-18,SO Issue,ROLL-1053,-25,EA,A-36-3,SHIPPING,SO-26434,,E037,86.10000000000001
IT-001812,2025-11-18,SO Issue,MOUN-1008,-10,EA,E-37-4,SHIPPING,SO-26434,,E038,71.79
IT-001909,2025-11-18,SO Issue,CONV-1039,-5,EA,A-10-3,SHIPPING,SO-26467,,E028,7046.72
IT-001990,2025-11-18,SO Issue,SPRO-1041,-6,EA ,C-17-4,SHIPPING,SO-26499,,E032,35.35
IT-000126,19-Nov-2025,PO Receipt,TIMI-1058,166,EA,RECEIVING,E-30-5,PO-31053,,E039,84.45
IT-000127,2025-11-19,PO Receipt,TIMI-1058 ,166,EA,RECEIVING,B-23-4,PO-31053,,E032,84.45
IT-000128,11/19/2025,PO Receipt,TIMI-1014,500,EA,RECEIVING,C-35-5,PO-31053,,E028,49.480000000000004
IT-000129,2025-11-19,PO Receipt ,TIMI-1058,166,EA,RECEIVING,A-08-5,PO-31053,,E029,84.45
IT-000480,2025-11-19,PO Receipt,TIMI-1058,166,EA,RECEIVING,B-32-3,PO-31206,,E027,84.45
IT-000481,2025-11-19,PO Receipt,TIMI-1014,250,EA,RECEIVING,F-31-5,PO-31206,,E026,49.480000000000004
IT-000837,2025-11-19,SO Issue,AC-1086,-3,EA,A-29-1,SHIPPING,SO-26052,,E028,2390.86
IT-001255,2025-11-19,SO Issue,AC-1048,-5,EA,C-10-5,SHIPPING,SO-26215,,E037,1745.47
IT-000814,2025-11-20,SO Issue,CONV-1051 ,-2,EA,E-34-4,SHIPPING,SO-26045,,E031,4147.58
IT-000875,2025-11-20,SO Issue,SHEA-1028,-1,EA,A-31-5,SHIPPING,SO-26066,,E036,284.6
IT-001157,21-Nov-2025,SO Issue,CONV-1052,-5,EA,E-03-1,SHIPPING,SO-26179,,E029,2311.6
IT-001988,2025-11-21,SO Issue,SPRO-1078,-2,EA,C-17-3,SHIPPING,SO-26499,,E033,69.25
IT-000839,2025-11-22,SO Issue,CONV-1022,-1,EA,B-14-4,SHIPPING,SO-26052,,E036,2154.05
IT-001140,22-Nov-2025,SO Issue,AC-1074,-5,EA,F-06-1,SHIPPING,SO-26170,,E028,1663.14
IT-001345,2025-11-22,SO Issue,AC-1048,-5,EA,C-09-4,SHIPPING,SO-26257,,E038,1745.47
IT-000114,2025-11-23,PO Receipt,SPRO-1009,25,EA,RECEIVING,F-22-5,PO-31048,,E037,24.54
IT-000115,2025-11-23,PO Receipt,MOUN-1008,250,EA,RECEIVING,E-21-3,PO-31048,,E033,71.79
IT-000116,2025-11-23,PO Receipt,SHEA-1072,11,EA,RECEIVING,A-30-2,PO-31048,,E029,101.96000000000001
IT-000117,2025-11-23,PO Receipt,SHEA-1064 ,100,EA,RECEIVING,A-12-2,PO-31048,,E037,139.88
IT-000836,2025-11-23,SO Issue,CONV-1013,-1,EA,E-36-5,SHIPPING,SO-26052,,E028,2336.18
IT-001245,2025-11-23,SO Issue,SHEA-1049,-5,EA,A-10-3,SHIPPING,SO-26211,,E030,153.4
IT-001908,2025-11-23,SO Issue,SKF-6308-2Z,-10,EA ,C-10-5,SHIPPING,SO-26467,,E029,10.25
IT-000780,2025-11-24,SO Issue,CONV-1052,-2,EA,E-15-1,SHIPPING,SO-26030,,E028,2311.6
IT-000933,2025-11-24,SO Issue,TIMI-1014,-6,EA,A-18-1,SHIPPING,SO-26084,,E032,49.480000000000004
IT-001864,2025-11-24,SO Issue,AC-1040,-5,EA,E-31-4,SHIPPING,SO-26452,,E031,609.44
IT-001987,2025-11-24,SO Issue,CONV-1065,-3,EA,A-37-2 ,SHIPPING,SO-26499,,E029,2903.56
IT-000796,2025-11-25,SO Issue,ROLL-1021,-4,EA,C-17-4,SHIPPING,SO-26040,,E034,81.74
IT-000813,11/25/25,SO Issue,CONV-1046,-1,EA,F-01-5,SHIPPING,SO-26045,,E033,7311.89
IT-001252,2025-11-25,SO Issue,SHEA-1088,-1,EA,E-26-3,SHIPPING,SO-26215,,E035,189.79
IT-001813,11/25/2025,SO Issue,CONV-1089,-3,EA,B-29-2,SHIPPING,SO-26435,,E030,5864.59
IT-001823,2025-11-25,SO Issue,SHEA-1019,-100,EA,A-22-3,SHIPPING,SO-26438,,E028,94.5
IT-000033,2025-11-26,PO Receipt,MOUN-1018,95,EA,RECEIVING,E-29-1,PO-31015,,E028,109.13
IT-000034,2025-11-26,PO Receipt,MOUN-1018,95,EA,RECEIVING,B-07-5,PO-31015,,E034,109.13
IT-000470,2025-11-26,PO Receipt,AC-1057,81,EA,RECEIVING,E-38-2,PO-31201,,E039,687.08
IT-001123,2025-11-26,SO Issue,TIMI-1058,-12,EA,A-31-5 ,SHIPPING,SO-26161,,E038,84.45
IT-001138,2025-11-26,SO Issue,GEAR-1010,-1,EA,C-11-2,SHIPPING,SO-26169,,E031,2784.15
IT-001163,2025-11-26,SO Issue,TIMI-1056,-10,EA,E-03-1,SHIPPING,SO-26182,,E027,17.21
IT-001594,2025-11-26,SO Issue,SPRO-1011,-2,EA,E-34-4 ,SHIPPING,SO-26349,,E033,118.48
IT-001638,2025-11-26,SO Issue,CONV-1051,-1,EA,F-23-3,SHIPPING,SO-26365,,E034,4147.58
IT-000171,2025-11-27,PO Receipt,SPRO-1061,163,EA,RECEIVING,E-15-4,PO-31071,,E038 ,87.28
IT-000172,2025-11-27,PO Receipt,MOUN-1034,50,EA,RECEIVING,A-36-1,PO-31071,,E039,23.82
IT-000173,2025-11-27,PO Receipt,SPRO-1061,500,EA,RECEIVING,B-33-3,PO-31071,,E030,87.28
IT-000672,2025-11-27,PO Receipt,SHEA-1007,250,EA,RECEIVING,D-05-2,PO-31290,,E029,129.94
IT-000725,2025-11-27,SO Issue,TIMI-1020,-100,EA,E-36-5,SHIPPING,SO-26009,,E034,52.03
IT-000799,2025-11-27,SO Issue,AC-1033,-1,EA,E-06-5,SHIPPING,SO-26040,,E030,1093.27
IT-000852,2025-11-27,SO Issue,MOUN-1062,-3,EA,F-08-1,SHIPPING,SO-26056,,E035,135.75
IT-000920,2025-11-27,SO Issue,ROLL-1053,-100,EA,C-11-3,SHIPPING,SO-26081,,E033,86.10000000000001
IT-000931,2025-11-27,SO Issue,SHEA-1068,-1,EA,E-22-4,SHIPPING,SO-26084,,E039,180.78
IT-001165,2025-11-27,SO Issue,SHEA-1049,-5,EA,C-03-4,SHIPPING,SO-26182,,E039,153.4
IT-001243,2025-11-27,SO Issue,SPRO-1061,-200,EA,A-18-1,SHIPPING,SO-26211,,E038,87.28
IT-001361,2025-11-27 ,SO Issue,CONV-1039,-3,EA,B-14-3,SHIPPING,SO-26265,,E035,7046.72
IT-002037,27-Nov-2025,SO Issue,ROLL-1079,-2,EA,F-08-1,SHIPPING,SO-26517,,E039,102.65
IT-000121,2025-11-28,PO Receipt,SHEA-1088,91,EA,RECEIVING,D-03-3,PO-31050,,E033,189.79
IT-000122,2025-11-28,PO Receipt,SHEA-1088,91,EA,RECEIVING,F-39-5,PO-31050,,E035,189.79
IT-000123,2025-11-28,PO Receipt,SHEA-1088,500,EA,RECEIVING,F-11-4,PO-31050,,E039,189.79
IT-000765,2025-11-28,SO Issue,SPRO-1070,-12,EA,B-26-4,SHIPPING,SO-26025,,E026,22.96
IT-001678,2025-11-28,SO Issue,SPRO-1055,-100,EA,B-26-2,SHIPPING,SO-26384,,E026,26.94
IT-001679,2025-11-28,SO Issue,CONV-1039,-2,EA,B-20-3,SHIPPING,SO-26384,,E030,7046.72
