NUM,CUSTOMER_ID,SO_NUMBER,SHIPMENT_ID,CUSTOMER_PO_NUMBER,INVOICE_DATE,DUE_DATE,PAYMENT_TERMS,MERCHANDISE_TOTAL,FREIGHT,SALES_TAX,AMOUNT,AMOUNT_PAID,OPEN_BAL,STATUS,DELIVERY_METHOD,GL_REVENUE_ACCOUNT
28103,RFS-CUST0022,12313,SH-50283,PUR-727279,12/20/2025,02/18/26,Net 60,"$16,622.11",0.0,0.0,16622.11,"$16,622.11",$0.00,Paid,Email PDF,4010
23539,RFS-CUST0025,15684,SH-50284,P711055,"Jul 03, 2025",2025-07-03 ,COD,12558.32,9662.46,910.48,"$23,131.26",23131.26,$0.00,Paid,Portal upload,4010
25311,RFS-CUST0002,12350,SH-50285,4500236361,2026-03-25 ,"Apr 24, 2026",Net 30,182.28,247.88,0.0,430.16,$0.00,430.16,Open,Email PDF,4010
24654,RFS-CUST0008,10793,SH-50286,PO435749,2025-08-31,15-Oct-2025,Net 45,12139.83,0.0,880.14,13019.97,13019.97,0.0,Paid,Email PDF,4010
22709,RFS-CUST0005,17493,SH-50287,PO659852,2025-12-19,01/18/2026,Net 30,928.86,,0.0,$928.86,928.86,0.0,Paid,Email PDF,4010
26983,RFS-CUST0001,14405,SH-50288,PUR-702933,08/14/2025,2025-09-13,,5527.0,790.97,0.0,"$6,317.97",5961.27,$356.70,Short Paid,Mail,4010
26564,RFS-CUST0012,12429,SH-50289,4500453069,2025-08-01,08/01/2025,COD,1680.81,1612.47,0.0,3293.28,"$3,293.28",0.0,Paid,Email PDF,4010
28896,RFS-CUST0009,12890,SH-50290,PUR-972196,11/30/25,12/30/2025,Net 30,2192.98,2801.03,0.0,4994.01,"$4,994.01",0.0,Paid,Mail,4010
25786,RFS-CUST0023,12280,SH-50291,PUR-763646,2025-07-07,09/05/2025,Net 60,329.52,0.0,23.89,,$353.41,0.0,Paid,Email PDF,4010
27743,RFS-CUST0019,19948,SH-50292,P513788,2026-03-05,"Apr 04, 2026",2% 10 Net 30,5692.39,3133.23,0.0,8825.62,$0.00,"$8,825.62",Open,Mail,"$4,010.00"
28761,RFS-CUST0009,17834,SH-50293,PO253155,"Aug 12, 2025",11-Sep-2025,Net 30,5359.77,0.0,0.0,5359.77,5359.77,$0.00,Paid,EDI 810,4010 
22373,RFS-CUST0007,16229,SH-50294 ,PUR-626512,06/23/25,23-Jun-2025,COD,3631.8,3082.19,0.0,6713.99,6713.99,0.0,Paid,Mail,4010
29512,RFS-CUST0015,17616,SH-50295,PO355068,2025-08-05,2025-09-04,Net 30,2242.54,1055.25,0.0,3297.79,"$3,297.79",0.0,Paid,Email PDF,"$4,010.00"
20945,RFS-CUST0018,18197,SH-50296,P242520,2026-02-02,,2% 10 Net 30,31125.93,0.0,0.0,31125.93,0.0,31125.93,Past Due,Mail,"$4,010.00"
25616,RFS-CUST0022 ,,SH-50297,PO498711,2025-12-27,2026-02-25,Net 60,"$3,313.80",8726.58,0.0,"$12,040.38","$12,040.38",0.0,Paid,Email PDF,4010
21417,RFS-CUST0011,16081,SH-50298 ,4500159542,2025-11-06,06-Dec-2025,Net 30,750.68,3664.47,0.0,4415.15,"$4,415.15",0.0,Paid,Mail,4010
,RFS-CUST0015,18659,SH-50299,P627144,2025-10-27 ,2025-11-26,Net 30,"$19,375.76",0.0,0.0,19375.76,19375.76,$0.00,Paid,Email PDF,4010
21547,RFS-CUST0022,14765,SH-50300,PO258393,2025-05-18,2025-07-17,Net 60,7206.55,1898.34,0.0,9104.89,9104.89,0.0,Paid,Email PDF,4010
27110,RFS-CUST0009,15110,SH-50301,P511103,2025-07-27,2025-08-26,Net 30,"$3,166.57",823.11,0.0,"$3,989.68","$3,989.68",$0.00,Paid,Email PDF,4010
27857,RFS-CUST0001,19143,SH-50302,PUR-712739,2026-01-31,03/02/2026,2% 10 Net 30,13892.76,8587.39,0.0,22480.15,"$22,480.15",$0.00,Paid,Email PDF,
25832,RFS-CUST0017,15159,SH-50303,P575436,,04/17/2026,2% 10 Net 30,13386.27,7263.58,0.0,20649.85,0.0,20649.85,Open,Portal upload,"$4,010.00"
27391,RFS-CUST0016,12667,SH-50304,PUR-939653,2026-01-16,,Net 45,"$2,714.72",5389.39,0.0,8104.11,"$8,104.11",$0.00,Paid,Mail,"$4,010.00"
20947,RFS-CUST0018,18058,SH-50305,PO327731,2026-03-16,15-Apr-2026,2% 10 Net 30,140.84,0.0,0.0,140.84,$0.00,140.84,Open,Email PDF,"$4,010.00"
25138,,10946,SH-50306,PO911446,12/22/25,22-Dec-2025,COD,6916.39,,0.0,6916.39,6733.65,182.74,Short Paid,Email PDF,"$4,010.00"
24752,RFS-CUST0021,19808,SH-50307,PUR-192599,09/18/25,10/18/25,Net 30,3549.09,314.35,0.0,"$3,863.44","$3,863.44",0.0,Paid,Email PDF,4010
22100,RFS-CUST0023,12112,SH-50308,4500180991,2025-11-26,"Jan 25, 2026",Net 60,2252.0,4956.07,163.27,7371.34,"$7,371.34",0.0,,Email PDF,4010
21365,RFS-CUST0007,12573,SH-50309,PUR-129222,"Nov 02, 2025",2025-11-02,COD,"$2,169.64",1894.24,0.0,4063.88,"$4,063.88",0.0,Paid,Email PDF,"$4,010.00"
27038,RFS-CUST0025,15919,SH-50310,PUR-342744,2025-09-15,2025-09-15,COD,"$18,168.47",0.0,1317.21,19485.68,"$19,119.83",$365.85,Short Paid,Portal upload,4010
21636,RFS-CUST0001,13278,SH-50311,4500111112,"Aug 09, 2025",2025-09-08,2% 10 Net 30,2999.83,2669.91,0.0,"$5,669.74 ",5669.74,$0.00,Paid,,4010
29518,RFS-CUST0025,10270,SH-50312,P964310,2026-01-21,2026-01-21,COD,321.24,0.0,23.29,344.53,344.53,0.0,Paid,Mail,"$4,010.00"
27349,RFS-CUST0002,17294,SH-50313,P687327,16-May-2025,2025-06-15,Net 30,563.28,249.04,0.0,$812.32,812.32,0.0,Paid,Email PDF,4010
25614,RFS-CUST0015,16879,SH-50314,4500283498,08/18/2025,"Sep 17, 2025",Net 30,$398.88,0.0,0.0,$398.88,398.88,$0.00,Paid,Email PDF,4010
28601,RFS-CUST0020,18244,SH-50315,P872928,2025-08-09,2025-09-08,Net 30,"$1,394.00",2872.99,101.06,"$4,368.05","$4,368.05",0.0,Paid,Portal upload,"$4,010.00"
24876,RFS-CUST0007,19669,SH-50316,PUR-642977,2025-06-13,2025-06-13,COD,13115.44,0.0,0.0,13115.44,13115.44,0.0,Paid,Email PDF,"$4,010.00"
24280,RFS-CUST0021,18749,SH-50317,PUR-197443,2026-03-25,"Apr 24, 2026",Net 30,4727.6,4494.56,0.0,"$9,222.16",$0.00,9222.16,,EDI 810,"$4,010.00"
22756,RFS-CUST0014,19667,SH-50318,4500478859,2025-05-05,"Jun 04, 2025",2% 10 Net 30,"$10,415.54",0.0,0.0,10415.54,"$10,415.54 ",0.0,Paid,Portal upload,4010
29050,RFS-CUST0023,11758,,PUR-240655,09/23/2025,2025-11-22,Net 60,1082.77,0.0,78.5,1161.27,"$1,161.27",0.0,Paid,EDI 810,"$4,010.00"
22270,RFS-CUST0007,,SH-50320,P101825,2025-09-05,09/05/2025,COD,1492.25,1585.13,0.0,3077.38,"$3,077.38",0.0,Paid,Email PDF,4010 
28801,RFS-CUST0007,10797,SH-50321,4500681868,2025-12-27,12/27/2025,COD,312.98,153.62,0.0,466.6,466.6,0.0,Paid,,4010
26427,RFS-CUST0020,17497,SH-50322,P195109,,01/10/26,Net 30,8505.69,5710.29,616.66,"$14,832.64",14616.9,,Short Paid,EDI 810,4010
22284,RFS-CUST0013,13932,SH-50323,PO771964,2026-01-05,2026-02-04,Net 30,8396.35,0.0,0.0,8396.35,"$8,097.68",298.67,Short Paid,Portal upload,4010 
28233,RFS-CUST0016,12358,SH-50324,4500126464,2026-01-15,03/01/2026,Net 45,"$9,288.50",0.0,0.0,"$9,288.50",9288.5,$0.00,Paid,Portal upload,4010
22223,RFS-CUST0007,10738,SH-50325,PO598384,2025-08-24,2025-08-24,COD,6951.94,4765.01,0.0,11716.95,"$11,716.95",0.0,Paid,Email PDF,"$4,010.00"
29581,RFS-CUST0006,17988,SH-50326,4500448050,12/17/2025,2026-01-16,2% 10 Net 30,"$10,559.18",0.0,0.0,10559.18,10559.18,$0.00,Paid,Email PDF,"$4,010.00"
28668,RFS-CUST0002,11156,SH-50327,4500952880,02/22/2026,2026-03-24,Net 30,9548.62,9249.0,0.0,"$18,797.62",0.0,"$18,797.62",Past Due,Portal upload,4010
21187,RFS-CUST0003,14871,SH-50328,P997929,2025-08-08,07-Sep-2025,2% 10 Net 30,2896.0,0.0,0.0,"$2,896.00","$2,896.00",$0.00,Paid,Mail,"$4,010.00"
26892,RFS-CUST0008,13242,SH-50329,4500338010 ,2025-08-17,10/01/25,Net 45,10361.58,13972.36,751.21,25085.15,"$25,085.15",$0.00,Paid,Mail,"$4,010.00"
29605,RFS-CUST0015,15624,SH-50330,PUR-942337,2026-03-23,"Apr 22, 2026",Net 30,3787.89,4283.57,0.0,"$8,071.46",0.0,8071.46,Open,Email PDF,"$4,010.00"
28010,RFS-CUST0008,12528,SH-50331,4500804426,2025-07-07,2025-08-21,Net 45,"$20,509.67",9745.1,1486.95,"$31,741.72",31741.72,0.0,Paid,Email PDF,4010
28327,RFS-CUST0010,10982,SH-50332,PO176501,2025-12-10,2026-01-09,2% 10 Net 30,13643.41,0.0,0.0,13643.41,"$13,643.41",$0.00,Paid,Email PDF,4010
25544,RFS-CUST0022,10396,SH-50333,PO275225,2025-07-31,"Sep 29, 2025",Net 60,22.14,278.4,0.0,300.54,$300.54,,Paid,EDI 810,"$4,010.00"
26331,RFS-CUST0022,17663,SH-50334,4500283136,06-Oct-2025,,Net 60,5625.14,6188.6,0.0,11813.74,11813.74,$0.00,Paid,EDI 810,4010
20282,RFS-CUST0015,17643,SH-50335,PUR-716918,2025-05-12,2025-06-11,Net 30,13758.16,0.0,0.0,"$13,758.16",13758.16,0.0,Paid,Mail ,4010
22090,RFS-CUST0012,18609 ,SH-50336,,,"Jun 13, 2025",COD,"$1,669.24",855.52,0.0,"$2,524.76","$2,524.76",0.0,Paid,EMAIL PDF,4010
25892,RFS-CUST0012,17096,SH-50337,PO425350,12/26/25,2025-12-26,COD,$713.50,,0.0,$713.50,713.5,$0.00,Paid,Email PDF,4010
20427,RFS-CUST0022,17998,SH-50338,PO161619,"Jan 02, 2026",03-Mar-2026,Net 60,"$4,351.84",0.0,0.0,4351.84,4351.84,$0.00,Paid,Email PDF,4010
28660,RFS-CUST0001 ,10331,SH-50339,PUR-425548,2025-05-05,"Jun 04, 2025",2% 10 Net 30,"$11,308.50",12126.8,0.0,23435.3,23435.3,$0.00,Paid,EMAIL PDF,4010
24666,RFS-CUST0008,16873,SH-50340,PUR-483160,2025-09-20,2025-11-04,Net 45,198.26,116.76,14.37,329.39,$329.39,0.0,Paid,Email PDF,"$4,010.00"
26573,,12742,SH-50341,4500745660,2025-12-10,2026-02-08,Net 60,5415.88,0.0,0.0,5415.88,"$5,415.88",0.0,Paid,Mail,"$4,010.00"
26565,RFS-CUST0021,18907,SH-50201,P690043,2025-05-31,"Jun 30, 2025",Net 30,9216.14,4701.4,0.0,13917.54,13917.54,0.0,Paid,Email PDF,"$4,010.00"
25829,RFS-CUST0007,10182,SH-50342,4500720733,18-Oct-2025,18-Oct-2025,COD,4212.78,5533.3,0.0,9746.08,"$9,746.08",0.0,Paid,Portal upload,4010
28262,RFS-CUST0003,14577,SH-50343,4500871791,12/10/25,01/09/26,2% 10 Net 30,8719.12,0.0,0.0,"$8,719.12",8719.12,0.0,,EDI 810,4010
29618,RFS-CUST0013,15765,SH-50344,4500112090,2025-07-28,2025-08-27,Net 30,"$2,390.46",0.0,0.0,2390.46,2390.46,$0.00,Paid,Portal upload,4010
25248,RFS-CUST0016,15902,SH-50345 ,PUR-951902,"Oct 25, 2025",2025-12-09,Net 45,5208.1,5597.85,0.0,"$10,805.95",10805.95,0.0,Paid,EDI 810,"$4,010.00"
21319,RFS-CUST0007,14451,SH-50346,P870192,09/01/2025,2025-09-01,COD,672.35,0.0,0.0,672.35,672.35,0.0,Paid,Portal upload,4010
25775,RFS-CUST0009,12465,SH-50347,P655401,2025-11-09,12/09/2025,Net 30,20062.2,3560.1,0.0,"$23,622.30",23622.3,0.0,Paid,EDI 810,4010
23309,RFS-CUST0009 ,14645,SH-50348,PUR-751150,2025-10-23,11/22/2025,Net 30,3559.3,4296.97,0.0,7856.27,7856.27,0.0,Paid,Email PDF,4010
25978,RFS-CUST0004,10692,SH-50349,,2025-07-04,02-Sep-2025,Net 60,$678.51 ,0.0,0.0,$678.51,$678.51,$0.00,Paid,EDI 810,"$4,010.00"
25451,RFS-CUST0016,18378,SH-50350,P520855,2025-06-18,2025-08-02,Net 45,5064.35,2066.79,0.0,7131.14,7131.14,0.0,Paid,Mail,4010
20567,RFS-CUST0001,13091,SH-50351,PO537016,2026-02-11,03/13/26,2% 10 Net 30,17694.68,,0.0,20355.23,$0.00,"$20,355.23",Past Due,Email PDF,"$4,010.00"
20063,RFS-CUST0001,16886,SH-50352,PO960351,"Jul 20, 2025",19-Aug-2025,2% 10 Net 30,794.0,0.0,0.0,$794.00,$794.00,$0.00,Paid,Mail,4010
23989,RFS-CUST0015,13097,SH-50353,4500196156,03/21/26,2026-04-20 ,Net 30,3534.59,1966.88,0.0,5501.47,$0.00,5501.47,Open,EDI 810,"$4,010.00"
23151,RFS-CUST0014 ,16152,SH-50354,4500728042,2026-02-08,2026-03-10,2% 10 NET 30,"$2,509.24",0.0,0.0,"$2,509.24","$2,509.24",0.0,Paid,Mail,"$4,010.00"
24221,RFS-CUST0008,15559,SH-50355,P750114,2025-07-25,2025-09-08,Net 45,9532.78,0.0,691.13,10223.91,10223.91,0.0,Paid ,Email PDF,"$4,010.00"
22181,RFS-CUST0018,10388,SH-50356,4500738542,2026-02-10,03/12/26,2% 10 Net 30,"$2,401.00",0.0,0.0,"$2,401.00",2401.0,$0.00,Paid,EMAIL PDF,4010
28364,RFS-CUST0004,14190,SH-50357,,2025-11-19,01/18/26,Net 60,15777.64,0.0,0.0,15777.64,15777.64,$0.00,Paid,Email PDF,4010 
21307,RFS-CUST0003,15943,SH-50358,PO446389 ,"Dec 12, 2025",2026-01-11,2% 10 Net 30,4047.32,0.0,0.0,4047.32,4047.32,$0.00,Paid,EDI 810,"$4,010.00"
25073,RFS-CUST0022,19355,SH-50359,4500932367,2025-12-22,20-Feb-2026,NET 60,2285.24,3057.97,0.0,"$5,343.21",5343.21,0.0,Paid,Mail,
24335,RFS-CUST0010,15302,SH-50360,PUR-668102,"Oct 07, 2025",11/06/2025,2% 10 Net 30,1104.25,1877.99,0.0,2982.24,2982.24,0.0,Paid,Mail,4010
29461,RFS-CUST0012,18535,SH-50361,PO980982,2025-10-20,10/20/2025,COD,1286.66,589.57,0.0,"$1,876.23",1876.23,0.0,Paid,EDI 810,"$4,010.00"
29693,RFS-CUST0003,10373,SH-50362,PO660311,05/29/2025,2025-06-28,2% 10 Net 30,"$13,854.52",4918.09,0.0,"$18,772.61","$18,772.61",$0.00,Paid,Email PDF ,"$4,010.00"
23092,RFS-CUST0006,16677,SH-50363,PO851348,2025-08-26,09/25/2025,2% 10 Net 30 ,"$7,348.02",4010.64,0.0,"$11,358.66","$11,276.05",82.61,Short Paid,Email PDF,4010
24656,RFS-CUST0012,17871,SH-50364,P798224,2026-03-27,2026-03-27,COD,13937.25,0.0,0.0,13937.25,$0.00,13937.25,Past Due,Portal upload,"$4,010.00"
,RFS-CUST0008,10561,SH-50365,PUR-197275,2025-12-24,2026-02-07,NET 45,581.78,148.78,42.18,$772.74,$772.74,0.0,Paid,Email PDF,"$4,010.00"
22373,RFS-CUST0007,16229,SH-50294 ,PUR-626512,06/23/25,23-Jun-2025,COD,3631.8,3082.19,0.0,6713.99,6713.99,0.0,Paid,Mail,4010
24030,RFS-CUST0018,15787,SH-50366,PO511626,2025-06-23,2025-07-23,2% 10 Net 30,9510.1,1467.18,0.0,"$10,977.28",10977.28,$0.00,Paid,EDI 810,4010
