INVOICE_NUMBER,LINE,ITEM_ID,QTY,UNIT_PRICE,EXTENDED,UNIT_COST,MARGIN
20549,,ANC3816-039,25,95.03,2375.75,62.910000000000004,803.0
24457,1,ABR1250-018,2,$47.95,95.9,$32.56,30.78
24457,2,HOSM10-070,50,$18.08,904.0,11.82,313.0
24457,3,SOC1375-113,10,$40.63,406.3,22.75,178.8
24457,5,ANCM8-001,1,$145.89,145.89,100.37,45.52
24457,6,CAB5811-137,6,22.02,132.12,15.32,40.2
24457,7,CUT1500-089,25,69.73,1743.25,$52.43,432.5
22578,1,SOC1250-011,12,93.14,1117.68,59.42,404.64
29123,2,FLA1420-002,200,28.18,5636.0,19.51,1734.0
22578,2,SOC51618-057,200,65.8,13160.0,52.870000000000005,2586.0
22578 ,3,HEX1250-124,6,13.08,78.48,7.96,30.72
22578,4,DRIsize4-077,50,$30.92,1546.0,,541.5
27832,4,HOS1000-086,100,$10.33,1033.0,7.96,237.0
22578,5,SOC51618-129,6,112.44,674.64,82.77,178.02
22578,7,CAB1420-107,25,$40.49,1012.25,28.41,302.0
22578,8,CABsize4-075,100,8.61,861.0,5.12,349.0
28978,1,FLAM12-013,2,7.27,14.54,5.5,3.54
28978,2,FLA1420-002,200,29.66,5932.0,19.51,2030.0
28978,3,CUTM6-061,4,41.3,165.2,$32.44,35.44
28978,4,DRI2000-048,6,64.82,388.92,$43.46,128.16
28978,5,LOC60-069,6,32.58,195.48,21.71,65.22
28978,6,CABsize4-075,10,$8.61,86.1,5.12,34.9
26565,1,HEX2000-093,2,29.06,58.12,$15.71,26.7
26565,2,HN-789,200,21.32,4264.0,$14.60,1344.0
26565,3,FLA1213-026,200,20.94,4188.0,$13.17,
26565,4,DRIsize6-105,12,$19.13,229.56,$10.34,105.48
26565,5,NITM12-036,6,19.58,117.48,$12.01,45.42
26622,1,ANCsize6-005,1,184.06,184.06,115.33,68.73
26565,6,FLA3410-112,4,16.72,66.88,10.58,24.56
,7,HEX1420-014,10,29.21,292.1,22.13,70.8
26049,1,FLA50-065,12,$16.51,198.12,$12.14,52.44
26049,2,NIT1000-088,25,22.03,550.75,12.59,236.0
26049,3,CUT2000-023,10,99.88,998.8,58.75,411.3
26049,4,FLAM6-031,1,$10.16,10.16,$7.36,2.8
26049 ,5,LOCsize8-120,2,42.19,84.38,26.7,30.98
26049,,6308-882,2,$21.90,43.8,14.9,14.0
21385,1,CUTM12-054,200,$66.72,13344.0,48.77,3590.0
21014,2,LOCsize8-120,6,34.6,207.6,26.7,47.4
29407,1,HOSsize8-128,,$41.76,1044.0,23.89,446.75
24993,1,NIT1375-106,25,$18.19,,11.97,
24993,2,LOC5811-099,200,$23.91,4782.0,13.36,2110.0
24993,3,SOC1375-113 ,200,42.77,8554.0,22.75,4004.0
24993,4,LOC5811-099,12,23.91,286.92,13.36,126.6
28496,2,HEX3410-042,2,$76.66,153.32,44.58,64.16
24993,5,HEX60-080,50,41.59,2079.5,$22.36,961.5
24993,6,HEXM10-116,10,$69.96,699.6,38.02,319.4
24993,7,CAB1420-125,100,$9.72,972.0,$5.46,426.0
24993,8,DRIsize6-105,4,16.45,65.8,10.34,24.44
20208,1,SOC1375-113,4,38.49,153.96,$22.75,62.96
20208,2,DRI2000-004,25,67.01,1675.25,$45.12,547.25
20208,3,HEXM10-116,10,$62.96,629.6,38.02,249.4
20208,4,BRG-6205,12,7.63,91.56,5.2,29.16
20208,5,LOC2000-115,50,$10.10,505.0,8.31,89.5
26894,1,CUTM12-054,2,66.72,133.44,48.77,35.9
26894,2,CUTM12-054,6,66.72,400.32,48.77,107.7
26894,3,HHCS-254,50,38.7,1935.0,29.1,480.0
26894,4,DRI2000-048,10,$64.82,648.2,43.46,213.6
26894,6,SOC1250-123 ,12,$109.95 ,1319.4,69.72,482.76
26894,7,CUTM6-047,10,$69.49,694.9,$41.80,276.9
27096,1,LOC60-060,100,$5.41,541.0,3.18,223.0
27096,2,ABRsize8-032,10,37.94,379.4,28.88,90.6
25655,1,LOC1420-087,25,$32.07,801.75,22.41,241.5
25655,2,ABRM12-095,1,$31.77,31.77,$26.15,5.62
25655,3,ANCM8-001,1,138.21,138.21,100.37,37.84
25655,4,LOC60-076,6,25.09,150.54,17.87,43.32
28211,1,LOCM6-130,50,$23.36,1168.0,16.43,346.5
28211,2,LOCsize8-120,25,34.55,863.75,26.7,196.25
28211 ,3,CAB1250-008,12,38.86,466.32,$27.86,132.0
28211,4,FLA1420-090,12,$3.14,37.68,2.17,11.64
28211,5,ANC3410-034,1,$177.29,177.29,$115.20,62.09
28211,6,CUT1420-049,200,$43.83,8766.0,$26.61,3444.0
28211,1,ABRsize8-003,10,58.44,584.4,40.96,174.8
28211,2,HOSsize8-128,4,37.22,148.88,23.89,53.32
28211,3,BRG-6205-IMP,,$2.86,17.16,$1.85,6.06
26519,1,SOC51618-129,12,112.44,1349.28,$82.77,356.04
26519,2,DRI3410-068,6,39.99,239.94,$27.16,76.98
26519,3,SOCsize6-098,4,$111.64,446.56,69.54,168.4
26519,4,HEXM10-131,100,85.59,8559.0,$54.60,3099.0
26519,5,HEXM8-094,4,86.95,347.8,51.42,142.12
26519,6,HEX1420-014,6,$27.75,,$22.13,33.72
26519,7,FLA1420-002,12,29.66,355.92,$19.51,121.8
26519,8,ANC51618-020,1,153.11,153.11,111.15,41.96
20091,1,CABsize4-007,100,51.41,5141.0,$27.94,2347.0
20091,2,CUT1500-089,6,$73.40,440.4,52.43,125.82
20091,3,NIT80-132,200,25.22,5044.0,$13.63,2318.0
20091,4,DRI2000-004,4,74.45,297.8,45.12,117.32
21331,4,CUT1213-024,4,52.36,209.44,$32.87,77.96
20091,5,CAB5811-137,1,$26.96,26.96,15.32,11.64
20091,6,ABRsize8-032,200,$42.16,8432.0,28.88,2656.0
21410,1,FLAsize6-118,25,$9.18,229.5,$6.00,79.5
21410,2,ABRsize8-032,1,40.05,40.05,28.88,11.17
21410,3,LOCM6-130,4,24.66,98.64,16.43,32.92
21410,4,HOS1000-086,50,10.9,545.0,$7.96,147.0
21410,5,FLAM6-031,4,$9.65,38.6,$7.36,9.16
24388,1,DRISIZE4-077,100,$25.19,2519.0,20.09,510.0
24388,2,SOC1500-097,10,$124.54,1245.4,77.74,468.0
24388,3,LOC1250-102,10,$30.62,306.2,21.95,86.7
24388,4,FLA60-122,2,$23.40,46.8,18.44,9.92
24388,5,HOS1000-086,25,11.61,290.25,$7.96,91.25
24388,6,LOC60-060,10,$5.41,54.1,3.18,22.3
24388,7,CUT50-067 ,100,62.35,6235.0,$42.50,1985.0
20448,1,HEX1420-030,200,$27.07,5414.0,18.92,1630.0
20448,2,FLA1420-090,6,3.49,20.94,2.17,7.92
20448,3,LOC60-060,100,5.41,541.0,3.18,223.0
20448,4,SOCsize6-063,200,70.35,14070.0,46.81,4708.0
20448,5,HEX80-033,6,64.19,385.14,$47.23 ,101.76
29441,7,ABRsize6-012,1,79.34,79.34,57.08,22.26
27212,1,HOSM12-104,25,44.5,1112.5,$28.71,394.75
27212,2,ANC3410-074,5,217.62,1088.1,$118.92,493.5
27212,3,ANCM8-040,50,$39.41,1970.5,$29.41,500.0
27212,4,CUT80-015,25,74.13,1853.25,43.1,775.75
27212,6,HEXM12-056,2,$47.86,95.72,27.04,41.64
27212,7,HEX3410-042,6,$80.69,484.14,44.58,216.66
,8,BRG-6205,10,$8.48,84.8,$5.20,32.8
27648,1,FLAsize8-029,2,16.29,32.58,$11.17,10.24
27648,2,FLAsize6-134,50,4.54,227.0,2.8000000000000003,87.0
27648,3,SOC2000-071,200,$24.81,4962.0,15.49,1864.0
27648,4,DRI2000-048,100,$61.41,6141.0,$43.46,1795.0
27648,5,HEX1420-014,4,$26.29,105.16,22.13,16.64
27648,6,ANCM8-040,4,$35.47,141.88,29.41,24.24
27648,7,FLAM12-013,4,6.89,27.56,5.5,5.56
21272,4,HEXM10-131,10,81.08,,$54.60,264.8
27648 ,8,HOSsize8-114,1,$43.49,43.49,$37.17,6.32
23246,1,CUTsize8-078,200,97.12,19424.0,55.26,8372.0
28327,7,HOS1000-086,10,11.61,116.1,$7.96,36.5
23246,2,SOC51618-057,,65.8,131.6,52.870000000000005,25.86
23246,3,ABRM12-046,10,$99.22,992.2,$57.07,421.5
23246,4,CAB1420-125,200,$9.23,1846.0,5.46,754.0
23246,5,LOCM6-053,12,43.5,522.0,24.1,232.8
23246,6,DRI2000-048,1,64.82,64.82,$43.46,21.36
23246,,ANC51618-020,1,153.11,153.11,$111.15,41.96
23246,8,CUTM12-054,2,,133.44,48.77,35.9
25218,1,ABR50-010,,29.84,746.0,26.37,86.75
25218,2,LOCM6-053,50,37.55,1877.5,$24.10,672.5
25218,3,CUT1420-049,100,$39.93,3993.0,$26.61,1332.0
29441,1,SOC2000-071,25,$27.57,689.25,15.49,302.0
29441,2,,25,$16.25,406.25,11.21,126.0
29441,3,CUT60-119,25,41.09,1027.25,25.84,381.25
29441,4,DRIsize4-077 ,2,32.55,65.1,$20.09,24.92
29441,5,CAB1250-008,25,$43.18,1079.5,$27.86,383.0
29441,6,B62-454,12,26.42,317.04,17.85,102.84
29441,7,ABRsize6-012,1,79.34,79.34,57.08,22.26
27390,2,SOCM10-021,4,57.48,229.92,$52.31,20.68
27390,3,CUT1500-089,25,60.19,1504.75,52.43,194.0
27390,4,DRIsize4-077,100,$23.49 ,2349.0,$20.09,340.0
20328,6,NIT1375-106,200,18.19,3638.0,11.97,1244.0
27390,5,HEXsize8-000,25,$36.72,918.0,25.3,285.5
27390,6,DRI1500-016,200,$28.69,5738.0,22.87,1164.0
29959,2,ABR1250-018,100,$45.42,4542.0,32.56,1286.0
29959,3,CABsize4-075,2,$8.15,16.3,5.12,6.06
29959,4,,2,195.86,391.72,,153.88
29959,5,DRIsize6-105,6,$17.22,103.32,10.34,
29959,6,ABRM12-095,2,,63.54,$26.15,11.24
29959,,FLA1420-090,100,3.49,349.0,$2.17,132.0
29959,8,HOSsize6-084,6,14.62,87.72,11.21,20.46
20545,1,LOC1250-102,6,32.32,193.92,21.95,62.22
20545,2,HEX3410-042,2,76.66,153.32,$44.58 ,64.16
20545,3,SOCM10-021,4,66.59,266.36,52.31,57.12
20545,4,HOSsize6-103,25,14.58,364.5,10.450000000000001,103.25
20545,5,HEX60-055,100,24.9,2490.0,$19.51,539.0
20545,6,LOC5811-099,6,$22.71,136.26,13.36,56.1
20545,7,LOC60-060,6,5.71,34.26,3.18,15.18
20545,8,CABsize4-075,,8.61,86.1,5.12,34.9
25329,1,DRIM10-072,10,55.42,554.2,33.72,217.0
25329,3,HOSM12-104,12,$42.27,507.24,28.71,162.72
20451,1,FLA1420-090,2,3.69,7.38,2.17,3.04
29995,1,HOSM10-070,50,$15.60,780.0,11.82,189.0
29995,2,LOC3410-092,6,$32.48,194.88,$29.56 ,17.52
29995,3,HOSsize8-114 ,25,$39.62,990.5,$37.17,61.25
29995,4,CUT1420-049,50,$39.93,1996.5,$26.61,666.0
29995,5,FLA1420-002,10,$25.60,256.0,19.51,60.9
29995,6,CUT2000-023,50,$81.90,4095.0,58.75,1157.5
29995,7,FLA1420-002,25,25.6,640.0,19.51,152.25
29995,8,LOC2000-115,2,9.2,18.4,$8.31,1.78
24529,1,DRIsize6-110,,$54.17,5417.0,45.25,892.0
24529,2,CAB50-127,100,15.04,1504.0,12.31,273.0
24529,3,HHCS-254,10,33.41,334.1,29.1,43.1
24529,4,LOCM6-053,200,$33.80,6760.0,24.1,1940.0
24529,5,FLAM10-028,100,13.83,1383.0,$9.75,408.0
24529,6,DRIM10-072,12,47.84,574.08,33.72,169.44
24529,7,DRIsize6-110,100,54.17,5417.0,45.25,892.0
26619,1,DRIM12-083,200,$116.55,23310.0,64.39,10432.0
26619 ,2,CAB80-139,100,9.66,966.0,$7.26,240.0
26619,3,CAB50-127,25,18.34,458.5,12.31,150.75
26619,5,ANC3816-039,25,100.03,2500.75,62.910000000000004,
26661,1,6308-882,10,19.97,199.7,14.9,
,2,,4,$95.03,380.12,$62.91 ,128.48
26661,3,HEX1420-014,100,27.75,2775.0,$22.13,
26661,4,ABRsize8-032,25,40.05,1001.25,$28.88,279.25
27289,1,CAB1250-008,,$35.75,35.75,27.86,7.89
27289,2,SOC1375-113,4,$38.49 ,153.96,$22.75,62.96
27289,3,CUTM6-047,2,65.84,131.68,$41.80,48.08
25774,1,SOCsize6-098,4,$111.64,446.56,69.54,168.4
27289,4,CAB5811-137,1,$24.26,24.26,15.32,8.94
27289,5,HEX2000-093,100,$26.15,2615.0,$15.71,1044.0
27289,6,DRIM10-072,4,$52.51,210.04,$33.72,75.16
26102,1,FLA1420-002,1,31.22,31.22,19.51,11.71
28061,1,FLAM6-031,50,8.33,416.5,$7.36,48.5
28061,2,FLA1213-026,50,$17.17,858.5,13.17,200.0
28061,6,CUTM6-047,100,59.98,5998.0,41.800000000000004,1818.0
28061,7,CUTsize8-078,100,$83.83,8383.0,$55.26,2857.0
22053,1,ABRM12-095,10,$31.77,317.7,26.150000000000002,56.2
22053,2,FLAsize6-118,25,7.82,195.5,$6.00,45.5
22053,3,BRG-6205-IMP,6,$3.14,18.84,1.85,7.74
22053,4,ANC51618-019,,$81.18,16236.0,53.06,5624.0
22053,5,6308-882,,19.71,78.84,$14.90,19.24
22053,6,DRI3410-068,25,$37.89,947.25,27.16,268.25
22053,7,ANCM6-073,2,127.56,255.12,82.4,90.32
22053,8,CAB1250-008,6,38.86,233.16,27.86,66.0
28449 ,1,NIT1000-088,100,18.06,1806.0,12.59,547.0
28449,2,LOC2000-115,4,$9.20,36.8,8.31,3.56
28449,3,ABRM12-109,10,$109.27,1092.7,72.03,372.4
28449,4,LOCM10-085,100,11.27,1127.0,$9.35,192.0
28449,5,ABR1500-059,100,59.76,5976.0,$44.44,1532.0
28449,6,CUT80-015,6,60.79,364.74,$43.10,106.14
,7,CUT1420-049,2,36.74,73.48,26.61,20.26
28449,8,FLA60-122,4,$19.19,76.76,$18.44,3.0
24234,1,HEXsize8-101,100,74.6,7460.0,$52.13,2247.0
24234,2,SOC51618-129,4,$106.52,426.08,82.77,95.0
24708,2,HEXM8-094,25,$86.95,2173.75,51.42,888.25
24708,3,ANCsize6-005,2,184.06,368.12,115.33,137.46
24708,4,FLA3410-112,50,$15.88 ,794.0,10.58,265.0
27871,1,CUT3410-037,100,32.85,3285.0,$21.60,1125.0
25959,1,DRI3816-044,6,$72.53,435.18,51.33,127.2
25959,2,LOCsize4-081,25,14.19,354.75,9.5,117.25
27916,1,,2,116.55,233.1,$64.39,104.32
27916,,DRIM10-072,1,$58.34,58.34,33.72,24.62
27916,3,SOC51618-057 ,10,69.26,692.6,52.870000000000005,163.9
21032,5,FLAsize8-045,12,$22.04,264.48,$13.89,97.8
20712,1,SOC2000-025,10,24.93,249.3,$15.39,95.4
20712,2,ANC51618-020,1,145.05,145.05,$111.15,33.9
20712,3,HOSsize6-084,12,14.62,175.44,$11.21,40.92
22147,1,NIT1250-117,12,15.19,182.28,8.74,77.4
20712,4,ANCM6-043,10,107.61,,$66.43,411.8
20712,5,LOCM10-085,25,12.37,309.25,9.35,75.5
25879,1,HOSsize6-103,25,$15.19,379.75,10.450000000000001,118.5
25879,2,HOS1213-006,2,47.47,94.94,$37.01,20.92
28875,1,ABR50-010,2,34.57,69.14,26.37,16.4
25489,1,CUT60-119,50,36.98,1849.0,25.84,557.0
29123,1,SOC1250-011,4,93.14,372.56,$59.42,134.88
29123,2,FLA1420-002,200,28.18,5636.0,19.51,1734.0
29123,3,FLAM6-031,2,$9.65,19.3,7.36,4.58
29123,4,LOC60-069,12,31.28,375.36,21.71,114.84
29123,5,CUT80-015,12,70.42,845.04,43.1,327.84
29123,6,B62-454,4,$25.10,100.4,17.85,29.0
29123,7,HEX80-033,1,67.75,67.75,$47.23,20.52
28177,1,HOSM12-104,12,$40.05,480.6,28.71,136.08
28177,2,CAB5811-137,4,$24.26,97.04,$15.32,35.76
20328,1,HOSsize8-128,100,$45.39,4539.0,23.89,2150.0
20328,2,HOSsize8-128,25,45.39,1134.75,23.89,537.5
20328,3,LOC1250-102,2,$34.02,68.04,$21.95,24.14
20328,,,25,58.18,1454.5,$32.87,
20328,5,CUT80-015,,74.13,7413.0,$43.10,3103.0
20328,6,NIT1375-106,200,18.19,3638.0,11.97,1244.0
21896,1,LOCM6-130,200,24.66,4932.0,$16.43,1646.0
21896,2,ABR1500-059,4,$58.85,235.4,$44.44,57.64
27976,1,CUTsize8-078,25,$92.01,2300.25,55.26,918.75
27976,2,NIT80-132,4,22.7,90.8,13.63,36.28
27976,4,HEXM8-094,10,$82.38,823.8,$51.42 ,309.6
27976,5,SOC2000-071,100,24.81,2481.0,15.49,932.0
27976,6,ABRsize8-032,50,37.94,1897.0,28.88,453.0
21865,1,BRG-6205 ,6,$7.63,45.78,5.2,14.58
21865,2,HEX80-033,1,64.19,64.19,47.230000000000004,16.96
21865,3,FLAM10-028,6,$15.18,91.08,$9.75,32.58
23114,1,HEX3410-042,12,72.62,871.44,44.58,336.48
23114,2,LOC60-076,50,$25.09,1254.5,$17.87,361.0
23114,3,6308-882,200,19.71,3942.0,14.9,962.0
23114,4,DRI3816-044,4,72.53,290.12,51.33,84.8
23114,5,HEXM12-056,100,$43.07,4307.0,27.04,
23114,6,ANC3410-034,1,152.47,152.47,$115.20,37.27
23114,7,ANC3410-034,,152.47,152.47,115.2,37.27
27049,1,SOC1500-097,2,$113.47,226.94,$77.74,71.46
27049,2,B62-454,100,$21.66,2166.0,$17.85,381.0
27049 ,3,HEXM8-094,10,$75.05,750.5,51.42,236.3
27049,4,FLA50-065,10,12.73,127.3,12.14,5.9
22284,3,CUTM6-061,12,,495.6,32.44,106.32
27049,5,HEX1250-124,2,11.29,22.58,7.96,6.66
27049,6,HEX1420-014,2,$23.95,47.9,$22.13,3.64
27049,7,FLA50-065,100,$13.54,1354.0,12.14,140.0
27049,8,DRI2000-004,2,$61.05,122.1,45.12,31.86
28605,1,ANCsize6-005,1,$174.38,174.38,115.33,59.05
28605,2,CUT1500-089,,$66.06,396.36,52.43,81.78
,3,SOC51618-129,12,106.52,1278.24,82.77,285.0
21325,1,LOCM8-108,4,14.6,58.4,$7.98,26.48
21325,3,NIT1250-117,1,$15.99,15.99,$8.74,7.25
21325,4,HEXM8-094,200,$91.53,18306.0,51.42,8022.0
21325,5,SOC1500-097,1,$138.38,138.38,77.74,60.64
27942,1,CAB1420-107,2,42.62,85.24,28.41,28.42
27942,2,HEXM8-094,200,91.53,18306.0,51.42,8022.0
27942,3,HEXsize8-101,25,82.89,2072.25,52.13,769.0
27942,,ANC3816-039,100,100.03,10003.0,$62.91,3712.0
27942,5,HEX1420-030,,30.08,1504.0,$18.92,558.0
27942,6,SOC51618-057,10,69.26,692.6,52.870000000000005,
27942,7,LOCsize4-081,12,17.96,215.52,$9.50,101.52
27942,8,HEX1420-014,100,29.21,2921.0,$22.13,708.0
20696,2,DRIsize4-077,6,29.29,175.74,20.09,55.2
29071,1,LOC5811-099,200,$22.71,4542.0,13.36,1870.0
21122,1,FLA1213-026,50,18.85,942.5,13.17,284.0
21122,3,SOC1250-123,200,$104.17,20834.0,69.72,6890.0
21122,6,ANC51618-020,5,145.05,725.25,111.15,169.5
21122,7,LOC1420-087,6,$32.07,192.42,$22.41 ,57.96
28907,1,FLAM6-031 ,25,$9.14,228.5,7.36,44.5
28907,2,SOC51618-129,10,106.52,1065.2,82.77,237.5
28862,1,DRI3410-068,50,42.1,2105.0,27.16,747.0
23195,1,CAB1420-107,1,40.49,40.49,28.41,12.08
23195,3,ABRsize8-032,2,40.05,80.1,$28.88,22.34
23195,4,ANCM12-027,4,$65.06,260.24,51.49,54.28
23195,6,DRIsize6-105,4,18.17,72.68,$10.34,31.32
23195,7,NIT80-132,50,23.96,1198.0,13.63,
23195,8,ABRM12-109,50,126.6,6330.0,$72.03,2728.5
25519,1,LOCsize8-120,1,34.6,34.6,26.7,7.9
25519,2,ANC3816-039,100,82.02,8202.0,62.910000000000004,1911.0
25519,3,CUTM6-047,100,59.98,5998.0,$41.80,1818.0
25519,4,DRI1500-016,4,28.69,114.76,$22.87,23.28
25519 ,5,DRI3816-044,100,$66.08,6608.0,51.33,1475.0
25519,6,ANC51618-019,12,73.96,887.52,$53.06,250.8
25519,7,SOC51618-129,25,97.06,2426.5,82.77,357.25
25337 ,1,DRIM12-083,6,$110.72,664.32,$64.39,277.98
25337,2,ABRM12-095,12,$33.53,402.36,26.150000000000002,88.56
25337,3,LOCsize8-120,4,40.08,160.32,26.7,53.52
25337,4,ABR1250-018,6,47.95,287.7,32.56,92.34
24760,1,DRIsize4-077,4,30.92,123.68,$20.09,43.32
24760,2,CUT1420-049,4,46.27,185.08,$26.61,78.64
24760,3,LOC3410-092,1,$29.71,29.71,$29.56,0.15
24760,4,CAB1250-008,6,$41.02,246.12,27.86,78.96
,5,HOSsize6-084,4,15.44,61.76,$11.21,16.92
24760,6,CAB50-127,10,$17.42,174.2,12.31,51.1
24760 ,7,DRIsize6-110,1,62.76,62.76,45.25,17.51
24377,1,ANCM12-027,4,$56.15,224.6,51.49,18.64
24377,3,FLAsize6-134,4,4.13,16.52,$2.80,5.32
24377,4,HOS1000-086,6,10.58,63.48,$7.96,15.72
27976,1,HEX80-033,12,67.75,813.0,47.230000000000004,246.24
27976,2,ABR1250-018,10,47.95,479.5,32.56,
22178,1,HEX60-080,4,34.1,136.4,$22.36,46.96
22178,2,ABRM8-051,4,34.14,136.56,$28.33,23.24
22178,4,CUT1420-049 ,200,39.93,7986.0,26.61,2664.0
22178,5,ABR50-010,4,$29.84,119.36,$26.37,13.88
22178,6,FLA1420-090,25,,74.0,$2.17,19.75
22178,7,HEX1420-014,25,$23.95,598.75,22.13,45.5
22178,8,,2,56.15,112.3,51.49,9.32
21272,1,DRIM12-083,,$104.89,209.78,$64.39,81.0
21272,2,FLA1375-009,4,$10.85,43.4,$6.70 ,16.6
21272,3,LOCM6-053,6,$41.21,247.26,24.1,102.66
21272,4,HEXM10-131,10,81.08,,$54.60,264.8
21272,6,HEX1250-124,100,12.39,1239.0,$7.96,443.0
21272,7,FLA1420-090,2,$3.49,6.98,$2.17,2.64
29124,1,FLAsize8-045,200,22.04,4408.0,$13.89,1630.0
29124,2,LOCM8-108,2,$13.87,27.74,7.98,11.78
29124,3,SOC2000-025,12,$24.47,293.64,$15.39,108.96
29124,4,CUT5811-066,100,59.67,5967.0,38.77,2090.0
29124,5,CUTM6-041,100,$68.68,6868.0,$51.28,1740.0
29124,6,HOSsize6-084,50,$15.44,772.0,$11.21,211.5
29124,8,HOSsize8-128,1,43.12,43.12,23.89,19.23
20379,1,HOSsize8-114,1,48.32,48.32,$37.17,11.15
20379,2,DRIM12-083,2,116.55,233.1,64.39,104.32
20379,3,FLA50-065,100,16.51,1651.0,$12.14,437.0
20379,4,SOC1250-011,4,$92.16,368.64,59.42,130.96
20379,5,FLA1375-009,12,$12.06,144.72,6.7,64.32
20379,6,DRI2000-048,2,$68.23,136.46,$43.46,49.54
20379,7,CUT3816-058,6,53.48,320.88,34.730000000000004,112.5
29409,1,BRG-6205-IMP,100,$2.86,286.0,1.85,101.0
29409,2,HEX3410-042,10,$66.17,661.7,$44.58,215.9
29409,3,,,$53.95,539.5,,10.8
29916,1,LOCM6-130,50,$24.66,1233.0,$16.43,411.5
29916,2,ABRSIZE8-032,25,40.05,1001.25,$28.88,279.25
29916,3,FLAsize6-118 ,2,$9.18,18.36,6.0,6.36
29916,4,CUTM12-054,50,66.72,3336.0,48.77,897.5
29916,5,CABsize8-111,12,20.52,246.24,$13.25,87.24
28130,1,LOC60-069,10,$32.58,325.8,$21.71,108.7
28130,2,ANC3816-039,10,$95.03,950.3,62.910000000000004,321.2
28130,3,LOCM6-053,2,43.5,87.0,24.1,38.8
28130,4,DRI1500-016,4,$33.24,132.96,22.87,41.48
28192,3,LOCM10-085,2,11.27,22.54,9.35,3.84
28130,5,SOC51618-057,4,$65.80,263.2,52.870000000000005,51.72
28130,6,ANCM10-050,200,28.25,5650.0,$18.82,1886.0
28130,7,HOSsize8-128,10,$43.12,431.2,23.89,192.3
21576,,LOC1250-102,10,34.02,340.2,21.95,120.7
29663,2,SOCsize6-098,2,$105.77,211.54,$69.54,72.46
29663,3,ABRsize6-012,10,71.41,714.1,57.08,143.3
29663,4,ABR1250-018,50,$45.42,2271.0,32.56,643.0
29663,5,HEX1250-124,200,$12.39,2478.0,$7.96,886.0
29663,6,FLAM6-031,2,$9.14,18.28,$7.36,3.56
29663,7,FLA50-065,4,14.86,59.44,12.14,10.88
22801,1,FLAsize6-134,50,$4.79,239.5,2.8000000000000003,
22801,2,ABR50-010,100,$34.57,3457.0,$26.37,820.0
22801,3,ANCM8-001,1,145.89,145.89,100.37,45.52
22801,4,HEXsize8-000,10,42.54,425.4,25.3,172.4
22801 ,5,HEXM12-056,1,$45.47,45.47,27.04,18.43
22801,6,CUT3816-058,2,50.81,101.62,34.730000000000004,32.16
29050,3,ABRM8-051,4,42.58,170.32,$28.33,57.0
20357,2,CUT3816-058,25,50.81,1270.25,,402.0
22801,7,FLA60-122,100,24.7,2470.0,$18.44,626.0
27049,1,SOC1500-097,2,$113.47,226.94,$77.74,71.46
20357,1,HEXM8-094,6,70.48,422.88,51.42,114.36
20357,2,CUT3816-058,25,50.81,1270.25,,402.0
20357,3,ANC51618-020,1,$153.11,,$111.15,41.96
20357,5,DRI3410-068,200,39.99,7998.0,$27.16,2566.0
27761,7,LOC3410-096,2,39.1,78.2,27.93,22.34
29220,1,HEX1250-124,4,13.77,55.08,7.96,23.24
29220,2,HOSsize8-114,50,48.32,2416.0,37.17,557.5
29220,3,ANC3410-034,,196.99,393.98,115.2,163.58
29220,4,DRIsize6-110,25,66.06,1651.5,$45.25 ,520.25
29220,5,ANC80-062 ,1,$193.93,193.93,118.25,75.68
29220,6,LOCsize8-120,6,$42.19,253.14,26.7,92.94
29220,8,CUT1213-024,25,58.18,1454.5,$32.87,632.75
28229,1,6308-882,25,21.9,547.5,14.9,175.0
28763,1,ABRM8-051,10,44.94,449.4,28.330000000000002,166.1
28229,2,FLASIZE6-134,6,5.04,30.24,2.8000000000000003,13.44
28229,4,DRISIZE6-110,2,66.06,132.12,45.25,41.62
28229,5,ABRsize6-012,1,$79.34,79.34,$57.08,22.26
28229,6,FLAsize6-134,12,5.04,60.48,2.8000000000000003,26.88
28229 ,7,HOSsize6-103,100,15.99,1599.0,10.450000000000001,554.0
27424,1,HEXM8-094,200,$75.05,15010.0,51.42,4726.0
27802,1,HN-789,200,$19.19,3838.0,14.6,918.0
27802,2,HEXM10-116,25,62.96,1574.0,$38.02 ,623.5
27802,3,HHCS-254,6,$36.67,220.02,29.1,45.42
27802,,HOSM12-104,4,$40.05 ,160.2,$28.71,45.36
27802,5,ANCM8-001,3,$138.21,414.63,$100.37,113.52
,1,ANC3816-039,1,95.03,95.03,62.910000000000004,
28103,2,B62-454,1,25.1,25.1,17.85,7.25
28103,3,CUTM6-047,6,69.49,416.94,$41.80,166.14
28103,4,FLA1375-009,4,$11.46,45.84,6.7,19.04
28103,5,FLAsize8-029,1,17.2,17.2,11.17,6.03
28103,6,CUTM12-054,50,66.72,3336.0,$48.77,897.5
28103,8,DRIsize8-138,200,63.43,,53.24,2038.0
23539,1,LOCM8-108,100,$13.14,1314.0,7.98,516.0
23539,2,HOSsize8-128,50,$40.85,2042.5,23.89,848.0
23539,3,CAB1250-008,2,$38.86,77.72,27.86,22.0
28344,2,ANCM10-050,10,$26.77,267.7,$18.82,79.5
23539,4,BRG-6205-IMP,12,2.7,32.4,$1.85,10.2
23539,5,ANCM10-050,10,26.77,267.7,18.82,79.5
23539,6,SOC1250-011,100,88.24,8824.0,$59.42,2882.0
