so_number,line,item_id,description,ordered_qty,uom,unit_price,extended_price,unit_cost_at_order,price_source,requested_date,promised_date,shipped_qty,line_status,ship_to_id
SO-26104,4,A-20087,Machined Housing M12,1,EA,507.98,507.98,333.06,Price List D,2025-05-01,2025-05-08,1,Shipped,NIC-CUST0003-S1
SO-26104,5,A-20030,Shaft Coupling M8,1,EA,223.49,223.49,176.98,Price List D,2025-04-16,2025-04-19,1,Shipped,NIC-CUST0003-S1
SO-26105,1,A-20038,Gearbox Sub-Assembly #80,3,EA,2830.97,8492.91,1997.97,Manual override,2025-05-16,2025-05-16,3,Shipped,NIC-CUST0013-S1
SO-26105,2,A-20093,Gearbox Sub-Assembly M12,3,EA,3372.79,10118.37,2017.22,Price List B,2025-04-23,2025-04-23,3,Shipped,NIC-CUST0013-S1
SO-26106,1,A-20038,Gearbox Sub-Assembly #80,1,EA,2823.13,2823.13,1997.97,Price List C,2026-01-16,2026-01-16,1,Shipped,NIC-CUST0002-S1
SO-26106,2,A-20039,Shaft Coupling 1.000,1,EA,617.57,617.57,415.87,Price List C,2026-02-01,2026-02-01,1,Shipped,NIC-CUST0002-S1
SO-26107,1,A-20043,Gearbox Sub-Assembly 1.000,1,EA,2081.52,2081.52,1336.88,Price List C,2025-12-04,2025-12-04,1,Shipped,NIC-CUST0025-S1
SO-26107,2,A-20110,Gearbox Sub-Assembly 2.000,2,EA,4450.9,8901.8,2979.18,Price List C,2025-11-22,2025-11-22,2,Shipped,NIC-CUST0025-S1
SO-26107,3,A-20090,Machined Housing 1.250,5,EA,1212.24,6061.2,821.3000000000001,Price List C,2025-12-14,2025-12-17,5,Shipped,NIC-CUST0025-S1
SO-26108,1,A-20077,Machined Housing 1.250,1,EA,1231.46,1231.46,869.98,Price List B,2025-08-02,2025-08-02,1,Shipped,NIC-CUST0013-S1
SO-26109,1,A-20039,Shaft Coupling 1.000,5,EA,631.29,3156.45,415.87,Manual override,2025-09-17,2025-09-20,5,Shipped,NIC-CUST0022-S1
SO-26109,2,A-20110,Gearbox Sub-Assembly 2.000,1,EA,4945.44,4945.44,2979.18,Price List A,2025-09-22,2025-09-29,1,Shipped,NIC-CUST0022-S1
SO-26109,3,A-20043,Gearbox Sub-Assembly 1.000,1,EA,2312.8,2312.8,1336.88,Price List A,2025-09-11,2025-09-18,1,Shipped,NIC-CUST0022-S1
SO-26110,1,A-20040,Machined Housing #60,1,EA,226.29,226.29,210.93,NIC-CPA005,2026-02-24,2026-02-24,0,Open,NIC-CUST0004-S1
SO-26111,1,A-20002,Gearbox Sub-Assembly 3/8-16,2,EA,2106.11,4212.22,1931.15,Price List D,2025-04-26,2025-04-27,2,Shipped,NIC-CUST0040-S1
SO-26111,2,A-20078,Machined Housing 3/8-16,1,EA,969.46,969.46,704.75,NIC-CPA021,2025-04-18,2025-04-19,1,Shipped,NIC-CUST0040-S1
SO-26111,3,A-20043,Gearbox Sub-Assembly 1.000,2,EA,1763.75,3527.5,1336.88,Manual override,2025-04-15,2025-04-15,2,Shipped,NIC-CUST0040-S1
SO-26111,4,A-20002,Gearbox Sub-Assembly 3/8-16,1,EA,2106.11,2106.11,1931.15,Price List D,2025-04-07,2025-04-14,1,Shipped,NIC-CUST0040-S1
SO-26111,5,A-20063,Gearbox Sub-Assembly 5/8-11,5,EA,1632.39,8161.95,1372.91,Price List D,2025-04-19,2025-04-26,5,Shipped,NIC-CUST0040-S1
SO-26112,1,A-20040,Machined Housing #60,1,EA,282.86,282.86,210.93,Price List C,2026-02-09,2026-02-16,1,Shipped,NIC-CUST0034-S1
SO-26112,2,A-20093,Gearbox Sub-Assembly M12,3,EA,3195.28,9585.84,2017.22,Price List C,2026-02-01,2026-02-08,3,Shipped,NIC-CUST0034-S1
SO-26112,3,A-20107,Gearbox Sub-Assembly M12,5,EA,3339.95,16699.75,2631.9500000000003,Price List C,2026-02-01,2026-02-01,5,Shipped,NIC-CUST0034-S1
SO-26112,4,A-20034,Shaft Coupling M10,1,EA,140.27,140.27,111.33,Price List C,2026-01-28,2026-01-29,1,Shipped,NIC-CUST0034-S1
SO-26112,5,A-20043,Gearbox Sub-Assembly 1.000,3,EA,2081.52,6244.56,1336.88,Price List C,2026-02-04,2026-02-04,3,Shipped,NIC-CUST0034-S1
SO-26113,1,A-20097,Machined Housing #80,1,EA,342.03,342.03,246.81,Price List D,2025-06-25,2025-06-25,1,Shipped,NIC-CUST0014-S1
SO-26113,2,A-20076,Gearbox Sub-Assembly 1.375,2,EA,1094.03,2188.06,721.1800000000001,Price List D,2025-06-15,2025-06-15,2,Shipped,NIC-CUST0014-S1
SO-26113,3,A-20053,Machined Housing #50,3,EA,764.38,2293.14,695.65,Price List D,2025-07-10,2025-07-13,3,Shipped,NIC-CUST0014-S1
SO-26113,4,A-20072,Machined Housing 1.250,5,EA,442.24,2211.2,402.48,Price List D,2025-06-14,2025-06-14,5,Shipped,NIC-CUST0014-S1
SO-26114,1,A-20063,Gearbox Sub-Assembly 5/8-11,2,EA,1632.39,3264.78,1372.91,Price List D,2026-01-11,2026-01-14,2,Shipped,NIC-CUST0014-S1
SO-26114,2,A-20039,Shaft Coupling 1.000,3,EA,562.68,1688.04,415.87,Price List D,2025-12-22,2025-12-23,3,Shipped,NIC-CUST0014-S1
SO-26114,3,A-20033,Shaft Coupling 2.000,1,EA,439.23,439.23,328.62,Price List D,2025-12-29,2025-12-29,1,Shipped,NIC-CUST0014-S1
SO-26115,1,A-20063,Gearbox Sub-Assembly 5/8-11,1,EA,1632.39,1632.39,1372.91,Price List D,2025-07-20,2025-07-20,1,Shipped,NIC-CUST0040-S1
SO-26115,2,A-20013,Shaft Coupling 5/8-11,3,EA,188.86,566.58,162.20000000000002,Price List D,2025-07-27,2025-08-03,3,Shipped,NIC-CUST0040-S1
SO-26115,3,A-20039,Shaft Coupling 1.000,1,EA,562.68,562.68,415.87,Price List D,2025-08-02,2025-08-03,1,Shipped,NIC-CUST0040-S1
SO-26115,4,A-20093,Gearbox Sub-Assembly M12,5,EA,2911.25,14556.25,2017.22,Price List D,2025-08-05,2025-08-05,5,Shipped,NIC-CUST0040-S1
SO-26115,5,A-20043,Gearbox Sub-Assembly 1.000,5,EA,1896.5,9482.5,1336.88,Price List D,2025-07-24,2025-07-24,5,Shipped,NIC-CUST0040-S1
SO-26116,1,A-20053,Machined Housing #50,3,EA,764.38,2293.14,695.65,Price List D,2025-06-12,2025-06-12,3,Shipped,NIC-CUST0037-S1
SO-26116,2,A-20022,Machined Housing 1.500,2,EA,179.24,358.48,155.41,Manual override,2025-05-26,2025-06-02,2,Shipped,NIC-CUST0037-S1
SO-26116,3,A-20072,Machined Housing 1.250,2,EA,442.24,884.48,402.48,Price List D,2025-06-14,2025-06-17,2,Shipped,NIC-CUST0037-S1
SO-26117,1,A-20043,Gearbox Sub-Assembly 1.000,1,EA,2197.16,2197.16,1336.88,Price List B,2025-10-31,2025-11-03,1,Shipped,NIC-CUST0035-S1
SO-26118,1,A-20065,Machined Housing M6,5,EA,1019.84,5099.2,798.0,Price List C,2025-08-29,2025-08-29,5,Shipped,NIC-CUST0025-S1
SO-26118,2,A-20092,Gearbox Sub-Assembly 2.000,1,EA,2327.67,2327.67,1915.78,Price List C,2025-09-04,2025-09-04,1,Shipped,NIC-CUST0025-S1
SO-26118,3,A-20077,Machined Housing 1.250,1,EA,1166.64,1166.64,869.98,Price List C,2025-09-16,2025-09-17,1,Shipped,NIC-CUST0025-S1
SO-26118,4,A-20022,Machined Housing 1.500,1,EA,202.81,202.81,155.41,Price List C,2025-09-04,2025-09-04,1,Shipped,NIC-CUST0025-S1
SO-26118,5,A-20114,Shaft Coupling 3/8-16,3,EA,398.6,1195.8,244.69,Price List C,2025-09-12,2025-09-19,0,Open,NIC-CUST0025-S1
SO-26119,1,A-20087,Machined Housing M12,5,EA,507.98,2539.9,333.06,Price List D,2026-04-11,2026-04-11,0,Backordered,NIC-CUST0003-S1
SO-26119,2,A-20090,Machined Housing 1.250,5,EA,1104.48,5522.4,821.3000000000001,Price List D,2026-04-06,2026-04-06,0,Open,NIC-CUST0003-S1
SO-26120,1,A-20034,Shaft Coupling M10,1,EA,127.81,127.81,111.33,Price List D,2026-03-18,2026-03-21,1,Shipped,NIC-CUST0040-S1
SO-26120,2,A-20013,Shaft Coupling 5/8-11,1,EA,183.19,183.19,162.20000000000002,Manual override,2026-03-21,2026-03-24,1,Shipped,NIC-CUST0040-S1
SO-26120,3,A-20087,Machined Housing M12,5,EA,507.98,2539.9,333.06,Price List D,2026-04-03,2026-04-03,0,Backordered,NIC-CUST0040-S1
SO-26121,1,A-20034,Shaft Coupling M10,1,EA,140.27,140.27,111.33,Price List C,2025-09-16,2025-09-16,1,Shipped,NIC-CUST0007-S1
SO-26121,2,A-20031,Shaft Coupling M10,1,EA,212.2,212.2,128.84,Price List C,2025-09-03,2025-09-03,1,Shipped,NIC-CUST0007-S1
SO-26121,3,A-20058,Shaft Coupling size 6,1,EA,387.48,387.48,254.75,Price List C,2025-09-11,2025-09-11,1,Shipped,NIC-CUST0007-S1
SO-26122,1,A-20022,Machined Housing 1.500,2,EA,184.78,369.56,155.41,Price List D,2025-11-06,2025-11-07,2,Shipped,NIC-CUST0015-S1
SO-26122,2,A-20114,Shaft Coupling 3/8-16,3,EA,363.17,1089.51,244.69,Price List D,2025-11-05,2025-11-05,3,Shipped,NIC-CUST0015-S1
SO-26122,3,A-20092,Gearbox Sub-Assembly 2.000,1,EA,2120.77,2120.77,1915.78,Price List D,2025-11-10,2025-11-10,1,Shipped,NIC-CUST0015-S1
SO-26122,4,A-20082,Machined Housing #60,1,EA,1159.17,1159.17,841.44,Manual override,2025-11-20,2025-11-20,1,Shipped,NIC-CUST0015-S1
SO-26123,1,A-20087,Machined Housing M12,2,EA,619.49,1238.98,333.06,Price List A,2025-09-26,2025-09-26,2,Shipped,NIC-CUST0006-S1
SO-26123,2,A-20043,Gearbox Sub-Assembly 1.000,1,EA,2312.8,2312.8,1336.88,Price List A,2025-10-05,2025-10-05,1,Shipped,NIC-CUST0006-S1
SO-26124,1,A-20034,Shaft Coupling M10,5,EA,127.81,639.05,111.33,Price List D,2025-11-15,2025-11-18,5,Shipped,NIC-CUST0040-S1
SO-26124,2,A-20072,Machined Housing 1.250,1,EA,442.24,442.24,402.48,Price List D,2025-12-05,2025-12-08,1,Shipped,NIC-CUST0040-S1
SO-26125,1,A-20030,Shaft Coupling M8,5,EA,245.3,1226.5,176.98,Price List C,2025-07-15,2025-07-18,5,Shipped,NIC-CUST0007-S1
SO-26125,2,A-20090,Machined Housing 1.250,2,EA,1212.24,2424.48,821.3000000000001,Price List C,2025-08-02,2025-08-02,2,Shipped,NIC-CUST0007-S1
SO-26126,1,A-20107,Gearbox Sub-Assembly M12,5,EA,3711.05,18555.25,2631.9500000000003,Price List A,2026-02-07,2026-02-07,5,Shipped,NIC-CUST0023-S1
SO-26126,2,A-20110,Gearbox Sub-Assembly 2.000,1,EA,4945.44,4945.44,2979.18,Price List A,2026-02-07,2026-02-07,1,Shipped,NIC-CUST0023-S1
SO-26126,3,A-20110,Gearbox Sub-Assembly 2.000,3,EA,4945.44,14836.32,2979.18,Price List A,2026-01-30,2026-02-06,3,Shipped,NIC-CUST0023-S1
SO-26127,1,A-20033,Shaft Coupling 2.000,3,EA,408.48,1225.44,328.62,Manual override,2026-02-06,2026-02-06,3,Shipped,NIC-CUST0011-S1
SO-26128,1,A-20107,Gearbox Sub-Assembly M12,2,EA,3339.95,6679.9,2631.9500000000003,Price List C,2026-02-12,2026-02-12,2,Shipped,NIC-CUST0007-S1
SO-26128,2,A-20022,Machined Housing 1.500,2,EA,202.81,405.62,155.41,Price List C,2026-01-30,2026-02-06,2,Shipped,NIC-CUST0007-S1
SO-26128,3,A-20101,Gearbox Sub-Assembly 5/8-11,1,EA,3237.68,3237.68,2382.4,Price List C,2026-02-02,2026-02-02,1,Shipped,NIC-CUST0007-S1
SO-26128,4,A-20077,Machined Housing 1.250,3,EA,1166.64,3499.92,869.98,Price List C,2026-01-19,2026-01-26,0,Open,NIC-CUST0007-S1
SO-26129,1,A-20002,Gearbox Sub-Assembly 3/8-16,1,EA,2311.59,2311.59,1931.15,Price List C,2026-01-10,2026-01-10,0,Backordered,NIC-CUST0030-S1
SO-26129,2,A-20020,Shaft Coupling 5/8-11,1,EA,492.92,492.92,316.62,Manual override,2026-01-06,2026-01-13,1,Shipped,NIC-CUST0030-S1
SO-26129,3,A-20043,Gearbox Sub-Assembly 1.000,3,EA,2081.52,6244.56,1336.88,Price List C,2026-01-26,2026-01-26,3,Shipped,NIC-CUST0030-S1
SO-26129,4,A-20070,Gearbox Sub-Assembly 1.000,2,EA,2895.8,5791.6,1739.22,Price List C,2026-01-18,2026-01-18,2,Shipped,NIC-CUST0030-S1
SO-26130,1,A-20034,Shaft Coupling M10,2,EA,140.27,280.54,111.33,Price List C,2025-12-18,2025-12-21,2,Shipped,NIC-CUST0001-S1
SO-26131,1,A-20053,Machined Housing #50,2,EA,764.38,1528.76,695.65,Price List D,2025-08-04,2025-08-07,2,Shipped,NIC-CUST0003-S1
SO-26131,2,A-20020,Shaft Coupling 5/8-11,5,EA,482.91,2414.55,316.62,Price List D,2025-08-10,2025-08-17,5,Shipped,NIC-CUST0003-S1
SO-26131,3,A-20003,Gearbox Sub-Assembly 2.000,5,EA,2753.07,13765.35,2450.66,Price List D,2025-08-02,2025-08-05,5,Shipped,NIC-CUST0003-S1
SO-26131,4,A-20072,Machined Housing 1.250,5,EA,442.24,2211.2,402.48,Price List D,2025-08-11,2025-08-11,5,Shipped,NIC-CUST0003-S1
SO-26131,5,A-20082,Machined Housing #60,3,EA,1207.47,3622.41,841.44,Price List D,2025-08-09,2025-08-09,3,Shipped,NIC-CUST0003-S1
SO-26132,1,A-20097,Machined Housing #80,2,EA,396.25,792.5,246.81,Price List B,2025-11-01,2025-11-02,2,Shipped,NIC-CUST0035-S1
SO-26132,2,A-20101,Gearbox Sub-Assembly 5/8-11,3,EA,3417.55,10252.65,2382.4,Price List B,2025-11-18,2025-11-21,0,Open,NIC-CUST0035-S1
SO-26132,3,A-20020,Shaft Coupling 5/8-11,5,EA,559.46,2797.3,316.62,Price List B,2025-11-04,2025-11-04,5,Shipped,NIC-CUST0035-S1
SO-26133,1,A-20082,Machined Housing #60,5,EA,1325.27,6626.35,841.44,Price List C,2025-11-17,2025-11-24,0,Open,NIC-CUST0001-S1
SO-26133,2,A-20097,Machined Housing #80,1,EA,375.4,375.4,246.81,Price List C,2025-11-15,2025-11-15,1,Shipped,NIC-CUST0001-S1
SO-26134,1,A-20020,Shaft Coupling 5/8-11,2,EA,588.91,1177.82,316.62,Price List A,2025-08-01,2025-08-04,2,Shipped,NIC-CUST0023-S1
SO-26134,2,A-20078,Machined Housing 3/8-16,3,EA,1275.6,3826.8,704.75,Price List A,2025-07-26,2025-07-26,3,Shipped,NIC-CUST0023-S1
SO-26134,3,A-20087,Machined Housing M12,1,EA,619.49,619.49,333.06,Price List A,2025-07-16,2025-07-19,1,Shipped,NIC-CUST0023-S1
SO-26134,4,A-20087,Machined Housing M12,1,EA,619.49,619.49,333.06,Price List A,2025-07-21,2025-07-21,1,Shipped,NIC-CUST0023-S1
SO-26134,5,A-20002,Gearbox Sub-Assembly 3/8-16,3,EA,2568.43,7705.29,1931.15,Price List A,2025-07-30,2025-07-30,3,Shipped,NIC-CUST0023-S1
SO-26135,1,A-20076,Gearbox Sub-Assembly 1.375,1,EA,1090.02,1090.02,721.1800000000001,Manual override,2025-07-20,2025-07-23,1,Shipped,NIC-CUST0029-S1
SO-26135,2,A-20013,Shaft Coupling 5/8-11,3,EA,218.8,656.4,162.20000000000002,Price List B,2025-07-24,2025-07-25,3,Shipped,NIC-CUST0029-S1
SO-26135,3,A-20061,Shaft Coupling 2.000,5,EA,234.16,1170.8,175.52,Manual override,2025-07-24,2025-07-31,5,Shipped,NIC-CUST0029-S1
SO-26136,1,A-20072,Machined Housing 1.250,3,EA,512.35,1537.05,402.48,Price List B,2026-04-10,2026-04-17,0,Open,NIC-CUST0005-S1
SO-26136,2,A-20013,Shaft Coupling 5/8-11,1,EA,218.8,218.8,162.20000000000002,Price List B,2026-03-27,2026-03-27,1,Shipped,NIC-CUST0005-S1
SO-26136,3,A-20110,Gearbox Sub-Assembly 2.000,1,EA,4698.17,4698.17,2979.18,Price List B,2026-04-10,2026-04-10,0,Open,NIC-CUST0005-S1
SO-26137,1,A-20114,Shaft Coupling 3/8-16,5,EA,363.17,1815.85,244.69,Price List D,2025-08-01,2025-08-01,0,Open,NIC-CUST0008-S1
SO-26137,2,A-20039,Shaft Coupling 1.000,1,EA,562.68,562.68,415.87,Price List D,2025-07-31,2025-08-03,1,Shipped,NIC-CUST0008-S1
SO-26137,3,A-20003,Gearbox Sub-Assembly 2.000,2,EA,2753.07,5506.14,2450.66,Price List D,2025-07-17,2025-07-18,2,Shipped,NIC-CUST0008-S1
SO-26137,4,A-20097,Machined Housing #80,5,EA,342.03,1710.15,246.81,Price List D,2025-07-13,2025-07-13,5,Shipped,NIC-CUST0008-S1
SO-26137,5,A-20097,Machined Housing #80,5,EA,342.03,1710.15,246.81,Price List D,2025-07-25,2025-07-25,5,Shipped,NIC-CUST0008-S1
SO-26138,1,A-20087,Machined Housing M12,3,EA,619.49,1858.47,333.06,Price List A,2025-04-21,2025-04-22,3,Shipped,NIC-CUST0022-S1
SO-26138,2,A-20061,Shaft Coupling 2.000,1,EA,230.58,230.58,175.52,Manual override,2025-04-27,2025-04-27,0,Open,NIC-CUST0022-S1
SO-26138,3,A-20013,Shaft Coupling 5/8-11,3,EA,230.32,690.96,162.20000000000002,Price List A,2025-04-09,2025-04-10,3,Shipped,NIC-CUST0022-S1
SO-26139,1,A-20053,Machined Housing #50,3,EA,885.56,2656.68,695.65,Price List B,2026-01-12,2026-01-15,3,Shipped,NIC-CUST0026-S1
SO-26140,1,A-20101,Gearbox Sub-Assembly 5/8-11,2,EA,3597.42,7194.84,2382.4,Price List A,2025-10-14,2025-10-14,2,Shipped,NIC-CUST0033-S1
SO-26140,2,A-20092,Gearbox Sub-Assembly 2.000,5,EA,2586.3,12931.5,1915.78,Price List A,2025-10-17,2025-10-17,5,Shipped,NIC-CUST0033-S1
SO-26141,1,A-20065,Machined Housing M6,3,EA,929.19,2787.57,798.0,Price List D,2025-06-28,2025-06-28,3,Shipped,NIC-CUST0008-S1
SO-26141,2,A-20092,Gearbox Sub-Assembly 2.000,2,EA,2120.77,4241.54,1915.78,Price List D,2025-06-21,2025-06-24,2,Shipped,NIC-CUST0008-S1
SO-26141,3,A-20061,Shaft Coupling 2.000,1,EA,217.33,217.33,175.52,Price List D,2025-06-15,2025-06-15,1,Shipped,NIC-CUST0008-S1
SO-26141,4,A-20039,Shaft Coupling 1.000,1,EA,562.68,562.68,415.87,Price List D,2025-06-18,2025-06-18,1,Shipped,NIC-CUST0008-S1
SO-26142,1,A-20073,Machined Housing 1.500,2,EA,631.49,1262.98,496.53000000000003,Manual override,2025-08-17,2025-08-17,2,Shipped,NIC-CUST0008-S1
SO-26142,2,A-20073,Machined Housing 1.500,1,EA,671.8,671.8,496.53000000000003,Price List D,2025-08-03,2025-08-04,1,Shipped,NIC-CUST0008-S1
SO-26142,3,A-20033,Shaft Coupling 2.000,3,EA,439.23,1317.69,328.62,Price List D,2025-08-14,2025-08-14,3,Shipped,NIC-CUST0008-S1
SO-26142,4,A-20110,Gearbox Sub-Assembly 2.000,5,EA,4055.26,20276.3,2979.18,Price List D,2025-07-31,2025-08-01,5,Shipped,NIC-CUST0008-S1
SO-26142,5,A-20061,Shaft Coupling 2.000,2,EA,217.33,434.66,175.52,Price List D,2025-08-13,2025-08-16,2,Shipped,NIC-CUST0008-S1
SO-26143,1,A-20022,Machined Housing 1.500,1,EA,214.07,214.07,155.41,Price List B,2025-06-01,2025-06-01,1,Shipped,NIC-CUST0013-S1
SO-26143,2,A-20058,Shaft Coupling size 6,3,EA,409.0,1227.0,254.75,Price List B,2025-05-25,2025-05-25,3,Shipped,NIC-CUST0013-S1
SO-26143,3,A-20058,Shaft Coupling size 6,5,EA,392.64,1963.2,254.75,Manual override,2025-05-24,2025-05-24,5,Shipped,NIC-CUST0013-S1
SO-26144,1,A-20020,Shaft Coupling 5/8-11,1,EA,588.91,588.91,316.62,Price List A,2025-08-15,2025-08-22,1,Shipped,NIC-CUST0023-S1
SO-26145,1,A-20110,Gearbox Sub-Assembly 2.000,2,EA,4450.9,8901.8,2979.18,Price List C,2025-12-26,2025-12-27,2,Shipped,NIC-CUST0030-S1
SO-26145,2,A-20073,Machined Housing 1.500,3,EA,737.34,2212.02,496.53000000000003,Price List C,2025-12-28,2025-12-29,3,Shipped,NIC-CUST0030-S1
SO-26145,3,A-20040,Machined Housing #60,1,EA,282.86,282.86,210.93,Price List C,2025-12-26,2025-12-26,1,Shipped,NIC-CUST0030-S1
SO-26146,1,A-20022,Machined Housing 1.500,5,EA,214.07,1070.35,155.41,Price List B,2025-09-26,2025-09-29,5,Shipped,NIC-CUST0005-S1
SO-26146,2,A-20020,Shaft Coupling 5/8-11,3,EA,559.46,1678.38,316.62,Price List B,2025-09-29,2025-09-30,3,Shipped,NIC-CUST0005-S1
SO-26146,3,A-20065,Machined Housing M6,1,EA,1076.5,1076.5,798.0,Price List B,2025-09-23,2025-09-24,1,Shipped,NIC-CUST0005-S1
SO-26146,4,A-20022,Machined Housing 1.500,3,EA,214.07,642.21,155.41,Price List B,2025-09-29,2025-10-02,3,Shipped,NIC-CUST0005-S1
SO-26146,5,A-20107,Gearbox Sub-Assembly M12,1,EA,3525.5,3525.5,2631.9500000000003,Price List B,2025-09-16,2025-09-16,1,Shipped,NIC-CUST0005-S1
SO-26147,1,A-20101,Gearbox Sub-Assembly 5/8-11,1,EA,2949.88,2949.88,2382.4,Price List D,2025-09-14,2025-09-15,0,Open,NIC-CUST0003-S1
SO-26147,2,A-20101,Gearbox Sub-Assembly 5/8-11,5,EA,2772.89,13864.45,2382.4,Manual override,2025-09-07,2025-09-08,5,Shipped,NIC-CUST0003-S1
SO-26147,3,A-20020,Shaft Coupling 5/8-11,1,EA,482.91,482.91,316.62,Price List D,2025-09-15,2025-09-15,1,Shipped,NIC-CUST0003-S1
SO-26148,1,A-20034,Shaft Coupling M10,5,EA,140.27,701.35,111.33,Price List C,2026-01-22,2026-01-22,5,Shipped,NIC-CUST0007-S1
SO-26148,2,A-20033,Shaft Coupling 2.000,5,EA,409.77,2048.85,328.62,Manual override,2026-01-29,2026-01-29,5,Shipped,NIC-CUST0007-S1
SO-26149,1,A-20038,Gearbox Sub-Assembly #80,1,EA,2979.97,2979.97,1997.97,Price List B,2025-05-13,2025-05-13,1,Shipped,NIC-CUST0029-S1
SO-26150,1,A-20072,Machined Housing 1.250,1,EA,539.32,539.32,402.48,Price List A,2025-07-18,2025-07-19,1,Shipped,NIC-CUST0012-S1
SO-26150,2,A-20072,Machined Housing 1.250,1,EA,539.32,539.32,402.48,Price List A,2025-07-18,2025-07-18,1,Shipped,NIC-CUST0012-S1
SO-26150,3,A-20040,Machined Housing #60,2,EA,314.29,628.58,210.93,Price List A,2025-07-24,2025-07-24,2,Shipped,NIC-CUST0012-S1
SO-26150,4,A-20090,Machined Housing 1.250,5,EA,1346.93,6734.65,821.3000000000001,Price List A,2025-08-04,2025-08-04,5,Shipped,NIC-CUST0012-S1
SO-26151,1,A-20013,Shaft Coupling 5/8-11,3,EA,188.86,566.58,162.20000000000002,Price List D,2026-03-15,2026-03-22,3,Shipped,NIC-CUST0008-S1
SO-26152,1,A-20070,Gearbox Sub-Assembly 1.000,3,EA,3217.56,9652.68,1739.22,Price List A,2025-07-31,2025-07-31,3,Shipped,NIC-CUST0022-S1
SO-26152,2,A-20031,Shaft Coupling M10,1,EA,235.78,235.78,128.84,Price List A,2025-08-05,2025-08-05,1,Shipped,NIC-CUST0022-S1
SO-26152,3,A-20114,Shaft Coupling 3/8-16,1,EA,442.89,442.89,244.69,Price List A,2025-08-15,2025-08-15,1,Shipped,NIC-CUST0022-S1
SO-26152,4,A-20065,Machined Housing M6,1,EA,1076.5,1076.5,798.0,Manual override,2025-08-17,2025-08-17,1,Shipped,NIC-CUST0022-S1
SO-26153,1,A-20031,Shaft Coupling M10,2,EA,212.2,424.4,128.84,Price List C,2025-12-25,2025-12-26,2,Shipped,NIC-CUST0017-S1
SO-26153,2,A-20076,Gearbox Sub-Assembly 1.375,1,EA,1200.76,1200.76,721.1800000000001,Price List C,2025-12-24,2025-12-24,1,Shipped,NIC-CUST0017-S1
SO-26153,3,A-20114,Shaft Coupling 3/8-16,1,EA,350.77,350.77,244.69,Manual override,2025-12-05,2025-12-05,1,Shipped,NIC-CUST0017-S1
SO-26153,4,A-20002,Gearbox Sub-Assembly 3/8-16,3,EA,2311.59,6934.77,1931.15,Price List C,2025-12-22,2025-12-22,3,Shipped,NIC-CUST0017-S1
SO-26154,1,A-20076,Gearbox Sub-Assembly 1.375,2,EA,1094.03,2188.06,721.1800000000001,Price List D,2025-10-22,2025-10-22,2,Shipped,NIC-CUST0019-S1
SO-26154,2,A-20038,Gearbox Sub-Assembly #80,1,EA,2572.18,2572.18,1997.97,Price List D,2025-10-16,2025-10-16,1,Shipped,NIC-CUST0019-S1
SO-26154,3,A-20022,Machined Housing 1.500,5,EA,184.78,923.9,155.41,Price List D,2025-10-27,2025-10-27,5,Shipped,NIC-CUST0019-S1
SO-26155,1,A-20092,Gearbox Sub-Assembly 2.000,3,EA,2118.18,6354.54,1915.78,Manual override,2026-03-31,2026-04-03,0,Open,NIC-CUST0002-S1
SO-26155,2,A-20040,Machined Housing #60,1,EA,282.86,282.86,210.93,Price List C,2026-04-04,2026-04-04,0,Open,NIC-CUST0002-S1
SO-26155,3,A-20073,Machined Housing 1.500,1,EA,737.34,737.34,496.53000000000003,Price List C,2026-03-22,2026-03-22,1,Shipped,NIC-CUST0002-S1
SO-26156,1,A-20107,Gearbox Sub-Assembly M12,1,EA,3525.5,3525.5,2631.9500000000003,Price List B,2025-05-09,2025-05-12,1,Shipped,NIC-CUST0038-S1
SO-26156,2,A-20002,Gearbox Sub-Assembly 3/8-16,1,EA,2440.01,2440.01,1931.15,Price List B,2025-04-22,2025-04-22,1,Shipped,NIC-CUST0038-S1
SO-26156,3,A-20058,Shaft Coupling size 6,3,EA,409.0,1227.0,254.75,Price List B,2025-05-05,2025-05-05,3,Shipped,NIC-CUST0038-S1
SO-26157,1,A-20061,Shaft Coupling 2.000,1,EA,238.54,238.54,175.52,Price List C,2026-04-23,2026-04-24,0,Backordered,NIC-CUST0007-S1
SO-26158,1,A-20030,Shaft Coupling M8,1,EA,248.56,248.56,176.98,Manual override,2025-05-28,2025-05-28,1,Shipped,NIC-CUST0005-S1
SO-26158,2,A-20039,Shaft Coupling 1.000,2,EA,651.88,1303.76,415.87,Price List B,2025-06-10,2025-06-13,2,Shipped,NIC-CUST0005-S1
SO-26158,3,A-20031,Shaft Coupling M10,5,EA,223.99,1119.95,128.84,Price List B,2025-06-03,2025-06-10,5,Shipped,NIC-CUST0005-S1
SO-26158,4,A-20110,Gearbox Sub-Assembly 2.000,5,EA,4698.17,23490.85,2979.18,Price List B,2025-06-11,2025-06-11,0,Open,NIC-CUST0005-S1
SO-26158,5,A-20073,Machined Housing 1.500,1,EA,778.31,778.31,496.53000000000003,Price List B,2025-06-06,2025-06-09,1,Shipped,NIC-CUST0005-S1
SO-26159,1,A-20065,Machined Housing M6,1,EA,1019.84,1019.84,798.0,Price List C,2025-10-16,2025-10-17,1,Shipped,NIC-CUST0001-S1
