so_number,customer_id,customer_po_number,order_date,quote_id,sales_rep_id,entered_by,order_source,payment_terms,ship_via,freight_terms,order_total,credit_hold,order_status,invoiced
SO-26365,NIC-CUST0011,4500862774,2025-10-30,Q-26176,E070,E066,EDI 850,2% 10 Net 30,Company Truck,Prepaid & Add,3381.61,N,Closed,Y
SO-26366,NIC-CUST0018,PUR-784764,2026-02-26,Q-26177,E069,E065,Email,Net 45,FedEx Ground,Collect,16699.75,N,Open,N
SO-26367,NIC-CUST0021,4500829218,2025-09-06,Q-26178,E072,E064,EDI 850,Net 30,LTL - XPO,Prepaid & Add,155.86,N,Closed,Y
SO-26368,NIC-CUST0020,PUR-772111,2025-04-30,,E068,E068,Phone,Net 30,Customer Pickup,Prepaid,5560.52,N,Closed,Y
SO-26369,NIC-CUST0022,PO139905,2026-01-02,Q-26179,E070,E075,Phone,Net 30,LTL - Estes,Prepaid,5599.87,N,Closed,Y
SO-26370,NIC-CUST0015,PO155313,2026-03-25,Q-26180,E069,E073,Phone,Net 60,UPS Ground,Prepaid,1326.72,N,Open,N
SO-26371,NIC-CUST0005,4500393982,2025-06-23,,E072,E074,Email,Net 30,LTL - XPO,Collect,5945.42,N,Partially Shipped,Y
SO-26372,NIC-CUST0036,PUR-992911,2026-03-25,,E071,E073,Portal,Net 45,UPS Ground,Collect,25034.48,N,Open,N
SO-26373,NIC-CUST0009,P387271,2026-01-05,Q-26181,E064,E066,Phone,Net 45,LTL - Estes,Prepaid & Add,3751.5,N,Closed,Y
SO-26374,NIC-CUST0011,P349442,2025-07-01,Q-26182,E070,E073,Portal,2% 10 Net 30,Company Truck,Prepaid,15353.97,N,Partially Shipped,Y
SO-26375,NIC-CUST0020,PO192000,2025-10-07,Q-26183,E068,E067,Email,Net 30,Customer Pickup,Collect,12391.7,N,Closed,Y
SO-26376,NIC-CUST0034,PUR-927134,2026-03-21,Q-26184,E072,E068,EDI 850,Net 45,Customer Pickup,Prepaid,12962.69,N,Partially Shipped,Y
SO-26377,NIC-CUST0025,P985443,2025-05-03,,E066,E075,Portal,Net 60,FedEx Ground,Prepaid,9263.47,N,Closed,Y
SO-26378,NIC-CUST0035,4500719463,2025-10-25,,E070,E068,Phone,Net 30,Customer Pickup,Prepaid,14414.02,N,Partially Shipped,Y
SO-26379,NIC-CUST0019,4500535210,2026-01-27,Q-26185,E072,E068,Email,COD,LTL - Estes,Prepaid & Add,10165.17,N,Partially Shipped,Y
SO-26380,NIC-CUST0040,P105934,2025-05-15,Q-26186,E064,E064,Email,Net 30,FedEx Ground,Prepaid & Add,14578.6,N,Closed,Y
SO-26381,NIC-CUST0029,PUR-586671,2025-07-08,,E064,E073,Phone,Net 30,Customer Pickup,Prepaid & Add,7921.68,N,Closed,Y
SO-26382,NIC-CUST0023,4500474087,2025-10-22,,E067,E065,Portal,2% 10 Net 30,Customer Pickup,Prepaid & Add,2586.3,N,Closed,Y
SO-26383,NIC-CUST0001,PUR-596653,2026-01-25,Q-26187,E068,E065,Email,Net 30,Company Truck,Prepaid,24072.21,N,Partially Shipped,Y
SO-26384,NIC-CUST0033,4500431720,2025-07-25,Q-26188,E071,E068,Email,Net 30,LTL - XPO,Prepaid & Add,5042.55,N,Closed,Y
SO-26385,NIC-CUST0006,PO211303,2026-01-14,,E072,E066,Phone,Net 45,UPS Ground,Prepaid & Add,10082.3,N,Closed,Y
SO-26386,NIC-CUST0005,PO553246,2025-12-23,,E072,E073,Phone,Net 30,LTL - XPO,Prepaid & Add,7767.71,N,Closed,Y
SO-26387,NIC-CUST0006,PO107200,2026-02-25,,E072,E068,Email,Net 45,UPS Ground,Collect,6334.54,N,Partially Shipped,Y
SO-26388,NIC-CUST0021,P961946,2025-04-13,,E072,E067,Portal,Net 30,LTL - XPO,Prepaid,485.39,N,Closed,Y
SO-26389,NIC-CUST0040,PUR-375312,2025-11-12,,E064,E065,Email,Net 30,FedEx Ground,Prepaid & Add,1221.48,N,Closed,Y
SO-26390,NIC-CUST0017,P893995,2026-01-19,,E069,E073,Portal,Net 30,UPS Ground,Collect,10569.52,N,Partially Shipped,Y
SO-26391,NIC-CUST0036,PO801429,2025-11-08,,E071,E074,EDI 850,Net 45,UPS Ground,Prepaid,18511.39,N,Closed,Y
SO-26392,NIC-CUST0022,PO700060,2025-11-27,Q-26189,E070,E064,Email,Net 30,LTL - Estes,Collect,16485.42,N,Closed,Y
SO-26393,NIC-CUST0017,PO944505,2025-07-06,,E069,E073,EDI 850,Net 30,UPS Ground,Prepaid & Add,25353.73,N,Closed,Y
SO-26394,NIC-CUST0008,PUR-305125,2026-03-11,,E071,E067,Email,2% 10 Net 30,UPS Ground,Prepaid & Add,11372.13,N,Partially Shipped,Y
SO-26395,NIC-CUST0008,P820792,2025-10-03,,E071,E067,EDI 850,2% 10 Net 30,UPS Ground,Prepaid & Add,15050.41,N,Closed,Y
SO-26396,NIC-CUST0005,P487935,2025-10-02,,E072,E073,Email,Net 30,LTL - XPO,Prepaid & Add,3866.32,N,Partially Shipped,Y
SO-26397,NIC-CUST0005,PO650775,2026-01-18,,E072,E064,Portal,Net 30,LTL - XPO,Prepaid & Add,14496.86,N,Partially Shipped,Y
SO-26398,NIC-CUST0035,PO552156,2025-09-09,Q-26190,E070,E065,Email,Net 30,Customer Pickup,Prepaid,6072.78,N,Closed,Y
SO-26399,NIC-CUST0038,PO413925,2025-06-19,,E064,E074,Portal,Net 45,UPS Ground,Prepaid & Add,30485.3,N,Closed,Y
SO-26400,NIC-CUST0035,PO983102,2025-12-30,Q-26191,E070,E067,Phone,Net 30,Customer Pickup,Prepaid & Add,15683.87,N,Closed,Y
SO-26401,NIC-CUST0010,PO796545,2026-01-16,,E068,E066,Email,COD,UPS Ground,Prepaid,26915.64,N,Closed,Y
SO-26402,NIC-CUST0033,PUR-731905,2026-03-30,Q-26192,E071,E074,Portal,Net 30,LTL - XPO,Prepaid & Add,392.1,N,Open,N
SO-26403,NIC-CUST0003,PUR-613430,2025-10-31,,E067,E073,Email,Net 30,FedEx Ground,Collect,18863.72,N,Closed,Y
SO-26404,NIC-CUST0011,PUR-511351,2025-10-04,,E070,E065,Phone,2% 10 Net 30,Company Truck,Prepaid,23967.61,N,Closed,Y
SO-26405,NIC-CUST0008,4500792549,2025-04-30,Q-26193,E071,E067,Portal,2% 10 Net 30,UPS Ground,Prepaid & Add,966.7,Y,Closed,Y
SO-26406,NIC-CUST0017,PUR-756250,2025-08-28,,E069,E066,EDI 850,Net 30,UPS Ground,Prepaid & Add,2650.1,N,Closed,Y
SO-26407,NIC-CUST0035,P784319,2025-10-05,,E070,E067,Phone,Net 30,Customer Pickup,Collect,6245.79,N,Partially Shipped,Y
SO-26408,NIC-CUST0001,P161468,2026-01-30,,E068,E065,Phone,Net 30,Company Truck,Prepaid & Add,1431.06,N,Closed,Y
SO-26409,NIC-CUST0033,PO202938,2025-10-17,,E071,E075,Email,Net 30,LTL - XPO,Prepaid & Add,18467.28,N,Closed,Y
SO-26410,NIC-CUST0018,P385088,2025-04-14,,E069,E074,EDI 850,Net 45,FedEx Ground,Collect,38342.3,N,Partially Shipped,Y
SO-26411,NIC-CUST0003,PUR-679478,2025-10-15,,E067,E064,Phone,Net 30,FedEx Ground,Collect,20188.0,N,Partially Shipped,Y
SO-26412,NIC-CUST0022,P245169,2026-01-04,,E070,E066,Portal,Net 30,LTL - Estes,Collect,1877.01,N,Closed,Y
SO-26413,NIC-CUST0009,4500787735,2025-11-08,Q-26194,E064,E064,EDI 850,Net 45,LTL - Estes,Prepaid & Add,40118.15,N,Closed,Y
SO-26414,NIC-CUST0005,4500674155,2025-12-29,,E072,E066,Email,Net 30,LTL - XPO,Prepaid,30801.58,N,Closed,Y
SO-26415,NIC-CUST0015,P320235,2026-03-03,Q-26195,E069,E073,EDI 850,Net 60,UPS Ground,Prepaid & Add,2787.57,N,Closed,Y
SO-26416,NIC-CUST0018,PUR-542736,2026-02-23,,E069,E066,Phone,Net 45,FedEx Ground,Collect,7134.51,N,Closed,Y
SO-26417,NIC-CUST0036,4500166710,2025-09-13,,E071,E068,Phone,Net 45,UPS Ground,Prepaid & Add,5951.69,N,Closed,Y
SO-26418,NIC-CUST0026,PUR-963495,2025-05-16,,E066,E065,Portal,Net 60,Customer Pickup,Prepaid,3510.36,N,Closed,Y
SO-26419,NIC-CUST0031,PO406920,2025-05-29,Q-26196,E070,E066,EDI 850,2% 10 Net 30,LTL - XPO,Prepaid & Add,10676.76,N,Closed,Y
SO-26420,NIC-CUST0017,PUR-373625,2025-08-11,Q-26197,E069,E064,Email,Net 30,UPS Ground,Collect,3507.39,N,Closed,Y
