So Number,Line,Item Id,Description,Qty,Uom,Price,Extended Price,Cost,Price Source,Requested Date,Promised Date,Shipped Qty,Line Status,Ship To Id
SO-26267,4,CONV-1023,Conveyor Drive Package 3/4-10,2,EA,6175.79,12351.58,3652.15,Price List B,17-Oct-2025,10/18/2025,2,Shipped,KBD-CUST0006-S1 
SO-26268,1,TIMI-1000,Timing Belt 1.500,12,EA,56.02,672.24,43.53,Price List C,2025-10-03,2025-10-03,12,Shipped,KBD-CUST0028-S1
SO-26268,2,SPRO-1061,Sprocket #50,200,EA,109.19,21838.0,87.28,Price List C,2025-10-09,2025-10-09,200,Shipped,KBD-CUST0028-S1
SO-26268,3,AC-1048,AC Motor TEFC M6,5,EA,2072.83,10364.15,1745.47,Manual override,10/12/25 ,2025-10-12,5,Shipped,KBD-CUST0028-S1
SO-26268,4,AC-1085,AC Motor TEFC M6,1,EA,480.61,480.61,365.76,Price List C,2025-10-17,2025-10-20,1,Shipped,KBD-CUST0028-S1
SO-26268,5,GEAR-1073,Gear Reducer 5/16-18,2,EA,2397.63,4795.26,1938.75,Manual override,2025-10-03,2025-10-03,2,Shipped,KBD-CUST0028-S1
SO-26269,1,SKF-6205-2RS1,"Deep groove ball bearing 25x52x15, sealed",1,EA,4.19,4.19,3.55,Price List D,2025-07-27,2025-08-03,1,Shipped,KBD-CUST0014-S1
SO-26269,2,SPRO-1027,Sprocket 1/4-20,1,EA,83.76,83.76,77.98,Price List D,2025-07-06,2025-07-09,1,Shipped,KBD-CUST0014-S1
SO-26269,3,SHEA-1045,Sheave / Pulley M10,2,EA,58.65,117.3,47.68,Price List D,2025-07-16,2025-07-19,2,Shipped,KBD-CUST0014-S1
SO-26270,1,TIM-LM11949-LM11910,Tapered roller bearing set,6,EA,8.96,53.76,7.6,Price List C,2026-02-12,2026-02-19,6,Shipped,KBD-CUST0016-S1
SO-26270,2,SPRO-1087,Sprocket 1/2-13,10,EA,58.54,585.4,44.550000000000004,Price List C,2026-03-03,2026-03-06,10,Shipped,KBD-CUST0016-S1
SO-26270,3,SHEA-1068,Sheave / Pulley 1/4-20,5,EA,274.97,1374.85,180.78,Price List C,2026-02-16,2026-02-19,5,Shipped,KBD-CUST0016-S1
SO-26270,4,AC-1085,AC Motor TEFC M6,5,EA,480.61,2403.05,365.76,Price List C,2026-03-03,2026-03-03,5,Shipped,KBD-CUST0016-S1 
SO-26271,1,SHEA-1082,Sheave / Pulley 1/4-20,5,EA,317.24,1586.2,186.61,Price List A,2025-04-15,2025-04-22,0,Backordered,KBD-CUST0003-S1
SO-26271,2,CONV-1022,Conveyor Drive Package 1.375,5,EA,2929.51,14647.55,2154.05,Price List A,2025-05-04,05/07/25,5,Shipped,KBD-CUST0003-S1
SO-26272,1,SPRO-1041,Sprocket M6 ,1,EA,57.91,57.91,35.35,Price List C,2025-08-10,2025-08-17,1,Shipped,KBD-CUST0013-S1
SO-26272,2,SPRO-1009,Sprocket size 8,10,EA,38.43,384.3,24.54,Price List C,2025-08-02,"Aug 02, 2025",10,Shipped,KBD-CUST0013-S1
SO-26272,3,SHEA-1082,Sheave / Pulley 1/4-20,2,EA,285.52,571.04,186.61,Price List C,2025-08-07,2025-08-07,2,Shipped,KBD-CUST0013-S1
SO-26273,1,TIM-LM11949-LM11910,Tapered roller bearing set,100,EA,9.46,946.0,7.6,Price List B,03/21/26,2026-03-24,100,Shipped,KBD-CUST0032-S1
SO-26273,2,SHEA-1019,Sheave / Pulley M8,10,EA,166.09,1660.9,94.5,Price List B,2026-03-27,2026-03-27,10,Shipped,KBD-CUST0032-S1
SO-26273,3,SHEA-1003,Sheave / Pulley #50 ,1,EA,306.79,306.79,235.72,Price List B,29-Mar-2026,2026-03-29,0,Open,KBD-CUST0032-S1
SO-26273,4,DOD-TXT315,Torque-Arm II shaft-mount reducer 15:1,1,EA,1558.19,1558.19,1180.0,Price List B,2026-03-12,2026-03-12,1,Shipped,KBD-CUST0032-S1
SO-26273,5,SPRO-1061,Sprocket #50,25,EA,115.25,2881.25,87.28,Price List B,2026-03-26,2026-03-26,25,Shipped,KBD-CUST0032-S1
SO-26274,1,CONV-1042,Conveyor Drive Package 2.000,1,EA,6261.67,6261.67,5159.58,Price List D,05/25/2025,2025-06-01,1,Shipped,KBD-CUST0001-S1
SO-26275,1,GEAR-1067,Gear Reducer M6,3,EA,667.19,2001.57,498.09000000000003,Price List B,2025-10-20,2025-10-20,0,Open,KBD-CUST0006-S1
SO-26275,2,GEAR-1060,Gear Reducer #60,3,EA,4686.22,14058.66,3102.4300000000003,Price List B,2025-10-24,2025-10-31,3,Shipped,KBD-CUST0006-S1
SO-26275,3,SHEA-1028,Sheave / Pulley #80,1,EA,500.18,500.18,284.6,Price List B,2025-10-29,2025-10-29,0,Open,KBD-CUST0006-S1
SO-26275,4,SHEA-1019,Sheave / Pulley M8,100,EA,166.09,16609.0,94.5,Price List B,10/11/25,2025-10-11,100,Shipped,KBD-CUST0006-S1
SO-26276,1,CONV-1022,Conveyor Drive Package 1.375,5,EA,2783.03,13915.15,2154.05,Price List B,2025-10-10,2025-10-11,5,Shipped,KBD-CUST0027-S1
SO-26276,2,SPRO-1055,Sprocket #50,200,EA,37.11,7422.0,26.94,Price List B,2025-10-26,2025-10-26,200,Shipped,KBD-CUST0027-S1
SO-26276,3,DOD-TXT315,Torque-Arm II shaft-mount reducer 15:1,1,EA,1558.19,1558.19,1180.0,Price List B,2025-10-07,07-Oct-2025,1,Shipped,KBD-CUST0027-S1
SO-26277,1,SPRO-1078,Sprocket M6,12,EA,111.56,1338.72,69.25,Price List C,2025-06-11,2025-06-14,12,Shipped,KBD-CUST0025-S1
SO-26277,2,MOUN-1083,Mounted Ball Bearing Unit size 8,200,EA,124.81,24962.0,87.77,Price List C,2025-05-28,2025-05-28,200,Shipped,KBD-CUST0025-S1
SO-26277,3,MOUN-1031,Mounted Ball Bearing Unit 1.500,2,EA,45.85,91.7,38.78,Manual override,2025-06-21,2025-06-24,2,Shipped,KBD-CUST0025-S1
SO-26277,4,SKF-6308-2Z,"Deep groove ball bearing 40x90x23, shielded",25,EA,12.0,300.0,10.25,Price List C,2025-06-16,2025-06-17 ,25,Shipped,KBD-CUST0025-S1
SO-26278,1,ROLL-1053,Roller Chain ANSI #80,200,EA,129.24,25848.0,86.10000000000001,Price List B,2025-08-17,2025-08-17,200,Shipped,KBD-CUST0015-S1
SO-26278,2,MOUN-1083,Mounted Ball Bearing Unit size 8,200,EA,131.75,26350.0,87.77,Price List B,2025-08-21,2025-08-21,200,Shipped,KBD-CUST0015-S1
SO-26278,3,SHEA-1077,Sheave / Pulley #60,1,EA,114.3,114.3,67.98,Price List B,2025-08-26,2025-08-26,0,Backordered,KBD-CUST0015-S1
SO-26279,1,SHEA-1068,Sheave / Pulley 1/4-20,5,EA,290.24,1451.2,180.78,Price List B,2025-12-25,2025-12-25,5,Shipped,KBD-CUST0020-S1
SO-26279,2,MOUN-1008,Mounted Ball Bearing Unit #60,1,EA,115.94,115.94,71.79,Price List B,2026-01-09,2026-01-09,1,Shipped,KBD-CUST0020-S1
SO-26279,3,AC-1040,AC Motor TEFC #50,3,EA,845.29,2535.87,609.44,Price List B,2025-12-27,2026-01-03,3,Shipped,KBD-CUST0020-S1
SO-26279,4,SPRO-1047,Sprocket #80,25,EA,22.37,559.25,13.77,Price List B,2026-01-09,2026-01-09,25,Shipped,KBD-CUST0020-S1
SO-26279,5,TIM-LM11949-LM11910,Tapered roller bearing set,6,EA,9.46,56.76,7.6,Price List B,2025-12-24,2025-12-24,6,Shipped,KBD-CUST0020-S1
SO-26280,1,TIMI-1075,Timing Belt 1.000,4,EA,101.61,406.44,72.76,Price List B,2026-01-14,2026-01-15,4,Shipped,KBD-CUST0030-S1
SO-26280 ,2,TIMI-1032,Timing Belt size 6,6,EA,51.39,308.34,32.99,Price List B,2026-01-25,2026-01-26,6,Shipped,KBD-CUST0030-S1
SO-26280,3,ROLL-1044,Roller Chain ANSI #80,1,EA,212.87,212.87,140.68,Manual override,2026-01-18,2026-01-18,1,Shipped,KBD-CUST0030-S1
SO-26280,4,ROLL-1044,Roller Chain ANSI #80,3,EA,212.87,638.61,140.68,Manual override,2026-01-17,2026-01-24,3,Shipped,KBD-CUST0030-S1
SO-26281,1,SPRO-1004,Sprocket 3/8-16,2,EA,50.89,101.78,42.84,Price List C,2025-12-27,2025-12-27,2,Shipped,KBD-CUST0013-S1
SO-26281,2,SHEA-1072,Sheave / Pulley 3/8-16,2,EA,133.97,267.94,101.96000000000001,Price List C,2025-12-18,2025-12-19,2,Shipped,KBD-CUST0013-S1
SO-26281,3,SHEA-1019,Sheave / Pulley M8,200,EA,141.62,28324.0,94.5,Manual override,2025-12-25,2025-12-28,200,Shipped,KBD-CUST0013-S1
SO-26281,4,CONV-1051,Conveyor Drive Package 1/4-20,2,EA,5524.58,11049.16,4147.58,Price List C,2025-12-23,2025-12-26,2,Shipped,KBD-CUST0013-S1
SO-26282,1,ROLL-1021,Roller Chain ANSI 5/16-18,10,EA,146.77,1467.7,81.74,Price List B,2025-07-23,07/24/2025,10,Shipped,KBD-CUST0027-S1
SO-26282,2,CONV-1065,Conveyor Drive Package #80,2,EA,4551.33,9102.66,2903.56,Price List B,2025-07-21,2025-07-22,0,Open,KBD-CUST0027-S1
SO-26282,3,SHEA-1038,Sheave / Pulley 2.000,5,EA,482.49,2412.45,295.28000000000003,Price List B,2025-07-15,2025-07-15,5,Shipped,KBD-CUST0027-S1
SO-26283,1,DOD-TXT315,Torque-Arm II shaft-mount reducer 15:1,3,EA,1640.2,4920.6,1180.0,Price List A,2025-08-05,2025-08-05,3,Shipped,KBD-CUST0008-S1
SO-26284,1,AC-1006,AC Motor TEFC 1.250,2,EA,3707.1,7414.2,2130.52,Price List A,2025-09-07,2025-09-08,2,Shipped,KBD-CUST0008-S1
SO-26284,2,MOUN-1034,Mounted Ball Bearing Unit M12,2,EA,45.02,90.04,23.82,Price List A,2025-09-06,2025-09-09,2,Shipped,KBD-CUST0008-S1
SO-26284,3,CONV-1013,Conveyor Drive Package 1.500,5,EA,4415.38,22076.9,2336.18,Price List A,2025-09-16,2025-09-17,5,Shipped,KBD-CUST0008-S1
SO-26284,4,AC-1085,AC Motor TEFC M6,2,EA,534.01,1068.02,365.76,Price List A,2025-09-17,2025-09-24,2,Shipped,KBD-CUST0008-S1
SO-26284,5,SHEA-1072,Sheave / Pulley 3/8-16,1,EA,148.86,148.86,101.96000000000001,Price List A,09/10/2025,2025-09-13,0,Open,KBD-CUST0008-S1
SO-26285,1,CONV-1089,Conveyor Drive Package #60,1,EA,7409.9,7409.9,5864.59,Price List B,2026-03-10,2026-03-10,1,Shipped,KBD-CUST0032-S1
SO-26285,2,SPRO-1069,Sprocket #50,1,EA,192.46,192.46,115.11,Price List B,2026-03-15,2026-03-16,1,Shipped,KBD-CUST0032-S1
SO-26286,1,SPRO-1041,Sprocket M6,100,EA,64.34,6434.0,35.35,Price List A,03/01/26,2026-03-01,0,Open,KBD-CUST0024-S1
SO-26286,2,BRI-HHCS-0500-13-200-G8,"Hex head cap screw 1/2-13 x 2 Gr 8 yellow zinc, 50/bx",25,BX,63.1,1577.5,44.75,Price List A ,2026-02-22,2026-02-22,25,Shipped,KBD-CUST0024-S1
SO-26286,3,CONV-1039,Conveyor Drive Package 5/8-11,3,EA,9654.01,28962.03,7046.72,Price List A,2026-03-07,2026-03-14,3,Shipped,KBD-CUST0024-S1
SO-26286,4,CONV-1059,Conveyor Drive Package 1/4-20,1,EA,5540.44,5540.44,3693.63,Price List A,03/02/2026,2026-03-03,1,Shipped,KBD-CUST0024-S1
SO-26286,5,SHEA-1038,Sheave / Pulley 2.000,3,EA,507.88,1523.64,295.28000000000003,Price List A,2026-03-09,2026-03-12,0,Open,KBD-CUST0024-S1
SO-26287,1,SPRO-1061,Sprocket #50,25,EA,109.19,2729.75,87.28,Price List C,2025-09-23,2025-09-23,25,Shipped,KBD-CUST0005-S1
SO-26287,2,AC-1057,AC Motor TEFC M10,1,EA,1057.42,1057.42,687.08,Price List C,09/08/2025,2025-09-08,1,Shipped,KBD-CUST0005-S1
SO-26287,3,CONV-1051,Conveyor Drive Package 1/4-20,5,EA,5524.58,27622.9,4147.58,Price List C,2025-09-05,2025-09-06,5,Shipped,KBD-CUST0005-S1
SO-26287,4,TIMI-1075,Timing Belt 1.000,12,EA,96.26,1155.12,72.76,Price List C,2025-09-16,2025-09-17,12,Shipped,KBD-CUST0005-S1
SO-26287,5,SHEA-1035,Sheave / Pulley 1.000,5,EA,187.14,935.7,148.52,Price List C,2025-09-30,2025-10-03,5,Shipped,KBD-CUST0005-S1
SO-26288,1,SPRO-1041,Sprocket M6,25,EA,57.91,1447.75,35.35,Price List C,2026-03-03,2026-03-03,25,Shipped,KBD-CUST0029-S1
SO-26288,2,GEAR-1067,Gear Reducer M6,5,EA,632.08,3160.4,498.09000000000003,Price List C,03/13/26,2026-03-13,5,Shipped,KBD-CUST0029-S1
SO-26289,1,AC-1063,AC Motor TEFC 3/4-10,3,EA,2135.12,6405.36,1677.24,Price List B,2026-02-01,02/04/2026,3,Shipped,KBD-CUST0021-S1
SO-26289,2,SPRO-1041,Sprocket M6,1,EA,61.12,61.12,35.35,Price List B,2026-01-28,2026-01-28,1,Shipped,KBD-CUST0021-S1
SO-26289,3,GEAR-1084,Gear Reducer M6 ,1,EA,5614.27,5614.27,3456.0,Price List B,2026-01-22,2026-01-22,1,Shipped,KBD-CUST0021-S1
SO-26290,1,CONV-1039,Conveyor Drive Package 5/8-11,5,EA,9654.01,48270.05,7046.72,Price List A,2026-02-23,2026-02-23,5,Shipped,KBD-CUST0017-S1
SO-26290,2,SKF-6205-2RS1,"Deep groove ball bearing 25x52x15, sealed",10,EA,5.11,51.1,3.55,Price List A,"Mar 13, 2026",2026-03-13,10,Shipped,KBD-CUST0017-S1
SO-26290,3,CONV-1059,Conveyor Drive Package 1/4-20,1,EA,5263.42,5263.42,3693.63,Manual override,2026-03-17,2026-03-17,1,Shipped,KBD-CUST0017-S1
SO-26290,4,AC-1048,AC Motor TEFC M6,5,EA,2530.93,12654.65,1745.47,Price List A,2026-02-28,2026-03-07,5,Shipped,KBD-CUST0017-S1
SO-26290,5,CONV-1052,Conveyor Drive Package size 4,1,EA,4045.3,4045.3,2311.6,Price List A ,2026-03-11,2026-03-11,1,Shipped,KBD-CUST0017-S1
SO-26291,1,SPRO-1041,Sprocket M6,6,EA,57.91,347.46,35.35,Price List C,12-Sep-2025,2025-09-19,6,Shipped,KBD-CUST0026-S1
SO-26292,1,MOUN-1083,Mounted Ball Bearing Unit size 8,25,EA,131.75,3293.75,87.77,Price List B,2025-12-26,2026-01-02,25,Shipped,KBD-CUST0007-S1
SO-26293,1,SPRO-1002,Sprocket 1/4-20,6,EA,85.33,511.98,65.84,Price List C,01/16/26,2026-01-19,6,Shipped,KBD-CUST0005-S1
SO-26293,2,MOUN-1008,Mounted Ball Bearing Unit #60,12,EA,109.84,1318.08,71.79,Price List C,"Jan 13, 2026",2026-01-16,12,Shipped,KBD-CUST0005-S1
SO-26293,3,SPRO-1061,Sprocket #50,1,EA,109.19,109.19,87.28,Price List C,2026-01-21,2026-01-21,1,Shipped,KBD-CUST0005-S1
SO-26293,4,AC-1074,AC Motor TEFC M8,1,EA,2484.73,2484.73,1663.14,Price List C,2025-12-31,2025-12-31,1,Shipped,KBD-CUST0005-S1
SO-26294,1,SPRO-1050,Sprocket 5/16-18,10,EA,17.99,179.9,12.85,Price List A,"Feb 13, 2026",2026-02-14,10,Shipped,KBD-CUST0010-S1
SO-26294,2,SHEA-1068,Sheave / Pulley 1/4-20,1,EA,305.52,305.52,180.78,Price List A,2026-01-28,2026-02-04,1,Shipped,KBD-CUST0010-S1
SO-26295,1,BRI-HHCS-0500-13-200-G8,"Hex head cap screw 1/2-13 x 2 Gr 8 yellow zinc, 50/bx",200,BX,54.9,10980.0,44.75,Manual override,"Dec 28, 2025",2025-12-29,200,Shipped,KBD-CUST0024-S1
SO-26295,2,ROLL-1021,Roller Chain ANSI 5/16-18,1,EA,154.49,154.49,81.74,Price List A,"Dec 07, 2025",2025-12-07,1,Shipped,KBD-CUST0024-S1
SO-26295,3,CONV-1039,Conveyor Drive Package 5/8-11,1,EA,9654.01,9654.01,7046.72,Price List A,2025-12-23,2025-12-24 ,1,Shipped,KBD-CUST0024-S1
SO-26295,4,ROLL-1026,Roller Chain ANSI #50,5,EA,213.97,1069.85,129.92000000000002,Manual override,2025-12-25,2025-12-25,5,Shipped,KBD-CUST0024-S1
SO-26296,1,CONV-1059,Conveyor Drive Package 1/4-20,2,EA,4637.35,9274.7,3693.63,Manual override,2025-09-09,09/16/2025,2,Shipped,KBD-CUST0031-S1
SO-26296,2,CONV-1089,Conveyor Drive Package #60,1,EA,7019.91,7019.91,5864.59,Price List C,2025-08-27,2025-08-27,1,Shipped,KBD-CUST0031-S1
SO-26296,3,SPRO-1087,Sprocket 1/2-13,200,EA,58.54,11708.0,44.550000000000004,Price List C,2025-09-01,2025-09-02,200,Shipped,KBD-CUST0031-S1
SO-26296,4,SPRO-1027,Sprocket 1/4-20,1,EA,91.94,91.94,77.98,Price List C,2025-08-24,2025-08-31,1,Shipped,KBD-CUST0031-S1
SO-26296,5,GEAR-1084,Gear Reducer M6,3,EA,4999.65,14998.95,3456.0,Manual override,2025-09-07,2025-09-07,3,Shipped,KBD-CUST0031-S1
SO-26297,1,SPRO-1041,Sprocket M6,10,EA,64.34,643.4,35.35,Price List A,2025-08-25,2025-08-28,10,Shipped,KBD-CUST0003-S1
SO-26297,2,AC-1054,AC Motor TEFC 1.500,2,EA,2688.01,5376.02,1828.58,Price List A,05-Sep-2025,2025-09-05,2,Shipped,KBD-CUST0003-S1
SO-26297,3,SPRO-1069,Sprocket #50,3,EA,202.59,607.77,115.11,Price List A,2025-09-12,09/12/25,3,Shipped,KBD-CUST0003-S1
SO-26297,4,AC-1085,AC Motor TEFC M6,5,EA,534.01,2670.05,365.76,Price List A,2025-08-31,2025-08-31,5,Shipped,KBD-CUST0003-S1
SO-26297,5,SHEA-1045,Sheave / Pulley M10,50,EA,61.51,3075.5,47.68,KBD-CPA003,2025-09-18,2025-09-18,50,Shipped,KBD-CUST0003-S1
SO-26298,1,TIMI-1000,Timing Belt 1.500,100,EA,56.02,5602.0,43.53,Price List C,2025-06-23,2025-06-23,100,Shipped,KBD-CUST0025-S1
SO-26298,2,AC-1006,AC Motor TEFC 1.250,3,EA,3336.39,10009.17,2130.52,Price List C,2025-06-05,2025-06-12,3,Shipped,KBD-CUST0025-S1
SO-26299,1,GEAR-1084,Gear Reducer M6,1,EA,4846.0,4846.0,3456.0,Price List D,07-May-2025,08-May-2025,1,Shipped,KBD-CUST0004-S1
SO-26300,1,SPRO-1004,Sprocket 3/8-16,10,EA,45.8,458.0,42.84,Manual override,2025-05-09,2025-05-12,10,Shipped,KBD-CUST0028-S1
SO-26300,2,CONV-1042,Conveyor Drive Package 2.000,5,EA,6872.56,34362.8,5159.58,Price List C,2025-05-12,2025-05-12,5,Shipped,KBD-CUST0028-S1
SO-26301,1,MOUN-1008,Mounted Ball Bearing Unit #60,12,EA,115.94,1391.28,71.79,Price List B,2025-06-21,2025-06-21,12,Shipped,KBD-CUST0006-S1
SO-26301,2,TIMI-1017,Timing Belt size 6,200,EA,71.27,14254.0,50.69,Price List B,"Jun 22, 2025",2025-06-23,200,Shipped ,KBD-CUST0006-S1
SO-26302,1,TIMI-1030,Timing Belt 1/2-13,4,EA,91.12,364.48,66.14,Price List D,2025-12-02,2025-12-09,0,Open,KBD-CUST0011-S1
SO-26302,2,SPRO-1011,Sprocket #60,1,EA,183.62,183.62,118.48,Price List D,"Dec 03, 2025",2025-12-03,1,Shipped,KBD-CUST0011-S1
SO-26302,3,SPRO-1041,Sprocket M6,100,EA,52.76,5276.0,35.35,Price List D,2025-12-05,2025-12-05,100,Shipped,KBD-CUST0011-S1 
SO-26303,1,SHEA-1077,Sheave / Pulley #60,25,EA,114.3,2857.5,67.98,Price List B,2025-09-03,2025-09-04,25,Shipped,KBD-CUST0023-S1
SO-26303,2,GEAR-1010,Gear Reducer 1.375,5,EA,4602.2,23011.0,2784.15,Price List B,2025-08-11,2025-08-12,5,Shipped,KBD-CUST0023-S1
SO-26303,3,CONV-1046,Conveyor Drive Package 1/4-20,2,EA,9794.27,19588.54,7311.89,Price List B ,2025-08-11,2025-08-18,2,Shipped,KBD-CUST0023-S1
SO-26303,4,AC-1040,AC Motor TEFC #50,3,EA,819.93,2459.79,609.44,Manual override,2025-08-15,2025-08-15,3,Shipped,KBD-CUST0023-S1
SO-26303,5,SHEA-1025,Sheave / Pulley size 4,3,EA,251.55,754.65,153.95000000000002,Price List B,2025-08-26,2025-08-26,3,Shipped,KBD-CUST0023-S1
SO-26304,1,TIMI-1056,Timing Belt 5/16-18,50,EA,22.86,1143.0,17.21,Price List D,2026-02-14,2026-02-21,50,Shipped,KBD-CUST0001-S1
SO-26305,1,ROLL-1026,Roller Chain ANSI #50,3,EA,213.97,641.91,129.92000000000002,Price List C,07/12/25,2025-07-12,3,Shipped,KBD-CUST0028-S1
SO-26305,2,TIMI-1075,Timing Belt 1.000,10,EA,96.26,962.6,72.76,Price List C,2025-07-04,2025-07-05,10,Shipped,KBD-CUST0028-S1
SO-26305,3,SPRO-1076,Sprocket 5/16-18,12,EA,17.16,205.92,13.24,Price List C,2025-07-08,2025-07-09,12,Shipped,KBD-CUST0028-S1
SO-26305,4,SPRO-1047,Sprocket #80,2,EA,21.2,42.4,13.77,Price List C,2025-07-12,2025-07-12,2,Shipped,KBD-CUST0028-S1
SO-26305,5,SHEA-1064,Sheave / Pulley M12,2,EA,205.2,410.4,139.88,Price List C,2025-07-04,2025-07-11,2,Shipped,KBD-CUST0028-S1
SO-26306,1,TIMI-1058,Timing Belt M6,6,EA,127.57,765.42,84.45,Price List B,2025-07-12,2025-07-12,6,Shipped,KBD-CUST0015-S1
SO-26306,2,ROLL-1012 ,Roller Chain ANSI 2.000,4,EA,59.14,236.56,47.52,Price List B,2025-07-09,2025-07-09,4,Shipped,KBD-CUST0015-S1
SO-26306,3,SHEA-1028,Sheave / Pulley #80,3,EA,500.18,1500.54,284.6,Price List B,2025-07-09,2025-07-09 ,3,Shipped,KBD-CUST0015-S1
SO-26306,4,GEAR-1073,Gear Reducer 5/16-18,1,EA,2781.13,2781.13,1938.75,Price List B,2025-07-18,2025-07-21,1,Shipped,KBD-CUST0015-S1
SO-26307,1,CONV-1051,Conveyor Drive Package 1/4-20,1,EA,5248.35,5248.35,4147.58,Manual override,2026-02-18,2026-02-18,1,Shipped,KBD-CUST0007-S1
SO-26307,2,CONV-1022,Conveyor Drive Package 1.375,2,EA,2783.03,5566.06,2154.05,Price List B,2026-03-05,03/08/26,0,Open,KBD-CUST0007-S1
SO-26307,3,SPRO-1041,Sprocket M6,1,EA,61.12,61.12,35.35,Price List B,2026-02-11,2026-02-14,1,Shipped,KBD-CUST0007-S1
SO-26308,1,ROLL-1053,Roller Chain ANSI #80,4,EA,122.44,489.76,86.10000000000001,Price List C,2026-03-24,2026-03-24,4,Shipped,KBD-CUST0031-S1
SO-26308,2,ROLL-1079,Roller Chain ANSI M8,2,EA,152.43,304.86,102.65,Price List C,2026-03-19,2026-03-26,2,Shipped,KBD-CUST0031-S1
SO-26308,3,TIMI-1014,Timing Belt 1.000,200,EA,75.71,15142.0,49.480000000000004,Price List C,2026-03-18,2026-03-21,200,Shipped,KBD-CUST0031-S1
SO-26308,4,TIMI-1030,Timing Belt 1/2-13,10,EA,100.01,1000.1,66.14,Price List C,2026-04-07,2026-04-14,0,Open,KBD-CUST0031-S1
SO-26309,1,AC-1074,AC Motor TEFC M8,2,EA,2622.77,5245.54,1663.14,Price List B,2025-09-18,2025-09-18,2,Shipped,KBD-CUST0023-S1
SO-26309,2,TIMI-1017,Timing Belt size 6,10,EA,64.14,641.4,50.69,Manual override,09/21/25,2025-09-21,10,Shipped,KBD-CUST0023-S1
SO-26309,3,MOUN-1062,Mounted Ball Bearing Unit 1/2-13,3,EA,210.21,630.63,135.75,Price List B,2025-09-24 ,09/24/2025,3,Shipped,KBD-CUST0023-S1
SO-26309,4,MOUN-1031,Mounted Ball Bearing Unit 1.500,200,EA,55.63,11126.0,38.78,Price List B,2025-09-30,2025-10-03,200,Shipped,KBD-CUST0023-S1
SO-26310,1,AC-1033,AC Motor TEFC 3/4-10,5,EA,1298.81,6494.05,1093.27,Price List C,2026-04-05,2026-04-08,0,Open,KBD-CUST0028-S1
SO-26310,2,SPRO-1070,Sprocket M12,10,EA,36.16,361.6,22.96,Price List C,2026-03-20,2026-03-23,10,Shipped,KBD-CUST0028-S1
SO-26310,3,SPRO-1070,Sprocket M12 ,2,EA,36.16,72.32,22.96,Price List C,2026-04-03,2026-04-04,0,Open,KBD-CUST0028-S1
SO-26310,4,TIMI-1056,Timing Belt 5/16-18,100,EA,25.09,2509.0,17.21,Price List C,2026-03-19,"Mar 19, 2026",100,Shipped,KBD-CUST0028-S1
SO-26311,1,CONV-1052,Conveyor Drive Package size 4,3,EA,3574.02,10722.06,2311.6,Manual override,2025-05-08 ,2025-05-08,3,Shipped,KBD-CUST0032-S1
SO-26311,2,TIMI-1071,Timing Belt 5/8-11,2,EA,113.06,226.12,74.85000000000001,Price List B,05/12/25,2025-05-19,2,Shipped,KBD-CUST0032-S1
SO-26311,3,GEAR-1060 ,Gear Reducer #60,3,EA,4686.22,14058.66,3102.4300000000003,Price List B,2025-05-08,2025-05-15,3,Shipped,KBD-CUST0032-S1
SO-26311,4,TIM-LM11949-LM11910,Tapered roller bearing set,50,EA,9.46,473.0,7.6,Price List B,2025-04-30,2025-05-07,50,Shipped,KBD-CUST0032-S1
SO-26311,5,TIMI-1017,Timing Belt size 6,1,EA,71.27,71.27,50.69,Price List B,2025-04-29,04/30/2025,1,Shipped,KBD-CUST0032-S1
SO-26312,1,SPRO-1009,Sprocket size 8,4,EA,35.01,140.04,24.54,Price List D,"Jun 24, 2025 ",2025-06-25 ,4,Shipped,KBD-CUST0011-S1 
SO-26312,2,SPRO-1011,Sprocket #60,1,EA,183.62,183.62,118.48,Price List D,2025-06-11,2025-06-18,1,Shipped,KBD-CUST0011-S1
SO-26313,1,TIMI-1056,Timing Belt 5/16-18,6,EA,26.49,158.94,17.21,Price List B,2026-04-23,2026-04-23,0,Open,KBD-CUST0021-S1
SO-26313,2,ROLL-1044,Roller Chain ANSI #80,3,EA,241.9,725.7,140.68,Price List B,2026-04-09,2026-04-10,0,Open,KBD-CUST0021-S1
SO-26313,3,ROLL-1079,Roller Chain ANSI M8,5,EA,160.9,804.5,102.65,Price List B,2026-04-07,2026-04-07,0,Open,KBD-CUST0021-S1
SO-26313,4,SPRO-1009,Sprocket size 8,4,EA,40.56,162.24,24.54,Price List B,2026-04-14,2026-04-14,0,Open,KBD-CUST0021-S1
SO-26313,5,SHEA-1007,Sheave / Pulley 2.000,2,EA,201.21,402.42,129.94,Price List B,2026-04-12,2026-04-12,0,Open,KBD-CUST0021-S1
SO-26314,1,SPRO-1087,Sprocket 1/2-13,12,EA,50.93,611.16,44.550000000000004,Manual override,2025-08-12,2025-08-12,12,Shipped,KBD-CUST0005-S1
SO-26314,2,CONV-1023,Conveyor Drive Package 3/4-10,5,EA,5850.75,29253.75,3652.15,Price List C,2025-08-10,2025-08-11,5,Shipped,KBD-CUST0005-S1
SO-26315 ,1,CONV-1089,Conveyor Drive Package #60,5,EA,7019.91,35099.55,5864.59,Price List C,02/12/26,2026-02-12,5,Shipped,KBD-CUST0025-S1
