po_number,line,item_id,description,manufacturer_part_number,ordered_qty,uom,unit_cost,extended_cost,need_by_date,promised_date,received_qty,line_status,gl_account
PO-31160,1,P-20018,Elastomer Insert 1/2-13,L97235,25,EA,25.87,646.75,2025-08-10,2025-08-12,0,Open,1200
PO-31160,2,P-20032,Coupling Hub - Raw Casting size 8,K32105,100,EA,48.19,4819.0,2025-08-02,2025-08-07,100,Received,1200
PO-31160,3,P-20118,Oil Seal 2.000,T98874,16,EA,13.91,222.56,2025-07-29,2025-07-29,16,Received,1200
PO-31161,1,P-20075,Carbide Insert size 8,G46154,72,EA,14.48,1042.56,2025-08-27,2025-08-29,72,Received,6700
PO-31162,1,P-20000,Coupling Hub - Raw Casting size 8,A16640,42,EA,55.43,2328.06,2025-08-02,2025-08-07,42,Received,1200
PO-31163,1,P-10077,WD-40 Multi-Use 1 gal,49012,281,GA,27.8,7811.8,2025-10-30,2025-11-04,281,Received,6700
PO-31163,2,P-10077,WD-40 Multi-Use 1 gal,49012,281,GA,28.91,8123.71,2025-10-30,2025-10-30,281,Received,6700
PO-31163,3,P-10035,"Threadlocker 243 medium strength blue, 50 mL",243,250,EA,21.4,5350.0,2025-10-28,2025-11-02,250,Received,6700
PO-31164,1,P-20099,Retaining Ring 1/2-13,T12602,250,EA,0.77,192.5,2025-08-09,2025-08-09,250,Received,1200
PO-31164,2,P-20099,Retaining Ring 1/2-13,T12602,19,EA,0.77,14.63,2025-08-09,2025-08-09,19,Received,1200
PO-31165,1,P-10105,1045 cold-finished round bar 2.000in,1045-RB-2.000,50,LB,0.94,47.0,2025-09-26,2025-09-26,50,Received,1200
PO-31165,2,P-10105,1045 cold-finished round bar 2.000in,1045-RB-2.000,10,LB,0.94,9.4,2025-09-26,2025-09-26,10,Received,1200
PO-31166,1,P-20080,Oil Seal M6,B57713,20,EA,11.25,225.0,2026-01-31,2026-01-31,20,Received,1200
PO-31166,2,P-20052,Carbide Insert 5/16-18,P45610,62,EA,10.7,663.4,2026-01-20,2026-01-20,31,Partial,6700
PO-31167,1,P-10077,WD-40 Multi-Use 1 gal,49012,281,GA,27.8,7811.8,2025-08-04,2025-08-09,281,Received,6700
PO-31167,2,P-10035,"Threadlocker 243 medium strength blue, 50 mL",243,100,EA,21.4,2140.0,2025-08-02,2025-08-02,100,Received,6700
PO-31167,3,P-10035,"Threadlocker 243 medium strength blue, 50 mL",243,10,EA,21.4,214.0,2025-08-02,2025-08-02,10,Received,6700
PO-31167,4,P-10077,WD-40 Multi-Use 1 gal,49012,281,GA,27.8,7811.8,2025-08-04,2025-08-04,281,Received,6700
PO-31168,1,P-20088,Oil Seal 1/2-13,M10634,46,EA,13.12,603.52,2025-11-07,2025-11-07,46,Received,1200
PO-31169,1,P-10070,SecureFit 400 safety glasses clear anti-fog,SF401AF,25,EA,3.15,78.75,2025-08-13,2025-08-13,25,Received,6700
PO-31169,2,P-10049,"KleenGuard G10 nitrile gloves, large, 100/bx",G10,25,BX,9.85,246.25,2025-07-29,2025-07-31,25,Received,6700
PO-31170,1,P-20113,Coupling Hub - Raw Casting 3/4-10,N70842,25,EA,35.81,895.25,2026-03-29,2026-03-31,0,Open,1200
PO-31170,2,P-20062,Elastomer Insert 1/4-20,F66231,197,EA,18.77,3697.69,2026-03-09,2026-03-09,197,Received,1200
PO-31171,1,P-20046,Elastomer Insert 1.000,S28044,250,EA,13.76,3440.0,2025-11-30,2025-11-30,250,Received,1200
PO-31171,2,P-20046,Elastomer Insert 1.000,S28044,109,EA,13.76,1499.84,2025-11-30,2025-11-30,109,Received,1200
PO-31172,1,P-20056,Set Screw 1.000,B66059,112,EA,0.35000000000000003,39.2,2025-09-17,2025-09-17,112,Received,1200
PO-31172,2,P-20079,Set Screw 5/16-18,F50061,66,EA,0.39,25.74,2025-08-11,2025-08-16,66,Received,1200
PO-31172,3,P-20056,Set Screw 1.000,B66059,100,EA,0.35000000000000003,35.0,2025-09-17,2025-09-17,100,Received,1200
PO-31173,1,P-10049,"KleenGuard G10 nitrile gloves, large, 100/bx",G10,168,BX,9.85,1654.8,2025-06-26,2025-06-28,168,Received,6700
PO-31173,2,P-10049,"KleenGuard G10 nitrile gloves, large, 100/bx",G10,100,BX,9.85,985.0,2025-06-26,2025-06-28,100,Received,6700
PO-31174,1,P-20088,Oil Seal 1/2-13,M10634,46,EA,12.5,575.0,2026-01-29,2026-01-31,46,Received,1200
PO-31174,2,P-20088,Oil Seal 1/2-13,M10634,46,EA,12.38,569.48,2026-01-29,2026-01-29,46,Received,1200
PO-31174,3,P-20088,Oil Seal 1/2-13,M10634,46,EA,12.5,575.0,2026-01-29,2026-01-29,46,Received,1200
PO-31175,1,P-20111,Carbide Insert size 8,A61094,500,EA,23.71,11855.0,2025-12-06,2025-12-06,500,Received,6700
PO-31175,2,P-20060,Coupling Hub - Raw Casting M6,C22391,123,EA,28.22,3471.06,2025-12-05,2025-12-05,123,Received,1200
PO-31176,1,P-10035,"Threadlocker 243 medium strength blue, 50 mL",243,250,EA,21.4,5350.0,2025-09-20,2025-09-20,250,Received,6700
PO-31177,1,P-10035,"Threadlocker 243 medium strength blue, 50 mL",243,193,EA,21.4,4130.2,2025-09-19,2025-09-24,193,Received,6700
PO-31177,2,P-10077,WD-40 Multi-Use 1 gal,49012,281,GA,27.8,7811.8,2025-09-21,2025-09-23,281,Received,6700
PO-31177,3,P-10077,WD-40 Multi-Use 1 gal,49012,281,GA,27.8,7811.8,2025-09-21,2025-09-21,0,Open,6700
PO-31178,1,P-20083,Retaining Ring 2.000,B69475,137,EA,1.02,139.74,2025-10-12,2025-10-12,137,Received,1200
PO-31178,2,P-20083,Retaining Ring 2.000,B69475,137,EA,1.02,139.74,2025-10-12,2025-10-12,137,Received,1200
PO-31178,3,P-10014,Tapered roller bearing set,LM11949/LM11910,216,EA,8.95,1933.2,2025-10-04,2025-10-09,0,Open,1200
PO-31179,1,P-10042,"Scotch-Brite hand pad 6x9 maroon, 20/bx",7447,84,BX,28.5,2394.0,2025-06-09,2025-06-09,84,Received,6700
PO-31179,2,P-20035,Elastomer Insert M10,N45563,25,EA,12.81,320.25,2025-07-12,2025-07-12,25,Received,1200
PO-31179,3,P-10042,"Scotch-Brite hand pad 6x9 maroon, 20/bx",7447,84,BX,28.5,2394.0,2025-06-09,2025-06-09,84,Received,6700
PO-31179,4,P-20081,Elastomer Insert 1.375,G80581,126,EA,19.57,2465.82,2025-07-06,2025-07-08,126,Received,1200
PO-31180,1,P-10077,WD-40 Multi-Use 1 gal,49012,281,GA,27.8,7811.8,2025-06-18,2025-06-18,281,Received,6700
PO-31180,2,P-10077,WD-40 Multi-Use 1 gal,49012,25,GA,27.8,695.0,2025-06-18,2025-06-18,25,Received,6700
PO-31180,3,P-10035,"Threadlocker 243 medium strength blue, 50 mL",243,193,EA,21.4,4130.2,2025-06-16,2025-06-21,193,Received,6700
PO-31180,4,P-10035,"Threadlocker 243 medium strength blue, 50 mL",243,193,EA,21.4,4130.2,2025-06-16,2025-06-18,193,Received,6700
PO-31181,1,P-20105,Coupling Hub - Raw Casting M12,G47425,25,EA,81.05,2026.25,2026-02-09,2026-02-14,25,Received,1200
PO-31181,2,P-20086,Set Screw size 8,F75346,19,EA,0.51,9.69,2026-01-31,2026-01-31,0,Open,1200
PO-31181,3,P-20105,Coupling Hub - Raw Casting M12,G47425,185,EA,81.05,14994.25,2026-02-09,2026-02-09,185,Received,1200
PO-31182,1,P-20027,Oil Seal size 8,H34271,10,EA,8.42,84.2,2026-04-13,2026-04-13,5,Partial,1200
PO-31182,2,P-20045,Set Screw M10,S44671,50,EA,0.18,9.0,2026-04-15,2026-04-15,0,Open,1200
PO-31183,1,P-20032,Coupling Hub - Raw Casting size 8,K32105,50,EA,48.19,2409.5,2025-05-27,2025-06-01,50,Received,1200
PO-31183,2,P-20018,Elastomer Insert 1/2-13,L97235,250,EA,25.87,6467.5,2025-06-04,2025-06-04,250,Received,1200
PO-31183,3,P-20118,Oil Seal 2.000,T98874,16,EA,13.91,222.56,2025-05-23,2025-05-23,0,Open,1200
PO-31184,1,P-20079,Set Screw 5/16-18,F50061,66,EA,0.38,25.08,2026-01-21,2026-01-26,66,Received,1200
PO-31185,1,P-10077,WD-40 Multi-Use 1 gal,49012,281,GA,27.8,7811.8,2025-10-14,2025-10-16,281,Received,6700
PO-31185,2,P-10035,"Threadlocker 243 medium strength blue, 50 mL",243,193,EA,21.4,4130.2,2025-10-12,2025-10-17,193,Received,6700
PO-31186,1,P-20048,Coupling Hub - Raw Casting 5/8-11,D16222,500,EA,55.620000000000005,27810.0,2025-06-18,2025-06-18,500,Received,1200
PO-31186,2,P-20048,Coupling Hub - Raw Casting 5/8-11,D16222,88,EA,55.620000000000005,4894.56,2025-06-18,2025-06-20,88,Received,1200
PO-31187,1,P-10049,"KleenGuard G10 nitrile gloves, large, 100/bx",G10,168,BX,10.15,1705.2,2025-10-23,2025-10-25,168,Received,6700
PO-31187,2,P-10070,SecureFit 400 safety glasses clear anti-fog,SF401AF,500,EA,3.34,1670.0,2025-11-07,2025-11-12,500,Received,6700
PO-31188,1,P-20054,Set Screw M12,L79607,191,EA,0.48,91.68,2026-03-09,2026-03-11,191,Received,1200
PO-31188,2,P-20069,Oil Seal 1.375,L27329,73,EA,4.72,344.56,2026-03-03,2026-03-05,73,Received,1200
PO-31189,1,P-10049,"KleenGuard G10 nitrile gloves, large, 100/bx",G10,168,BX,9.85,1654.8,2026-01-18,2026-01-23,168,Received,6700
PO-31189,2,P-10049,"KleenGuard G10 nitrile gloves, large, 100/bx",G10,168,BX,9.85,1654.8,2026-01-18,2026-01-18,168,Received,6700
PO-31190,1,P-10070,SecureFit 400 safety glasses clear anti-fog,SF401AF,165,EA,3.15,519.75,2026-03-05,2026-03-05,165,Received,6700
PO-31191,1,P-20088,Oil Seal 1/2-13,M10634,46,EA,12.5,575.0,2026-01-03,2026-01-03,46,Received,1200
PO-31191,2,P-20088,Oil Seal 1/2-13,M10634,46,EA,12.5,575.0,2026-01-03,2026-01-03,46,Received,1200
PO-31191,3,P-20088,Oil Seal 1/2-13,M10634,10,EA,12.5,125.0,2026-01-03,2026-01-03,10,Received,1200
PO-31192,1,P-20083,Retaining Ring 2.000,B69475,137,EA,1.02,139.74,2025-11-11,2025-11-11,137,Received,1200
PO-31192,2,P-10007,"Deep groove ball bearing 40x90x23, shielded",6308-2Z,10,EA,11.8,118.0,2025-11-12,2025-11-17,10,Received,1200
PO-31192,3,P-10028,Torque-Arm II shaft-mount reducer 15:1,TXT315,250,EA,1265.0,316250.0,2025-11-15,2025-11-20,250,Received,1200
PO-31192,4,P-10007,"Deep groove ball bearing 40x90x23, shielded",6308-2Z,328,EA,12.51,4103.28,2025-11-12,2025-11-17,328,Received,1200
PO-31193,1,P-20089,Carbide Insert 1.375,K6044,10,EA,14.19,141.9,2025-08-19,2025-08-19,10,Received,6700
PO-31193,2,P-20103,Carbide Insert #50,T29412,10,EA,17.330000000000002,173.3,2025-08-19,2025-08-19,10,Received,6700
PO-31193,3,P-20015,Oil Seal #60,C35385,25,EA,5.31,132.75,2025-08-27,2025-08-27,25,Received,1200
PO-31193,4,P-20041,Oil Seal 1.250,K55040,50,EA,13.870000000000001,693.5,2025-08-19,2025-08-19,50,Received,1200
PO-31194,1,P-20023,Elastomer Insert size 6,K24049,25,EA,28.060000000000002,701.5,2025-07-05,2025-07-05,25,Received,1200
PO-31194,2,P-20084,Carbide Insert 1.000,E5921,164,EA,14.89,2441.96,2025-07-16,2025-07-21,164,Received,6700
PO-31194,3,P-20059,Elastomer Insert size 6,C72126,197,EA,9.370000000000001,1845.89,2025-07-07,2025-07-07,197,Received,1200
PO-31195,1,P-10105,1045 cold-finished round bar 2.000in,1045-RB-2.000,80,LB,0.94,75.2,2026-03-05,2026-03-05,80,Received,1200
PO-31195,2,P-10098,A36 hot-rolled steel plate 1/2in,A36-PL-0.500,292,LB,0.68,198.56,2026-03-05,2026-03-05,292,Received,1200
PO-31195,3,P-10098,A36 hot-rolled steel plate 1/2in,A36-PL-0.500,25,LB,0.68,17.0,2026-03-05,2026-03-07,25,Received,1200
PO-31196,1,P-20112,Elastomer Insert #50,R79904,250,EA,26.88,6720.0,2025-10-16,2025-10-16,250,Received,1200
PO-31196,2,P-20050,Oil Seal size 6,S58621,177,EA,12.84,2272.68,2025-09-10,2025-09-10,177,Received,1200
PO-31197,1,P-20109,Oil Seal 3/8-16,N10930,149,EA,9.8,1460.2,2026-04-15,2026-04-20,0,Open,1200
PO-31198,1,P-10098,A36 hot-rolled steel plate 1/2in,A36-PL-0.500,292,LB,0.66,192.72,2025-06-11,2025-06-11,292,Received,1200
PO-31198,2,P-10105,1045 cold-finished round bar 2.000in,1045-RB-2.000,80,LB,0.94,75.2,2025-06-11,2025-06-11,0,Open,1200
PO-31198,3,P-10105,1045 cold-finished round bar 2.000in,1045-RB-2.000,80,LB,0.97,77.6,2025-06-11,2025-06-13,80,Received,1200
PO-31199,1,P-20103,Carbide Insert #50,T29412,116,EA,17.330000000000002,2010.28,2026-02-10,2026-02-15,116,Received,6700
PO-31200,1,P-20018,Elastomer Insert 1/2-13,L97235,27,EA,26.39,712.53,2025-10-01,2025-10-01,27,Received,1200
PO-31200,2,P-20060,Coupling Hub - Raw Casting M6,C22391,123,EA,26.88,3306.24,2025-09-29,2025-09-29,123,Received,1200
PO-31201,1,P-20088,Oil Seal 1/2-13,M10634,46,EA,12.5,575.0,2025-09-09,2025-09-14,46,Received,1200
PO-31202,1,P-20014,Carbide Insert 1/4-20,L11014,52,EA,20.71,1076.92,2026-02-15,2026-02-17,52,Received,6700
PO-31202,2,P-20014,Carbide Insert 1/4-20,L11014,52,EA,20.71,1076.92,2026-02-15,2026-02-17,52,Received,6700
PO-31202,3,P-20019,Oil Seal 2.000,H13435,50,EA,12.65,632.5,2026-02-27,2026-02-27,50,Received,1200
PO-31202,4,P-20100,Coupling Hub - Raw Casting 1.500,M13347,157,EA,36.730000000000004,5766.61,2026-01-28,2026-01-28,157,Received,1200
PO-31203,1,P-10049,"KleenGuard G10 nitrile gloves, large, 100/bx",G10,250,BX,9.85,2462.5,2025-12-01,2025-12-01,250,Received,6700
PO-31203,2,P-10049,"KleenGuard G10 nitrile gloves, large, 100/bx",G10,10,BX,9.85,98.5,2025-12-01,2025-12-06,10,Received,6700
PO-31204,1,P-20044,Coupling Hub - Raw Casting 3/4-10,C11115,25,EA,25.1,627.5,2025-11-02,2025-11-02,25,Received,1200
PO-31204,2,P-10042,"Scotch-Brite hand pad 6x9 maroon, 20/bx",7447,50,BX,28.5,1425.0,2025-09-28,2025-09-28,50,Received,6700
PO-31205,1,P-20062,Elastomer Insert 1/4-20,F66231,100,EA,18.77,1877.0,2025-05-10,2025-05-10,100,Received,1200
PO-31205,2,P-20062,Elastomer Insert 1/4-20,F66231,10,EA,18.77,187.7,2025-05-10,2025-05-10,10,Received,1200
PO-31205,3,P-20109,Oil Seal 3/8-16,N10930,149,EA,9.8,1460.2,2025-05-19,2025-05-24,149,Received,1200
PO-31205,4,P-20109,Oil Seal 3/8-16,N10930,149,EA,10.0,1490.0,2025-05-19,2025-05-21,149,Received,1200
PO-31206,1,P-20011,Elastomer Insert 2.000,C10198,128,EA,5.14,657.92,2025-08-12,2025-08-12,128,Received,1200
PO-31206,2,P-10028,Torque-Arm II shaft-mount reducer 15:1,TXT315,203,EA,1265.0,256795.0,2025-07-20,2025-07-20,203,Received,1200
PO-31206,3,P-10028,Torque-Arm II shaft-mount reducer 15:1,TXT315,500,EA,1265.0,632500.0,2025-07-20,2025-07-25,500,Received,1200
PO-31206,4,P-20104,Elastomer Insert 1/2-13,D72275,157,EA,28.4,4458.8,2025-07-29,2025-08-03,157,Received,1200
PO-31207,1,P-20042,Coupling Hub - Raw Casting M8,P2915,10,EA,49.72,497.2,2026-03-16,2026-03-16,10,Received,1200
PO-31207,2,P-20112,Elastomer Insert #50,R79904,100,EA,26.34,2634.0,2026-04-13,2026-04-15,0,Open,1200
PO-31208,1,P-20054,Set Screw M12,L79607,191,EA,0.48,91.68,2025-09-14,2025-09-19,191,Received,1200
PO-31208,2,P-20054,Set Screw M12,L79607,500,EA,0.48,240.0,2025-09-14,2025-09-14,500,Received,1200
PO-31208,3,P-20069,Oil Seal 1.375,L27329,73,EA,4.58,334.34,2025-09-08,2025-09-08,73,Received,1200
PO-31209,1,P-10056,Machine stretch wrap 18in x 1500ft 80ga,SF18-80,50,RL,24.6,1230.0,2025-06-10,2025-06-15,50,Received,1200
PO-31209,2,P-10056,Machine stretch wrap 18in x 1500ft 80ga,SF18-80,313,RL,24.6,7699.8,2025-06-10,2025-06-10,313,Received,1200
PO-31210,1,P-10084,"Hex head cap screw 1/2-13 x 2 Gr 8 yellow zinc, 50/bx",HHCS-0500-13-200-G8,25,BX,38.4,960.0,2026-02-10,2026-02-10,25,Received,1200
PO-31210,2,P-10084,"Hex head cap screw 1/2-13 x 2 Gr 8 yellow zinc, 50/bx",HHCS-0500-13-200-G8,500,BX,38.4,19200.0,2026-02-10,2026-02-10,500,Received,1200
PO-31210,3,P-10091,"Hex nut 1/2-13 Gr 8 yellow zinc, 100/bx",HN-0500-13-G8,250,BX,19.2,4800.0,2026-02-07,2026-02-07,250,Received,1200
PO-31210,4,P-20084,Carbide Insert 1.000,E5921,164,EA,14.89,2441.96,2026-03-10,2026-03-10,164,Received,6700
PO-31211,1,P-20064,Retaining Ring 1/4-20,E60404,42,EA,0.7000000000000001,29.4,2026-03-05,2026-03-10,42,Received,1200
PO-31211,2,P-20037,Carbide Insert size 8,N28851,189,EA,12.19,2303.91,2026-03-02,2026-03-02,189,Received,6700
PO-31212,1,P-20067,Carbide Insert 3/4-10,K58173,146,EA,20.51,2994.46,2026-01-03,2026-01-03,146,Received,6700
PO-31212,2,P-20017,Coupling Hub - Raw Casting size 4,H34119,11,EA,84.28,927.08,2026-01-14,2026-01-14,11,Received,1200
PO-31212,3,P-20067,Carbide Insert 3/4-10,K58173,146,EA,20.51,2994.46,2026-01-03,2026-01-03,146,Received,6700
PO-31212,4,P-20067,Carbide Insert 3/4-10,K58173,250,EA,21.33,5332.5,2026-01-03,2026-01-03,250,Received,6700
PO-31213,1,P-20083,Retaining Ring 2.000,B69475,500,EA,1.02,510.0,2026-03-12,2026-03-14,500,Received,1200
PO-31213,2,P-20083,Retaining Ring 2.000,B69475,250,EA,1.0,250.0,2026-03-12,2026-03-17,250,Received,1200
PO-31214,1,P-20088,Oil Seal 1/2-13,M10634,250,EA,12.5,3125.0,2025-05-19,2025-05-19,250,Received,1200
PO-31214,2,P-20088,Oil Seal 1/2-13,M10634,46,EA,12.62,580.52,2025-05-19,2025-05-24,0,Open,1200
PO-31215,1,P-20117,Elastomer Insert M8,G2007,79,EA,27.150000000000002,2144.85,2026-01-04,2026-01-04,79,Received,1200
PO-31215,2,P-20117,Elastomer Insert M8,G2007,79,EA,27.150000000000002,2144.85,2026-01-04,2026-01-06,79,Received,1200
PO-31215,3,P-20055,Coupling Hub - Raw Casting size 6,P16125,93,EA,35.27,3280.11,2026-01-06,2026-01-08,93,Received,1200
PO-31215,4,P-20056,Set Screw 1.000,B66059,10,EA,0.35000000000000003,3.5,2026-02-02,2026-02-07,10,Received,1200
PO-31216,1,P-10021,Hi-Power II V-belt B62,B62,250,EA,14.2,3550.0,2025-12-15,2025-12-15,250,Received,1200
PO-31216,2,P-20074,Carbide Insert 1.250,H55905,163,EA,19.76,3220.88,2026-01-02,2026-01-07,163,Received,6700
PO-31217,1,P-20023,Elastomer Insert size 6,K24049,50,EA,28.060000000000002,1403.0,2025-09-30,2025-10-05,50,Received,1200
PO-31217,2,P-20012,Elastomer Insert #60,N70540,57,EA,29.94,1706.58,2025-10-16,2025-10-16,57,Received,1200
PO-31218,1,P-20056,Set Screw 1.000,B66059,112,EA,0.35000000000000003,39.2,2025-05-25,2025-05-27,112,Received,1200
PO-31218,2,P-20079,Set Screw 5/16-18,F50061,66,EA,0.38,25.08,2025-04-18,2025-04-18,66,Received,1200
PO-31219,1,P-20106,Coupling Hub - Raw Casting M10,L88174,25,EA,63.36,1584.0,2025-12-31,2026-01-05,0,Open,1200
PO-31219,2,P-20106,Coupling Hub - Raw Casting M10,L88174,50,EA,65.26,3263.0,2025-12-31,2026-01-02,50,Received,1200
PO-31219,3,P-20047,Carbide Insert 1/4-20,M82610,175,EA,15.41,2696.75,2025-12-31,2025-12-31,0,Open,6700
PO-31220,1,P-20035,Elastomer Insert M10,N45563,79,EA,12.200000000000001,963.8,2025-11-23,2025-11-23,79,Received,1200
PO-31220,2,P-20085,Retaining Ring 2.000,F24200,198,EA,1.16,229.68,2025-11-01,2025-11-01,198,Received,1200
PO-31221,1,P-20088,Oil Seal 1/2-13,M10634,46,EA,12.5,575.0,2025-06-21,2025-06-21,46,Received,1200
PO-31221,2,P-20088,Oil Seal 1/2-13,M10634,46,EA,12.5,575.0,2025-06-21,2025-06-26,46,Received,1200
PO-31221,3,P-20088,Oil Seal 1/2-13,M10634,46,EA,12.5,575.0,2025-06-21,2025-06-26,0,Open,1200
PO-31221,4,P-20088,Oil Seal 1/2-13,M10634,100,EA,12.5,1250.0,2025-06-21,2025-06-23,100,Received,1200
PO-31222,1,P-20050,Oil Seal size 6,S58621,250,EA,12.84,3210.0,2025-06-14,2025-06-14,250,Received,1200
PO-31222,2,P-20105,Coupling Hub - Raw Casting M12,G47425,185,EA,81.05,14994.25,2025-07-21,2025-07-26,0,Open,1200
PO-31223,1,P-20062,Elastomer Insert 1/4-20,F66231,197,EA,18.77,3697.69,2026-04-01,2026-04-06,0,Open,1200
PO-31223,2,P-20062,Elastomer Insert 1/4-20,F66231,197,EA,18.77,3697.69,2026-04-01,2026-04-01,0,Open,1200
PO-31223,3,P-20113,Coupling Hub - Raw Casting 3/4-10,N70842,162,EA,35.81,5801.22,2026-04-21,2026-04-21,0,Open,1200
PO-31223,4,P-20113,Coupling Hub - Raw Casting 3/4-10,N70842,162,EA,35.81,5801.22,2026-04-21,2026-04-21,0,Open,1200
PO-31224,1,P-10063,"Corrugated box 12x12x12, 25/bd",S-4123,243,BD,31.0,7533.0,2025-12-27,2026-01-01,243,Received,1200
PO-31224,2,P-20029,Set Screw 5/8-11,K45261,25,EA,0.71,17.75,2026-01-22,2026-01-22,25,Received,1200
PO-31224,3,P-20099,Retaining Ring 1/2-13,T12602,500,EA,0.77,385.0,2026-01-19,2026-01-19,500,Received,1200
PO-31224,4,P-20024,Set Screw 5/8-11,R53248,25,EA,0.38,9.5,2026-01-19,2026-01-19,25,Received,1200
PO-31225,1,P-20096,Carbide Insert 2.000,S67464,250,EA,14.700000000000001,3675.0,2026-04-09,2026-04-11,125,Partial,6700
PO-31225,2,P-20111,Carbide Insert size 8,A61094,197,EA,23.71,4670.87,2026-04-06,2026-04-11,98,Partial,6700
PO-31225,3,P-20096,Carbide Insert 2.000,S67464,171,EA,14.700000000000001,2513.7,2026-04-09,2026-04-09,0,Open,6700
PO-31226,1,P-20049,Oil Seal 3/4-10,K67833,100,EA,6.0200000000000005,602.0,2025-09-03,2025-09-03,100,Received,1200
PO-31227,1,P-20108,Coupling Hub - Raw Casting #60,K94952,25,EA,68.82000000000001,1720.5,2026-02-01,2026-02-01,25,Received,1200
PO-31227,2,P-20108,Coupling Hub - Raw Casting #60,K94952,250,EA,68.82000000000001,17205.0,2026-02-01,2026-02-01,250,Received,1200
PO-31227,3,P-20014,Carbide Insert 1/4-20,L11014,52,EA,20.3,1055.6,2026-02-23,2026-02-28,52,Received,6700
PO-31228,1,P-20109,Oil Seal 3/8-16,N10930,500,EA,9.8,4900.0,2026-04-01,2026-04-01,0,Open,1200
PO-31228,2,P-20113,Coupling Hub - Raw Casting 3/4-10,N70842,162,EA,36.53,5917.86,2026-04-12,2026-04-17,0,Open,1200
PO-31228,3,P-20109,Oil Seal 3/8-16,N10930,149,EA,10.39,1548.11,2026-04-01,2026-04-03,0,Open,1200
PO-31228,4,P-20113,Coupling Hub - Raw Casting 3/4-10,N70842,25,EA,35.81,895.25,2026-04-12,2026-04-17,0,Open,1200
PO-31229,1,P-20032,Coupling Hub - Raw Casting size 8,K32105,500,EA,48.19,24095.0,2026-01-03,2026-01-08,500,Received,1200
PO-31229,2,P-20018,Elastomer Insert 1/2-13,L97235,25,EA,25.87,646.75,2026-01-11,2026-01-11,25,Received,1200
PO-31229,3,P-20018,Elastomer Insert 1/2-13,L97235,27,EA,25.87,698.49,2026-01-11,2026-01-13,27,Received,1200
PO-31229,4,P-20032,Coupling Hub - Raw Casting size 8,K32105,189,EA,46.74,8833.86,2026-01-03,2026-01-05,189,Received,1200
PO-31230,1,P-20088,Oil Seal 1/2-13,M10634,25,EA,12.5,312.5,2025-05-25,2025-05-27,25,Received,1200
PO-31230,2,P-20088,Oil Seal 1/2-13,M10634,100,EA,12.5,1250.0,2025-05-25,2025-05-30,0,Open,1200
PO-31230,3,P-20088,Oil Seal 1/2-13,M10634,46,EA,12.5,575.0,2025-05-25,2025-05-27,46,Received,1200
PO-31231,1,P-20052,Carbide Insert 5/16-18,P45610,50,EA,10.49,524.5,2025-10-28,2025-11-02,50,Received,6700
PO-31231,2,P-20048,Coupling Hub - Raw Casting 5/8-11,D16222,88,EA,55.620000000000005,4894.56,2025-11-01,2025-11-01,0,Open,1200
PO-31231,3,P-20048,Coupling Hub - Raw Casting 5/8-11,D16222,25,EA,55.620000000000005,1390.5,2025-11-01,2025-11-01,25,Received,1200
PO-31231,4,P-20000,Coupling Hub - Raw Casting size 8,A16640,50,EA,55.43,2771.5,2025-11-25,2025-11-30,50,Received,1200
PO-31232,1,P-20026,Set Screw #50,F67122,79,EA,0.63,49.77,2026-01-14,2026-01-16,0,Open,1200
PO-31232,2,P-20067,Carbide Insert 3/4-10,K58173,146,EA,20.51,2994.46,2026-01-07,2026-01-07,146,Received,6700
PO-31232,3,P-20116,Set Screw 1.375,N91475,50,EA,0.1,5.0,2026-01-27,2026-01-27,0,Open,1200
PO-31233,1,P-20032,Coupling Hub - Raw Casting size 8,K32105,189,EA,48.19,9107.91,2026-04-08,2026-04-08,94,Partial,1200
PO-31234,1,P-20024,Set Screw 5/8-11,R53248,103,EA,0.38,39.14,2025-12-16,2025-12-16,103,Received,1200
PO-31234,2,P-10063,"Corrugated box 12x12x12, 25/bd",S-4123,243,BD,32.24,7834.32,2025-11-23,2025-11-28,0,Open,1200
PO-31235,1,P-20037,Carbide Insert size 8,N28851,250,EA,12.19,3047.5,2026-03-22,2026-03-22,250,Received,6700
PO-31235,2,P-20037,Carbide Insert size 8,N28851,189,EA,12.19,2303.91,2026-03-22,2026-03-22,189,Received,6700
PO-31235,3,P-20037,Carbide Insert size 8,N28851,189,EA,12.19,2303.91,2026-03-22,2026-03-22,189,Received,6700
PO-31235,4,P-20064,Retaining Ring 1/4-20,E60404,25,EA,0.7000000000000001,17.5,2026-03-25,2026-03-25,25,Received,1200
PO-31236,1,P-10056,Machine stretch wrap 18in x 1500ft 80ga,SF18-80,10,RL,24.6,246.0,2025-07-12,2025-07-12,10,Received,1200
PO-31237,1,P-20099,Retaining Ring 1/2-13,T12602,250,EA,0.77,192.5,2025-12-21,2025-12-21,250,Received,1200
PO-31237,2,P-20099,Retaining Ring 1/2-13,T12602,19,EA,0.77,14.63,2025-12-21,2025-12-23,19,Received,1200
PO-31238,1,P-10070,SecureFit 400 safety glasses clear anti-fog,SF401AF,165,EA,3.15,519.75,2026-02-03,2026-02-05,165,Received,6700
PO-31239,1,P-20062,Elastomer Insert 1/4-20,F66231,25,EA,18.77,469.25,2025-06-18,2025-06-18,0,Open,1200
