Journal Id,Posting Date,Period,Account Number,Account Name,Debit,Credit,Memo,Source Module,Reference
JE-002220,2025-10-04,2025-10 ,4010,Product Sales - Distributed,0,15175.92,Invoice INV-60468,AR,INV-60468
JE-002221,2025-10-04,2025-10,4100,Freight Revenue,0,7541.89,Freight billed,AR,INV-60468
JE-002222,2025-10-04,2025-10,5000,COGS - Materials,14570.59,0,COGS,AR,INV-60468
JE-002223,2025-10-04,2025-10,1230,Inventory - Purchased for Resale,0,14570.59,Inventory relief,AR,INV-60468
JE-002764,2025-10-04,2025-10,1000,Operating Cash,347.46,0,Customer payment,AR,KBD-CR00226
JE-002765,2025-10-04,2025-10,1100,Accounts Receivable,0,347.46,Customer payment,AR,KBD-CR00226
JE-003517,2025-10-04,2025-10,2050,GR/IR Clearing (Received Not Invoiced),266356.47,0,Supplier inv 96163998,AP,96163998
JE-003518,2025-10-04,2025-10,2000,Accounts Payable,0,266356.47,Supplier inv 96163998,AP,96163998
JE-001956,2025-10-05,2025-10,1100,Accounts Receivable,21691.14,0,Invoice INV-60411,AR,INV-60411
JE-001957,"Oct 05, 2025",2025-10,4010,Product Sales - Distributed,0,21691.14,Invoice INV-60411,AR,INV-60411
JE-001958,2025-10-05,2025-10,5000,COGS - Materials,17386.23,0,COGS,AR,INV-60411
JE-001959,2025-10-05,2025-10,1230,Inventory - Purchased for Resale,0,17386.23,Inventory relief,AR ,INV-60411
JE-002364,2025-10-05,2025-10,1000,Operating Cash,4294.29,0,Customer payment,AR,KBD-CR00026
JE-002365,2025-10-05,2025-10,1100,Accounts Receivable,0,4294.29,Customer payment,AR,KBD-CR00026
JE-003165,2025-10-05,2025-10,2050,GR/IR Clearing (Received Not Invoiced),6918.12,0,Supplier inv 93769357,AP,93769357
JE-003166,2025-10-05,2025-10,5300,Freight In,49.93,0,Freight in,AP,93769357
JE-003167,2025-10-05,2025-10,2000,Accounts Payable,0,6968.05,Supplier inv 93769357,AP,93769357
JE-002328,2025-10-06,2025-10 ,1000,Operating Cash,38964.29,0,Customer payment,AR,KBD-CR00008
JE-002329,2025-10-06,2025-10,1100,Accounts Receivable,0,38964.29,Customer payment,AR,KBD-CR00008
JE-002542,2025-10-06,2025-10,1000,Operating Cash,61718.86,0,Customer payment,AR,KBD-CR00115
JE-002543,2025-10-06,2025-10,1100,Accounts Receivable,0,61718.86,Customer payment,AR,KBD-CR00115
JE-002748,2025-10-06,2025-10,1000,Operating Cash,62421.75,0,Customer payment,AR,KBD-CR00218
JE-002749,2025-10-06,2025-10,1100,Accounts Receivable,0,62421.75,Customer payment,AR,KBD-CR00218
JE-000049,2025-10-07,2025-10,1100,Accounts Receivable,1443.15,0,Invoice INV-60011,AR,INV-60011
JE-000050,2025-10-07,2025-10,4010,Product Sales - Distributed,0,991.91,Invoice INV-60011,AR,INV-60011
JE-000051,2025-10-07,2025-10,4100,Freight Revenue,0,379.33,Freight billed,AR,INV-60011 
JE-000052,2025-10-07,2025-10,2100,Accrued Expenses,0,71.91,Sales tax payable,AR,INV-60011
JE-000053,2025-10-07,2025-10,5000,COGS - Materials,647.41,0,COGS,AR,INV-60011
JE-000054,2025-10-07,2025-10,1230,Inventory - Purchased for Resale,0,647.41,Inventory relief,AR,INV-60011
JE-000192,2025-10-07,2025-10,1100,Accounts Receivable,3896.75,0,Invoice INV-60041 ,AR,INV-60041
JE-000193,2025-10-07,2025-10,4010,Product Sales - Distributed,0,3896.75,Invoice INV-60041,AR,INV-60041
JE-000194,2025-10-07,2025-10,5000,COGS - Materials,3582.16,0,COGS,AR,INV-60041
JE-000195,2025-10-07,2025-10,1230,Inventory - Purchased for Resale,0,3582.16,Inventory relief,AR,INV-60041
JE-000887,2025-10-07 ,2025-10,1100,Accounts Receivable,193.59,0,Invoice INV-60187,AR,INV-60187
JE-000888,2025-10-07,2025-10,4010,Product Sales - Distributed,0,148.86,Invoice INV-60187,AR,INV-60187
JE-000889,2025-10-07,2025-10,4100,Freight Revenue,0,44.73,Freight billed,AR,INV-60187
JE-000890,2025-10-07,2025-10,5000,COGS - Materials,101.96,0,COGS,AR,INV-60187
JE-000891,2025-10-07,2025-10,1230,Inventory - Purchased for Resale,0,101.96,Inventory relief,AR,INV-60187
JE-003258,2025-10-07,2025-10,2050,GR/IR Clearing (Received Not Invoiced),185117.78,0,Supplier inv SI9802172,AP,SI9802172
JE-003259,10/07/25,2025-10,2000,Accounts Payable,0,185117.78,Supplier inv SI9802172,AP,SI9802172
JE-003412,2025-10-07,2025-10,2050,GR/IR Clearing (Received Not Invoiced),436367.5,0,Supplier inv SI3436835,AP,SI3436835
JE-003413,2025-10-07,2025-10,5300,Freight In,135.28,0,Freight in,AP,SI3436835
JE-003414,2025-10-07,2025-10,2000,Accounts Payable,0,436502.78,Supplier inv SI3436835,AP,SI3436835
JE-003894,10/07/2025,2025-10,1230,Inventory - Purchased for Resale,5984.4,0,PO receipt PO-31066,INV,RCV-40064
JE-003895,2025-10-07,2025-10,2050,GR/IR Clearing (Received Not Invoiced),0,5984.4,PO receipt PO-31066,INV,RCV-40064
JE-003898,2025-10-07,2025-10,1230,Inventory - Purchased for Resale,185000.03,0,PO receipt PO-31068,INV,RCV-40066
JE-003899,2025-10-07,2025-10,2050,GR/IR Clearing (Received Not Invoiced),0,185000.03,PO receipt PO-31068,INV,RCV-40066
JE-004136,2025-10-07,2025-10,1230,Inventory - Purchased for Resale,14852.0,0,PO receipt PO-31189,INV,RCV-40185
JE-004137,2025-10-07,2025-10,2050,GR/IR Clearing (Received Not Invoiced),0,14852.0,PO receipt PO-31189,INV,RCV-40185
JE-002314,2025-10-08,2025-10,1000,Operating Cash,2576.57,0,Customer payment,AR,KBD-CR00001
JE-002315,2025-10-08,2025-10,1100,Accounts Receivable,0,2576.57,Customer payment,AR,KBD-CR00001
JE-002640,2025-10-08,2025-10,1000,Operating Cash,62580.33,0,Customer payment,AR,KBD-CR00164
JE-002641,2025-10-08,2025-10,1100,Accounts Receivable,0,62580.33,Customer payment,AR,KBD-CR00164 
JE-004036,2025-10-08,2025-10,1230,Inventory - Purchased for Resale,7875.15,0,PO receipt PO-31137,INV,RCV-40135
JE-004037,2025-10-08,2025-10,2050,GR/IR Clearing (Received Not Invoiced),0,7875.15,PO receipt PO-31137,INV,RCV-40135
JE-004192,2025-10-08,2025-10,1230,Inventory - Purchased for Resale,10196.0,0,PO receipt PO-31218,INV,RCV-40213
JE-004193,2025-10-08,2025-10,2050,GR/IR Clearing (Received Not Invoiced),0,10196.0,PO receipt PO-31218,INV,RCV-40213
JE-000182,2025-10-09,2025-10,1100,Accounts Receivable,21348.46,0,Invoice INV-60039,AR,INV-60039
JE-000183,2025-10-09,2025-10,4010,Product Sales - Distributed,0,19399.45,Invoice INV-60039,AR,INV-60039
JE-000184,2025-10-09,2025-10,4100,Freight Revenue,0,1949.01,Freight billed,AR,INV-60039
JE-000185,2025-10-09,2025-10 ,5000,COGS - Materials,14138.67,0,COGS,AR,INV-60039
JE-000186,2025-10-09,2025-10,1230,Inventory - Purchased for Resale,0,14138.67,Inventory relief,AR,INV-60039
JE-002024,2025-10-09,2025-10,1100 ,Accounts Receivable,12187.75,0,Invoice INV-60426,AR,INV-60426
JE-002025,2025-10-09,2025-10,4010,Product Sales - Distributed,0,11147.49,Invoice INV-60426,AR,INV-60426
JE-002026,10/09/25,2025-10,4100,Freight Revenue,0,1040.26,Freight billed,AR,INV-60426
JE-002027,09-Oct-2025,2025-10,5000,COGS - Materials,7236.02,0,COGS,AR,INV-60426
JE-002028,2025-10-09,2025-10,1230,Inventory - Purchased for Resale,0,7236.02,Inventory relief,AR,INV-60426
JE-003254,2025-10-09,2025-10,2050,GR/IR Clearing (Received Not Invoiced),5984.4,0,Supplier inv 6947904,AP,6947904
JE-003255,10/09/2025,2025-10,2000 ,Accounts Payable,0,5984.4,Supplier inv 6947904,AP,6947904
JE-004112,2025-10-09,2025-10 ,1230,Inventory - Purchased for Resale,393612.52,0,PO receipt PO-31176,INV,RCV-40173
JE-004113,2025-10-09,2025-10,2050,GR/IR Clearing (Received Not Invoiced),0,393612.52,PO receipt PO-31176,INV,RCV-40173
JE-001150,10/10/25,2025-10,1100,Accounts Receivable,25178.32,0,Invoice INV-60243,AR,INV-60243 
JE-001151,2025-10-10,2025-10,4010,Product Sales - Distributed,0,25178.32,Invoice INV-60243,AR,INV-60243
JE-001152,2025-10-10,2025-10,5000,COGS - Materials,14068.26,0,COGS,AR,INV-60243
JE-001153,2025-10-10,2025-10,1230,Inventory - Purchased for Resale,0,14068.26,Inventory relief,AR,INV-60243
JE-002974,2025-10-10,2025-10,1000,Operating Cash,14204.96,0,Customer payment,AR,KBD-CR00331
JE-002975,2025-10-10,2025-10,1100,Accounts Receivable,0,14204.96,Customer payment,AR,KBD-CR00331
JE-002486,2025-10-11,2025-10,1000 ,Operating Cash,8721.59,0,Customer payment,AR,KBD-CR00087
JE-002487,2025-10-11,2025-10,1100,Accounts Receivable,0,8721.59,Customer payment,AR,KBD-CR00087
JE-003866,2025-10-11,2025-10,1230,Inventory - Purchased for Resale,25345.0,0,PO receipt PO-31051,INV,RCV-40050
JE-003867,2025-10-11,2025-10,2050,GR/IR Clearing (Received Not Invoiced),0,25345.0,PO receipt PO-31051,INV,RCV-40050
JE-003900,2025-10-11,2025-10,1230,Inventory - Purchased for Resale,9384.9,0,PO receipt PO-31069,INV,RCV-40067
JE-003901,2025-10-11,2025-10,2050,GR/IR Clearing (Received Not Invoiced),0,9384.9,PO receipt PO-31069,INV,RCV-40067
JE-000517,2025-10-12,2025-10,1100,Accounts Receivable,7868.31,0,Invoice INV-60110,AR,INV-60110
JE-000518,2025-10-12,2025-10,4010,Product Sales - Distributed,0,7868.31,Invoice INV-60110,AR,INV-60110
JE-000519,2025-10-12,2025-10,5000,COGS - Materials,4989.42,0,COGS,AR,INV-60110
JE-000520,2025-10-12,2025-10,1230,Inventory - Purchased for Resale,0,4989.42,Inventory relief,AR,INV-60110
JE-001462,2025-10-12,2025-10,1100,Accounts Receivable,19623.34,0,Invoice INV-60307,AR,INV-60307
JE-001463,2025-10-12,2025-10,4010,Product Sales - Distributed,0,19502.49,Invoice INV-60307,AR,INV-60307
JE-001464,2025-10-12,2025-10,4100,Freight Revenue,0,120.85,Freight billed,AR,INV-60307
JE-001465,2025-10-12,2025-10,5000 ,COGS - Materials,10956.45,0,COGS,AR,INV-60307
JE-001466,"Oct 12, 2025",2025-10,1230,Inventory - Purchased for Resale,0,10956.45,Inventory relief,AR,INV-60307
JE-002309,2025-10-12,2025-10,1100,Accounts Receivable,1038.46,0,Invoice INV-60487,AR,INV-60487
JE-002310,2025-10-12,2025-10,4010,Product Sales - Distributed,0,860.06,Invoice INV-60487,AR,INV-60487
JE-002311,2025-10-12,2025-10,4100,Freight Revenue,0,178.4,Freight billed,AR,INV-60487
JE-002312,2025-10-12,2025-10,5000,COGS - Materials,569.28,0,COGS,AR,INV-60487
JE-002313,2025-10-12,2025-10,1230,Inventory - Purchased for Resale,0,569.28,Inventory relief,AR,INV-60487
JE-002900,2025-10-12,2025-10,1000,Operating Cash,8188.67,0,Customer payment,AR,KBD-CR00294
JE-002901,2025-10-12,2025-10,1100,Accounts Receivable,0,8188.67,Customer payment,AR,KBD-CR00294
JE-003908,2025-10-12,2025-10,1230,Inventory - Purchased for Resale,4854.64,0,PO receipt PO-31073,INV,RCV-40071
JE-003909,2025-10-12,2025-10,2050,GR/IR Clearing (Received Not Invoiced),0,4854.64,PO receipt PO-31073,INV,RCV-40071
JE-003954,2025-10-12,2025-10,1230,Inventory - Purchased for Resale,253828.1,0,PO receipt PO-31096,INV,RCV-40094
JE-003955,2025-10-12,2025-10,2050,GR/IR Clearing (Received Not Invoiced),0,253828.1,PO receipt PO-31096,INV,RCV-40094
JE-004024,2025-10-12,2025-10,1230,Inventory - Purchased for Resale,360057.88,0,PO receipt PO-31131,INV,RCV-40129
JE-004025,2025-10-12,2025-10,2050,GR/IR Clearing (Received Not Invoiced),0,360057.88,PO receipt PO-31131,INV,RCV-40129
JE-000262,2025-10-13,2025-10,1100,Accounts Receivable,330.2,0,Invoice INV-60056,AR,INV-60056
JE-000263,2025-10-13,2025-10,4010,Product Sales - Distributed,0,228.6,Invoice INV-60056,AR,INV-60056
JE-000264,10/13/25,2025-10,4100,Freight Revenue,0,101.6,Freight billed,AR,INV-60056 
JE-000265,2025-10-13,2025-10,5000,COGS - Materials,135.96,0,COGS,AR,INV-60056
JE-000266,"Oct 13, 2025",2025-10,1230,Inventory - Purchased for Resale,0,135.96,Inventory relief,AR,INV-60056
JE-002558,13-Oct-2025,2025-10,1000,Operating Cash,7269.33,0,Customer payment,AR,KBD-CR00123
JE-002559,2025-10-13,2025-10,1100,Accounts Receivable,0,7269.33,Customer payment,AR ,KBD-CR00123
JE-003088,2025-10-13,2025-10,1000,Operating Cash,3799.51,0,Customer payment,AR,KBD-CR00388
JE-003089,2025-10-13,2025-10,1100,Accounts Receivable,0,3799.51,Customer payment,AR,KBD-CR00388
JE-003260,2025-10-13,2025-10,2050 ,GR/IR Clearing (Received Not Invoiced),9384.9,0,Supplier inv 99058267 ,AP,99058267
JE-003261,2025-10-13,2025-10,2000,Accounts Payable,0,9384.9,Supplier inv 99058267,AP,99058267
JE-004104,2025-10-13,2025-10,1230,Inventory - Purchased for Resale,74536.98,0,PO receipt PO-31172,INV,RCV-40169
JE-004105,2025-10-13,2025-10,2050 ,GR/IR Clearing (Received Not Invoiced),0,74536.98,PO receipt PO-31172,INV,RCV-40169
JE-004340,2025-10-13,2025-10,1230,Inventory - Purchased for Resale,8886.84,0,PO receipt PO-31298,INV,RCV-40287
JE-004341,2025-10-13,2025-10,2050,GR/IR Clearing (Received Not Invoiced),0,8886.84,PO receipt PO-31298,INV,RCV-40287
JE-000090,2025-10-14,2025-10,1100,Accounts Receivable,9378.3,0,Invoice INV-60020,AR,INV-60020
JE-000091,2025-10-14,2025-10,4010,Product Sales - Distributed,0,8332.09,Invoice INV-60020 ,AR,INV-60020 
JE-000092,2025-10-14,2025-10,4100,Freight Revenue,0,442.13,Freight billed,AR,INV-60020
JE-000093,2025-10-14,2025-10,2100,Accrued Expenses,0,604.08,Sales tax payable,AR,INV-60020
JE-000094,2025-10-14,2025-10,5000,COGS - Materials,4867.7,0,COGS,AR,INV-60020
JE-000095,2025-10-14,2025-10,1230,Inventory - Purchased for Resale ,0,4867.7,Inventory relief,AR,INV-60020
JE-002209,2025-10-14,2025-10,1100,Accounts Receivable,28923.98,0,Invoice INV-60466,AR,INV-60466
JE-002210,10/14/25,2025-10,4010,Product Sales - Distributed,0,27235.43,Invoice INV-60466,AR,INV-60466
JE-002211,2025-10-14,2025-10,4100,Freight Revenue,0,1688.55,Freight billed,AR,INV-60466
JE-002212,2025-10-14,2025-10,5000,COGS - Materials,17551.86,0,COGS,AR,INV-60466
JE-002213,2025-10-14,2025-10,1230,Inventory - Purchased for Resale,0,17551.86,Inventory relief,AR,INV-60466
JE-002362,"Oct 14, 2025",2025-10 ,1000,Operating Cash,5318.78,0,Customer payment,AR,KBD-CR00025
JE-002363,2025-10-14,2025-10,1100,Accounts Receivable,0,5318.78,Customer payment,AR,KBD-CR00025
JE-003400,2025-10-14,2025-10,2050,GR/IR Clearing (Received Not Invoiced),356456.49,0,Supplier inv 91844964,AP,91844964
JE-003401,2025-10-14,2025-10,5300,Freight In,153.23,0,Freight in,AP,91844964
JE-003402,10/14/2025,2025-10,2000,Accounts Payable,0,356609.72,Supplier inv 91844964,AP,91844964
JE-003415,2025-10-14,2025-10,2050,GR/IR Clearing (Received Not Invoiced),7896.95,0,Supplier inv SI7132334,AP,SI7132334
JE-003416,2025-10-14,2025-10,5300,Freight In,162.24,0,Freight in,AP,SI7132334
JE-003417,2025-10-14,2025-10,2000,Accounts Payable,0,8059.19,Supplier inv SI7132334,AP,SI7132334
JE-003492,2025-10-14,2025-10,2050,GR/IR Clearing (Received Not Invoiced),74536.98,0,Supplier inv 91503695,AP,91503695
JE-003493,10/14/25,2025-10,2000,Accounts Payable,0,74536.98,Supplier inv 91503695,AP,91503695
JE-003528,2025-10-14,2025-10 ,2050,GR/IR Clearing (Received Not Invoiced),14852.0,0,Supplier inv SI8925461,AP,SI8925461
JE-003529,2025-10-14,2025-10,2000,Accounts Payable,0,14852.0,Supplier inv SI8925461,AP,SI8925461
JE-003590,2025-10-14,2025-10 ,2050,GR/IR Clearing (Received Not Invoiced),10196.0,0,Supplier inv INV7957484,AP,INV7957484
JE-003591,2025-10-14,2025-10,5300,Freight In,132.79,0,Freight in,AP,INV7957484
JE-003592,2025-10-14,2025-10,2000,Accounts Payable,0,10328.79,Supplier inv INV7957484,AP,INV7957484
JE-000472,10/15/2025,2025-10,1100,Accounts Receivable,1257.75,0,Invoice INV-60100,AR,INV-60100
JE-000473,2025-10-15,2025-10,4010,Product Sales - Distributed,0,1257.75,Invoice INV-60100,AR,INV-60100
JE-000474,2025-10-15,2025-10,5000,COGS - Materials,769.75,0,COGS,AR,INV-60100
JE-000475,2025-10-15,2025-10,1230,Inventory - Purchased for Resale,0,769.75,Inventory relief,AR,INV-60100
JE-003222 ,2025-10-15,2025-10,2050,GR/IR Clearing (Received Not Invoiced),25345.0,0,Supplier inv INV5740380,AP,INV5740380
JE-003223,2025-10-15,2025-10,2000,Accounts Payable,0,25345.0,Supplier inv INV5740380,AP,INV5740380
JE-004094,2025-10-15,2025-10,1230,Inventory - Purchased for Resale,6133.55,0,PO receipt PO-31167 ,INV,RCV-40164
JE-004095,2025-10-15,2025-10,2050,GR/IR Clearing (Received Not Invoiced),0,6133.55,PO receipt PO-31167,INV,RCV-40164
JE-000350,2025-10-16,2025-10,1100,Accounts Receivable,49735.9,0,Invoice INV-60074 ,AR,INV-60074
JE-000351,2025-10-16,2025-10,4010,Product Sales - Distributed,0,46373.8,Invoice INV-60074,AR,INV-60074
JE-000352,2025-10-16,2025-10,2100,Accrued Expenses,0,3362.1,Sales tax payable,AR,INV-60074
JE-000353,2025-10-16,2025-10,5000,COGS - Materials,30968.23,0,COGS,AR,INV-60074
JE-000354,2025-10-16,2025-10,1230,Inventory - Purchased for Resale,0,30968.23,Inventory relief,AR,INV-60074
JE-000833,2025-10-16,2025-10,1100,Accounts Receivable,25507.03,0,Invoice INV-60176,AR,INV-60176
JE-000834,2025-10-16,2025-10,4010,Product Sales - Distributed,0,23782.78,Invoice INV-60176,AR,INV-60176
JE-000835,2025-10-16,2025-10,2100,Accrued Expenses,0,1724.25,Sales tax payable,AR,INV-60176
JE-000836,2025-10-16,2025-10,5000 ,COGS - Materials,18281.46,0,COGS,AR,INV-60176
JE-000837,16-Oct-2025,2025-10,1230,Inventory - Purchased for Resale,0,18281.46,Inventory relief,AR,INV-60176
JE-003502,2025-10-16 ,2025-10 ,2050,GR/IR Clearing (Received Not Invoiced),393612.52,0,Supplier inv SI3024328,AP,SI3024328
JE-003503,2025-10-16,2025-10,2000,Accounts Payable,0,393612.52,Supplier inv SI3024328,AP,SI3024328
JE-001973,2025-10-17,2025-10,1100,Accounts Receivable,19247.81,0,Invoice INV-60415,AR,INV-60415
JE-001974,2025-10-17,2025-10,4010,Product Sales - Distributed,0,19247.81,Invoice INV-60415,AR,INV-60415
JE-001975,2025-10-17,2025-10,5000,COGS - Materials,13727.3,0,COGS,AR,INV-60415
JE-001976,2025-10-17,2025-10,1230,Inventory - Purchased for Resale,0,13727.3,Inventory relief,AR,INV-60415
JE-002460,2025-10-17,2025-10,1000,Operating Cash,27191.82,0,Customer payment,AR,KBD-CR00074
JE-002461,2025-10-17,2025-10,1100,Accounts Receivable,0,27191.82,Customer payment,AR,KBD-CR00074
JE-003319,2025-10-17,2025-10,2050,GR/IR Clearing (Received Not Invoiced),249504.3,0,Supplier inv 4084421,AP,4084421
JE-003320,2025-10-17,2025-10,2000,Accounts Payable,0,249504.3,Supplier inv 4084421,AP,4084421
JE-004002,2025-10-17,2025-10,1230,Inventory - Purchased for Resale,17778.8,0,PO receipt PO-31120,INV,RCV-40118
JE-004003,2025-10-17,2025-10,2050,GR/IR Clearing (Received Not Invoiced),0,17778.8,PO receipt PO-31120,INV,RCV-40118
JE-001189,2025-10-19,2025-10,1100,Accounts Receivable,20179.28,0,Invoice INV-60251,AR,INV-60251
JE-001190,2025-10-19,2025-10,4010,Product Sales - Distributed,0,18815.18,Invoice INV-60251,AR,INV-60251
JE-001191,2025-10-19,2025-10,2100,Accrued Expenses,0,1364.1,Sales tax payable,AR,INV-60251
JE-001192,2025-10-19,2025-10,5000,COGS - Materials,11423.33,0,COGS,AR,INV-60251
JE-001193,2025-10-19,2025-10,1230,Inventory - Purchased for Resale,0,11423.33,Inventory relief,AR,INV-60251
JE-003058,2025-10-19,2025-10,1000 ,Operating Cash,437.89,0,Customer payment,AR,KBD-CR00373
JE-003059,2025-10-19,2025-10,1100,Accounts Receivable,0,437.89,Customer payment,AR,KBD-CR00373
JE-003268,"Oct 19, 2025",2025-10,2050 ,GR/IR Clearing (Received Not Invoiced),4888.3,0,Supplier inv 3279767,AP,3279767
JE-003269,2025-10-19,2025-10,2000,Accounts Payable,0,4888.3,Supplier inv 3279767,AP,3279767
JE-004062,2025-10-19,2025-10,1230,Inventory - Purchased for Resale,274756.25,0,PO receipt PO-31150,INV,RCV-40148
JE-004063 ,19-Oct-2025,2025-10,2050,GR/IR Clearing (Received Not Invoiced),0,274756.25,PO receipt PO-31150,INV,RCV-40148
JE-000571,2025-10-20,2025-10,1100,Accounts Receivable,26768.44,0,Invoice INV-60121,AR,INV-60121
JE-000572,2025-10-20,2025-10,4010,Product Sales - Distributed,0,26458.83,Invoice INV-60121,AR,INV-60121
JE-000573,2025-10-20,2025-10,4100,Freight Revenue,0,309.61,Freight billed,AR,INV-60121
JE-000574,2025-10-20,2025-10,5000,COGS - Materials,21738.75,0,COGS,AR,INV-60121
JE-000575,2025-10-20,2025-10,1230,Inventory - Purchased for Resale,0,21738.75,Inventory relief,AR,INV-60121
JE-001194,2025-10-20,2025-10,1100,Accounts Receivable,40113.93,0,Invoice INV-60252,AR,INV-60252
JE-001195,2025-10-20,2025-10,4010,Product Sales - Distributed,0,38150.26,Invoice INV-60252,AR,INV-60252
JE-001196,2025-10-20,2025-10,4100,Freight Revenue,0,1963.67,Freight billed,AR,INV-60252
JE-001197,2025-10-20,2025-10,5000,COGS - Materials,30948.97,0,COGS,AR,INV-60252 
JE-001198,2025-10-20,2025-10,1230,Inventory - Purchased for Resale,0,30948.97,Inventory relief,AR,INV-60252
JE-001456,2025-10-20,2025-10,1100,Accounts Receivable,27994.6,0,Invoice INV-60306,AR,INV-60306
JE-001457,2025-10-20,2025-10,4010,Product Sales - Distributed,0,21289.2,Invoice INV-60306,AR,INV-60306
JE-001458 ,2025-10-20,2025-10,4100,Freight Revenue,0,5161.93,Freight billed,AR,INV-60306
JE-001459,2025-10-20,2025-10,2100,Accrued Expenses,0,1543.47,Sales tax payable,AR,INV-60306
JE-001460,2025-10-20,2025-10,5000,COGS - Materials,14490.04,0,COGS,AR,INV-60306 
JE-001461,2025-10-20,2025-10,1230,Inventory - Purchased for Resale,0,14490.04,Inventory relief,AR,INV-60306
JE-002494,2025-10-20,2025-10,1000,Operating Cash,2562.45,0,Customer payment,AR,KBD-CR00091
JE-002495,2025-10-20,2025-10,1100,Accounts Receivable,0,2562.45,Customer payment,AR,KBD-CR00091
JE-002948,2025-10-20,2025-10,1000,Operating Cash,4896.48,0,Customer payment,AR,KBD-CR00318
JE-002949,10/20/25,2025-10,1100,Accounts Receivable,0,4896.48,Customer payment,AR,KBD-CR00318
JE-003761,2025-10-20,2025-10,2050,GR/IR Clearing (Received Not Invoiced),8886.84,0,Supplier inv SI7831341,AP,SI7831341
JE-003762,2025-10-20,2025-10,2000,Accounts Payable ,0,8886.84,Supplier inv SI7831341,AP,SI7831341
JE-004244,2025-10-20,2025-10,1230,Inventory - Purchased for Resale,2230.74,0,PO receipt PO-31247,INV,RCV-40239
JE-004245,10/20/25,2025-10,2050,GR/IR Clearing (Received Not Invoiced),0,2230.74,PO receipt PO-31247,INV,RCV-40239
JE-004274 ,2025-10-20,2025-10,1230,Inventory - Purchased for Resale,11932.8,0,PO receipt PO-31262,INV,RCV-40254
JE-004275,2025-10-20,2025-10,2050,GR/IR Clearing (Received Not Invoiced),0,11932.8,PO receipt PO-31262,INV ,RCV-40254
JE-002868,2025-10-21,2025-10,1000,Operating Cash,18480.17,0,Customer payment,AR,KBD-CR00278
JE-002869 ,2025-10-21,2025-10,1100,Accounts Receivable,0,18480.17,Customer payment,AR,KBD-CR00278
JE-003481,2025-10-21,2025-10,2050,GR/IR Clearing (Received Not Invoiced),6133.55,0,Supplier inv SI4400080,AP,SI4400080
JE-003482,2025-10-21,2025-10,2000,Accounts Payable,0,6133.55,Supplier inv SI4400080,AP,SI4400080
JE-000695,2025-10-22,2025-10,1100,Accounts Receivable ,27073.01,0,Invoice INV-60147,AR,INV-60147
JE-000696,2025-10-22,2025-10,4010,Product Sales - Distributed,0,19568.9,Invoice INV-60147,AR,INV-60147
JE-000697,2025-10-22,2025-10,4100,Freight Revenue,0,7504.11,Freight billed,AR,INV-60147
JE-000698,2025-10-22,2025-10,5000,COGS - Materials,15698.65,0,COGS,AR,INV-60147
JE-000699,2025-10-22,2025-10,1230,Inventory - Purchased for Resale,0,15698.65,Inventory relief,AR,INV-60147
JE-002159,2025-10-22,2025-10,1100,Accounts Receivable,4033.21,0,Invoice INV-60455,AR,INV-60455
JE-002160,2025-10-22,2025-10,4010,Product Sales - Distributed,0,2707.25,Invoice INV-60455,AR,INV-60455
JE-002161,2025-10-22,2025-10,4100,Freight Revenue,0,1325.96,Freight billed,AR,INV-60455
JE-002162,2025-10-22,2025-10,5000,COGS - Materials,1699.5,0,COGS,AR,INV-60455
JE-002163,2025-10-22,2025-10,1230,Inventory - Purchased for Resale,0,1699.5,Inventory relief,AR ,INV-60455
JE-002418,2025-10-22,2025-10,1000,Operating Cash,11646.11,0,Customer payment,AR,KBD-CR00053
JE-002419,22-Oct-2025,2025-10,1100,Accounts Receivable,0,11646.11,Customer payment,AR ,KBD-CR00053
JE-002544,2025-10-22,2025-10,1000,Operating Cash,2498.99,0,Customer payment,AR,KBD-CR00116
JE-002545,"Oct 22, 2025",2025-10,1100,Accounts Receivable,0,2498.99,Customer payment,AR,KBD-CR00116
JE-003100,2025-10-22,2025-10,1000,Operating Cash,550.5,0,Customer payment,AR,KBD-CR00394
JE-003101,2025-10-22,2025-10,1100,Accounts Receivable,0,550.5,Customer payment,AR,KBD-CR00394
JE-003106,2025-10-22,2025-10,1000,Operating Cash,34078.98,0,Customer payment,AR,KBD-CR00397
JE-003107,2025-10-22,2025-10,1100,Accounts Receivable,0,34078.98,Customer payment,AR,KBD-CR00397
JE-003784,2025-10-22,2025-10,1230,Inventory - Purchased for Resale,9187.8,0,PO receipt PO-31009,INV,RCV-40009
JE-003785,2025-10-22,2025-10,2050,GR/IR Clearing (Received Not Invoiced),0,9187.8,PO receipt PO-31009,INV,RCV-40009
JE-001662,2025-10-23,2025-10,1100,Accounts Receivable,18803.8,0,Invoice INV-60349,AR,INV-60349
JE-001663,2025-10-23,2025-10,4010,Product Sales - Distributed ,0,18803.8,Invoice INV-60349,AR,INV-60349
JE-001664,2025-10-23,2025-10,5000,COGS - Materials,15908.18,0,COGS,AR,INV-60349
JE-001665,2025-10-23,2025-10,1230,Inventory - Purchased for Resale,0,15908.18,Inventory relief,AR,INV-60349
JE-001985,2025-10-23,2025-10,1100,Accounts Receivable,16568.06,0,Invoice INV-60418,AR,INV-60418
JE-001986,2025-10-23,2025-10,4010,Product Sales - Distributed,0,14262.35,Invoice INV-60418,AR,INV-60418
