invoice_number,customer_id,so_number,shipment_id,customer_po_number,invoice_date,due_date,payment_terms,merchandise_total,freight,sales_tax,invoice_total,amount_paid,balance,status,delivery_method,gl_revenue_account
INV-60301,NIC-CUST0019,SO-26320,SH-50301,PUR-487585,2025-09-06,2025-09-06,COD,2174.04,0.0,0.0,2174.04,2174.04,0.0,Paid,Email PDF,4000
INV-60302,NIC-CUST0026,SO-26321,SH-50302,PO396105,2026-02-11,2026-04-12,Net 60,2462.92,0.0,0.0,2462.92,2462.92,0.0,Paid,Mail,4000
INV-60303,NIC-CUST0014,SO-26322,SH-50303,P720814,2025-09-28,2025-11-27,Net 60,5724.38,196.92,0.0,5921.3,5921.3,0.0,Paid,EDI 810,4000
INV-60304,NIC-CUST0011,SO-26323,SH-50304,PUR-206730,2025-08-08,2025-09-07,2% 10 Net 30,10461.72,0.0,0.0,10461.72,10461.72,0.0,Paid,Portal upload,4000
INV-60305,NIC-CUST0004,SO-26324,SH-50305,4500726129,2025-11-23,2026-01-22,Net 60,3583.3,0.0,0.0,3583.3,3583.3,0.0,Paid,Email PDF,4000
INV-60306,NIC-CUST0006,SO-26326,SH-50306,PUR-280983,2025-10-26,2025-12-10,Net 45,707.34,0.0,51.28,758.62,758.62,0.0,Paid,Portal upload,4000
INV-60307,NIC-CUST0018,SO-26327,SH-50307,4500212378,2025-08-29,2025-10-13,Net 45,3009.6,0.0,0.0,3009.6,3009.6,0.0,Paid,Portal upload,4000
INV-60308,NIC-CUST0022,SO-26328,SH-50308,P950223,2026-03-22,2026-04-21,Net 30,6831.7,0.0,495.3,7327.0,0.0,7327.0,Open,Email PDF,4000
INV-60309,NIC-CUST0008,SO-26329,SH-50309,PUR-304268,2025-06-08,2025-07-08,2% 10 Net 30,9922.35,0.0,0.0,9922.35,9922.35,0.0,Paid,Mail,4000
INV-60310,NIC-CUST0009,SO-26332,SH-50310,PUR-991754,2025-10-07,2025-11-21,Net 45,2787.57,0.0,0.0,2787.57,2787.57,0.0,Paid,Email PDF,4000
INV-60311,NIC-CUST0033,SO-26333,SH-50311,PUR-507860,2025-05-13,2025-06-12,Net 30,2085.55,173.38,0.0,2258.93,2258.93,0.0,Paid,Mail,4000
INV-60312,NIC-CUST0035,SO-26334,SH-50312,PO743862,2025-06-28,2025-07-28,Net 30,9015.87,0.0,0.0,9015.87,9015.87,0.0,Paid,Mail,4000
INV-60313,NIC-CUST0020,SO-26335,SH-50313,P263857,2025-06-19,2025-07-19,Net 30,9759.45,168.25,707.56,10635.26,10635.26,0.0,Paid,EDI 810,4000
INV-60314,NIC-CUST0038,SO-26336,SH-50314,PUR-448855,2026-03-16,2026-04-30,Net 45,2465.75,195.73,178.77,2840.25,0.0,2840.25,Open,Email PDF,4000
INV-60315,NIC-CUST0017,SO-26337,SH-50315,P667527,2026-02-07,2026-03-09,Net 30,2213.65,305.01,0.0,2518.66,0.0,2518.66,Past Due,EDI 810,4000
INV-60316,NIC-CUST0037,SO-26338,SH-50316,PUR-304760,2025-08-30,2025-10-29,Net 60,27015.55,0.0,0.0,27015.55,27015.55,0.0,Paid,Portal upload,4000
INV-60317,NIC-CUST0003,SO-26340,SH-50317,PO559473,2025-09-07,2025-10-07,Net 30,21205.49,214.24,1537.4,22957.13,22957.13,0.0,Paid,Mail,4000
INV-60318,NIC-CUST0024,SO-26341,SH-50318,4500856609,2025-06-05,2025-07-05,Net 30,15968.36,246.26,0.0,16214.62,16214.62,0.0,Paid,Email PDF,4000
INV-60319,NIC-CUST0008,SO-26342,SH-50319,PUR-658538,2025-06-21,2025-07-21,2% 10 Net 30,5532.05,0.0,0.0,5532.05,5532.05,0.0,Paid,Email PDF,4000
INV-60320,NIC-CUST0035,SO-26343,SH-50320,4500534394,2025-11-30,2025-12-30,Net 30,508.87,0.0,0.0,508.87,508.87,0.0,Paid,EDI 810,4000
INV-60321,NIC-CUST0006,SO-26344,SH-50321,PUR-560504,2025-11-30,2026-01-14,Net 45,6188.32,249.32,448.65,6886.29,6886.29,0.0,Paid,EDI 810,4000
INV-60322,NIC-CUST0035,SO-26345,SH-50322,PO448655,2026-01-07,2026-02-06,Net 30,24252.59,362.87,0.0,24615.46,24615.46,0.0,Paid,Email PDF,4000
INV-60323,NIC-CUST0024,SO-26346,SH-50323,PUR-489855,2026-03-20,2026-04-19,Net 30,6769.25,265.35,0.0,7034.6,0.0,7034.6,Open,Portal upload,4000
INV-60324,NIC-CUST0031,SO-26348,SH-50324,PO783585,2025-10-17,2025-11-16,2% 10 Net 30,238.54,0.0,0.0,238.54,238.54,0.0,Paid,Mail,4000
INV-60325,NIC-CUST0026,SO-26349,SH-50325,4500193749,2026-03-17,2026-05-16,Net 60,30810.88,0.0,0.0,30810.88,0.0,30810.88,Open,EDI 810,4000
INV-60326,NIC-CUST0025,SO-26350,SH-50326,4500552799,2026-02-17,2026-04-18,Net 60,2424.48,22.25,0.0,2446.73,0.0,2446.73,Open,EDI 810,4000
INV-60327,NIC-CUST0017,SO-26351,SH-50327,PUR-418614,2025-11-08,2025-12-08,Net 30,4034.65,0.0,0.0,4034.65,4034.65,0.0,Paid,Email PDF,4000
INV-60328,NIC-CUST0022,SO-26352,SH-50328,PUR-154227,2026-03-13,2026-04-12,Net 30,1864.34,108.36,135.16,2107.86,0.0,2107.86,Open,Mail,4000
INV-60329,NIC-CUST0026,SO-26353,SH-50329,4500766997,2025-06-05,2025-08-04,Net 60,4386.81,0.0,0.0,4386.81,4386.81,0.0,Paid,Portal upload,4000
INV-60330,NIC-CUST0012,SO-26354,SH-50330,4500886229,2025-10-21,2025-11-20,2% 10 Net 30,33480.07,0.0,2427.31,35907.38,35907.38,0.0,Paid,Mail,4000
INV-60331,NIC-CUST0035,SO-26355,SH-50331,P949365,2025-05-01,2025-05-31,Net 30,2613.55,0.0,0.0,2613.55,2613.55,0.0,Paid,Email PDF,4000
INV-60332,NIC-CUST0010,SO-26356,SH-50332,PUR-283511,2025-10-16,2025-10-16,COD,5470.31,171.49,0.0,5641.8,5641.8,0.0,Paid,Email PDF,4000
INV-60333,NIC-CUST0034,SO-26357,SH-50333,P121845,2026-03-21,2026-05-05,Net 45,1325.27,0.0,96.08,1421.35,0.0,1421.35,Open,Portal upload,4000
INV-60334,NIC-CUST0029,SO-26358,SH-50334,P979559,2025-10-13,2025-11-12,Net 30,9974.42,272.37,0.0,10246.79,10036.19,210.6,Short Paid,Mail,4000
INV-60335,NIC-CUST0040,SO-26359,SH-50335,P717585,2025-04-21,2025-05-21,Net 30,9524.52,0.0,0.0,9524.52,9524.52,0.0,Paid,Portal upload,4000
INV-60336,NIC-CUST0024,SO-26360,SH-50336,PUR-580577,2026-03-21,2026-04-20,Net 30,1672.62,0.0,0.0,1672.62,0.0,1672.62,Open,Portal upload,4000
INV-60337,NIC-CUST0019,SO-26361,SH-50337,PO186601,2025-06-07,2025-06-07,COD,19822.95,238.26,0.0,20061.21,20061.21,0.0,Paid,EDI 810,4000
INV-60338,NIC-CUST0017,SO-26362,SH-50338,PO150255,2025-05-06,2025-06-05,Net 30,41761.48,0.0,0.0,41761.48,41761.48,0.0,Paid,Portal upload,4000
INV-60339,NIC-CUST0015,SO-26363,SH-50339,P726215,2025-11-01,2025-12-31,Net 60,9988.28,353.09,0.0,10341.37,10341.37,0.0,Paid,EDI 810,4000
INV-60340,NIC-CUST0011,SO-26365,SH-50340,4500862774,2025-11-18,2025-12-18,2% 10 Net 30,3381.61,0.0,0.0,3381.61,3381.61,0.0,Paid,Email PDF,4000
INV-60341,NIC-CUST0021,SO-26367,SH-50341,4500829218,2025-09-29,2025-10-29,Net 30,155.86,0.0,11.3,167.16,167.16,0.0,Paid,Mail,4000
INV-60342,NIC-CUST0020,SO-26368,SH-50342,PUR-772111,2025-05-25,2025-06-24,Net 30,5560.52,0.0,403.14,5963.66,5963.66,0.0,Paid,Mail,4000
INV-60343,NIC-CUST0022,SO-26369,SH-50343,PO139905,2026-01-26,2026-02-25,Net 30,5599.87,0.0,405.99,6005.86,5762.06,243.8,Short Paid,Portal upload,4000
INV-60344,NIC-CUST0005,SO-26371,SH-50344,4500393982,2025-07-05,2025-08-04,Net 30,5289.02,0.0,383.45,5672.47,5672.47,0.0,Paid,Email PDF,4000
INV-60345,NIC-CUST0009,SO-26373,SH-50345,P387271,2026-01-21,2026-03-07,Net 45,3751.5,0.0,0.0,3751.5,0.0,3751.5,Past Due,Email PDF,4000
INV-60346,NIC-CUST0011,SO-26374,SH-50346,P349442,2025-07-17,2025-08-16,2% 10 Net 30,12310.91,0.0,0.0,12310.91,12310.91,0.0,Paid,Mail,4000
INV-60347,NIC-CUST0020,SO-26375,SH-50347,PO192000,2025-11-04,2025-12-04,Net 30,12391.7,0.0,898.4,13290.1,13290.1,0.0,Paid,EDI 810,4000
INV-60348,NIC-CUST0034,SO-26376,SH-50348,PUR-927134,2026-03-23,2026-05-07,Net 45,405.62,0.0,29.41,435.03,0.0,435.03,Open,EDI 810,4000
INV-60349,NIC-CUST0025,SO-26377,SH-50349,P985443,2025-06-01,2025-07-31,Net 60,9263.47,0.0,0.0,9263.47,9263.47,0.0,Paid,Email PDF,4000
INV-60350,NIC-CUST0035,SO-26378,SH-50350,4500719463,2025-11-19,2025-12-19,Net 30,12735.64,0.0,0.0,12735.64,12735.64,0.0,Paid,Email PDF,4000
INV-60351,NIC-CUST0019,SO-26379,SH-50351,4500535210,2026-02-11,2026-02-11,COD,7526.77,183.74,0.0,7710.51,7710.51,0.0,Paid,Mail,4000
INV-60352,NIC-CUST0040,SO-26380,SH-50352,P105934,2025-06-11,2025-07-11,Net 30,14578.6,466.51,0.0,15045.11,15045.11,0.0,Paid,Mail,4000
INV-60353,NIC-CUST0029,SO-26381,SH-50353,PUR-586671,2025-08-04,2025-09-03,Net 30,7921.68,110.28,0.0,8031.96,8031.96,0.0,Paid,EDI 810,4000
INV-60354,NIC-CUST0023,SO-26382,SH-50354,4500474087,2025-10-30,2025-11-29,2% 10 Net 30,2586.3,0.0,0.0,2586.3,2586.3,0.0,Paid,Email PDF,4000
INV-60355,NIC-CUST0001,SO-26383,SH-50355,PUR-596653,2026-02-25,2026-03-27,Net 30,9593.21,0.0,695.51,10288.72,0.0,10288.72,Past Due,Email PDF,4000
INV-60356,NIC-CUST0033,SO-26384,SH-50356,4500431720,2025-08-01,2025-08-31,Net 30,5042.55,0.0,0.0,5042.55,5042.55,0.0,Paid,EDI 810,4000
INV-60357,NIC-CUST0006,SO-26385,SH-50357,PO211303,2026-01-28,2026-03-14,Net 45,10082.3,104.98,730.97,10918.25,10918.25,0.0,Paid,Email PDF,4000
INV-60358,NIC-CUST0005,SO-26386,SH-50358,PO553246,2026-01-19,2026-02-18,Net 30,7767.71,0.0,563.16,8330.87,8330.87,0.0,Paid,Mail,4000
INV-60359,NIC-CUST0006,SO-26387,SH-50359,PO107200,2026-03-24,2026-05-08,Net 45,2903.59,0.0,210.51,3114.1,0.0,3114.1,Open,Email PDF,4000
INV-60360,NIC-CUST0021,SO-26388,SH-50360,P961946,2025-04-22,2025-05-22,Net 30,485.39,0.0,35.19,520.58,520.58,0.0,Paid,Mail,4000
INV-60361,NIC-CUST0040,SO-26389,SH-50361,PUR-375312,2025-11-30,2025-12-30,Net 30,1221.48,224.07,0.0,1445.55,1445.55,0.0,Paid,Mail,4000
INV-60362,NIC-CUST0017,SO-26390,SH-50362,P893995,2026-02-19,2026-03-21,Net 30,9772.32,0.0,0.0,9772.32,0.0,9772.32,Past Due,Mail,4000
INV-60363,NIC-CUST0036,SO-26391,SH-50363,PO801429,2025-11-29,2026-01-13,Net 45,18511.39,0.0,0.0,18511.39,18511.39,0.0,Paid,Email PDF,4000
INV-60364,NIC-CUST0022,SO-26392,SH-50364,PO700060,2025-12-12,2026-01-11,Net 30,16485.42,0.0,1195.19,17680.61,17680.61,0.0,Paid,Email PDF,4000
INV-60365,NIC-CUST0017,SO-26393,SH-50365,PO944505,2025-08-05,2025-09-04,Net 30,25353.73,523.28,0.0,25877.01,25877.01,0.0,Paid,Email PDF,4000
INV-60366,NIC-CUST0008,SO-26394,SH-50366,PUR-305125,2026-03-24,2026-04-23,2% 10 Net 30,223.49,43.69,0.0,267.18,0.0,267.18,Open,Mail,4000
INV-60367,NIC-CUST0008,SO-26395,SH-50367,P820792,2025-10-28,2025-11-27,2% 10 Net 30,15050.41,99.41,0.0,15149.82,15149.82,0.0,Paid,Portal upload,4000
INV-60368,NIC-CUST0005,SO-26396,SH-50368,P487935,2025-10-23,2025-11-22,Net 30,1403.4,122.58,101.75,1627.73,1627.73,0.0,Paid,Email PDF,4000
INV-60369,NIC-CUST0005,SO-26397,SH-50369,PO650775,2026-02-19,2026-03-21,Net 30,13937.4,200.22,1010.46,15148.08,0.0,15148.08,Past Due,Portal upload,4000
INV-60370,NIC-CUST0035,SO-26398,SH-50370,PO552156,2025-09-30,2025-10-30,Net 30,6072.78,0.0,0.0,6072.78,6072.78,0.0,Paid,Mail,4000
INV-60371,NIC-CUST0038,SO-26399,SH-50371,PO413925,2025-07-15,2025-08-29,Net 45,30485.3,422.97,2210.18,33118.45,33118.45,0.0,Paid,Mail,4000
INV-60372,NIC-CUST0035,SO-26400,SH-50372,PO983102,2026-01-21,2026-02-20,Net 30,15683.87,223.76,0.0,15907.63,15907.63,0.0,Paid,Email PDF,4000
INV-60373,NIC-CUST0010,SO-26401,SH-50373,PO796545,2026-02-13,2026-02-13,COD,26915.64,0.0,0.0,26915.64,0.0,26915.64,Past Due,EDI 810,4000
INV-60374,NIC-CUST0003,SO-26403,SH-50374,PUR-613430,2025-11-26,2025-12-26,Net 30,18863.72,0.0,1367.62,20231.34,20231.34,0.0,Paid,Email PDF,4000
INV-60375,NIC-CUST0011,SO-26404,SH-50375,PUR-511351,2025-10-31,2025-11-30,2% 10 Net 30,23967.61,0.0,0.0,23967.61,23817.57,150.04,Short Paid,Email PDF,4000
INV-60376,NIC-CUST0008,SO-26405,SH-50376,4500792549,2025-05-15,2025-06-14,2% 10 Net 30,966.7,220.99,0.0,1187.69,1187.69,0.0,Paid,EDI 810,4000
INV-60377,NIC-CUST0017,SO-26406,SH-50377,PUR-756250,2025-09-25,2025-10-25,Net 30,2650.1,201.12,0.0,2851.22,2851.22,0.0,Paid,EDI 810,4000
INV-60378,NIC-CUST0035,SO-26407,SH-50378,P784319,2025-10-29,2025-11-28,Net 30,2463.43,0.0,0.0,2463.43,2463.43,0.0,Paid,Email PDF,4000
INV-60379,NIC-CUST0001,SO-26408,SH-50379,P161468,2026-02-13,2026-03-15,Net 30,1431.06,127.03,103.75,1661.84,0.0,1661.84,Past Due,EDI 810,4000
INV-60380,NIC-CUST0033,SO-26409,SH-50380,PO202938,2025-11-10,2025-12-10,Net 30,18467.28,302.04,0.0,18769.32,18769.32,0.0,Paid,Mail,4000
INV-60381,NIC-CUST0018,SO-26410,SH-50381,P385088,2025-05-06,2025-06-20,Net 45,25213.49,0.0,0.0,25213.49,25213.49,0.0,Paid,Email PDF,4000
INV-60382,NIC-CUST0003,SO-26411,SH-50382,PUR-679478,2025-11-09,2025-12-09,Net 30,19142.01,0.0,1387.8,20529.81,20529.81,0.0,Paid,EDI 810,4000
INV-60383,NIC-CUST0022,SO-26412,SH-50383,P245169,2026-01-31,2026-03-02,Net 30,1877.01,0.0,136.08,2013.09,2013.09,0.0,Paid,Mail,4000
INV-60384,NIC-CUST0009,SO-26413,SH-50384,4500787735,2025-12-05,2026-01-19,Net 45,40118.15,586.96,0.0,40705.11,40705.11,0.0,Paid,Portal upload,4000
INV-60385,NIC-CUST0005,SO-26414,SH-50385,4500674155,2026-01-21,2026-02-20,Net 30,30801.58,0.0,2233.11,33034.69,0.0,33034.69,Past Due,Email PDF,4000
INV-60386,NIC-CUST0015,SO-26415,SH-50386,P320235,2026-03-12,2026-05-11,Net 60,2787.57,17.09,0.0,2804.66,0.0,2804.66,Open,Mail,4000
INV-60387,NIC-CUST0018,SO-26416,SH-50387,PUR-542736,2026-03-22,2026-05-06,Net 45,7134.51,0.0,0.0,7134.51,0.0,7134.51,Open,Mail,4000
INV-60388,NIC-CUST0036,SO-26417,SH-50388,4500166710,2025-10-09,2025-11-23,Net 45,5951.69,254.92,0.0,6206.61,6206.61,0.0,Paid,EDI 810,4000
INV-60389,NIC-CUST0026,SO-26418,SH-50389,PUR-963495,2025-06-14,2025-08-13,Net 60,3510.36,0.0,0.0,3510.36,3510.36,0.0,Paid,Mail,4000
INV-60390,NIC-CUST0031,SO-26419,SH-50390,PO406920,2025-07-02,2025-08-01,2% 10 Net 30,10676.76,241.57,0.0,10918.33,10918.33,0.0,Paid,Email PDF,4000
INV-60391,NIC-CUST0017,SO-26420,SH-50391,PUR-373625,2025-09-07,2025-10-07,Net 30,3507.39,0.0,0.0,3507.39,3122.18,385.21,Short Paid,Email PDF,4000
