journal_id,posting_date,period,account_number,account_name,debit,credit,memo,source_module,reference
JE-001346,2025-10-05,2025-10,4100,Freight Revenue,0,124.94,Freight billed,AR,INV-60287
JE-001347,2025-10-05,2025-10,2100,Accrued Expenses,0,657.21,Sales tax payable,AR,INV-60287
JE-001348,2025-10-05,2025-10,5000,COGS - Materials,7351.98,0,COGS,AR,INV-60287
JE-001349,2025-10-05,2025-10,1220,Inventory - Finished Goods,0,7351.98,Inventory relief,AR,INV-60287
JE-001991,2025-10-05,2025-10,1000,Operating Cash,2120.77,0,Customer payment,AR,NIC-CR00078
JE-001992,2025-10-05,2025-10,1100,Accounts Receivable,0,2120.77,Customer payment,AR,NIC-CR00078
JE-002345,2025-10-05,2025-10,1000,Operating Cash,9403.69,0,Customer payment,AR,NIC-CR00255
JE-002346,2025-10-05,2025-10,1100,Accounts Receivable,0,9403.69,Customer payment,AR,NIC-CR00255
JE-002741,2025-10-05,2025-10,2050,GR/IR Clearing (Received Not Invoiced),1067.64,0,Supplier inv 92591690,AP,92591690
JE-002742,2025-10-05,2025-10,2000,Accounts Payable,0,1067.64,Supplier inv 92591690,AP,92591690
JE-003434,2025-10-05,2025-10,1200,Inventory - Raw Materials,4004.73,0,PO receipt PO-31200,INV,RCV-40190
JE-003435,2025-10-05,2025-10,2050,GR/IR Clearing (Received Not Invoiced),0,4004.73,PO receipt PO-31200,INV,RCV-40190
JE-001176,2025-10-06,2025-10,1100,Accounts Receivable,438.65,0,Invoice INV-60253,AR,INV-60253
JE-001177,2025-10-06,2025-10,4000,Product Sales - Manufactured,0,409.0,Invoice INV-60253,AR,INV-60253
JE-001178,2025-10-06,2025-10,2100,Accrued Expenses,0,29.65,Sales tax payable,AR,INV-60253
JE-001179,2025-10-06,2025-10,5000,COGS - Materials,254.75,0,COGS,AR,INV-60253
JE-001180,2025-10-06,2025-10,1220,Inventory - Finished Goods,0,254.75,Inventory relief,AR,INV-60253
JE-002067,2025-10-06,2025-10,1000,Operating Cash,588.91,0,Customer payment,AR,NIC-CR00116
JE-002068,2025-10-06,2025-10,1100,Accounts Receivable,0,588.91,Customer payment,AR,NIC-CR00116
JE-002599,2025-10-06,2025-10,2050,GR/IR Clearing (Received Not Invoiced),3969.0,0,Supplier inv 96186701,AP,96186701
JE-002600,2025-10-06,2025-10,2000,Accounts Payable,0,3969.0,Supplier inv 96186701,AP,96186701
JE-002618,2025-10-06,2025-10,2050,GR/IR Clearing (Received Not Invoiced),14555.38,0,Supplier inv 99669852,AP,99669852
JE-002619,2025-10-06,2025-10,2000,Accounts Payable,0,14555.38,Supplier inv 99669852,AP,99669852
JE-002679,2025-10-06,2025-10,2050,GR/IR Clearing (Received Not Invoiced),137.0,0,Supplier inv 3598184,AP,3598184
JE-002680,2025-10-06,2025-10,2000,Accounts Payable,0,137.0,Supplier inv 3598184,AP,3598184
JE-002766,2025-10-06,2025-10,2050,GR/IR Clearing (Received Not Invoiced),12550.0,0,Supplier inv 3300669,AP,3300669
JE-002767,2025-10-06,2025-10,2000,Accounts Payable,0,12550.0,Supplier inv 3300669,AP,3300669
JE-001447,2025-10-07,2025-10,1100,Accounts Receivable,2787.57,0,Invoice INV-60310,AR,INV-60310
JE-001448,2025-10-07,2025-10,4000,Product Sales - Manufactured,0,2787.57,Invoice INV-60310,AR,INV-60310
JE-001449,2025-10-07,2025-10,5000,COGS - Materials,2394.0,0,COGS,AR,INV-60310
JE-001450,2025-10-07,2025-10,1220,Inventory - Finished Goods,0,2394.0,Inventory relief,AR,INV-60310
JE-002043,2025-10-07,2025-10,1000,Operating Cash,25249.08,0,Customer payment,AR,NIC-CR00104
JE-002044,2025-10-07,2025-10,1100,Accounts Receivable,0,25249.08,Customer payment,AR,NIC-CR00104
JE-002115,2025-10-07,2025-10,1000,Operating Cash,6549.14,0,Customer payment,AR,NIC-CR00140
JE-002116,2025-10-07,2025-10,1100,Accounts Receivable,0,6549.14,Customer payment,AR,NIC-CR00140
JE-000143,2025-10-08,2025-10,1100,Accounts Receivable,4471.32,0,Invoice INV-60031,AR,INV-60031
JE-000144,2025-10-08,2025-10,4000,Product Sales - Manufactured,0,4471.32,Invoice INV-60031,AR,INV-60031
JE-000145,2025-10-08,2025-10,5000,COGS - Materials,2718.65,0,COGS,AR,INV-60031
JE-000146,2025-10-08,2025-10,1220,Inventory - Finished Goods,0,2718.65,Inventory relief,AR,INV-60031
JE-001819,2025-10-09,2025-10,1100,Accounts Receivable,6206.61,0,Invoice INV-60388,AR,INV-60388
JE-001820,2025-10-09,2025-10,4000,Product Sales - Manufactured,0,5951.69,Invoice INV-60388,AR,INV-60388
JE-001821,2025-10-09,2025-10,4100,Freight Revenue,0,254.92,Freight billed,AR,INV-60388
JE-001822,2025-10-09,2025-10,5000,COGS - Materials,5065.61,0,COGS,AR,INV-60388
JE-001823,2025-10-09,2025-10,1220,Inventory - Finished Goods,0,5065.61,Inventory relief,AR,INV-60388
JE-002683,2025-10-09,2025-10,2050,GR/IR Clearing (Received Not Invoiced),4130.2,0,Supplier inv 773817,AP,773817
JE-002684,2025-10-09,2025-10,2000,Accounts Payable,0,4130.2,Supplier inv 773817,AP,773817
JE-002930,2025-10-09,2025-10,2050,GR/IR Clearing (Received Not Invoiced),4018.77,0,Supplier inv 98845131,AP,98845131
JE-002931,2025-10-09,2025-10,2000,Accounts Payable,0,4018.77,Supplier inv 98845131,AP,98845131
JE-002305,2025-10-10,2025-10,1000,Operating Cash,12432.3,0,Customer payment,AR,NIC-CR00235
JE-002306,2025-10-10,2025-10,1100,Accounts Receivable,0,12432.3,Customer payment,AR,NIC-CR00235
JE-003140,2025-10-10,2025-10,1200,Inventory - Raw Materials,25496.72,0,PO receipt PO-31043,INV,RCV-40043
JE-003141,2025-10-10,2025-10,2050,GR/IR Clearing (Received Not Invoiced),0,25496.72,PO receipt PO-31043,INV,RCV-40043
JE-003392,2025-10-10,2025-10,1200,Inventory - Raw Materials,279.48,0,PO receipt PO-31178,INV,RCV-40169
JE-003393,2025-10-10,2025-10,2050,GR/IR Clearing (Received Not Invoiced),0,279.48,PO receipt PO-31178,INV,RCV-40169
JE-001931,2025-10-11,2025-10,1000,Operating Cash,8000.66,0,Customer payment,AR,NIC-CR00048
JE-001932,2025-10-11,2025-10,1100,Accounts Receivable,0,8000.66,Customer payment,AR,NIC-CR00048
JE-002758,2025-10-11,2025-10,2050,GR/IR Clearing (Received Not Invoiced),1032.51,0,Supplier inv SI1413653,AP,SI1413653
JE-002759,2025-10-11,2025-10,2000,Accounts Payable,0,1032.51,Supplier inv SI1413653,AP,SI1413653
JE-003072,2025-10-11,2025-10,1200,Inventory - Raw Materials,15035.41,0,PO receipt PO-31009,INV,RCV-40009
JE-003073,2025-10-11,2025-10,2050,GR/IR Clearing (Received Not Invoiced),0,15035.41,PO receipt PO-31009,INV,RCV-40009
JE-003282,2025-10-11,2025-10,1200,Inventory - Raw Materials,1032.51,0,PO receipt PO-31122,INV,RCV-40114
JE-003283,2025-10-11,2025-10,2050,GR/IR Clearing (Received Not Invoiced),0,1032.51,PO receipt PO-31122,INV,RCV-40114
JE-003516,2025-10-12,2025-10,1200,Inventory - Raw Materials,348.96,0,PO receipt PO-31243,INV,RCV-40231
JE-003517,2025-10-12,2025-10,2050,GR/IR Clearing (Received Not Invoiced),0,348.96,PO receipt PO-31243,INV,RCV-40231
JE-001562,2025-10-13,2025-10,1100,Accounts Receivable,10246.79,0,Invoice INV-60334,AR,INV-60334
JE-001563,2025-10-13,2025-10,4000,Product Sales - Manufactured,0,9974.42,Invoice INV-60334,AR,INV-60334
JE-001564,2025-10-13,2025-10,4100,Freight Revenue,0,272.37,Freight billed,AR,INV-60334
JE-001565,2025-10-13,2025-10,5000,COGS - Materials,6205.17,0,COGS,AR,INV-60334
JE-001566,2025-10-13,2025-10,1220,Inventory - Finished Goods,0,6205.17,Inventory relief,AR,INV-60334
JE-001859,2025-10-13,2025-10,1000,Operating Cash,950.0,0,Customer payment,AR,NIC-CR00012
JE-001860,2025-10-13,2025-10,1100,Accounts Receivable,0,950.0,Customer payment,AR,NIC-CR00012
JE-002880,2025-10-13,2025-10,2050,GR/IR Clearing (Received Not Invoiced),279.48,0,Supplier inv SI6682578,AP,SI6682578
JE-002881,2025-10-13,2025-10,5300,Freight In,80.14,0,Freight in,AP,SI6682578
JE-002882,2025-10-13,2025-10,2000,Accounts Payable,0,359.62,Supplier inv SI6682578,AP,SI6682578
JE-003118,2025-10-13,2025-10,1200,Inventory - Raw Materials,7877.15,0,PO receipt PO-31032,INV,RCV-40032
JE-003119,2025-10-13,2025-10,2050,GR/IR Clearing (Received Not Invoiced),0,7877.15,PO receipt PO-31032,INV,RCV-40032
JE-003544,2025-10-13,2025-10,1200,Inventory - Raw Materials,4325.0,0,PO receipt PO-31258,INV,RCV-40245
JE-003545,2025-10-13,2025-10,2050,GR/IR Clearing (Received Not Invoiced),0,4325.0,PO receipt PO-31258,INV,RCV-40245
JE-000797,2025-10-14,2025-10,1100,Accounts Receivable,20712.76,0,Invoice INV-60171,AR,INV-60171
JE-000798,2025-10-14,2025-10,4000,Product Sales - Manufactured,0,20428.64,Invoice INV-60171,AR,INV-60171
JE-000799,2025-10-14,2025-10,4100,Freight Revenue,0,284.12,Freight billed,AR,INV-60171
JE-000800,2025-10-14,2025-10,5000,COGS - Materials,16269.99,0,COGS,AR,INV-60171
JE-000801,2025-10-14,2025-10,1220,Inventory - Finished Goods,0,16269.99,Inventory relief,AR,INV-60171
JE-001267,2025-10-14,2025-10,1100,Accounts Receivable,12855.31,0,Invoice INV-60271,AR,INV-60271
JE-001268,2025-10-14,2025-10,4000,Product Sales - Manufactured,0,12438.32,Invoice INV-60271,AR,INV-60271
JE-001269,2025-10-14,2025-10,4100,Freight Revenue,0,416.99,Freight billed,AR,INV-60271
JE-001270,2025-10-14,2025-10,5000,COGS - Materials,9632.48,0,COGS,AR,INV-60271
JE-001271,2025-10-14,2025-10,1220,Inventory - Finished Goods,0,9632.48,Inventory relief,AR,INV-60271
JE-002237,2025-10-14,2025-10,1000,Operating Cash,15523.36,0,Customer payment,AR,NIC-CR00201
JE-002238,2025-10-14,2025-10,1100,Accounts Receivable,0,15523.36,Customer payment,AR,NIC-CR00201
JE-002407,2025-10-14,2025-10,1000,Operating Cash,5641.8,0,Customer payment,AR,NIC-CR00286
JE-002408,2025-10-14,2025-10,1100,Accounts Receivable,0,5641.8,Customer payment,AR,NIC-CR00286
JE-001869,2025-10-15,2025-10,1000,Operating Cash,52998.5,0,Customer payment,AR,NIC-CR00017
JE-001870,2025-10-15,2025-10,1100,Accounts Receivable,0,52998.5,Customer payment,AR,NIC-CR00017
JE-002371,2025-10-15,2025-10,1000,Operating Cash,3009.6,0,Customer payment,AR,NIC-CR00268
JE-002372,2025-10-15,2025-10,1100,Accounts Receivable,0,3009.6,Customer payment,AR,NIC-CR00268
JE-002596,2025-10-15,2025-10,2050,GR/IR Clearing (Received Not Invoiced),25550.22,0,Supplier inv INV4118589,AP,INV4118589
JE-002597,2025-10-15,2025-10,5300,Freight In,9.5,0,Freight in,AP,INV4118589
JE-002598,2025-10-15,2025-10,2000,Accounts Payable,0,25559.72,Supplier inv INV4118589,AP,INV4118589
JE-003406,2025-10-15,2025-10,1200,Inventory - Raw Materials,11942.0,0,PO receipt PO-31185,INV,RCV-40176
JE-003407,2025-10-15,2025-10,2050,GR/IR Clearing (Received Not Invoiced),0,11942.0,PO receipt PO-31185,INV,RCV-40176
JE-001552,2025-10-16,2025-10,1100,Accounts Receivable,5641.8,0,Invoice INV-60332,AR,INV-60332
JE-001553,2025-10-16,2025-10,4000,Product Sales - Manufactured,0,5470.31,Invoice INV-60332,AR,INV-60332
JE-001554,2025-10-16,2025-10,4100,Freight Revenue,0,171.49,Freight billed,AR,INV-60332
JE-001555,2025-10-16,2025-10,5000,COGS - Materials,4024.89,0,COGS,AR,INV-60332
JE-001556,2025-10-16,2025-10,1220,Inventory - Finished Goods,0,4024.89,Inventory relief,AR,INV-60332
JE-002571,2025-10-16,2025-10,2050,GR/IR Clearing (Received Not Invoiced),7877.15,0,Supplier inv SI256267,AP,SI256267
JE-002572,2025-10-16,2025-10,2000,Accounts Payable,0,7877.15,Supplier inv SI256267,AP,SI256267
JE-003050,2025-10-16,2025-10,2050,GR/IR Clearing (Received Not Invoiced),4325.0,0,Supplier inv INV6286207,AP,INV6286207
JE-003051,2025-10-16,2025-10,2000,Accounts Payable,0,4325.0,Supplier inv INV6286207,AP,INV6286207
JE-000090,2025-10-17,2025-10,1100,Accounts Receivable,19074.28,0,Invoice INV-60020,AR,INV-60020
JE-000091,2025-10-17,2025-10,4000,Product Sales - Manufactured,0,18817.04,Invoice INV-60020,AR,INV-60020
JE-000092,2025-10-17,2025-10,4100,Freight Revenue,0,257.24,Freight billed,AR,INV-60020
JE-000093,2025-10-17,2025-10,5000,COGS - Materials,13703.08,0,COGS,AR,INV-60020
JE-000094,2025-10-17,2025-10,1220,Inventory - Finished Goods,0,13703.08,Inventory relief,AR,INV-60020
JE-000602,2025-10-17,2025-10,1100,Accounts Receivable,20355.31,0,Invoice INV-60129,AR,INV-60129
JE-000603,2025-10-17,2025-10,4000,Product Sales - Manufactured,0,20126.34,Invoice INV-60129,AR,INV-60129
JE-000604,2025-10-17,2025-10,4100,Freight Revenue,0,228.97,Freight billed,AR,INV-60129
JE-000605,2025-10-17,2025-10,5000,COGS - Materials,14343.7,0,COGS,AR,INV-60129
JE-000606,2025-10-17,2025-10,1220,Inventory - Finished Goods,0,14343.7,Inventory relief,AR,INV-60129
JE-001127,2025-10-17,2025-10,1100,Accounts Receivable,8441.63,0,Invoice INV-60242,AR,INV-60242
JE-001128,2025-10-17,2025-10,4000,Product Sales - Manufactured,0,8441.63,Invoice INV-60242,AR,INV-60242
JE-001129,2025-10-17,2025-10,5000,COGS - Materials,5812.35,0,COGS,AR,INV-60242
JE-001130,2025-10-17,2025-10,1220,Inventory - Finished Goods,0,5812.35,Inventory relief,AR,INV-60242
JE-001516,2025-10-17,2025-10,1100,Accounts Receivable,238.54,0,Invoice INV-60324,AR,INV-60324
JE-001517,2025-10-17,2025-10,4000,Product Sales - Manufactured,0,238.54,Invoice INV-60324,AR,INV-60324
JE-001518,2025-10-17,2025-10,5000,COGS - Materials,175.52,0,COGS,AR,INV-60324
JE-001519,2025-10-17,2025-10,1220,Inventory - Finished Goods,0,175.52,Inventory relief,AR,INV-60324
JE-002518,2025-10-17,2025-10,2050,GR/IR Clearing (Received Not Invoiced),15035.41,0,Supplier inv 7264178,AP,7264178
JE-002519,2025-10-17,2025-10,2000,Accounts Payable,0,15035.41,Supplier inv 7264178,AP,7264178
JE-003017,2025-10-17,2025-10,2050,GR/IR Clearing (Received Not Invoiced),351.88,0,Supplier inv SI8668631,AP,SI8668631
JE-003018,2025-10-17,2025-10,2000,Accounts Payable,0,351.88,Supplier inv SI8668631,AP,SI8668631
JE-003340,2025-10-17,2025-10,1200,Inventory - Raw Materials,6011.92,0,PO receipt PO-31152,INV,RCV-40143
JE-003341,2025-10-17,2025-10,2050,GR/IR Clearing (Received Not Invoiced),0,6011.92,PO receipt PO-31152,INV,RCV-40143
JE-000031,2025-10-18,2025-10,1100,Accounts Receivable,1808.38,0,Invoice INV-60007,AR,INV-60007
JE-000032,2025-10-18,2025-10,4000,Product Sales - Manufactured,0,1808.38,Invoice INV-60007,AR,INV-60007
JE-000033,2025-10-18,2025-10,5000,COGS - Materials,1582.01,0,COGS,AR,INV-60007
JE-000034,2025-10-18,2025-10,1220,Inventory - Finished Goods,0,1582.01,Inventory relief,AR,INV-60007
JE-002111,2025-10-19,2025-10,1000,Operating Cash,14763.34,0,Customer payment,AR,NIC-CR00138
JE-002112,2025-10-19,2025-10,1100,Accounts Receivable,0,14763.34,Customer payment,AR,NIC-CR00138
JE-002225,2025-10-19,2025-10,1000,Operating Cash,11314.74,0,Customer payment,AR,NIC-CR00195
JE-002226,2025-10-19,2025-10,1100,Accounts Receivable,0,11314.74,Customer payment,AR,NIC-CR00195
JE-002117,2025-10-20,2025-10,1000,Operating Cash,25433.44,0,Customer payment,AR,NIC-CR00141
JE-002118,2025-10-20,2025-10,1100,Accounts Receivable,0,25433.44,Customer payment,AR,NIC-CR00141
JE-001543,2025-10-21,2025-10,1100,Accounts Receivable,35907.38,0,Invoice INV-60330,AR,INV-60330
JE-001544,2025-10-21,2025-10,4000,Product Sales - Manufactured,0,33480.07,Invoice INV-60330,AR,INV-60330
JE-001545,2025-10-21,2025-10,2100,Accrued Expenses,0,2427.31,Sales tax payable,AR,INV-60330
JE-001546,2025-10-21,2025-10,5000,COGS - Materials,24023.51,0,COGS,AR,INV-60330
JE-001547,2025-10-21,2025-10,1220,Inventory - Finished Goods,0,24023.51,Inventory relief,AR,INV-60330
JE-002161,2025-10-21,2025-10,1000,Operating Cash,2368.43,0,Customer payment,AR,NIC-CR00163
JE-002162,2025-10-21,2025-10,1100,Accounts Receivable,0,2368.43,Customer payment,AR,NIC-CR00163
JE-002349,2025-10-21,2025-10,1000,Operating Cash,18393.51,0,Customer payment,AR,NIC-CR00257
JE-002350,2025-10-21,2025-10,1100,Accounts Receivable,0,18393.51,Customer payment,AR,NIC-CR00257
JE-002822,2025-10-21,2025-10,2050,GR/IR Clearing (Received Not Invoiced),6011.92,0,Supplier inv INV7656742,AP,INV7656742
JE-002823,2025-10-21,2025-10,2000,Accounts Payable,0,6011.92,Supplier inv INV7656742,AP,INV7656742
JE-002896,2025-10-21,2025-10,2050,GR/IR Clearing (Received Not Invoiced),11942.0,0,Supplier inv SI1904120,AP,SI1904120
JE-002897,2025-10-21,2025-10,2000,Accounts Payable,0,11942.0,Supplier inv SI1904120,AP,SI1904120
JE-000688,2025-10-22,2025-10,1100,Accounts Receivable,2919.25,0,Invoice INV-60147,AR,INV-60147
JE-000689,2025-10-22,2025-10,4000,Product Sales - Manufactured,0,2721.91,Invoice INV-60147,AR,INV-60147
JE-000690,2025-10-22,2025-10,2100,Accrued Expenses,0,197.34,Sales tax payable,AR,INV-60147
JE-000691,2025-10-22,2025-10,5000,COGS - Materials,2170.91,0,COGS,AR,INV-60147
JE-000692,2025-10-22,2025-10,1220,Inventory - Finished Goods,0,2170.91,Inventory relief,AR,INV-60147
JE-003428,2025-10-22,2025-10,1200,Inventory - Raw Materials,8992.68,0,PO receipt PO-31196,INV,RCV-40187
JE-003429,2025-10-22,2025-10,2050,GR/IR Clearing (Received Not Invoiced),0,8992.68,PO receipt PO-31196,INV,RCV-40187
JE-000350,2025-10-23,2025-10,1100,Accounts Receivable,6448.45,0,Invoice INV-60077,AR,INV-60077
JE-000351,2025-10-23,2025-10,4000,Product Sales - Manufactured,0,6270.44,Invoice INV-60077,AR,INV-60077
JE-000352,2025-10-23,2025-10,4100,Freight Revenue,0,178.01,Freight billed,AR,INV-60077
JE-000353,2025-10-23,2025-10,5000,COGS - Materials,3999.75,0,COGS,AR,INV-60077
JE-000354,2025-10-23,2025-10,1220,Inventory - Finished Goods,0,3999.75,Inventory relief,AR,INV-60077
JE-001721,2025-10-23,2025-10,1100,Accounts Receivable,1627.73,0,Invoice INV-60368,AR,INV-60368
JE-001722,2025-10-23,2025-10,4000,Product Sales - Manufactured,0,1403.4,Invoice INV-60368,AR,INV-60368
JE-001723,2025-10-23,2025-10,4100,Freight Revenue,0,122.58,Freight billed,AR,INV-60368
JE-001724,2025-10-23,2025-10,2100,Accrued Expenses,0,101.75,Sales tax payable,AR,INV-60368
JE-001725,2025-10-23,2025-10,5000,COGS - Materials,1049.61,0,COGS,AR,INV-60368
JE-001726,2025-10-23,2025-10,1220,Inventory - Finished Goods,0,1049.61,Inventory relief,AR,INV-60368
JE-001961,2025-10-23,2025-10,1000,Operating Cash,3189.53,0,Customer payment,AR,NIC-CR00063
JE-001962,2025-10-23,2025-10,1100,Accounts Receivable,0,3189.53,Customer payment,AR,NIC-CR00063
JE-002073,2025-10-23,2025-10,1000,Operating Cash,15539.92,0,Customer payment,AR,NIC-CR00119
JE-002074,2025-10-23,2025-10,1100,Accounts Receivable,0,15539.92,Customer payment,AR,NIC-CR00119
JE-002289,2025-10-23,2025-10,1000,Operating Cash,28381.44,0,Customer payment,AR,NIC-CR00227
JE-002290,2025-10-23,2025-10,1100,Accounts Receivable,0,28381.44,Customer payment,AR,NIC-CR00227
JE-003310,2025-10-23,2025-10,1200,Inventory - Raw Materials,6696.72,0,PO receipt PO-31136,INV,RCV-40128
JE-003311,2025-10-23,2025-10,2050,GR/IR Clearing (Received Not Invoiced),0,6696.72,PO receipt PO-31136,INV,RCV-40128
JE-003410,2025-10-23,2025-10,1200,Inventory - Raw Materials,3229.8,0,PO receipt PO-31187,INV,RCV-40178
JE-003411,2025-10-23,2025-10,2050,GR/IR Clearing (Received Not Invoiced),0,3229.8,PO receipt PO-31187,INV,RCV-40178
JE-001045,2025-10-24,2025-10,1100,Accounts Receivable,2279.51,0,Invoice INV-60225,AR,INV-60225
JE-001046,2025-10-24,2025-10,4000,Product Sales - Manufactured,0,2125.42,Invoice INV-60225,AR,INV-60225
JE-001047,2025-10-24,2025-10,2100,Accrued Expenses,0,154.09,Sales tax payable,AR,INV-60225
JE-001048,2025-10-24,2025-10,5000,COGS - Materials,1796.07,0,COGS,AR,INV-60225
JE-001049,2025-10-24,2025-10,1220,Inventory - Finished Goods,0,1796.07,Inventory relief,AR,INV-60225
JE-002421,2025-10-24,2025-10,1000,Operating Cash,167.16,0,Customer payment,AR,NIC-CR00293
JE-002422,2025-10-24,2025-10,1100,Accounts Receivable,0,167.16,Customer payment,AR,NIC-CR00293
JE-001899,2025-10-25,2025-10,1000,Operating Cash,2434.23,0,Customer payment,AR,NIC-CR00032
JE-001900,2025-10-25,2025-10,1100,Accounts Receivable,0,2434.23,Customer payment,AR,NIC-CR00032
JE-002385,2025-10-25,2025-10,1000,Operating Cash,22957.13,0,Customer payment,AR,NIC-CR00275
JE-002386,2025-10-25,2025-10,1100,Accounts Receivable,0,22957.13,Customer payment,AR,NIC-CR00275
JE-001139,2025-10-26,2025-10,1100,Accounts Receivable,3322.02,0,Invoice INV-60245,AR,INV-60245
JE-001140,2025-10-26,2025-10,4000,Product Sales - Manufactured,0,3097.45,Invoice INV-60245,AR,INV-60245
JE-001141,2025-10-26,2025-10,2100,Accrued Expenses,0,224.57,Sales tax payable,AR,INV-60245
JE-001142,2025-10-26,2025-10,5000,COGS - Materials,1665.3,0,COGS,AR,INV-60245
JE-001143,2025-10-26,2025-10,1220,Inventory - Finished Goods,0,1665.3,Inventory relief,AR,INV-60245
JE-001429,2025-10-26,2025-10,1100,Accounts Receivable,758.62,0,Invoice INV-60306,AR,INV-60306
JE-001430,2025-10-26,2025-10,4000,Product Sales - Manufactured,0,707.34,Invoice INV-60306,AR,INV-60306
JE-001431,2025-10-26,2025-10,2100,Accrued Expenses,0,51.28,Sales tax payable,AR,INV-60306
JE-001432,2025-10-26,2025-10,5000,COGS - Materials,386.52,0,COGS,AR,INV-60306
JE-001433,2025-10-26,2025-10,1220,Inventory - Finished Goods,0,386.52,Inventory relief,AR,INV-60306
JE-002245,2025-10-26,2025-10,1000,Operating Cash,10433.1,0,Customer payment,AR,NIC-CR00205
JE-002246,2025-10-26,2025-10,1100,Accounts Receivable,0,10433.1,Customer payment,AR,NIC-CR00205
JE-002321,2025-10-26,2025-10,1000,Operating Cash,3043.06,0,Customer payment,AR,NIC-CR00243
JE-002322,2025-10-26,2025-10,1100,Accounts Receivable,0,3043.06,Customer payment,AR,NIC-CR00243
JE-002465,2025-10-26,2025-10,1000,Operating Cash,6072.78,0,Customer payment,AR,NIC-CR00315
JE-002466,2025-10-26,2025-10,1100,Accounts Receivable,0,6072.78,Customer payment,AR,NIC-CR00315
JE-003100,2025-10-26,2025-10,1200,Inventory - Raw Materials,626.08,0,PO receipt PO-31023,INV,RCV-40023
JE-003101,2025-10-26,2025-10,2050,GR/IR Clearing (Received Not Invoiced),0,626.08,PO receipt PO-31023,INV,RCV-40023
JE-000668,2025-10-27,2025-10,1100,Accounts Receivable,5919.58,0,Invoice INV-60143,AR,INV-60143
JE-000669,2025-10-27,2025-10,4000,Product Sales - Manufactured,0,5684.14,Invoice INV-60143,AR,INV-60143
JE-000670,2025-10-27,2025-10,4100,Freight Revenue,0,235.44,Freight billed,AR,INV-60143
JE-000671,2025-10-27,2025-10,5000,COGS - Materials,4217.38,0,COGS,AR,INV-60143
JE-000672,2025-10-27,2025-10,1220,Inventory - Finished Goods,0,4217.38,Inventory relief,AR,INV-60143
JE-001993,2025-10-27,2025-10,1000,Operating Cash,2283.43,0,Customer payment,AR,NIC-CR00079
JE-001994,2025-10-27,2025-10,1100,Accounts Receivable,0,2283.43,Customer payment,AR,NIC-CR00079
JE-002779,2025-10-27,2025-10,2050,GR/IR Clearing (Received Not Invoiced),4500.55,0,Supplier inv INV4307492,AP,INV4307492
JE-002780,2025-10-27,2025-10,2000,Accounts Payable,0,4500.55,Supplier inv INV4307492,AP,INV4307492
JE-003302,2025-10-27,2025-10,1200,Inventory - Raw Materials,4500.55,0,PO receipt PO-31132,INV,RCV-40124
JE-003303,2025-10-27,2025-10,2050,GR/IR Clearing (Received Not Invoiced),0,4500.55,PO receipt PO-31132,INV,RCV-40124
JE-003348,2025-10-27,2025-10,1200,Inventory - Raw Materials,2576.75,0,PO receipt PO-31156,INV,RCV-40147
JE-003349,2025-10-27,2025-10,2050,GR/IR Clearing (Received Not Invoiced),0,2576.75,PO receipt PO-31156,INV,RCV-40147
JE-000702,2025-10-28,2025-10,1100,Accounts Receivable,31872.17,0,Invoice INV-60150,AR,INV-60150
JE-000703,2025-10-28,2025-10,4000,Product Sales - Manufactured,0,31590.94,Invoice INV-60150,AR,INV-60150
JE-000704,2025-10-28,2025-10,4100,Freight Revenue,0,281.23,Freight billed,AR,INV-60150
JE-000705,2025-10-28,2025-10,5000,COGS - Materials,22902.7,0,COGS,AR,INV-60150
JE-000706,2025-10-28,2025-10,1220,Inventory - Finished Goods,0,22902.7,Inventory relief,AR,INV-60150
JE-000840,2025-10-28,2025-10,1100,Accounts Receivable,4366.71,0,Invoice INV-60180,AR,INV-60180
JE-000841,2025-10-28,2025-10,4000,Product Sales - Manufactured,0,4366.71,Invoice INV-60180,AR,INV-60180
JE-000842,2025-10-28,2025-10,5000,COGS - Materials,3018.39,0,COGS,AR,INV-60180
JE-000843,2025-10-28,2025-10,1220,Inventory - Finished Goods,0,3018.39,Inventory relief,AR,INV-60180
JE-000939,2025-10-28,2025-10,1100,Accounts Receivable,17562.77,0,Invoice INV-60203,AR,INV-60203
JE-000940,2025-10-28,2025-10,4000,Product Sales - Manufactured,0,17406.81,Invoice INV-60203,AR,INV-60203
JE-000941,2025-10-28,2025-10,4100,Freight Revenue,0,155.96,Freight billed,AR,INV-60203
JE-000942,2025-10-28,2025-10,5000,COGS - Materials,12300.97,0,COGS,AR,INV-60203
JE-000943,2025-10-28,2025-10,1220,Inventory - Finished Goods,0,12300.97,Inventory relief,AR,INV-60203
JE-001716,2025-10-28,2025-10,1100,Accounts Receivable,15149.82,0,Invoice INV-60367,AR,INV-60367
JE-001717,2025-10-28,2025-10,4000,Product Sales - Manufactured,0,15050.41,Invoice INV-60367,AR,INV-60367
JE-001718,2025-10-28,2025-10,4100,Freight Revenue,0,99.41,Freight billed,AR,INV-60367
JE-001719,2025-10-28,2025-10,5000,COGS - Materials,10112.93,0,COGS,AR,INV-60367
JE-001720,2025-10-28,2025-10,1220,Inventory - Finished Goods,0,10112.93,Inventory relief,AR,INV-60367
JE-001837,2025-10-28,2025-10,1000,Operating Cash,25311.85,0,Customer payment,AR,NIC-CR00001
