event_id,company_id,workflow_type,object_type,object_id,timestamp,actor,action,previous_state,new_state,source_document,confidence,requires_review
EV-002073,northfield_industrial_components,procure_to_pay,receipt,RCV-40075,2025-09-25T13:20:00,E106,goods_received,open,received,PS336789,1.0,N
EV-000559,northfield_industrial_components,quote_to_order,sales_order,SO-26356,2025-09-25T13:48:00,E073,order_entered,,open,customer_po_PUR-283511,0.9,N
EV-001002,northfield_industrial_components,fulfillment,shipment,SH-50377,2025-09-25T16:33:00,E102,shipment_confirmed,picked,shipped,PS-SH-50377.pdf,1.0,N
EV-001669,northfield_industrial_components,order_to_cash,customer_invoice,INV-60301,2025-09-25T17:42:00,system,payment_applied,open,paid,Portal,1.0,N
EV-002633,northfield_industrial_components,manufacturing,work_order,WO-70078,2025-09-26T08:34:00,E055,wo_closed,in_process,closed,COC-WO-70078.pdf,1.0,N
EV-000551,northfield_industrial_components,quote_to_order,sales_order,SO-26348,2025-09-26T10:57:00,E073,order_entered,,open,customer_po_PO783585,1.0,N
EV-001916,northfield_industrial_components,procure_to_pay,purchase_order,PO-31178,2025-09-26T17:36:00,E063,po_issued,draft,open,PO-31178.pdf,1.0,N
EV-002916,northfield_industrial_components,returns,rma,RMA-0001,2025-09-27T10:41:00,E074,rma_approved,requested,approved,INV-60307,1.0,N
EV-001098,northfield_industrial_components,order_to_cash,customer_invoice,INV-60082,2025-09-27T10:43:00,E002,invoice_issued,,open,INV-60082.pdf,1.0,N
EV-000707,northfield_industrial_components,fulfillment,shipment,SH-50082,2025-09-27T10:52:00,E099,shipment_confirmed,picked,shipped,PS-SH-50082.pdf,1.0,N
EV-002658,northfield_industrial_components,manufacturing,work_order,WO-70091,2025-09-27T11:14:00,E055,wo_closed,in_process,closed,COC-WO-70091.pdf,1.0,N
EV-002318,northfield_industrial_components,procure_to_pay,supplier_invoice,95122887,2025-09-27T12:08:00,E002,invoice_matched,received,paid,95122887,1.0,N
EV-000218,northfield_industrial_components,quote_to_order,sales_order,SO-26021,2025-09-27T13:24:00,E075,order_entered,,open,customer_po_4500179165,0.9,N
EV-000518,northfield_industrial_components,quote_to_order,sales_order,SO-26317,2025-09-27T13:44:00,E066,order_entered,,open,customer_po_P285761,0.9,N
EV-002154,northfield_industrial_components,procure_to_pay,receipt,RCV-40156,2025-09-27T14:49:00,E081,goods_received,open,received,PS160996,1.0,N
EV-000337,northfield_industrial_components,quote_to_order,sales_order,SO-26140,2025-09-27T15:11:00,E065,order_entered,,open,customer_po_PUR-871653,1.0,N
EV-000928,northfield_industrial_components,fulfillment,shipment,SH-50303,2025-09-28T07:24:00,E082,shipment_confirmed,picked,shipped,PS-SH-50303.pdf,1.0,N
EV-001798,northfield_industrial_components,procure_to_pay,purchase_order,PO-31060,2025-09-28T08:11:00,E063,po_issued,draft,open,PO-31060.pdf,1.0,N
EV-000557,northfield_industrial_components,quote_to_order,sales_order,SO-26354,2025-09-28T09:26:00,E065,order_entered,,open,customer_po_4500886229,0.9,N
EV-001081,northfield_industrial_components,order_to_cash,customer_invoice,INV-60065,2025-09-28T10:58:00,E002,invoice_issued,,open,INV-60065.pdf,1.0,N
EV-000391,northfield_industrial_components,quote_to_order,sales_order,SO-26194,2025-09-28T12:17:00,E066,order_entered,,open,customer_po_P757368,1.0,N
EV-000785,northfield_industrial_components,fulfillment,shipment,SH-50160,2025-09-28T13:19:00,E083,shipment_confirmed,picked,shipped,PS-SH-50160.pdf,1.0,N
EV-001176,northfield_industrial_components,order_to_cash,customer_invoice,INV-60160,2025-09-28T14:41:00,E002,invoice_issued,,open,INV-60160.pdf,1.0,N
EV-002332,northfield_industrial_components,procure_to_pay,supplier_invoice,INV4150002,2025-09-28T15:31:00,E002,match_exception,received,paid,INV4150002,0.7,Y
EV-001319,northfield_industrial_components,order_to_cash,customer_invoice,INV-60303,2025-09-28T16:02:00,E002,invoice_issued,,open,INV-60303.pdf,1.0,N
EV-000690,northfield_industrial_components,fulfillment,shipment,SH-50065,2025-09-28T17:08:00,E077,shipment_confirmed,picked,shipped,PS-SH-50065.pdf,1.0,N
EV-001894,northfield_industrial_components,procure_to_pay,purchase_order,PO-31156,2025-09-29T07:26:00,E062,po_issued,draft,open,PO-31156.pdf,1.0,N
EV-000114,northfield_industrial_components,quote_to_order,quote,Q-26114,2025-09-29T08:20:00,E067,quote_sent,draft,sent,Q-26114.pdf,1.0,N
EV-002320,northfield_industrial_components,procure_to_pay,supplier_invoice,INV3059718,2025-09-29T08:43:00,E002,invoice_matched,received,paid,INV3059718,1.0,N
EV-000966,northfield_industrial_components,fulfillment,shipment,SH-50341,2025-09-29T09:30:00,E083,shipment_confirmed,picked,shipped,PS-SH-50341.pdf,1.0,N
EV-000725,northfield_industrial_components,fulfillment,shipment,SH-50100,2025-09-29T10:29:00,E100,shipment_confirmed,picked,shipped,PS-SH-50100.pdf,1.0,N
EV-001870,northfield_industrial_components,procure_to_pay,purchase_order,PO-31132,2025-09-29T11:03:00,E062,po_issued,draft,open,PO-31132.pdf,1.0,N
EV-001981,northfield_industrial_components,procure_to_pay,purchase_order,PO-31243,2025-09-29T14:11:00,E060,po_issued,draft,open,PO-31243.pdf,1.0,N
EV-001116,northfield_industrial_components,order_to_cash,customer_invoice,INV-60100,2025-09-29T14:15:00,E002,invoice_issued,,open,INV-60100.pdf,1.0,N
EV-001357,northfield_industrial_components,order_to_cash,customer_invoice,INV-60341,2025-09-29T16:07:00,E002,invoice_issued,,open,INV-60341.pdf,1.0,N
EV-001070,northfield_industrial_components,order_to_cash,customer_invoice,INV-60054,2025-09-30T08:22:00,E002,invoice_issued,,open,INV-60054.pdf,1.0,N
EV-001386,northfield_industrial_components,order_to_cash,customer_invoice,INV-60370,2025-09-30T08:38:00,E002,invoice_issued,,open,INV-60370.pdf,1.0,N
EV-002042,northfield_industrial_components,procure_to_pay,receipt,RCV-40044,2025-09-30T12:21:00,E102,goods_received,open,received,PS669759,0.85,Y
EV-000281,northfield_industrial_components,quote_to_order,sales_order,SO-26084,2025-09-30T13:39:00,E067,order_entered,,open,customer_po_4500113797,1.0,N
EV-000995,northfield_industrial_components,fulfillment,shipment,SH-50370,2025-09-30T14:40:00,E099,shipment_confirmed,picked,shipped,PS-SH-50370.pdf,1.0,N
EV-001184,northfield_industrial_components,order_to_cash,customer_invoice,INV-60168,2025-09-30T16:15:00,E002,invoice_issued,,open,INV-60168.pdf,1.0,N
EV-002051,northfield_industrial_components,procure_to_pay,receipt,RCV-40053,2025-09-30T16:15:00,E106,goods_received,open,received,PS655423,1.0,N
EV-002778,northfield_industrial_components,manufacturing,work_order,WO-70156,2025-09-30T16:26:00,E055,wo_closed,in_process,closed,COC-WO-70156.pdf,1.0,N
EV-000793,northfield_industrial_components,fulfillment,shipment,SH-50168,2025-09-30T16:36:00,E081,shipment_confirmed,picked,shipped,PS-SH-50168.pdf,1.0,N
EV-000679,northfield_industrial_components,fulfillment,shipment,SH-50054,2025-09-30T17:23:00,E102,shipment_confirmed,picked,shipped,PS-SH-50054.pdf,1.0,N
EV-001079,northfield_industrial_components,order_to_cash,customer_invoice,INV-60063,2025-10-01T13:02:00,E002,invoice_issued,,open,INV-60063.pdf,1.0,N
EV-001597,northfield_industrial_components,order_to_cash,customer_invoice,INV-60219,2025-10-01T14:31:00,system,payment_applied,open,paid,Email remittance,0.95,N
EV-000688,northfield_industrial_components,fulfillment,shipment,SH-50063,2025-10-01T15:12:00,E080,shipment_confirmed,picked,shipped,PS-SH-50063.pdf,1.0,N
EV-002104,northfield_industrial_components,procure_to_pay,receipt,RCV-40106,2025-10-01T15:34:00,E079,goods_received,open,received,PS892477,0.85,Y
EV-002205,northfield_industrial_components,procure_to_pay,receipt,RCV-40207,2025-10-01T17:02:00,E080,goods_received,open,received,PS312211,0.85,Y
EV-000600,northfield_industrial_components,quote_to_order,sales_order,SO-26396,2025-10-02T07:15:00,E073,order_entered,,open,customer_po_P487935,0.9,N
EV-002498,northfield_industrial_components,manufacturing,work_order,WO-70003,2025-10-02T07:45:00,E055,wo_closed,in_process,closed,COC-WO-70003.pdf,1.0,N
EV-001923,northfield_industrial_components,procure_to_pay,purchase_order,PO-31185,2025-10-02T08:36:00,E061,po_issued,draft,open,PO-31185.pdf,1.0,N
EV-001151,northfield_industrial_components,order_to_cash,customer_invoice,INV-60135,2025-10-02T10:35:00,E002,invoice_issued,,open,INV-60135.pdf,1.0,N
EV-001541,northfield_industrial_components,order_to_cash,customer_invoice,INV-60155,2025-10-02T12:01:00,system,payment_applied,open,paid,Lockbox,1.0,N
EV-002511,northfield_industrial_components,manufacturing,work_order,WO-70010,2025-10-02T12:01:00,E055,wo_closed,in_process,closed,COC-WO-70010.pdf,1.0,N
EV-001890,northfield_industrial_components,procure_to_pay,purchase_order,PO-31152,2025-10-02T14:13:00,E063,po_issued,draft,open,PO-31152.pdf,1.0,N
EV-000295,northfield_industrial_components,quote_to_order,sales_order,SO-26098,2025-10-02T15:51:00,E064,order_entered,,open,customer_po_PUR-683157,1.0,N
EV-002551,northfield_industrial_components,manufacturing,work_order,WO-70032,2025-10-02T15:59:00,E101,wo_released,planned,released,MRP,1.0,N
EV-000760,northfield_industrial_components,fulfillment,shipment,SH-50135,2025-10-02T16:13:00,E077,shipment_confirmed,picked,shipped,PS-SH-50135.pdf,1.0,N
EV-002691,northfield_industrial_components,manufacturing,work_order,WO-70109,2025-10-02T17:10:00,E055,wo_closed,in_process,closed,COC-WO-70109.pdf,1.0,N
EV-002078,northfield_industrial_components,procure_to_pay,receipt,RCV-40080,2025-10-02T17:33:00,E078,goods_received,open,received,PS795309,0.85,Y
EV-001571,northfield_industrial_components,order_to_cash,customer_invoice,INV-60191,2025-10-03T07:30:00,system,payment_applied,open,paid,Bank feed,1.0,N
EV-000567,northfield_industrial_components,quote_to_order,sales_order,SO-26363,2025-10-03T08:50:00,E073,order_entered,,open,customer_po_P726215,0.9,N
EV-002822,northfield_industrial_components,manufacturing,work_order,WO-70179,2025-10-03T10:37:00,E021,wo_released,planned,released,MRP,1.0,N
EV-001747,northfield_industrial_components,procure_to_pay,purchase_order,PO-31009,2025-10-03T11:31:00,E061,po_issued,draft,open,PO-31009.pdf,1.0,N
EV-001753,northfield_industrial_components,procure_to_pay,purchase_order,PO-31015,2025-10-03T12:15:00,E062,po_issued,draft,open,PO-31015.pdf,1.0,N
EV-000599,northfield_industrial_components,quote_to_order,sales_order,SO-26395,2025-10-03T12:30:00,E067,order_entered,,open,customer_po_P820792,1.0,N
EV-001556,northfield_industrial_components,order_to_cash,customer_invoice,INV-60173,2025-10-03T14:04:00,system,payment_applied,open,paid,Lockbox,1.0,N
EV-002452,northfield_industrial_components,procure_to_pay,supplier_invoice,INV4728054,2025-10-03T16:14:00,E002,invoice_matched,received,paid,INV4728054,1.0,N
EV-002076,northfield_industrial_components,procure_to_pay,receipt,RCV-40078,2025-10-04T10:12:00,E079,goods_received,open,received,PS980471,1.0,N
EV-002666,northfield_industrial_components,manufacturing,work_order,WO-70096,2025-10-04T10:35:00,E055,wo_closed,in_process,closed,COC-WO-70096.pdf,1.0,N
EV-001410,northfield_industrial_components,order_to_cash,customer_invoice,INV-60003,2025-10-04T11:13:00,system,payment_applied,open,paid,Email remittance,0.95,N
EV-000183,northfield_industrial_components,quote_to_order,quote,Q-26183,2025-10-04T12:27:00,E068,quote_sent,draft,sent,Q-26183.pdf,1.0,N
EV-002786,northfield_industrial_components,manufacturing,work_order,WO-70160,2025-10-04T12:42:00,E055,wo_closed,in_process,closed,COC-WO-70160.pdf,1.0,N
EV-002116,northfield_industrial_components,procure_to_pay,receipt,RCV-40118,2025-10-04T13:50:00,E105,goods_received,open,received,PS360520,1.0,N
EV-002746,northfield_industrial_components,manufacturing,work_order,WO-70139,2025-10-04T14:10:00,E055,wo_closed,in_process,closed,COC-WO-70139.pdf,1.0,N
EV-000608,northfield_industrial_components,quote_to_order,sales_order,SO-26404,2025-10-04T14:55:00,E065,order_entered,,open,customer_po_PUR-511351,0.9,N
EV-000414,northfield_industrial_components,quote_to_order,sales_order,SO-26217,2025-10-04T15:44:00,E066,order_entered,,open,customer_po_P368605,1.0,N
EV-001773,northfield_industrial_components,procure_to_pay,purchase_order,PO-31035,2025-10-04T17:17:00,E062,po_issued,draft,open,PO-31035.pdf,1.0,N
EV-000838,northfield_industrial_components,fulfillment,shipment,SH-50213,2025-10-05T07:51:00,E105,shipment_confirmed,picked,shipped,PS-SH-50213.pdf,1.0,N
EV-001024,northfield_industrial_components,order_to_cash,customer_invoice,INV-60008,2025-10-05T08:14:00,E002,invoice_issued,,open,INV-60008.pdf,1.0,N
EV-000737,northfield_industrial_components,fulfillment,shipment,SH-50112,2025-10-05T08:20:00,E105,shipment_confirmed,picked,shipped,PS-SH-50112.pdf,1.0,N
EV-000612,northfield_industrial_components,quote_to_order,sales_order,SO-26407,2025-10-05T09:04:00,E067,order_entered,,open,customer_po_P784319,0.9,N
EV-001662,northfield_industrial_components,order_to_cash,customer_invoice,INV-60292,2025-10-05T10:28:00,system,payment_applied,open,paid,Portal,1.0,N
EV-001303,northfield_industrial_components,order_to_cash,customer_invoice,INV-60287,2025-10-05T10:36:00,E002,invoice_issued,,open,INV-60287.pdf,1.0,N
EV-002188,northfield_industrial_components,procure_to_pay,receipt,RCV-40190,2025-10-05T11:54:00,E076,goods_received,open,received,PS518969,1.0,N
EV-000912,northfield_industrial_components,fulfillment,shipment,SH-50287,2025-10-05T12:38:00,E081,shipment_confirmed,picked,shipped,PS-SH-50287.pdf,1.0,N
EV-000425,northfield_industrial_components,quote_to_order,sales_order,SO-26228,2025-10-05T14:18:00,E066,order_entered,,open,customer_po_4500199634,0.9,N
EV-000314,northfield_industrial_components,quote_to_order,sales_order,SO-26117,2025-10-05T14:19:00,E068,order_entered,,open,customer_po_PO487229,0.9,N
EV-001485,northfield_industrial_components,order_to_cash,customer_invoice,INV-60091,2025-10-05T14:30:00,system,payment_applied,open,paid,Bank feed,1.0,N
EV-000633,northfield_industrial_components,fulfillment,shipment,SH-50008,2025-10-05T16:13:00,E079,shipment_confirmed,picked,shipped,PS-SH-50008.pdf,1.0,N
EV-002351,northfield_industrial_components,procure_to_pay,supplier_invoice,92591690,2025-10-05T16:33:00,E002,invoice_matched,received,paid,92591690,1.0,N
EV-001229,northfield_industrial_components,order_to_cash,customer_invoice,INV-60213,2025-10-05T17:07:00,E002,invoice_issued,,open,INV-60213.pdf,1.0,N
EV-001128,northfield_industrial_components,order_to_cash,customer_invoice,INV-60112,2025-10-05T17:31:00,E002,invoice_issued,,open,INV-60112.pdf,1.0,N
EV-001906,northfield_industrial_components,procure_to_pay,purchase_order,PO-31168,2025-10-06T07:11:00,E063,po_issued,draft,open,PO-31168.pdf,1.0,N
EV-002401,northfield_industrial_components,procure_to_pay,supplier_invoice,SI1220396,2025-10-06T07:21:00,E002,invoice_matched,received,paid,SI1220396,1.0,N
EV-001269,northfield_industrial_components,order_to_cash,customer_invoice,INV-60253,2025-10-06T08:37:00,E002,invoice_issued,,open,INV-60253.pdf,1.0,N
EV-002363,northfield_industrial_components,procure_to_pay,supplier_invoice,3300669,2025-10-06T09:34:00,E002,invoice_matched,received,paid,3300669,1.0,N
EV-000351,northfield_industrial_components,quote_to_order,sales_order,SO-26154,2025-10-06T09:40:00,E067,order_entered,,open,customer_po_PUR-971988,0.9,N
EV-001523,northfield_industrial_components,order_to_cash,customer_invoice,INV-60133,2025-10-06T09:45:00,system,payment_applied,open,paid,Email remittance,0.95,N
EV-002535,northfield_industrial_components,manufacturing,work_order,WO-70023,2025-10-06T14:18:00,E055,wo_closed,in_process,closed,COC-WO-70023.pdf,1.0,N
EV-000427,northfield_industrial_components,quote_to_order,sales_order,SO-26230,2025-10-06T15:21:00,E073,order_entered,,open,customer_po_4500816352,1.0,N
EV-000878,northfield_industrial_components,fulfillment,shipment,SH-50253,2025-10-06T15:40:00,E082,shipment_confirmed,picked,shipped,PS-SH-50253.pdf,1.0,N
EV-001547,northfield_industrial_components,order_to_cash,customer_invoice,INV-60162,2025-10-07T07:42:00,system,payment_applied,open,paid,Lockbox,1.0,N
EV-001326,northfield_industrial_components,order_to_cash,customer_invoice,INV-60310,2025-10-07T09:46:00,E002,invoice_issued,,open,INV-60310.pdf,1.0,N
EV-000935,northfield_industrial_components,fulfillment,shipment,SH-50310,2025-10-07T09:59:00,E100,shipment_confirmed,picked,shipped,PS-SH-50310.pdf,1.0,N
EV-000579,northfield_industrial_components,quote_to_order,sales_order,SO-26375,2025-10-07T10:09:00,E067,order_entered,,open,customer_po_PO192000,0.9,N
EV-001511,northfield_industrial_components,order_to_cash,customer_invoice,INV-60120,2025-10-07T15:16:00,system,payment_applied,open,paid,Lockbox,1.0,N
EV-002641,northfield_industrial_components,manufacturing,work_order,WO-70082,2025-10-07T16:15:00,E055,wo_closed,in_process,closed,COC-WO-70082.pdf,1.0,N
EV-000656,northfield_industrial_components,fulfillment,shipment,SH-50031,2025-10-08T07:59:00,E078,shipment_confirmed,picked,shipped,PS-SH-50031.pdf,1.0,N
EV-001047,northfield_industrial_components,order_to_cash,customer_invoice,INV-60031,2025-10-08T11:55:00,E002,invoice_issued,,open,INV-60031.pdf,1.0,N
EV-002323,northfield_industrial_components,procure_to_pay,supplier_invoice,3598184,2025-10-08T12:16:00,E002,invoice_matched,received,paid,3598184,1.0,N
EV-001856,northfield_industrial_components,procure_to_pay,purchase_order,PO-31118,2025-10-08T12:49:00,E062,po_issued,draft,open,PO-31118.pdf,1.0,N
EV-000458,northfield_industrial_components,quote_to_order,sales_order,SO-26260,2025-10-08T17:53:00,E074,order_entered,,open,customer_po_4500189715,1.0,N
EV-001404,northfield_industrial_components,order_to_cash,customer_invoice,INV-60388,2025-10-09T09:51:00,E002,invoice_issued,,open,INV-60388.pdf,1.0,N
EV-002883,northfield_industrial_components,manufacturing,work_order,WO-70212,2025-10-09T11:49:00,E033,wo_released,planned,released,MRP,1.0,N
EV-002513,northfield_industrial_components,manufacturing,work_order,WO-70011,2025-10-09T12:48:00,E055,wo_closed,in_process,closed,COC-WO-70011.pdf,1.0,N
EV-000356,northfield_industrial_components,quote_to_order,sales_order,SO-26159,2025-10-09T13:05:00,E073,order_entered,,open,customer_po_P360810,1.0,N
EV-000472,northfield_industrial_components,quote_to_order,sales_order,SO-26274,2025-10-09T14:34:00,E064,order_entered,,open,customer_po_P796202,1.0,N
EV-001761,northfield_industrial_components,procure_to_pay,purchase_order,PO-31023,2025-10-09T15:28:00,E063,po_issued,draft,open,PO-31023.pdf,1.0,N
EV-001013,northfield_industrial_components,fulfillment,shipment,SH-50388,2025-10-09T17:25:00,E079,shipment_confirmed,picked,shipped,PS-SH-50388.pdf,1.0,N
EV-002041,northfield_industrial_components,procure_to_pay,receipt,RCV-40043,2025-10-10T07:10:00,E106,goods_received,open,received,PS233637,1.0,N
EV-000022,northfield_industrial_components,quote_to_order,quote,Q-26022,2025-10-10T07:42:00,E072,quote_sent,draft,sent,Q-26022.pdf,1.0,N
EV-002167,northfield_industrial_components,procure_to_pay,receipt,RCV-40169,2025-10-10T11:25:00,E079,goods_received,open,received,PS684204,1.0,N
EV-002289,northfield_industrial_components,procure_to_pay,supplier_invoice,96186701,2025-10-10T12:45:00,E002,invoice_matched,received,paid,96186701,1.0,N
EV-001642,northfield_industrial_components,order_to_cash,customer_invoice,INV-60268,2025-10-10T14:33:00,system,payment_applied,open,paid,Lockbox,1.0,N
EV-002325,northfield_industrial_components,procure_to_pay,supplier_invoice,773817,2025-10-10T14:47:00,E002,invoice_matched,received,paid,773817,1.0,N
EV-002790,northfield_industrial_components,manufacturing,work_order,WO-70162,2025-10-10T15:00:00,E055,wo_closed,in_process,closed,COC-WO-70162.pdf,1.0,N
EV-002298,northfield_industrial_components,procure_to_pay,supplier_invoice,99669852,2025-10-11T07:18:00,E002,invoice_matched,received,paid,99669852,1.0,N
EV-002926,northfield_industrial_components,returns,rma,RMA-0011,2025-10-11T08:58:00,E067,rma_approved,requested,approved,INV-60213,1.0,N
EV-002673,northfield_industrial_components,manufacturing,work_order,WO-70100,2025-10-11T09:51:00,E103,wo_released,planned,released,MRP,1.0,N
EV-001455,northfield_industrial_components,order_to_cash,customer_invoice,INV-60055,2025-10-11T12:34:00,system,payment_applied,open,paid,Bank feed,1.0,N
EV-001969,northfield_industrial_components,procure_to_pay,purchase_order,PO-31231,2025-10-11T15:41:00,E063,po_issued,draft,open,PO-31231.pdf,1.0,N
EV-002560,northfield_industrial_components,manufacturing,work_order,WO-70038,2025-10-11T16:22:00,E055,wo_closed,in_process,closed,COC-WO-70038.pdf,1.0,N
EV-002112,northfield_industrial_components,procure_to_pay,receipt,RCV-40114,2025-10-11T16:29:00,E099,goods_received,open,received,PS436514,1.0,N
EV-002007,northfield_industrial_components,procure_to_pay,receipt,RCV-40009,2025-10-11T17:12:00,E076,goods_received,open,received,PS260778,0.85,Y
EV-000527,northfield_industrial_components,quote_to_order,sales_order,SO-26326,2025-10-12T09:19:00,E064,order_entered,,open,customer_po_PUR-280983,0.9,Y
EV-000528,northfield_industrial_components,credit_control,sales_order,SO-26326,2025-10-12T10:30:00,E002,credit_hold_applied,open,credit_hold,credit_checks,1.0,N
EV-000139,northfield_industrial_components,quote_to_order,quote,Q-26139,2025-10-12T13:57:00,E067,quote_sent,draft,sent,Q-26139.pdf,1.0,N
EV-000118,northfield_industrial_components,quote_to_order,quote,Q-26118,2025-10-12T14:22:00,E067,quote_sent,draft,sent,Q-26118.pdf,1.0,N
EV-000554,northfield_industrial_components,quote_to_order,sales_order,SO-26351,2025-10-12T14:51:00,E067,order_entered,,open,customer_po_PUR-418614,1.0,N
EV-002359,northfield_industrial_components,procure_to_pay,supplier_invoice,SI1413653,2025-10-12T15:12:00,E002,invoice_matched,received,paid,SI1413653,1.0,N
EV-002229,northfield_industrial_components,procure_to_pay,receipt,RCV-40231,2025-10-12T17:04:00,E080,goods_received,open,received,PS582218,1.0,N
EV-001419,northfield_industrial_components,order_to_cash,customer_invoice,INV-60012,2025-10-13T08:19:00,system,payment_applied,open,paid,Email remittance,0.95,N
EV-002243,northfield_industrial_components,procure_to_pay,receipt,RCV-40245,2025-10-13T08:24:00,E082,goods_received,open,received,PS130048,1.0,N
EV-002030,northfield_industrial_components,procure_to_pay,receipt,RCV-40032,2025-10-13T09:00:00,E105,goods_received,open,received,PS472801,1.0,N
EV-002652,northfield_industrial_components,manufacturing,work_order,WO-70088,2025-10-13T12:00:00,E055,wo_closed,in_process,closed,COC-WO-70088.pdf,1.0,N
EV-001350,northfield_industrial_components,order_to_cash,customer_invoice,INV-60334,2025-10-13T12:13:00,E002,invoice_issued,,open,INV-60334.pdf,1.0,N
EV-002846,northfield_industrial_components,manufacturing,work_order,WO-70192,2025-10-13T12:23:00,E075,wo_released,planned,released,MRP,1.0,N
EV-002915,northfield_industrial_components,quality,ncr,NCR-0016,2025-10-13T12:26:00,E058,ncr_opened,,open,WO-70088,1.0,Y
EV-002547,northfield_industrial_components,manufacturing,work_order,WO-70030,2025-10-13T13:25:00,E053,wo_released,planned,released,MRP,1.0,N
EV-002718,northfield_industrial_components,manufacturing,work_order,WO-70124,2025-10-13T15:06:00,E056,wo_released,planned,released,MRP,1.0,N
EV-000959,northfield_industrial_components,fulfillment,shipment,SH-50334,2025-10-13T15:53:00,E080,shipment_confirmed,picked,shipped,PS-SH-50334.pdf,1.0,N
EV-001187,northfield_industrial_components,order_to_cash,customer_invoice,INV-60171,2025-10-14T09:09:00,E002,invoice_issued,,open,INV-60171.pdf,1.0,N
EV-000896,northfield_industrial_components,fulfillment,shipment,SH-50271,2025-10-14T10:16:00,E082,shipment_confirmed,picked,shipped,PS-SH-50271.pdf,1.0,N
EV-002435,northfield_industrial_components,procure_to_pay,supplier_invoice,98845131,2025-10-14T11:17:00,E002,invoice_matched,received,paid,98845131,1.0,N
EV-001883,northfield_industrial_components,procure_to_pay,purchase_order,PO-31145,2025-10-14T12:02:00,E062,po_issued,draft,open,PO-31145.pdf,1.0,N
EV-001608,northfield_industrial_components,order_to_cash,customer_invoice,INV-60230,2025-10-14T13:33:00,system,payment_applied,open,paid,Lockbox,1.0,N
EV-002787,northfield_industrial_components,manufacturing,work_order,WO-70161,2025-10-14T13:40:00,E080,wo_released,planned,released,MRP,1.0,N
EV-001693,northfield_industrial_components,order_to_cash,customer_invoice,INV-60332,2025-10-14T14:10:00,system,payment_applied,open,paid,Lockbox,1.0,N
EV-000140,northfield_industrial_components,quote_to_order,quote,Q-26140,2025-10-14T14:12:00,E067,quote_sent,draft,sent,Q-26140.pdf,1.0,N
EV-000796,northfield_industrial_components,fulfillment,shipment,SH-50171,2025-10-14T17:00:00,E101,shipment_confirmed,picked,shipped,PS-SH-50171.pdf,1.0,N
EV-001287,northfield_industrial_components,order_to_cash,customer_invoice,INV-60271,2025-10-14T17:14:00,E002,invoice_issued,,open,INV-60271.pdf,1.0,N
EV-000616,northfield_industrial_components,quote_to_order,sales_order,SO-26411,2025-10-15T07:42:00,E064,order_entered,,open,customer_po_PUR-679478,0.9,N
EV-001675,northfield_industrial_components,order_to_cash,customer_invoice,INV-60307,2025-10-15T11:54:00,system,payment_applied,open,paid,Bank feed,1.0,N
EV-002174,northfield_industrial_components,procure_to_pay,receipt,RCV-40176,2025-10-15T11:57:00,E079,goods_received,open,received,PS403169,0.85,Y
EV-001424,northfield_industrial_components,order_to_cash,customer_invoice,INV-60017,2025-10-15T12:05:00,system,payment_applied,open,paid,Lockbox,1.0,N
EV-000241,northfield_industrial_components,quote_to_order,sales_order,SO-26044,2025-10-15T12:30:00,E068,order_entered,,open,customer_po_4500927151,1.0,N
EV-002414,northfield_industrial_components,procure_to_pay,supplier_invoice,SI6682578,2025-10-15T14:18:00,E002,invoice_matched,received,paid,SI6682578,1.0,N
EV-002288,northfield_industrial_components,procure_to_pay,supplier_invoice,INV4118589,2025-10-15T14:23:00,E002,invoice_matched,received,paid,INV4118589,1.0,N
EV-000437,northfield_industrial_components,quote_to_order,sales_order,SO-26240,2025-10-15T14:46:00,E075,order_entered,,open,customer_po_PO409096,0.9,N
EV-000407,northfield_industrial_components,quote_to_order,sales_order,SO-26210,2025-10-16T07:07:00,E074,order_entered,,open,customer_po_PUR-174780,1.0,N
EV-000957,northfield_industrial_components,fulfillment,shipment,SH-50332,2025-10-16T12:13:00,E076,shipment_confirmed,picked,shipped,PS-SH-50332.pdf,1.0,N
EV-001348,northfield_industrial_components,order_to_cash,customer_invoice,INV-60332,2025-10-16T13:49:00,E002,invoice_issued,,open,INV-60332.pdf,1.0,N
EV-000059,northfield_industrial_components,quote_to_order,quote,Q-26059,2025-10-16T17:54:00,E069,quote_sent,draft,sent,Q-26059.pdf,1.0,N
EV-000359,northfield_industrial_components,quote_to_order,sales_order,SO-26162,2025-10-17T07:02:00,E066,order_entered,,open,customer_po_P831065,1.0,N
EV-002717,northfield_industrial_components,manufacturing,work_order,WO-70123,2025-10-17T08:05:00,E055,wo_closed,in_process,closed,COC-WO-70123.pdf,1.0,N
EV-001340,northfield_industrial_components,order_to_cash,customer_invoice,INV-60324,2025-10-17T08:13:00,E002,invoice_issued,,open,INV-60324.pdf,1.0,N
EV-000867,northfield_industrial_components,fulfillment,shipment,SH-50242,2025-10-17T09:20:00,E077,shipment_confirmed,picked,shipped,PS-SH-50242.pdf,1.0,N
EV-002490,northfield_industrial_components,procure_to_pay,supplier_invoice,INV6286207,2025-10-17T10:42:00,E002,invoice_matched,received,paid,INV6286207,1.0,N
EV-000949,northfield_industrial_components,fulfillment,shipment,SH-50324,2025-10-17T11:09:00,E076,shipment_confirmed,picked,shipped,PS-SH-50324.pdf,1.0,N
