work_order_id,operation,work_center_id,planned_setup_hours,planned_run_hours,actual_setup_hours,actual_run_hours,status
WO-70162,30,WC-INSP,1.75,2.15,1.96,2.28,Complete
WO-70162,40,WC-PACK,1.5,2.85,1.6,2.85,Complete
WO-70163,10,WC-CNC2,0.5,17.25,0.55,21.04,Complete
WO-70163,20,WC-ASSY,1.5,27.0,1.6,31.32,Complete
WO-70163,30,WC-DEBUR,0.75,14.5,0.98,15.37,Complete
WO-70163,40,WC-CNC1,1.0,10.25,1.3,9.84,Complete
WO-70163,50,WC-INSP,0.5,28.75,0.59,37.66,Complete
WO-70163,60,WC-PACK,1.75,1.75,2.33,2.28,Complete
WO-70164,10,WC-SAW,1.0,37.0,1.1,41.07,Complete
WO-70164,20,WC-CNC1,2.0,103.0,2.7,135.96,Complete
WO-70164,30,WC-INSP,1.75,28.0,1.91,24.36,Complete
WO-70164,40,WC-PACK,1.0,61.0,1.25,82.35,Complete
WO-70165,10,WC-SAW,1.5,17.5,1.67,18.73,Complete
WO-70165,20,WC-CNC2,1.25,38.5,1.36,44.28,Complete
WO-70165,30,WC-INSP,2.0,17.5,2.32,19.6,Complete
WO-70165,40,WC-PACK,0.5,58.0,0.66,75.98,Complete
WO-70166,10,WC-DEBUR,1.75,8.2,2.35,8.61,Complete
WO-70166,20,WC-SAW,1.0,1.3,0.89,1.5,Complete
WO-70166,30,WC-INSP,2.0,3.1,1.66,3.69,Complete
WO-70166,40,WC-PACK,1.75,11.1,2.03,11.32,Complete
WO-70167,10,WC-ASSY,1.75,4.4,1.89,5.63,Complete
WO-70167,20,WC-SAW,1.75,0.55,2.0,0.71,Complete
WO-70167,30,WC-INSP,1.0,3.95,1.15,4.15,Complete
WO-70167,40,WC-PACK,0.25,2.0,0.3,2.02,Complete
WO-70168,10,WC-CNC2,1.5,41.5,1.77,51.05,Complete
WO-70168,20,WC-DEBUR,0.25,35.0,0.34,35.7,Complete
WO-70168,30,WC-INSP,1.25,5.0,1.27,4.95,Complete
WO-70168,40,WC-PACK,1.25,20.5,1.66,22.55,Complete
WO-70169,10,WC-SAW,0.5,91.0,0.58,92.82,Complete
WO-70169,20,WC-CNC1,1.25,37.0,1.49,37.37,Complete
WO-70169,30,WC-INSP,0.5,103.0,0.41,120.51,Complete
WO-70169,40,WC-PACK,1.5,104.0,1.88,123.76,Complete
WO-70170,10,WC-ASSY,1.75,1.75,1.7,2.21,Complete
WO-70170,20,WC-SAW,1.0,3.45,1.03,4.0,Complete
WO-70170,30,WC-CNC2,0.25,4.55,0.31,5.64,Complete
WO-70170,40,WC-DEBUR,0.5,4.0,0.66,4.04,Complete
WO-70170,50,WC-INSP,0.5,1.85,0.58,2.39,Complete
WO-70170,60,WC-PACK,0.25,5.9,0.3,5.96,Complete
WO-70171,10,WC-DEBUR,1.5,9.5,1.43,12.73,Complete
WO-70171,20,WC-CNC1,0.75,18.5,,,Open
WO-70171,30,WC-SAW,0.75,24.0,0.74,28.56,Complete
WO-70171,40,WC-ASSY,1.75,37.5,1.68,35.62,Complete
WO-70171,50,WC-INSP,1.25,52.0,,,Open
WO-70171,60,WC-PACK,0.5,23.0,0.52,22.08,Complete
WO-70172,10,WC-DEBUR,1.0,5.05,0.88,6.67,Complete
WO-70172,20,WC-CNC2,1.75,2.7,1.71,3.08,Complete
WO-70172,30,WC-INSP,0.5,4.1,0.58,5.17,Complete
WO-70172,40,WC-PACK,0.5,5.95,0.51,6.84,Complete
WO-70173,10,WC-ASSY,2.0,5.0,2.06,6.0,Complete
WO-70173,20,WC-CNC1,0.5,18.25,0.65,23.91,Complete
WO-70173,30,WC-INSP,1.75,10.75,1.54,11.93,Complete
WO-70173,40,WC-PACK,1.5,14.25,1.86,15.82,Complete
WO-70174,10,WC-CNC1,2.0,4.75,1.7,5.79,Complete
WO-70174,20,WC-SAW,1.5,2.25,2.1,2.36,Complete
WO-70174,30,WC-INSP,1.75,23.0,1.44,26.45,Complete
WO-70174,40,WC-PACK,1.75,26.5,2.33,29.15,Complete
WO-70175,10,WC-SAW,2.0,1.3,2.46,1.74,Complete
WO-70175,20,WC-CNC1,0.5,4.0,0.43,4.48,Complete
WO-70175,30,WC-ASSY,1.75,4.8,2.12,5.9,Complete
WO-70175,40,WC-DEBUR,1.5,6.7,1.23,6.3,Complete
WO-70175,50,WC-INSP,0.75,5.9,0.98,6.08,Complete
WO-70175,60,WC-PACK,0.5,3.0,0.45,3.57,Complete
WO-70176,10,WC-SAW,0.5,9.1,0.68,10.92,Complete
WO-70176,20,WC-CNC1,1.25,3.7,1.74,3.85,Complete
WO-70176,30,WC-INSP,0.5,10.3,0.45,9.99,Complete
WO-70176,40,WC-PACK,1.5,10.4,2.08,13.94,Complete
WO-70177,10,WC-SAW,1.25,1.5,1.36,1.5,Complete
WO-70177,20,WC-CNC2,1.0,5.6,0.9,6.89,Complete
WO-70177,30,WC-CNC1,1.0,4.25,1.25,4.33,Complete
WO-70177,40,WC-ASSY,1.0,5.35,0.96,6.96,Complete
WO-70177,50,WC-INSP,2.0,5.85,2.12,7.66,Complete
WO-70177,60,WC-PACK,1.75,1.6,1.4,1.5,Complete
WO-70178,10,WC-SAW,1.5,72.0,2.03,82.8,Complete
WO-70178,20,WC-DEBUR,0.75,97.0,0.93,99.91,Complete
WO-70178,30,WC-ASSY,2.0,93.0,2.78,118.11,Complete
WO-70178,40,WC-INSP,0.75,47.0,1.01,49.82,Complete
WO-70178,50,WC-PACK,1.75,108.0,1.65,114.48,Complete
WO-70179,10,WC-SAW,1.0,3.7,1.32,3.48,Complete
WO-70179,20,WC-CNC1,2.0,10.3,1.72,9.48,Complete
WO-70179,30,WC-INSP,1.75,2.8,2.27,3.42,Complete
WO-70179,40,WC-PACK,1.0,6.1,0.97,5.25,Complete
WO-70180,10,WC-SAW,0.5,9.0,,,Open
WO-70180,20,WC-CNC1,1.75,8.0,,,Open
WO-70180,30,WC-DEBUR,0.5,21.75,0.54,29.36,Complete
WO-70180,40,WC-CNC2,1.5,17.75,1.8,23.07,Complete
WO-70180,50,WC-INSP,0.5,11.5,0.59,14.14,Complete
WO-70180,60,WC-PACK,1.25,3.25,1.49,3.87,Complete
WO-70181,10,WC-CNC1,0.75,6.0,0.77,7.02,Complete
WO-70181,20,WC-ASSY,0.75,14.5,0.93,15.8,Complete
WO-70181,30,WC-INSP,2.0,9.0,1.72,8.1,Complete
WO-70181,40,WC-PACK,1.5,17.75,1.23,18.82,Complete
WO-70182,10,WC-SAW,1.25,3.0,1.24,2.55,Complete
WO-70182,20,WC-CNC2,1.0,11.2,1.15,10.19,Complete
WO-70182,30,WC-CNC1,1.0,8.5,0.86,7.48,Complete
WO-70182,40,WC-ASSY,1.0,10.7,1.28,11.02,Complete
WO-70182,50,WC-INSP,2.0,11.7,1.7,14.27,Complete
WO-70182,60,WC-PACK,1.75,3.2,2.13,4.06,Complete
WO-70183,10,WC-ASSY,2.0,50.0,2.66,42.5,Complete
WO-70183,20,WC-CNC1,0.25,62.0,0.3,56.42,Complete
WO-70183,30,WC-INSP,0.75,49.0,0.63,57.33,Complete
WO-70183,40,WC-PACK,0.75,120.0,0.82,103.2,Complete
WO-70184,10,WC-ASSY,1.75,8.8,2.0,10.12,Complete
WO-70184,20,WC-SAW,1.75,1.1,1.85,1.09,Complete
WO-70184,30,WC-INSP,1.0,7.9,0.91,7.9,Complete
WO-70184,40,WC-PACK,0.25,4.0,0.26,4.04,Complete
WO-70185,10,WC-CNC1,1.25,2.0,1.75,1.74,Complete
WO-70185,20,WC-ASSY,1.0,1.3,1.06,1.1,Complete
WO-70185,30,WC-INSP,2.0,11.3,2.48,11.64,Complete
WO-70185,40,WC-PACK,0.75,2.8,1.04,3.16,Complete
WO-70186,10,WC-ASSY,1.75,88.0,2.43,115.28,Complete
WO-70186,20,WC-SAW,1.75,11.0,2.24,9.9,Complete
WO-70186,30,WC-INSP,1.0,79.0,0.88,75.05,Complete
WO-70186,40,WC-PACK,0.25,40.0,0.24,52.4,Complete
WO-70187,10,WC-CNC1,1.25,1.0,1.09,0.98,Complete
WO-70187,20,WC-ASSY,1.0,0.65,1.3,0.7,Complete
WO-70187,30,WC-INSP,2.0,5.65,2.28,5.14,Complete
WO-70187,40,WC-PACK,0.75,1.4,0.87,1.19,Complete
WO-70188,10,WC-DEBUR,0.5,5.65,,,Open
WO-70188,20,WC-SAW,1.75,1.9,,,Open
WO-70188,30,WC-CNC2,1.25,4.85,1.04,5.87,Complete
WO-70188,40,WC-ASSY,1.75,5.45,1.59,5.45,Complete
WO-70188,50,WC-INSP,1.75,0.35,2.33,0.33,Complete
WO-70188,60,WC-PACK,1.25,2.8,,,Open
WO-70189,10,WC-DEBUR,1.0,25.25,1.17,27.02,Complete
WO-70189,20,WC-CNC2,1.75,13.5,2.35,17.96,Complete
WO-70189,30,WC-INSP,0.5,20.5,0.7,19.88,Complete
WO-70189,40,WC-PACK,0.5,29.75,0.45,36.59,Complete
WO-70190,10,WC-SAW,1.0,37.0,1.21,35.15,Complete
WO-70190,20,WC-CNC1,2.0,103.0,2.78,113.3,Complete
WO-70190,30,WC-INSP,1.75,28.0,1.91,34.44,Complete
WO-70190,40,WC-PACK,1.0,61.0,1.32,77.47,Complete
WO-70191,10,WC-ASSY,1.75,17.6,2.45,19.89,Complete
WO-70191,20,WC-SAW,1.75,2.2,1.73,2.4,Complete
WO-70191,30,WC-INSP,1.0,15.8,1.13,16.12,Complete
WO-70191,40,WC-PACK,0.25,8.0,0.24,9.68,Complete
WO-70192,10,WC-CNC2,0.25,5.45,0.3,6.98,Complete
WO-70192,20,WC-ASSY,1.0,5.8,1.09,7.54,Complete
WO-70192,30,WC-DEBUR,1.5,5.25,1.77,6.77,Complete
WO-70192,40,WC-CNC1,1.25,2.25,1.34,2.86,Complete
WO-70192,50,WC-INSP,1.25,5.1,1.71,5.81,Complete
WO-70192,60,WC-PACK,0.25,5.45,0.28,7.09,Complete
WO-70193,10,WC-CNC1,0.75,1.2,0.62,1.09,Complete
WO-70193,20,WC-ASSY,0.75,2.9,1.01,3.36,Complete
WO-70193,30,WC-INSP,2.0,1.8,2.34,2.32,Complete
WO-70193,40,WC-PACK,1.5,3.55,1.43,4.19,Complete
WO-70194,10,WC-DEBUR,0.5,51.5,0.55,61.8,Complete
WO-70194,20,WC-CNC1,1.75,19.0,1.89,21.09,Complete
WO-70194,30,WC-ASSY,1.0,38.0,1.35,41.42,Complete
WO-70194,40,WC-SAW,0.75,16.5,1.03,17.49,Complete
WO-70194,50,WC-INSP,1.0,34.5,1.12,36.57,Complete
WO-70194,60,WC-PACK,0.5,8.5,0.41,8.16,Complete
WO-70195,10,WC-SAW,1.5,3.5,1.91,3.43,Complete
WO-70195,20,WC-CNC2,1.25,7.7,1.31,9.16,Complete
WO-70195,30,WC-INSP,2.0,3.5,2.48,3.96,Complete
WO-70195,40,WC-PACK,0.5,11.6,0.43,12.3,Complete
WO-70196,10,WC-SAW,2.0,1.3,1.64,1.17,Complete
WO-70196,20,WC-CNC1,0.5,4.0,0.48,4.72,Complete
WO-70196,30,WC-ASSY,1.75,4.8,1.56,5.81,Complete
WO-70196,40,WC-DEBUR,1.5,6.7,2.07,6.23,Complete
WO-70196,50,WC-INSP,0.75,5.9,0.68,7.26,Complete
WO-70196,60,WC-PACK,0.5,3.0,0.54,2.7,Complete
WO-70197,10,WC-CNC2,1.75,2.25,2.31,2.83,Complete
WO-70197,20,WC-ASSY,0.75,3.0,0.91,2.67,Complete
WO-70197,30,WC-SAW,0.5,6.5,0.42,8.38,Complete
WO-70197,40,WC-DEBUR,1.5,12.25,1.74,13.35,Complete
WO-70197,50,WC-INSP,0.25,4.75,0.34,4.08,Complete
WO-70197,60,WC-PACK,1.75,8.75,2.36,9.45,Complete
WO-70198,10,WC-CNC2,1.75,0.9,2.15,0.98,Complete
WO-70198,20,WC-ASSY,0.75,1.2,0.67,1.31,Complete
WO-70198,30,WC-SAW,0.5,2.6,0.55,2.89,Complete
WO-70198,40,WC-DEBUR,1.5,4.9,1.3,5.44,Complete
WO-70198,50,WC-INSP,0.25,1.9,0.21,2.3,Complete
WO-70198,60,WC-PACK,1.75,3.5,1.85,3.75,Complete
WO-70199,10,WC-CNC2,1.75,12.75,1.65,14.03,Complete
WO-70199,20,WC-ASSY,0.75,6.5,0.86,8.12,Complete
WO-70199,30,WC-DEBUR,0.5,2.75,0.49,3.05,Complete
WO-70199,40,WC-INSP,1.0,3.75,1.21,3.19,Complete
WO-70199,50,WC-PACK,0.25,22.25,0.23,21.14,Complete
WO-70200,10,WC-SAW,0.5,45.5,0.56,40.95,Complete
WO-70200,20,WC-CNC1,1.25,18.5,1.3,21.09,Complete
WO-70200,30,WC-INSP,0.5,51.5,0.43,44.8,Complete
WO-70200,40,WC-PACK,1.5,52.0,1.23,60.32,Complete
WO-70201,10,WC-SAW,1.0,4.6,1.12,5.47,Complete
WO-70201,20,WC-CNC2,1.5,0.7,1.26,0.61,Complete
WO-70201,30,WC-INSP,0.5,2.8,0.66,2.6,Complete
WO-70201,40,WC-PACK,0.75,10.7,0.85,12.2,Complete
WO-70202,10,WC-SAW,1.0,6.8,0.87,8.43,Complete
WO-70202,20,WC-CNC1,0.75,8.2,0.62,7.95,Complete
WO-70202,30,WC-CNC2,1.25,15.8,1.18,19.43,Complete
WO-70202,40,WC-ASSY,0.75,15.4,0.63,19.1,Complete
WO-70202,50,WC-INSP,1.75,3.2,2.38,3.42,Complete
WO-70202,60,WC-PACK,1.25,8.6,1.24,7.83,Complete
WO-70203,10,WC-ASSY,2.0,25.0,2.36,30.75,Complete
WO-70203,20,WC-CNC1,0.25,31.0,0.2,28.83,Complete
WO-70203,30,WC-INSP,0.75,24.5,0.65,23.28,Complete
WO-70203,40,WC-PACK,0.75,60.0,0.84,73.2,Complete
WO-70204,10,WC-ASSY,0.25,7.0,0.33,8.4,Complete
WO-70204,20,WC-SAW,1.75,12.0,2.42,11.28,Complete
WO-70204,30,WC-INSP,0.5,21.4,0.48,22.47,Complete
WO-70204,40,WC-PACK,0.5,11.0,0.61,13.86,Complete
WO-70205,10,WC-CNC2,1.75,12.75,1.47,16.07,Complete
WO-70205,20,WC-ASSY,0.75,6.5,0.76,7.02,Complete
WO-70205,30,WC-DEBUR,0.5,2.75,,,Open
WO-70205,40,WC-INSP,1.0,3.75,0.82,4.84,Complete
WO-70205,50,WC-PACK,0.25,22.25,0.23,29.59,Complete
WO-70206,10,WC-SAW,1.0,46.0,0.82,54.28,Complete
WO-70206,20,WC-CNC2,1.5,7.0,2.07,7.77,Complete
WO-70206,30,WC-INSP,0.5,28.0,0.48,26.88,Complete
WO-70206,40,WC-PACK,0.75,107.0,0.86,98.44,Complete
WO-70207,10,WC-SAW,1.0,23.0,,,Open
WO-70207,20,WC-CNC2,1.5,3.5,,,Open
WO-70207,30,WC-INSP,0.5,14.0,,,Open
WO-70207,40,WC-PACK,0.75,53.5,0.81,47.62,Complete
WO-70208,10,WC-DEBUR,0.5,22.6,0.53,25.09,Complete
WO-70208,20,WC-SAW,1.75,7.6,2.38,7.75,Complete
WO-70208,30,WC-CNC2,1.25,19.4,1.24,23.28,Complete
WO-70208,40,WC-ASSY,1.75,21.8,1.66,20.93,Complete
WO-70208,50,WC-INSP,1.75,1.4,1.66,1.71,Complete
WO-70208,60,WC-PACK,1.25,11.2,1.43,15.01,Complete
WO-70209,10,WC-SAW,1.5,7.0,1.62,6.16,Complete
WO-70209,20,WC-CNC2,1.25,15.4,1.11,18.79,Complete
WO-70209,30,WC-INSP,2.0,7.0,2.1,8.68,Complete
WO-70209,40,WC-PACK,0.5,23.2,0.62,20.65,Complete
WO-70210,10,WC-CNC1,2.0,9.5,2.68,10.74,Complete
WO-70210,20,WC-SAW,1.5,4.5,1.43,3.82,Complete
WO-70210,30,WC-INSP,1.75,46.0,2.13,48.76,Complete
WO-70210,40,WC-PACK,1.75,53.0,2.31,57.24,Complete
WO-70211,10,WC-ASSY,1.75,88.0,1.75,80.96,Complete
WO-70211,20,WC-SAW,1.75,11.0,1.82,9.57,Complete
WO-70211,30,WC-INSP,1.0,79.0,,,Open
WO-70211,40,WC-PACK,0.25,40.0,,,Open
WO-70212,10,WC-CNC2,0.25,27.25,0.35,31.61,Complete
WO-70212,20,WC-ASSY,1.0,29.0,1.01,27.55,Complete
WO-70212,30,WC-DEBUR,1.5,26.25,1.68,24.94,Complete
WO-70212,40,WC-CNC1,1.25,11.25,1.69,9.9,Complete
WO-70212,50,WC-INSP,1.25,25.5,1.23,23.97,Complete
WO-70212,60,WC-PACK,0.25,27.25,0.21,34.61,Complete
WO-70213,10,WC-SAW,2.0,6.5,2.7,5.72,Complete
WO-70213,20,WC-CNC1,0.5,20.0,0.65,17.2,Complete
WO-70213,30,WC-ASSY,1.75,24.0,1.47,26.64,Complete
WO-70213,40,WC-DEBUR,1.5,33.5,1.5,44.22,Complete
WO-70213,50,WC-INSP,0.75,29.5,0.68,35.4,Complete
WO-70213,60,WC-PACK,0.5,15.0,0.49,14.55,Complete
WO-70214,10,WC-ASSY,1.75,7.0,2.15,8.89,Complete
WO-70214,20,WC-SAW,1.0,13.8,0.93,15.18,Complete
WO-70214,30,WC-CNC2,0.25,18.2,0.29,19.29,Complete
WO-70214,40,WC-DEBUR,0.5,16.0,0.69,14.56,Complete
WO-70214,50,WC-INSP,0.5,7.4,0.62,9.25,Complete
WO-70214,60,WC-PACK,0.25,23.6,0.22,31.62,Complete
WO-70215,10,WC-DEBUR,1.0,5.4,0.93,4.81,Complete
WO-70215,20,WC-ASSY,0.25,0.5,0.21,0.52,Complete
WO-70215,30,WC-INSP,1.5,0.65,,,Open
WO-70215,40,WC-PACK,1.0,0.6,,,Open
WO-70216,10,WC-ASSY,2.0,10.0,2.34,12.8,Complete
WO-70216,20,WC-CNC1,0.25,12.4,0.31,14.51,Complete
WO-70216,30,WC-INSP,0.75,9.8,1.01,12.84,Complete
WO-70216,40,WC-PACK,0.75,24.0,0.81,20.64,Complete
WO-70217,10,WC-CNC2,1.5,83.0,2.03,85.49,Complete
WO-70217,20,WC-DEBUR,0.25,70.0,0.28,84.7,Complete
WO-70217,30,WC-INSP,1.25,10.0,1.35,10.2,Complete
WO-70217,40,WC-PACK,1.25,41.0,1.12,38.54,Complete
WO-70218,10,WC-CNC2,1.75,0.9,2.06,0.92,Complete
WO-70218,20,WC-ASSY,0.75,1.2,0.96,1.51,Complete
WO-70218,30,WC-SAW,0.5,2.6,0.6,3.33,Complete
WO-70218,40,WC-DEBUR,1.5,4.9,2.01,4.66,Complete
WO-70218,50,WC-INSP,0.25,1.9,0.25,2.43,Complete
WO-70218,60,WC-PACK,1.75,3.5,2.17,4.69,Complete
WO-70219,10,WC-SAW,2.0,13.0,2.24,16.9,Complete
WO-70219,20,WC-CNC1,0.5,40.0,0.67,47.6,Complete
WO-70219,30,WC-ASSY,1.75,48.0,2.06,53.76,Complete
WO-70219,40,WC-DEBUR,1.5,67.0,1.67,86.43,Complete
WO-70219,50,WC-INSP,0.75,59.0,0.9,74.93,Complete
WO-70219,60,WC-PACK,0.5,30.0,0.7,38.1,Complete
WO-70220,10,WC-SAW,1.0,1.85,0.99,1.92,Complete
WO-70220,20,WC-CNC1,2.0,5.15,2.06,5.92,Complete
WO-70220,30,WC-INSP,1.75,1.4,1.61,1.26,Complete
WO-70220,40,WC-PACK,1.0,3.05,0.88,3.2,Complete
