work_order_id,issue_date,component_item_id,required_qty,issued_qty,uom,lot_number,issued_by
WO-70173,2025-04-10,P-20028,62.5,61.25,EA,L250410-549,E100
WO-70174,2025-05-04,P-20024,18.75,19.12,EA,L250503-633,E101
WO-70174,2025-05-05,P-20079,62.5,61.25,EA,L250503-459,E081
WO-70174,2025-05-03,P-20060,25,25.25,EA,L250503-689,E100
WO-70174,2025-05-04,P-20032,18.75,18.56,EA,L250503-616,E081
WO-70175,2025-06-24,P-20042,25.0,25.25,EA,L250624-372,E082
WO-70175,2025-06-25,P-20050,10,10.0,EA,L250624-548,E083
WO-70175,2025-06-26,P-20068,10,10.1,EA,L250624-415,E100
WO-70175,2025-06-25,P-20044,10,10.5,EA,L250624-274,E079
WO-70175,2025-06-24,P-20023,10,10.0,EA,L250624-635,E103
WO-70175,2025-06-26,P-20108,40,39.6,EA,L250624-636,E106
WO-70176,2025-05-28,P-20057,10,10.1,EA,L250527-781,E081
WO-70176,2025-05-27,P-20085,25.0,26.0,EA,L250527-880,E103
WO-70176,2025-05-29,P-20054,7.5,7.58,EA,L250527-344,E082
WO-70176,2025-05-28,P-20115,7.5,7.8,EA,L250527-301,E105
WO-70177,2025-05-08,P-20048,3.75,3.75,EA,L250506-643,E076
WO-70177,2025-05-08,P-20109,5,5.15,EA,L250506-479,E080
WO-70177,2025-05-06,P-20104,5,4.9,EA,L250506-279,E080
WO-70177,2025-05-06,P-20044,10,10.4,EA,L250506-792,E079
WO-70177,2025-05-07,P-20009,3.75,3.71,EA,L250506-265,E105
WO-70177,2025-05-06,P-20008,3.75,3.71,EA,L250506-658,E103
WO-70178,2026-02-01,P-20062,400,408.0,EA,L260131-844,E082
WO-70178,2026-01-31,P-20109,400,396.0,EA,L260131-593,E104
WO-70178,2026-01-31,P-10021,100,102.0,EA,L260131-471,E099
WO-70179,2025-10-05,P-20099,40,40.0,EA,L251003-530,E099
WO-70179,2025-10-05,P-20080,40,41.6,EA,L251003-192,E083
WO-70179,2025-10-05,P-20117,40,39.6,EA,L251003-791,E080
WO-70179,2025-10-03,P-20050,10,10.1,EA,L251003-931,E079
WO-70179,2025-10-04,P-10098,57.0,56.43,LB,L251003-723,E102
WO-70180,2026-03-09,P-20044,25,26.0,EA,L260308-534,E101
WO-70180,2026-03-09,P-20006,50,52.0,EA,L260308-646,E104
WO-70180,2026-03-09,P-20099,25,25.25,EA,L260308-561,E076
WO-70181,2026-03-10,P-20064,18.75,19.69,EA,L260308-387,E103
WO-70181,2026-03-09,P-20028,100,101.0,EA,L260308-413,E102
WO-70181,2026-03-10,P-20016,50,49.5,EA,L260308-133,E099
WO-70181,2026-03-10,P-20085,62.5,62.5,EA,L260308-342,E100
WO-70181,2026-03-09,P-20000,100,103.0,EA,L260308-236,E083
WO-70181,2026-03-10,P-20069,25,26.0,EA,L260308-197,E103
WO-70182,2026-01-18,P-20048,7.5,7.58,EA,L260117-623,E077
WO-70182,2026-01-19,P-20109,10,10.3,EA,L260117-546,E100
WO-70182,2026-01-19,P-20104,10,10.0,EA,L260117-876,E099
WO-70182,2026-01-18,P-20044,20,20.4,EA,L260117-769,E078
WO-70182,2026-01-19,P-20009,7.5,7.65,EA,L260117-938,E080
WO-70182,2026-01-19,P-20008,7.5,7.65,EA,L260117-356,E102
WO-70183,2025-08-02,P-20118,250.0,252.5,EA,L250801-544,E082
WO-70183,2025-08-01,P-20011,100,101.0,EA,L250801-788,E081
WO-70183,2025-08-02,P-20045,75.0,77.25,EA,L250801-299,E081
WO-70183,2025-08-02,P-20106,75.0,75.75,EA,L250801-288,E080
WO-70184,2025-05-25,P-20083,10,10.4,EA,L250525-105,E077
WO-70184,2025-05-25,P-20035,20,19.8,EA,L250525-416,E079
WO-70184,2025-05-25,P-20081,10,10.4,EA,L250525-577,E083
WO-70184,2025-05-25,P-20050,20,20.2,EA,L250525-856,E083
WO-70185,2025-08-20,P-20027,40,40.4,EA,L250820-684,E083
WO-70185,2025-08-21,P-10028,25.0,25.25,EA,L250820-464,E076
WO-70185,2025-08-21,P-20006,20,19.8,EA,L250820-308,E100
WO-70185,2025-08-21,P-20117,10,10.4,EA,L250820-224,E077
WO-70185,2025-08-20,P-20032,10,10.4,EA,L250820-739,E082
WO-70186,2025-07-15,P-20083,100,104.0,EA,L250714-669,E103
WO-70186,2025-07-14,P-20035,200,196.0,EA,L250714-719,E077
WO-70186,2025-07-16,P-20081,100,104.0,EA,L250714-173,E083
WO-70186,2025-07-16,P-20050,200,196.0,EA,L250714-485,E077
WO-70187,2025-05-28,P-20027,20,20.2,EA,L250528-481,E102
WO-70187,2025-05-29,P-10028,12.5,12.62,EA,L250528-152,E083
WO-70187,2025-05-28,P-20006,10,10.5,EA,L250528-672,E099
WO-70187,2025-05-30,P-20117,5,5.2,EA,L250528-813,E081
WO-70187,2025-05-29,P-20032,5,5.05,EA,L250528-219,E106
WO-70188,2025-05-07,P-20000,12.5,12.62,EA,L250507-108,E082
WO-70188,2025-05-08,P-20027,10,9.9,EA,L250507-771,E106
WO-70188,2025-05-07,P-20059,5,5.0,EA,L250507-679,E079
WO-70188,2025-05-09,P-20028,5,4.9,EA,L250507-561,E101
WO-70188,2025-05-09,P-20068,3.75,3.67,EA,L250507-965,E105
WO-70189,2026-02-12,P-20012,50,51.5,EA,L260212-330,E099
WO-70189,2026-02-13,P-20104,100,99.0,EA,L260212-618,E099
WO-70189,2026-02-14,P-20106,100,99.0,EA,L260212-850,E106
WO-70189,2026-02-12,P-20088,18.75,19.12,EA,L260212-245,E105
WO-70190,2025-08-04,P-20099,400,400.0,EA,L250802-955,E082
WO-70190,2025-08-04,P-20080,400,420.0,EA,L250802-218,E081
WO-70190,2025-08-02,P-20117,400,420.0,EA,L250802-998,E081
WO-70190,2025-08-02,P-20050,100,101.0,EA,L250802-393,E077
WO-70190,2025-08-04,P-10098,570.0,581.4,LB,L250802-212,E076
WO-70191,2025-12-21,P-20083,20,20.8,EA,L251220-681,E103
WO-70191,2025-12-21,P-20035,40,41.6,EA,L251220-871,E081
WO-70191,2025-12-20,P-20081,20,20.2,EA,L251220-426,E082
WO-70191,2025-12-21,P-20050,40,41.6,EA,L251220-537,E100
WO-70192,2025-10-15,P-20042,5,5.1,EA,L251013-567,E101
WO-70192,2025-10-13,P-20100,3.75,3.86,EA,L251013-722,E083
WO-70192,2025-10-13,P-20109,5,5.1,EA,L251013-910,E082
WO-70192,2025-10-14,P-10098,93.5,96.31,LB,L251013-819,E082
WO-70192,2025-10-14,P-20011,5,5.15,EA,L251013-809,E099
WO-70193,2025-08-16,P-20064,3.75,3.71,EA,L250816-350,E102
WO-70193,2025-08-17,P-20028,20,20.2,EA,L250816-410,E102
WO-70193,2025-08-17,P-20016,10,10.5,EA,L250816-205,E081
WO-70193,2025-08-17,P-20085,12.5,12.62,EA,L250816-231,E102
WO-70193,2025-08-17,P-20000,20,20.6,EA,L250816-505,E078
WO-70193,2025-08-18,P-20069,5,5.1,EA,L250816-447,E101
WO-70194,2025-06-19,P-20046,100,103.0,EA,L250619-885,E103
WO-70194,2025-06-21,P-20050,37.5,37.88,EA,L250619-363,E105
WO-70194,2025-06-19,P-20032,100,99.0,EA,L250619-493,E102
WO-70194,2025-06-19,P-20081,125.0,127.5,EA,L250619-961,E106
WO-70195,2025-07-17,P-10000,10,9.9,EA,L250715-435,E103
WO-70195,2025-07-15,P-20081,10,9.9,EA,L250715-693,E106
WO-70195,2025-07-16,P-20015,20,21.0,EA,L250715-599,E079
WO-70196,2025-07-16,P-20042,25.0,25.25,EA,L250714-356,E104
WO-70196,2025-07-15,P-20050,10,10.1,EA,L250714-792,E099
WO-70196,2025-07-15,P-20068,10,10.3,EA,L250714-605,E105
WO-70196,2025-07-15,P-20044,10,10.0,EA,L250714-371,E104
WO-70196,2025-07-14,P-20023,10,9.8,EA,L250714-134,E079
WO-70196,2025-07-15,P-20108,40,41.6,EA,L250714-682,E100
WO-70197,2026-02-07,P-20041,18.75,19.31,EA,L260207-261,E100
WO-70197,2026-02-07,P-20009,50,50.0,EA,L260207-876,E077
WO-70197,2026-02-09,P-20026,100,99.0,EA,L260207-234,E082
WO-70198,2025-07-29,P-20041,7.5,7.88,EA,L250727-976,E100
WO-70198,2025-07-27,P-20009,20,20.0,EA,L250727-807,E100
WO-70198,2025-07-28,P-20026,40,40.4,EA,L250727-322,E077
WO-70199,2025-06-01,P-20109,18.75,19.31,EA,L250530-117,E103
WO-70199,2025-05-31,P-20086,18.75,19.12,EA,L250530-199,E103
WO-70199,2025-05-31,P-20045,50,51.0,EA,L250530-806,E099
WO-70199,2025-05-30,P-20041,50,51.0,EA,L250530-395,E076
WO-70200,2026-02-19,P-20057,50,51.5,EA,L260217-930,E102
WO-70200,2026-02-17,P-20085,125.0,126.25,EA,L260217-318,E105
WO-70200,2026-02-17,P-20054,37.5,37.12,EA,L260217-231,E103
WO-70200,2026-02-17,P-20115,37.5,37.12,EA,L260217-924,E082
WO-70201,2025-05-15,P-20081,25.0,25.5,EA,L250514-819,E106
WO-70201,2025-05-14,P-20055,40,40.4,EA,L250514-217,E079
WO-70201,2025-05-14,P-20035,10,10.2,EA,L250514-760,E076
WO-70201,2025-05-15,P-10091,10,10.2,BX,L250514-646,E102
WO-70201,2025-05-14,P-20069,10,9.9,EA,L250514-157,E106
WO-70201,2025-05-16,P-20109,7.5,7.8,EA,L250514-749,E101
WO-70202,2025-07-11,P-20079,20,20.8,EA,L250709-161,E103
WO-70202,2025-07-11,P-20042,20,19.8,EA,L250709-664,E102
WO-70202,2025-07-10,P-20029,20,19.6,EA,L250709-127,E100
WO-70202,2025-07-11,P-20023,15.0,14.85,EA,L250709-474,E082
WO-70202,2025-07-09,P-20001,40,40.0,EA,L250709-125,E083
WO-70203,2025-04-17,P-20118,125.0,128.75,EA,L250416-279,E080
WO-70203,2025-04-16,P-20011,50,50.0,EA,L250416-513,E079
WO-70203,2025-04-16,P-20045,37.5,39.0,EA,L250416-647,E099
WO-70203,2025-04-17,P-20106,37.5,38.25,EA,L250416-687,E099
WO-70204,2025-08-19,P-10028,20,20.8,EA,L250818-467,E078
WO-70204,2025-08-20,P-20106,80,83.2,EA,L250818-320,E099
WO-70204,2025-08-19,P-20032,80,80.8,EA,L250818-770,E100
WO-70204,2025-08-19,P-20000,15.0,15.15,EA,L250818-660,E101
WO-70205,2026-03-24,P-20109,18.75,19.5,EA,L260322-682,E081
WO-70205,2026-03-24,P-20086,18.75,19.5,EA,L260322-195,E099
WO-70205,2026-03-24,P-20045,50,50.0,EA,L260322-305,E099
WO-70205,2026-03-24,P-20041,50,50.5,EA,L260322-691,E080
WO-70206,2025-07-08,P-20081,250.0,260.0,EA,L250707-581,E077
WO-70206,2025-07-08,P-20055,400,396.0,EA,L250707-816,E105
WO-70206,2025-07-08,P-20035,100,101.0,EA,L250707-896,E081
WO-70206,2025-07-08,P-10091,100,104.0,BX,L250707-315,E105
WO-70206,2025-07-08,P-20069,100,105.0,EA,L250707-339,E104
WO-70206,2025-07-09,P-20109,75.0,76.5,EA,L250707-431,E102
WO-70207,2026-03-23,P-20081,125.0,122.5,EA,L260321-109,E080
WO-70207,2026-03-22,P-20055,200,198.0,EA,L260321-727,E077
WO-70207,2026-03-22,P-20035,50,52.5,EA,L260321-437,E104
WO-70207,2026-03-23,P-10091,50,50.5,BX,L260321-390,E076
WO-70207,2026-03-21,P-20069,50,49.5,EA,L260321-230,E079
WO-70207,2026-03-23,P-20109,37.5,39.0,EA,L260321-249,E082
WO-70208,2025-07-17,P-20000,50.0,52.5,EA,L250716-714,E102
WO-70208,2025-07-16,P-20027,40,42.0,EA,L250716-589,E101
WO-70208,2025-07-18,P-20059,20,20.2,EA,L250716-713,E083
WO-70208,2025-07-18,P-20028,20,20.8,EA,L250716-515,E099
WO-70208,2025-07-18,P-20068,15.0,15.6,EA,L250716-433,E103
WO-70209,2025-07-25,P-10000,20,20.2,EA,L250724-593,E106
WO-70209,2025-07-24,P-20081,20,19.8,EA,L250724-670,E082
WO-70209,2025-07-26,P-20015,40,41.6,EA,L250724-980,E101
WO-70210,2025-12-22,P-20024,37.5,37.88,EA,L251221-586,E083
WO-70210,2025-12-22,P-20079,125.0,130.0,EA,L251221-299,E102
WO-70210,2025-12-21,P-20060,50,51.5,EA,L251221-308,E076
WO-70210,2025-12-22,P-20032,37.5,37.88,EA,L251221-518,E101
WO-70211,2026-03-22,P-20083,100,104.0,EA,L260322-721,E106
WO-70211,2026-03-23,P-20035,200,196.0,EA,L260322-580,E101
WO-70211,2026-03-22,P-20081,100,99.0,EA,L260322-166,E101
WO-70211,2026-03-23,P-20050,200,202.0,EA,L260322-101,E101
WO-70212,2025-10-11,P-20042,25,25.5,EA,L251009-247,E082
WO-70212,2025-10-09,P-20100,18.75,19.31,EA,L251009-584,E083
WO-70212,2025-10-10,P-20109,25,25.0,EA,L251009-118,E083
WO-70212,2025-10-10,P-10098,467.5,481.53,LB,L251009-911,E076
WO-70212,2025-10-09,P-20011,25,26.25,EA,L251009-258,E082
WO-70213,2026-01-30,P-20042,125.0,126.25,EA,L260128-401,E104
WO-70213,2026-01-28,P-20050,50,49.5,EA,L260128-970,E078
WO-70213,2026-01-29,P-20068,50,51.5,EA,L260128-905,E081
WO-70213,2026-01-28,P-20044,50,52.0,EA,L260128-719,E104
WO-70213,2026-01-30,P-20023,50,50.5,EA,L260128-764,E079
WO-70213,2026-01-28,P-20108,200,202.0,EA,L260128-316,E082
WO-70214,2025-05-28,P-20054,15.0,15.6,EA,L250528-518,E099
WO-70214,2025-05-29,P-20059,40,40.4,EA,L250528-252,E102
WO-70214,2025-05-30,P-20099,15.0,15.3,EA,L250528-947,E102
WO-70215,2025-12-20,P-20048,20,19.6,EA,L251220-917,E099
WO-70215,2025-12-20,P-20044,20,20.4,EA,L251220-968,E080
WO-70215,2025-12-22,P-20009,20,20.8,EA,L251220-726,E099
WO-70215,2025-12-22,P-20006,5,5.0,EA,L251220-772,E106
WO-70215,2025-12-20,P-20080,3.75,3.79,EA,L251220-821,E104
WO-70216,2025-05-12,P-20118,50.0,50.5,EA,L250511-863,E100
WO-70216,2025-05-11,P-20011,20,20.6,EA,L250511-356,E101
WO-70216,2025-05-11,P-20045,15.0,14.7,EA,L250511-189,E102
WO-70216,2025-05-11,P-20106,15.0,15.45,EA,L250511-482,E082
WO-70217,2026-03-14,P-10028,75.0,74.25,EA,L260312-183,E106
WO-70217,2026-03-12,P-20059,400,412.0,EA,L260312-896,E104
WO-70217,2026-03-13,P-20012,100,101.0,EA,L260312-968,E100
WO-70217,2026-03-14,P-20046,100,105.0,EA,L260312-903,E083
WO-70218,2025-12-31,P-20041,7.5,7.35,EA,L251230-674,E081
WO-70218,2026-01-01,P-20009,20,20.2,EA,L251230-397,E101
WO-70218,2025-12-30,P-20026,40,41.2,EA,L251230-729,E102
WO-70219,2025-11-10,P-20042,250.0,257.5,EA,L251108-221,E083
WO-70219,2025-11-10,P-20050,100,101.0,EA,L251108-930,E102
WO-70219,2025-11-09,P-20068,100,105.0,EA,L251108-231,E104
WO-70219,2025-11-08,P-20044,100,101.0,EA,L251108-841,E077
WO-70219,2025-11-09,P-20023,100,105.0,EA,L251108-868,E099
WO-70219,2025-11-10,P-20108,400,400.0,EA,L251108-426,E077
WO-70220,2026-03-04,P-20099,20,20.0,EA,L260302-781,E102
WO-70220,2026-03-02,P-20080,20,19.8,EA,L260302-272,E077
WO-70220,2026-03-04,P-20117,20,20.6,EA,L260302-906,E081
WO-70220,2026-03-04,P-20050,5,5.15,EA,L260302-855,E080
WO-70220,2026-03-02,P-10098,28.5,29.07,LB,L260302-933,E079
