labor_txn_id,work_order_id,operation,employee_id,clock_in,hours,labor_type,work_center_id
LT-000620,WO-70070,60,E046,2026-03-20T06:00:00,10.26,Setup,WC-PACK
LT-000621,WO-70071,10,E031,2025-12-24T10:45:00,6.7,Run,WC-CNC1
LT-000622,WO-70071,10,E037,2025-12-20T07:15:00,6.7,Run,WC-CNC1
LT-000623,WO-70071,20,E048,2025-12-19T11:30:00,7.24,Run,WC-ASSY
LT-000624,WO-70071,30,E019,2025-12-18T09:45:00,6.24,Run,WC-INSP
LT-000625,WO-70071,40,E009,2025-12-18T08:15:00,5.96,Run,WC-PACK
LT-000626,WO-70072,10,E011,2025-07-09T10:15:00,16.97,Setup,WC-SAW
LT-000627,WO-70072,10,E009,2025-07-14T12:45:00,25.45,Run,WC-SAW
LT-000628,WO-70072,20,E023,2025-07-11T09:00:00,69.47,Setup,WC-CNC2
LT-000629,WO-70072,30,E019,2025-07-12T11:00:00,17.45,Setup,WC-CNC1
LT-000630,WO-70072,30,E048,2025-07-15T06:15:00,17.45,Run,WC-CNC1
LT-000631,WO-70072,40,E015,2025-07-12T12:00:00,7.83,Setup,WC-ASSY
LT-000632,WO-70072,40,E023,2025-07-09T08:45:00,7.83,Run,WC-ASSY
LT-000633,WO-70072,50,E020,2025-07-09T07:15:00,34.66,Setup,WC-INSP
LT-000634,WO-70072,50,E040,2025-07-08T13:45:00,69.31,Setup,WC-INSP
LT-000635,WO-70072,50,E032,2025-07-17T09:00:00,34.66,Setup,WC-INSP
LT-000636,WO-70072,60,E018,2025-07-11T12:00:00,18.59,Setup,WC-PACK
LT-000637,WO-70073,30,E018,2026-03-30T12:15:00,3.44,Run,WC-INSP
LT-000638,WO-70073,30,E039,2026-03-26T10:45:00,2.29,Run,WC-INSP
LT-000639,WO-70074,10,E037,2025-06-01T10:30:00,2.16,Run,WC-CNC2
LT-000640,WO-70074,20,E040,2025-05-25T08:15:00,4.29,Run,WC-DEBUR
LT-000641,WO-70074,20,E047,2025-06-01T14:15:00,1.43,Setup,WC-DEBUR
LT-000642,WO-70074,30,E044,2025-05-25T08:15:00,1.67,Run,WC-INSP
LT-000643,WO-70074,30,E030,2025-05-23T06:45:00,0.56,Run,WC-INSP
LT-000644,WO-70074,30,E053,2025-06-02T12:45:00,1.67,Setup,WC-INSP
LT-000645,WO-70074,40,E034,2025-05-24T08:30:00,0.98,Setup,WC-PACK
LT-000646,WO-70075,10,E009,2025-09-02T09:45:00,29.96,Run,WC-SAW
LT-000647,WO-70075,20,E047,2025-08-28T14:00:00,5.49,Run,WC-CNC2
LT-000648,WO-70075,30,E029,2025-08-26T07:00:00,11.47,Run,WC-INSP
LT-000649,WO-70075,30,E042,2025-08-26T09:00:00,34.41,Run,WC-INSP
LT-000650,WO-70075,30,E046,2025-08-31T06:15:00,11.47,Run,WC-INSP
LT-000651,WO-70075,40,E050,2025-09-02T10:30:00,42.66,Run,WC-PACK
LT-000652,WO-70075,40,E041,2025-08-29T07:45:00,42.66,Run,WC-PACK
LT-000653,WO-70075,40,E037,2025-08-26T09:15:00,127.97,Run,WC-PACK
LT-000654,WO-70076,10,E015,2025-07-29T09:30:00,30.19,Setup,WC-SAW
LT-000655,WO-70076,20,E016,2025-08-01T13:00:00,2.01,Run,WC-CNC2
LT-000656,WO-70076,30,E031,2025-08-06T14:30:00,16.74,Run,WC-INSP
LT-000657,WO-70076,30,E041,2025-08-05T13:30:00,16.74,Setup,WC-INSP
LT-000658,WO-70076,30,E019,2025-07-30T08:45:00,8.37,Run,WC-INSP
LT-000659,WO-70076,40,E047,2025-08-05T09:15:00,67.68,Run,WC-PACK
LT-000660,WO-70077,10,E025,2025-05-18T14:00:00,1.15,Run,WC-CNC1
LT-000661,WO-70077,10,E043,2025-05-16T07:00:00,2.31,Run,WC-CNC1
LT-000662,WO-70077,10,E040,2025-05-13T09:45:00,0.77,Setup,WC-CNC1
LT-000663,WO-70077,20,E036,2025-05-17T08:15:00,4.63,Run,WC-ASSY
LT-000664,WO-70077,20,E045,2025-05-14T11:00:00,2.31,Run,WC-ASSY
LT-000665,WO-70077,30,E028,2025-05-22T09:00:00,2.05,Setup,WC-INSP
LT-000666,WO-70077,40,E020,2025-05-21T08:15:00,3.03,Setup,WC-PACK
LT-000667,WO-70077,40,E051,2025-05-16T07:45:00,2.02,Setup,WC-PACK
LT-000668,WO-70077,40,E030,2025-05-16T10:15:00,6.06,Setup,WC-PACK
LT-000669,WO-70078,10,E015,2025-09-20T07:00:00,7.38,Setup,WC-DEBUR
LT-000670,WO-70078,10,E025,2025-09-16T13:30:00,3.69,Run,WC-DEBUR
LT-000671,WO-70078,20,E025,2025-09-15T14:15:00,1.43,Run,WC-CNC2
LT-000672,WO-70078,20,E032,2025-09-21T12:15:00,2.14,Run,WC-CNC2
LT-000673,WO-70078,30,E018,2025-09-20T10:00:00,2.48,Run,WC-INSP
LT-000674,WO-70078,30,E022,2025-09-22T06:45:00,1.66,Run,WC-INSP
LT-000675,WO-70078,30,E037,2025-09-15T06:45:00,4.96,Run,WC-INSP
LT-000676,WO-70078,40,E018,2025-09-16T06:45:00,7.41,Setup,WC-PACK
LT-000677,WO-70078,40,E023,2025-09-24T11:00:00,3.71,Run,WC-PACK
LT-000678,WO-70079,10,E028,2025-12-11T12:45:00,1.02,Setup,WC-SAW
LT-000679,WO-70079,20,E048,2025-12-09T08:30:00,4.39,Run,WC-CNC2
LT-000680,WO-70079,30,E054,2025-12-17T11:00:00,3.11,Run,WC-CNC1
LT-000681,WO-70079,30,E032,2025-12-17T13:45:00,3.11,Run,WC-CNC1
LT-000682,WO-70079,40,E022,2025-12-18T06:00:00,2.3,Run,WC-ASSY
LT-000683,WO-70079,50,E021,2025-12-17T06:15:00,3.54,Setup,WC-INSP
LT-000684,WO-70079,60,E020,2025-12-10T13:15:00,3.95,Run,WC-PACK
LT-000685,WO-70079,60,E039,2025-12-14T06:00:00,3.95,Setup,WC-PACK
LT-000686,WO-70080,10,E019,2026-02-22T11:30:00,9.21,Run,WC-DEBUR
LT-000687,WO-70080,20,E021,2026-03-02T11:15:00,36.85,Setup,WC-CNC1
LT-000688,WO-70080,20,E025,2026-03-01T14:45:00,18.43,Run,WC-CNC1
LT-000689,WO-70080,30,E094,2026-02-24T11:30:00,46.73,Setup,WC-SAW
LT-000690,WO-70080,40,E045,2026-02-22T09:15:00,46.47,Run,WC-ASSY
LT-000691,WO-70080,40,E041,2026-02-22T14:30:00,30.98,Setup,WC-ASSY
LT-000692,WO-70080,40,E037,2026-03-02T12:30:00,92.94,Run,WC-ASSY
LT-000693,WO-70080,50,E043,2026-02-24T12:00:00,45.58,Setup,WC-INSP
LT-000694,WO-70080,60,E017,2026-03-01T13:30:00,30.88,Run,WC-PACK
LT-000695,WO-70080,60,E024,2026-02-23T10:15:00,30.88,Run,WC-PACK
LT-000696,WO-70081,10,E013,2025-05-07T09:45:00,6.4,Run,WC-DEBUR
LT-000697,WO-70081,10,E048,2025-05-11T12:30:00,2.13,Run,WC-DEBUR
LT-000698,WO-70081,10,E022,2025-05-13T12:45:00,2.13,Setup,WC-DEBUR
LT-000699,WO-70081,20,E022,2025-05-14T12:00:00,11.31,Setup,WC-CNC1
LT-000700,WO-70081,30,E016,2025-05-15T12:00:00,7.76,Run,WC-SAW
LT-000701,WO-70081,30,E029,2025-05-07T08:15:00,15.52,Run,WC-SAW
LT-000702,WO-70081,30,E050,2025-05-08T10:30:00,5.17,Setup,WC-SAW
LT-000703,WO-70081,40,E053,2025-05-14T11:15:00,20.62,Run,WC-ASSY
LT-000704,WO-70081,40,E025,2025-05-15T12:30:00,20.62,Setup,WC-ASSY
LT-000705,WO-70081,50,E025,2025-05-08T09:15:00,33.01,Run,WC-INSP
LT-000706,WO-70081,50,E026,2025-05-08T09:00:00,11.0,Run,WC-INSP
LT-000707,WO-70081,60,E032,2025-05-10T13:00:00,3.58,Setup,WC-PACK
LT-000708,WO-70081,60,E039,2025-05-06T09:00:00,3.58,Setup,WC-PACK
LT-000709,WO-70082,10,E028,2025-09-22T14:45:00,1.19,Run,WC-SAW
LT-000710,WO-70082,10,E036,2025-09-26T08:30:00,1.79,Setup,WC-SAW
LT-000711,WO-70082,10,E041,2025-09-27T06:00:00,3.58,Run,WC-SAW
LT-000712,WO-70082,20,E010,2025-09-27T07:45:00,3.93,Run,WC-CNC1
LT-000713,WO-70082,20,E029,2025-09-27T08:15:00,2.62,Run,WC-CNC1
LT-000714,WO-70082,20,E010,2025-09-27T11:00:00,7.86,Setup,WC-CNC1
LT-000715,WO-70082,30,E017,2025-09-23T08:45:00,1.18,Run,WC-INSP
LT-000716,WO-70082,40,E053,2025-09-22T11:45:00,4.88,Run,WC-PACK
LT-000717,WO-70083,10,E012,2025-06-25T12:00:00,3.55,Setup,WC-CNC1
LT-000718,WO-70083,10,E038,2025-06-29T12:00:00,3.55,Setup,WC-CNC1
LT-000719,WO-70083,20,E026,2025-06-22T06:15:00,1.35,Setup,WC-SAW
LT-000720,WO-70083,20,E053,2025-06-29T10:30:00,2.69,Run,WC-SAW
LT-000721,WO-70083,30,E054,2025-06-21T12:00:00,11.9,Setup,WC-INSP
LT-000722,WO-70083,30,E011,2025-06-28T12:15:00,5.95,Run,WC-INSP
LT-000723,WO-70083,30,E015,2025-06-24T14:30:00,11.9,Run,WC-INSP
LT-000724,WO-70083,40,E015,2025-06-26T13:15:00,8.18,Setup,WC-PACK
LT-000725,WO-70083,40,E040,2025-06-28T10:00:00,16.35,Run,WC-PACK
LT-000726,WO-70083,40,E027,2025-06-27T09:30:00,5.45,Run,WC-PACK
LT-000727,WO-70084,10,E095,2025-11-16T07:15:00,2.92,Setup,WC-SAW
LT-000728,WO-70084,10,E043,2025-11-07T14:45:00,2.92,Run,WC-SAW
LT-000729,WO-70084,20,E035,2025-11-14T09:15:00,27.95,Setup,WC-CNC1
LT-000730,WO-70084,30,E030,2025-11-13T11:30:00,4.38,Run,WC-INSP
LT-000731,WO-70084,30,E040,2025-11-16T12:30:00,8.75,Setup,WC-INSP
LT-000732,WO-70084,30,E042,2025-11-17T12:30:00,2.92,Setup,WC-INSP
LT-000733,WO-70084,40,E013,2025-11-12T13:45:00,19.25,Run,WC-PACK
LT-000734,WO-70084,40,E031,2025-11-15T13:15:00,6.42,Run,WC-PACK
LT-000735,WO-70084,40,E054,2025-11-09T10:00:00,6.42,Run,WC-PACK
LT-000736,WO-70085,10,E037,2026-03-04T09:15:00,19.63,Run,WC-DEBUR
LT-000737,WO-70085,10,E020,2026-03-11T14:15:00,6.54,Run,WC-DEBUR
LT-000738,WO-70085,10,E020,2026-03-04T10:15:00,6.54,Run,WC-DEBUR
LT-000739,WO-70085,20,E049,2026-03-10T13:45:00,11.76,Run,WC-SAW
LT-000740,WO-70085,30,E041,2026-03-04T10:30:00,4.24,Run,WC-INSP
LT-000741,WO-70085,30,E024,2026-03-11T11:30:00,4.24,Setup,WC-INSP
LT-000742,WO-70086,10,E011,2025-08-08T09:45:00,11.09,Setup,WC-CNC2
LT-000743,WO-70086,10,E054,2025-07-30T13:45:00,11.09,Run,WC-CNC2
LT-000744,WO-70086,10,E032,2025-08-07T12:15:00,22.17,Run,WC-CNC2
LT-000745,WO-70086,20,E033,2025-07-31T08:00:00,13.58,Run,WC-DEBUR
LT-000746,WO-70086,30,E020,2025-08-04T09:30:00,1.4,Run,WC-INSP
LT-000747,WO-70086,30,E031,2025-08-06T09:15:00,2.1,Run,WC-INSP
LT-000748,WO-70086,40,E018,2025-08-06T10:15:00,5.64,Setup,WC-PACK
LT-000749,WO-70087,10,E033,2026-03-01T14:15:00,0.66,Run,WC-CNC2
LT-000750,WO-70087,10,E021,2026-02-23T12:30:00,0.98,Setup,WC-CNC2
LT-000751,WO-70087,10,E010,2026-02-19T11:45:00,1.97,Run,WC-CNC2
LT-000752,WO-70087,20,E032,2026-02-22T11:15:00,7.3,Setup,WC-DEBUR
LT-000753,WO-70087,20,E094,2026-02-19T13:45:00,7.3,Run,WC-DEBUR
LT-000754,WO-70087,20,E010,2026-02-21T13:30:00,7.3,Setup,WC-DEBUR
LT-000755,WO-70087,30,E038,2026-02-24T14:30:00,2.22,Run,WC-INSP
LT-000756,WO-70087,40,E095,2026-02-24T08:15:00,1.01,Run,WC-PACK
LT-000757,WO-70088,10,E054,2025-09-17T07:00:00,3.66,Run,WC-DEBUR
LT-000758,WO-70088,10,E036,2025-09-13T08:15:00,3.66,Setup,WC-DEBUR
LT-000759,WO-70088,10,E022,2025-09-17T14:00:00,7.31,Run,WC-DEBUR
LT-000760,WO-70088,20,E018,2025-09-17T08:00:00,3.27,Setup,WC-SAW
LT-000761,WO-70088,30,E031,2025-09-15T11:00:00,2.83,Setup,WC-INSP
LT-000762,WO-70088,30,E013,2025-09-13T10:30:00,4.25,Run,WC-INSP
LT-000763,WO-70088,40,E019,2025-09-14T10:45:00,7.2,Run,WC-PACK
LT-000764,WO-70088,40,E030,2025-09-19T08:45:00,2.4,Run,WC-PACK
LT-000765,WO-70089,10,E014,2025-04-09T09:30:00,10.98,Setup,WC-CNC2
LT-000766,WO-70089,10,E053,2025-04-15T09:15:00,7.32,Run,WC-CNC2
LT-000767,WO-70089,20,E013,2025-04-10T06:15:00,38.02,Setup,WC-ASSY
LT-000768,WO-70089,20,E041,2025-04-10T08:15:00,38.02,Run,WC-ASSY
LT-000769,WO-70089,20,E021,2025-04-11T08:00:00,38.02,Run,WC-ASSY
LT-000770,WO-70089,30,E053,2025-04-15T11:30:00,9.01,Setup,WC-DEBUR
LT-000771,WO-70089,40,E028,2025-04-14T11:00:00,13.85,Setup,WC-CNC1
LT-000772,WO-70089,50,E025,2025-04-14T10:45:00,10.74,Setup,WC-INSP
LT-000773,WO-70089,60,E023,2025-04-14T14:00:00,2.18,Setup,WC-PACK
LT-000774,WO-70089,60,E053,2025-04-09T14:30:00,4.36,Run,WC-PACK
LT-000775,WO-70089,60,E050,2025-04-15T06:15:00,4.36,Run,WC-PACK
LT-000776,WO-70090,10,E030,2026-01-28T09:45:00,1.35,Setup,WC-CNC2
LT-000777,WO-70090,10,E018,2026-01-22T06:00:00,2.02,Setup,WC-CNC2
LT-000778,WO-70090,20,E041,2026-01-26T07:45:00,7.31,Run,WC-ASSY
LT-000779,WO-70090,20,E034,2026-01-26T13:15:00,2.44,Run,WC-ASSY
LT-000780,WO-70090,20,E015,2026-01-22T13:30:00,2.44,Run,WC-ASSY
LT-000781,WO-70090,30,E017,2026-01-22T08:00:00,4.47,Run,WC-DEBUR
LT-000782,WO-70090,30,E046,2026-01-29T09:00:00,1.49,Run,WC-DEBUR
LT-000783,WO-70090,30,E023,2026-01-21T12:30:00,4.47,Run,WC-DEBUR
LT-000784,WO-70090,40,E009,2026-01-27T07:15:00,1.13,Setup,WC-CNC1
LT-000785,WO-70090,40,E049,2026-01-21T07:45:00,1.13,Run,WC-CNC1
LT-000786,WO-70090,40,E048,2026-01-21T12:00:00,1.69,Setup,WC-CNC1
LT-000787,WO-70090,50,E050,2026-01-29T07:00:00,2.59,Setup,WC-INSP
LT-000788,WO-70090,60,E020,2026-01-22T13:30:00,1.15,Run,WC-PACK
LT-000789,WO-70090,60,E017,2026-01-21T12:15:00,1.15,Run,WC-PACK
LT-000790,WO-70091,10,E025,2025-09-05T08:45:00,5.06,Run,WC-SAW
LT-000791,WO-70091,10,E039,2025-09-06T09:00:00,2.53,Run,WC-SAW
LT-000792,WO-70091,20,E019,2025-09-01T06:15:00,2.48,Setup,WC-CNC1
LT-000793,WO-70091,20,E015,2025-09-04T12:45:00,1.65,Setup,WC-CNC1
LT-000794,WO-70091,30,E020,2025-09-01T10:30:00,3.4,Run,WC-CNC2
LT-000795,WO-70091,40,E032,2025-09-07T08:15:00,2.91,Setup,WC-ASSY
LT-000796,WO-70091,40,E029,2025-09-09T10:00:00,4.36,Run,WC-ASSY
LT-000797,WO-70091,40,E041,2025-09-09T09:30:00,4.36,Run,WC-ASSY
LT-000798,WO-70091,50,E052,2025-09-03T07:15:00,4.23,Run,WC-INSP
LT-000799,WO-70091,50,E029,2025-09-08T06:15:00,2.12,Setup,WC-INSP
LT-000800,WO-70091,50,E044,2025-09-11T13:00:00,2.12,Run,WC-INSP
LT-000801,WO-70091,60,E036,2025-09-10T12:15:00,2.97,Setup,WC-PACK
LT-000802,WO-70091,60,E016,2025-09-03T12:00:00,2.97,Run,WC-PACK
LT-000803,WO-70091,60,E041,2025-09-11T08:45:00,1.98,Run,WC-PACK
LT-000804,WO-70092,20,E095,2026-03-12T13:00:00,1.88,Setup,WC-CNC1
LT-000805,WO-70092,20,E023,2026-03-16T10:00:00,1.88,Run,WC-CNC1
LT-000806,WO-70092,20,E031,2026-03-10T08:30:00,1.88,Run,WC-CNC1
LT-000807,WO-70092,40,E043,2026-03-14T10:15:00,2.07,Run,WC-CNC2
LT-000808,WO-70092,40,E036,2026-03-15T13:15:00,2.07,Setup,WC-CNC2
LT-000809,WO-70092,40,E053,2026-03-12T13:30:00,6.22,Run,WC-CNC2
LT-000810,WO-70092,50,E032,2026-03-16T09:00:00,2.92,Setup,WC-INSP
LT-000811,WO-70093,10,E052,2026-03-03T12:00:00,16.32,Run,WC-CNC2
LT-000812,WO-70093,20,E018,2026-02-24T13:30:00,38.39,Setup,WC-ASSY
LT-000813,WO-70093,20,E014,2026-02-25T10:30:00,12.8,Setup,WC-ASSY
LT-000814,WO-70093,20,E036,2026-02-28T10:15:00,12.8,Setup,WC-ASSY
LT-000815,WO-70093,30,E050,2026-03-02T07:15:00,29.45,Setup,WC-DEBUR
LT-000816,WO-70093,30,E032,2026-02-22T13:15:00,29.45,Run,WC-DEBUR
LT-000817,WO-70093,40,E039,2026-02-28T13:00:00,5.69,Setup,WC-CNC1
LT-000818,WO-70093,40,E020,2026-02-24T10:45:00,5.69,Run,WC-CNC1
LT-000819,WO-70093,40,E054,2026-02-25T09:00:00,11.39,Run,WC-CNC1
LT-000820,WO-70093,50,E040,2026-02-28T07:45:00,28.46,Run,WC-INSP
LT-000821,WO-70093,50,E047,2026-02-25T10:15:00,9.49,Run,WC-INSP
LT-000822,WO-70093,50,E095,2026-03-01T12:30:00,14.23,Run,WC-INSP
LT-000823,WO-70093,60,E012,2026-03-01T14:30:00,27.46,Run,WC-PACK
LT-000824,WO-70094,10,E048,2025-05-13T11:00:00,5.99,Setup,WC-DEBUR
LT-000825,WO-70094,20,E038,2025-05-15T09:15:00,1.48,Run,WC-CNC1
LT-000826,WO-70094,20,E015,2025-05-12T12:45:00,4.45,Run,WC-CNC1
LT-000827,WO-70094,20,E027,2025-05-13T07:00:00,2.23,Run,WC-CNC1
LT-000828,WO-70094,30,E021,2025-05-10T14:15:00,1.7,Setup,WC-ASSY
LT-000829,WO-70094,40,E022,2025-05-14T11:30:00,2.51,Run,WC-SAW
LT-000830,WO-70094,40,E035,2025-05-08T08:45:00,0.84,Run,WC-SAW
LT-000831,WO-70094,50,E016,2025-05-07T09:15:00,2.43,Run,WC-INSP
LT-000832,WO-70094,50,E026,2025-05-15T11:00:00,4.86,Run,WC-INSP
LT-000833,WO-70094,50,E040,2025-05-12T06:45:00,4.86,Run,WC-INSP
LT-000834,WO-70094,60,E094,2025-05-06T12:15:00,0.78,Run,WC-PACK
LT-000835,WO-70094,60,E050,2025-05-12T09:15:00,1.55,Setup,WC-PACK
LT-000836,WO-70095,10,E042,2025-11-30T13:30:00,6.53,Run,WC-DEBUR
LT-000837,WO-70095,20,E021,2025-12-04T08:00:00,25.02,Run,WC-SAW
LT-000838,WO-70095,30,E013,2025-11-27T11:15:00,9.17,Run,WC-INSP
LT-000839,WO-70095,40,E010,2025-12-01T12:30:00,6.07,Run,WC-PACK
LT-000840,WO-70095,40,E019,2025-11-26T11:00:00,9.1,Setup,WC-PACK
LT-000841,WO-70096,10,E036,2025-09-11T11:15:00,16.66,Run,WC-CNC2
LT-000842,WO-70096,10,E046,2025-09-18T08:30:00,5.55,Run,WC-CNC2
LT-000843,WO-70096,10,E049,2025-09-17T13:15:00,8.33,Setup,WC-CNC2
LT-000844,WO-70096,20,E029,2025-09-11T14:45:00,8.03,Run,WC-ASSY
LT-000845,WO-70096,30,E017,2025-09-13T08:30:00,1.02,Setup,WC-DEBUR
LT-000846,WO-70096,30,E042,2025-09-11T13:30:00,3.05,Run,WC-DEBUR
LT-000847,WO-70096,40,E025,2025-09-19T12:45:00,6.0,Setup,WC-INSP
LT-000848,WO-70096,50,E026,2025-09-19T14:15:00,23.4,Setup,WC-PACK
LT-000849,WO-70097,10,E039,2025-09-03T06:00:00,13.77,Setup,WC-SAW
LT-000850,WO-70097,10,E095,2025-08-30T12:15:00,13.77,Setup,WC-SAW
LT-000851,WO-70097,20,E035,2025-08-30T10:00:00,49.25,Run,WC-CNC2
LT-000852,WO-70097,30,E030,2025-09-02T11:45:00,35.76,Run,WC-CNC1
LT-000853,WO-70097,40,E037,2025-09-05T06:30:00,39.67,Run,WC-ASSY
LT-000854,WO-70097,50,E023,2025-09-09T12:15:00,136.49,Run,WC-INSP
LT-000855,WO-70097,60,E029,2025-08-30T09:30:00,13.78,Run,WC-PACK
LT-000856,WO-70098,10,E043,2025-07-11T13:00:00,4.44,Run,WC-ASSY
LT-000857,WO-70098,10,E042,2025-07-04T14:00:00,4.44,Run,WC-ASSY
LT-000858,WO-70098,20,E032,2025-07-13T14:30:00,7.88,Setup,WC-SAW
LT-000859,WO-70098,20,E024,2025-07-12T12:15:00,5.25,Run,WC-SAW
LT-000860,WO-70098,20,E032,2025-07-06T10:30:00,7.88,Run,WC-SAW
LT-000861,WO-70098,30,E038,2025-07-03T14:45:00,29.21,Setup,WC-CNC2
LT-000862,WO-70098,40,E046,2025-07-03T09:15:00,20.41,Setup,WC-DEBUR
LT-000863,WO-70098,40,E017,2025-07-08T08:00:00,20.41,Run,WC-DEBUR
LT-000864,WO-70098,40,E022,2025-07-03T11:00:00,6.8,Setup,WC-DEBUR
LT-000865,WO-70098,50,E022,2025-07-05T12:00:00,3.18,Run,WC-INSP
LT-000866,WO-70098,50,E045,2025-07-04T13:15:00,3.18,Run,WC-INSP
LT-000867,WO-70098,60,E051,2025-07-04T08:30:00,14.72,Run,WC-PACK
LT-000868,WO-70099,10,E040,2025-10-27T13:00:00,14.22,Run,WC-CNC1
LT-000869,WO-70099,10,E024,2025-11-01T07:30:00,4.74,Setup,WC-CNC1
LT-000870,WO-70099,10,E017,2025-11-04T09:00:00,4.74,Run,WC-CNC1
LT-000871,WO-70099,20,E050,2025-10-27T06:45:00,3.56,Run,WC-SAW
LT-000872,WO-70099,20,E026,2025-10-27T14:00:00,2.38,Setup,WC-SAW
LT-000873,WO-70099,30,E045,2025-11-03T10:15:00,21.03,Run,WC-INSP
LT-000874,WO-70099,30,E024,2025-10-26T08:30:00,63.09,Run,WC-INSP
LT-000875,WO-70099,30,E038,2025-11-03T11:00:00,31.55,Run,WC-INSP
LT-000876,WO-70099,40,E094,2025-10-31T06:30:00,47.16,Setup,WC-PACK
LT-000877,WO-70099,40,E023,2025-10-31T14:45:00,23.58,Setup,WC-PACK
LT-000878,WO-70099,40,E018,2025-10-29T10:15:00,23.58,Run,WC-PACK
LT-000879,WO-70100,10,E034,2025-10-11T10:15:00,57.28,Run,WC-CNC2
LT-000880,WO-70100,10,E037,2025-10-18T06:30:00,19.09,Setup,WC-CNC2
LT-000881,WO-70100,10,E014,2025-10-14T08:30:00,57.28,Setup,WC-CNC2
LT-000882,WO-70100,20,E038,2025-10-17T11:15:00,10.24,Run,WC-DEBUR
LT-000883,WO-70100,20,E045,2025-10-11T08:00:00,10.24,Setup,WC-DEBUR
LT-000884,WO-70100,30,E012,2025-10-16T14:00:00,2.69,Run,WC-INSP
LT-000885,WO-70100,40,E034,2025-10-20T10:45:00,27.06,Run,WC-PACK
LT-000886,WO-70101,10,E022,2025-07-06T12:30:00,14.91,Run,WC-DEBUR
LT-000887,WO-70101,20,E025,2025-07-02T07:45:00,1.49,Setup,WC-ASSY
LT-000888,WO-70101,20,E042,2025-07-04T11:45:00,0.99,Run,WC-ASSY
LT-000889,WO-70101,20,E025,2025-06-28T06:30:00,0.99,Run,WC-ASSY
LT-000890,WO-70101,30,E094,2025-07-03T13:30:00,2.48,Run,WC-INSP
LT-000891,WO-70101,30,E025,2025-06-27T14:00:00,1.65,Setup,WC-INSP
LT-000892,WO-70101,30,E051,2025-07-02T10:45:00,2.48,Run,WC-INSP
LT-000893,WO-70101,40,E027,2025-06-30T14:15:00,1.13,Setup,WC-PACK
LT-000894,WO-70101,40,E014,2025-06-28T09:30:00,3.38,Run,WC-PACK
LT-000895,WO-70102,10,E053,2025-11-09T11:00:00,2.16,Run,WC-ASSY
LT-000896,WO-70102,10,E042,2025-11-02T09:15:00,2.16,Setup,WC-ASSY
LT-000897,WO-70102,20,E049,2025-11-03T11:00:00,1.94,Run,WC-SAW
LT-000898,WO-70102,30,E025,2025-11-02T07:45:00,5.31,Setup,WC-CNC2
LT-000899,WO-70102,30,E025,2025-11-11T08:30:00,5.31,Run,WC-CNC2
LT-000900,WO-70102,30,E014,2025-11-08T06:00:00,5.31,Setup,WC-CNC2
LT-000901,WO-70102,40,E033,2025-11-07T10:15:00,1.94,Run,WC-DEBUR
LT-000902,WO-70102,40,E010,2025-11-04T11:45:00,1.94,Setup,WC-DEBUR
LT-000903,WO-70102,40,E027,2025-11-03T07:15:00,1.94,Run,WC-DEBUR
LT-000904,WO-70102,50,E014,2025-11-06T06:00:00,2.74,Run,WC-INSP
LT-000905,WO-70102,50,E045,2025-11-11T10:15:00,2.74,Run,WC-INSP
LT-000906,WO-70102,50,E050,2025-11-05T11:45:00,1.37,Setup,WC-INSP
LT-000907,WO-70102,60,E053,2025-11-08T08:00:00,2.53,Setup,WC-PACK
LT-000908,WO-70102,60,E036,2025-11-10T13:15:00,7.58,Run,WC-PACK
LT-000909,WO-70102,60,E010,2025-11-01T10:30:00,3.79,Run,WC-PACK
LT-000910,WO-70103,10,E052,2025-12-17T11:45:00,35.55,Run,WC-DEBUR
LT-000911,WO-70103,10,E094,2025-12-20T09:15:00,11.85,Setup,WC-DEBUR
LT-000912,WO-70103,20,E035,2025-12-20T13:00:00,16.72,Run,WC-SAW
LT-000913,WO-70103,20,E029,2025-12-22T08:15:00,16.72,Setup,WC-SAW
LT-000914,WO-70103,20,E036,2025-12-19T08:30:00,25.09,Run,WC-SAW
LT-000915,WO-70103,30,E020,2025-12-18T09:45:00,11.23,Run,WC-INSP
LT-000916,WO-70103,30,E024,2025-12-17T06:00:00,33.7,Run,WC-INSP
LT-000917,WO-70103,40,E031,2025-12-19T14:45:00,29.12,Run,WC-PACK
LT-000918,WO-70104,10,E014,2025-06-01T06:15:00,5.82,Run,WC-CNC1
LT-000919,WO-70104,20,E052,2025-05-27T08:45:00,1.47,Setup,WC-SAW
LT-000920,WO-70104,20,E032,2025-05-22T11:30:00,1.47,Run,WC-SAW
LT-000921,WO-70104,20,E020,2025-05-25T08:30:00,2.94,Run,WC-SAW
LT-000922,WO-70104,30,E014,2025-05-30T06:45:00,6.4,Run,WC-INSP
LT-000923,WO-70104,30,E031,2025-05-31T12:30:00,6.4,Run,WC-INSP
LT-000924,WO-70104,40,E017,2025-05-23T09:15:00,9.61,Setup,WC-PACK
LT-000925,WO-70105,10,E024,2025-04-29T07:15:00,25.17,Run,WC-DEBUR
LT-000926,WO-70105,10,E036,2025-04-29T10:00:00,16.78,Run,WC-DEBUR
LT-000927,WO-70105,20,E030,2025-04-24T08:45:00,4.38,Setup,WC-SAW
LT-000928,WO-70105,20,E029,2025-04-28T09:15:00,8.76,Run,WC-SAW
LT-000929,WO-70105,30,E043,2025-04-26T11:00:00,7.48,Setup,WC-INSP
