Invoice Number,Customer Id,So Number,Shipment Id,Customer Po Number,Invoice Date,Due Date,Payment Terms,Merchandise Total,Freight,Sales Tax,Invoice Total,Amount Paid,Balance,Status,Delivery Method,Gl Revenue Account
INV-60299,KBD-CUST0031,SO-26316,SH-50300,4500536275,2025-07-17,2025-08-31,Net 45,26537.61,3840.38,1923.98,32301.97,32301.97,0.0,Paid,Mail ,4010
INV-60300,KBD-CUST0006,SO-26317,SH-50301,4500719483,2026-02-06,"Apr 07, 2026",Net 60,4752.54,0.0,344.56,5097.1,5097.1,0.0,Paid,Email PDF,4010
INV-60301,KBD-CUST0016,SO-26318,SH-50302,PUR-448541,2026-01-31,2026-03-02,Net 30,20951.09,431.39,0.0,21382.48,21382.48,0.0,Paid,Mail,4010
INV-60302,KBD-CUST0006,SO-26319,SH-50303,4500265691,2025-11-14,2026-01-13,Net 60,2140.11,0.0,155.16,2295.27,2295.27,0.0,Paid,Mail,4010
INV-60303,KBD-CUST0016,SO-26320,SH-50304,P829593,2025-11-05,12/05/25,Net 30,1972.25,493.98,0.0,2466.23,2466.23,0.0,Paid,Mail,4010
INV-60304,KBD-CUST0019,SO-26321,SH-50305,PUR-696256,2026-03-21,2026-05-05,Net 45,8732.79,0.0,633.13,9365.92,0.0,9365.92,Open,Portal upload,4010
INV-60305,KBD-CUST0016,SO-26322,SH-50306,PO176408,2025-06-13,2025-07-13,Net 30,5864.4,1083.16,0.0,6947.56,6947.56,0.0,Paid ,Portal upload,4010
INV-60306,KBD-CUST0011,SO-26323,SH-50307,PO708002 ,2025-10-20,2025-11-19,Net 30,21289.2,5161.93,1543.47,27994.6,27994.6,0.0,Paid,Email PDF,4010
INV-60307 ,KBD-CUST0017 ,SO-26324,SH-50308,PO535505,2025-10-12,2025-11-26,Net 45,19502.49,120.85,0.0,19623.34,19623.34,0.0,Paid,Email PDF,4010
INV-60308,KBD-CUST0003,SO-26325,SH-50309,P436627,2025-08-12,2025-09-11,Net 30,8556.75,1317.1,0.0,9873.85,9873.85,0.0,Paid,EDI 810,4010
INV-60309,KBD-CUST0005,SO-26326,SH-50310,P709930,2025-07-22,2025-08-21,Net 30,3326.5,0.0,0.0,3326.5,3326.5,0.0,Paid,EDI 810,4010
INV-60310,KBD-CUST0028,SO-26327,SH-50311,PO667188,2026-01-21,2026-03-07,Net 45,30448.3,0.0,0.0,30448.3,30448.3,0.0,Paid,Mail,4010
INV-60311,KBD-CUST0021,SO-26328,SH-50312,PUR-915233,2026-02-17,2026-03-19,2% 10 Net 30,183.5,0.0,13.3,196.8,196.8,0.0,Paid,Mail,4010
INV-60312,KBD-CUST0008,SO-26329,SH-50313,P718281,2026-02-24,2026-04-25,Net 60,51150.2,5671.88,0.0,56822.08,56822.08,0.0,Paid,Portal upload,4010
INV-60313,KBD-CUST0006,SO-26330,SH-50314,PUR-269994,2025-08-03,2025-10-02,Net 60,1246.48,267.91,90.37,1604.76,1604.76,0.0,Paid,Email PDF,4010
INV-60314,KBD-CUST0030,SO-26331,SH-50315,P298486,2026-03-26,2026-04-25,Net 30,2135.12,0.0,0.0,2135.12,0.0,2135.12,Open,Email PDF,4010
INV-60315,KBD-CUST0016,SO-26332,SH-50316,PUR-579881,2026-03-23,2026-04-22,Net 30,8688.61,32.18,0.0,8720.79,0.0,8720.79,Open,Email PDF,4010
INV-60316,KBD-CUST0030,SO-26334,SH-50317,4500997270,2025-06-25,2025-07-25,Net 30,1016.1,116.22,0.0,1132.32,1132.32,0.0,Paid,Email PDF,4010
INV-60317,KBD-CUST0008,SO-26335,SH-50318,4500643333,01/07/2026,03/08/2026,Net 60,4176.95,0.0,0.0,4176.95,4176.95,0.0,Paid,Portal upload ,4010
INV-60318,KBD-CUST0008,SO-26336,SH-50319,PUR-992196,2025-06-30,2025-08-29,Net 60,10356.45,603.37,0.0,10959.82,10959.82,0.0,Paid,EDI 810,4010
INV-60319,KBD-CUST0008,SO-26337,SH-50320,P332045,2025-06-25,2025-08-24,Net 60,6504.0,541.51,0.0,7045.51,7045.51,0.0,Paid,EDI 810,4010
INV-60320,KBD-CUST0018 ,SO-26338,SH-50321,P907902,2025-09-08,2025-10-23,Net 45,131.16,71.72,0.0,202.88,202.88,0.0,Paid,Email PDF,4010
INV-60321,KBD-CUST0029,SO-26339,SH-50322,PO144787,2026-01-07,2026-02-06,Net 30,1216.25,0.0,0.0,1216.25,1216.25,0.0,Paid,Portal upload,4010
INV-60322,KBD-CUST0032,SO-26340,SH-50323,4500344491,2025-12-25,2026-01-24,Net 30,699.09,0.0,0.0,699.09,699.09,0.0,Paid,Email PDF,4010
INV-60323,KBD-CUST0031,SO-26341,SH-50324,PUR-713588,2026-03-08,2026-04-22,Net 45,9628.31,108.61,698.05,10434.97,0.0,10434.97,Open,Mail,4010
INV-60324,KBD-CUST0023,SO-26342,SH-50325,4500588626,2025-05-19,2025-07-18,Net 60,21469.52,591.48,0.0,22061.0,22061.0,0.0,Paid,EDI 810 ,4010
INV-60325,KBD-CUST0031,SO-26343 ,SH-50326,P761020,2025-06-26,2025-08-10,Net 45,2222.56,0.0,161.14,2383.7,2383.7,0.0,Paid,Mail,4010
INV-60326,KBD-CUST0003,SO-26344,SH-50327,4500967312,2025-06-30,2025-07-30,Net 30,26033.8,388.58,0.0,26422.38,26422.38,0.0,Paid,Email PDF,4010
INV-60327,KBD-CUST0030,SO-26345,SH-50328,4500583466,2025-06-11,2025-07-11,Net 30,35481.01,0.0,0.0,35481.01,35481.01,0.0,Paid,Email PDF,4010
INV-60328,KBD-CUST0023 ,SO-26346,SH-50329,4500783259,2026-02-16 ,2026-04-17,Net 60,2622.13,23.33,0.0,2645.46,0.0,2645.46,Open,Email PDF,4010
INV-60329,KBD-CUST0029,SO-26349,SH-50330,4500678719,2025-12-14,2026-01-13,Net 30,1474.18,0.0,0.0,1474.18,1474.18,0.0,Paid,Email PDF,4010
INV-60330,KBD-CUST0026,SO-26350,SH-50331,PO589441,2026-02-26,2026-02-26,COD,23729.54,0.0,0.0,23729.54,0.0,23729.54,Past Due,Email PDF,4010
INV-60331,KBD-CUST0008,SO-26351,SH-50332,PUR-247353,2025-12-17,2026-02-15,Net 60,9590.73,450.84,0.0,10041.57,10041.57,0.0,Paid,EDI 810,4010
INV-60332,KBD-CUST0013,SO-26352,SH-50333,4500429652,2025-07-11,2025-08-10,Net 30,11450.37,2497.38,0.0,13947.75,13947.75,0.0,Paid,Portal upload,4010
INV-60333,KBD-CUST0006,SO-26353,SH-50334,PO916296,12/25/25,2026-02-23,Net 60,26815.05,9035.1,1944.09,37794.24,37794.24,0.0,Paid,Email PDF,4010
INV-60334,KBD-CUST0004,SO-26355,SH-50335,P574493,2026-03-10,2026-05-09,Net 60,1864.79,0.0,0.0,1864.79,0.0,1864.79,Open,Email PDF,4010
INV-60335,KBD-CUST0015,SO-26356,SH-50336,PUR-276827,2025-05-07,2025-06-06,Net 30,1746.79,178.79,0.0,1925.58,1925.58,0.0,Paid,EDI 810,4010
INV-60336,KBD-CUST0003,SO-26357,SH-50337,PUR-583442,2026-01-04,2026-02-03,Net 30,25766.88,0.0,0.0,25766.88,25766.88,0.0,Paid,Email PDF,4010
INV-60337,KBD-CUST0015,SO-26358,SH-50338,4500523788,2025-11-02,2025-12-02,Net 30,22515.66,282.05,0.0,22797.71,22797.71,0.0,Paid,EDI 810,4010
INV-60338,KBD-CUST0016,SO-26359,SH-50339,P676194,2025-07-28 ,2025-08-27,Net 30,5438.17,0.0,0.0,5438.17,5438.17,0.0,Paid,Email PDF,4010
INV-60339,KBD-CUST0001,SO-26360,SH-50340,4500861129,2025-11-12,2025-12-12,Net 30,12431.44,4555.23,0.0,16986.67,16986.67,0.0,Paid,Mail,4010
INV-60340,KBD-CUST0024,SO-26361,SH-50341,PUR-806119,2026-03-12,2026-04-26,Net 45,11981.26,0.0,868.64,12849.9,0.0,12849.9,Open,Email PDF ,4010
INV-60341,KBD-CUST0017,SO-26362,SH-50342,P632020,2025-08-15,2025-09-29,Net 45,12346.18,6133.99,0.0,18480.17,18480.17,0.0,Paid,Portal upload,4010
INV-60342,KBD-CUST0023,SO-26363,SH-50343,PUR-218808,2025-06-08,2025-08-07,Net 60,517.14,354.28,0.0,871.42,871.42,0.0,Paid,Mail,4010
INV-60343,KBD-CUST0013,SO-26364,SH-50344,PO442209,2025-06-01,2025-07-01,Net 30,2430.54,1475.85,0.0,3906.39,3906.39,0.0,Paid,Portal upload,4010
INV-60344,KBD-CUST0017,SO-26365,SH-50345,4500316884,2025-11-26,2026-01-10,Net 45,6138.42,25.07,0.0,6163.49,6163.49,0.0,Paid,EDI 810,4010
INV-60345,KBD-CUST0018,SO-26366,SH-50346,P679260,2025-07-22,"Sep 05, 2025",Net 45,9447.5,818.11,0.0,10265.61,10265.61,0.0,Paid,Mail,4010
INV-60346,KBD-CUST0030,SO-26367,SH-50347,P966209,2026-02-11,2026-03-13,Net 30,32877.93,464.83,0.0,33342.76,0.0,33342.76,Past Due,Email PDF,4010
INV-60347,KBD-CUST0030,SO-26368,SH-50348,PO689593,2025-12-07,2026-01-06,Net 30,117.76,0.0,0.0,117.76,117.76,0.0,Paid,Email PDF,4010
INV-60348,KBD-CUST0031,SO-26369 ,SH-50349,PO815097,2025-04-25,2025-06-09,Net 45,199.14,0.0,14.44,213.58,213.58,0.0,Paid,Email PDF,4010
INV-60349,KBD-CUST0029,SO-26370,SH-50350,P531647,2025-10-23,2025-11-22,Net 30,18803.8,0.0,0.0,18803.8,18803.8,0.0,Paid,EDI 810,4010
INV-60350,KBD-CUST0027,SO-26371,SH-50351,PO443233,2026-01-09,2026-02-08,Net 30,2600.78,540.71,0.0,3141.49,3141.49,0.0,Paid,Email PDF,4010
INV-60351,KBD-CUST0025,SO-26372,SH-50352,P235019,2026-02-13,2026-03-30 ,Net 45,6145.78,788.39,445.57,7379.74,0.0,7379.74,Past Due,Email PDF,4010
INV-60352 ,KBD-CUST0029,SO-26373,SH-50353,4500932632,2025-06-12,2025-07-12,Net 30,5513.98,2102.37,0.0,7616.35,7616.35,0.0,Paid,Email PDF,4010
INV-60353,KBD-CUST0020,SO-26375,SH-50354,PO969464,2025-11-03,2025-12-18,Net 45,99.19,0.0,0.0,99.19,99.19,0.0,Paid,Email PDF,4010
INV-60354,KBD-CUST0014,SO-26376,SH-50355,PUR-928832,2026-02-01,2026-03-03,2% 10 Net 30,2672.88,0.0,0.0,2672.88,2672.88,0.0,Paid,Mail,4010
INV-60355,KBD-CUST0031,SO-26377,SH-50356,4500217195,2025-07-20,2025-09-03,Net 45,14165.61,0.0,1027.01,15192.62,15192.62,0.0,Paid,Email PDF,4010
INV-60356,KBD-CUST0010,SO-26378,SH-50357,4500317971,2026-02-07,2026-03-09,Net 30,32510.39,9094.13,2357.0,43961.52,43961.52,0.0,Paid,Portal upload,4010
INV-60357,KBD-CUST0028,SO-26379,SH-50358,PO596746,"Aug 03, 2025",2025-09-17,Net 45,15461.21,0.0,0.0,15461.21,15461.21,0.0,Paid,EDI 810,4010 
INV-60358,KBD-CUST0026,SO-26380,SH-50359 ,P709723,03/14/26,2026-03-14,COD,4968.26,0.0,0.0,4968.26,0.0,4968.26,Past Due,EDI 810,4010
INV-60359,KBD-CUST0016,SO-26382,SH-50360,PUR-749212,2025-07-07,2025-08-06,Net 30,10688.51,0.0,0.0,10688.51,10688.51,0.0,Paid,Email PDF,4010
INV-60360,KBD-CUST0022,SO-26383,SH-50361,PUR-489820,2025-07-20,09/18/25,Net 60,7799.53,389.14,0.0,8188.67,8188.67,0.0,Paid,Mail,4010
INV-60361,KBD-CUST0026,SO-26384,SH-50362,P104971,2025-11-28,2025-11-28,COD,25425.02,5170.51,0.0,30595.53,30595.53,0.0,Paid ,Portal upload ,4010
INV-60362,KBD-CUST0024,SO-26385,SH-50363,P747509,2026-02-23,2026-04-09,Net 45,7806.43,325.71,565.97,8698.11,0.0,8698.11,Open,EDI 810,4010
INV-60363,KBD-CUST0001,SO-26386,SH-50364,4500975376,2025-06-24,2025-07-24,Net 30,417.6,0.0,0.0,417.6,417.6,0.0,Paid,Email PDF,4010
INV-60364,KBD-CUST0021,SO-26387,SH-50365,4500981031 ,2025-12-23,2026-01-22,2% 10 Net 30,10686.68,2155.38,774.78,13616.84,13371.23,245.61,Short Paid,Email PDF,4010
INV-60365,KBD-CUST0004,SO-26388,SH-50366,PO980299,2025-06-21,2025-08-20,Net 60,5526.55,0.0,0.0,5526.55,5526.55,0.0,Paid,Portal upload,4010
INV-60366,KBD-CUST0005,SO-26389,SH-50367,4500102089,2025-12-22,2026-01-21,Net 30,11986.17,0.0,0.0,11986.17,11986.17,0.0,Paid,Portal upload,4010
INV-60367,KBD-CUST0003,SO-26390,SH-50368,4500418477,2026-03-08,2026-04-07,Net 30,6568.82,5260.11,0.0,11828.93,0.0,11828.93,Open,Email PDF,4010
INV-60368,KBD-CUST0022,SO-26391,SH-50369,PO121122,2025-05-05,2025-07-04,Net 60,244.78,0.0,0.0,244.78,244.78,0.0,Paid,Portal upload,4010
INV-60369,KBD-CUST0019,SO-26392,SH-50370,PUR-507670,"Jan 27, 2026",2026-03-13,Net 45,12276.84,0.0,890.07,13166.91,0.0,13166.91,Past Due,Portal upload,4010
INV-60370,KBD-CUST0022,SO-26393,SH-50371,PUR-193452 ,2026-03-19,2026-05-18,Net 60,6363.5,462.74,0.0,6826.24,0.0,6826.24,Open,EDI 810,4010
INV-60371,KBD-CUST0021,SO-26394,SH-50372,P462268,2026-02-06,2026-03-08,2% 10 Net 30,2870.3,0.0,208.1,3078.4,0.0,3078.4,Past Due,Portal upload,4010
INV-60372,KBD-CUST0030,SO-26395,SH-50373,PUR-638706,2026-01-16,2026-02-15,Net 30,21359.14,0.0,0.0,21359.14,21359.14,0.0,Paid,Portal upload,4010
INV-60373,KBD-CUST0025,SO-26396,SH-50374,PUR-755160,2025-06-05,2025-07-20,Net 45,1480.28,921.04,107.32,2508.64,2243.83,264.81,Short Paid,Email PDF,4010
INV-60374,KBD-CUST0028,SO-26397,SH-50375,PO318455,03/22/2026,2026-05-06,Net 45,249.88,53.08,0.0,302.96,0.0,302.96,Open,Email PDF,4010
INV-60375,KBD-CUST0020,SO-26398,SH-50376,4500733641,2026-03-05,2026-04-19,Net 45,3843.03,0.0,0.0,3843.03,0.0,3843.03,Open,Email PDF,4010
INV-60376,KBD-CUST0015,SO-26399,SH-50377,P141181,2025-10-30,"Nov 29, 2025",Net 30,3637.39,0.0,0.0,3637.39,3637.39,0.0,Paid,Mail,4010
INV-60377,KBD-CUST0016,SO-26400,SH-50378,4500962815,2025-10-27,2025-11-26,Net 30,1091.66,0.0,0.0,1091.66,1091.66,0.0,Paid,Portal upload,4010
INV-60378,KBD-CUST0019,SO-26401 ,SH-50379,PO587570,"Jul 06, 2025",08/20/2025,Net 45,42949.48,0.0,3113.84,46063.32,46063.32,0.0,Paid,Email PDF,4010
INV-60379,KBD-CUST0018,SO-26402,SH-50380,P277672,11/16/2025,12/31/2025,Net 45,3943.9,2453.62,0.0,6397.52,6397.52,0.0,Paid,EDI 810,4010
INV-60380,KBD-CUST0016,SO-26404,SH-50381,4500653933,2025-12-12,2026-01-11,Net 30,40242.61,0.0,0.0,40242.61,40242.61,0.0,Paid,Email PDF,4010
INV-60381,KBD-CUST0014,SO-26405,SH-50382,PO522790,2025-10-27,11/26/25,2% 10 Net 30,4285.22,260.42,0.0,4545.64,4545.64,0.0,Paid,EDI 810,4010
INV-60382,KBD-CUST0018,SO-26406,SH-50383,PO376370,2026-03-26,2026-05-10,Net 45,16370.25,162.46,0.0,16532.71,0.0,16532.71,Open,Mail,4010
INV-60383,KBD-CUST0019,SO-26408,SH-50384,PO317529,2025-05-20,2025-07-04,Net 45,11119.6,0.0,806.17,11925.77,11925.77,0.0,Paid,Portal upload,4010
INV-60384,KBD-CUST0022,SO-26409,SH-50385,4500733265,2025-09-04,2025-11-03 ,Net 60,7557.45,2639.57,0.0,10197.02,10197.02,0.0,Paid,Email PDF,4010
INV-60385,KBD-CUST0030,SO-26411,SH-50386,PO204059,2025-10-29,2025-11-28,Net 30,3206.48,0.0,0.0,3206.48,3206.48,0.0,Paid,Portal upload,4010
INV-60386,KBD-CUST0025,SO-26412,SH-50387,PO503291,2026-02-18,2026-04-04,Net 45,1274.66,0.0,92.41,1367.07,1367.07,0.0,Paid,Portal upload,4010
INV-60387,KBD-CUST0011,SO-26413,SH-50388,PUR-149745,2026-01-31,"Mar 02, 2026",Net 30,28356.05,0.0,2055.81,30411.86,0.0,30411.86,Past Due,Email PDF,4010
INV-60388,KBD-CUST0006,SO-26414,SH-50389,PUR-815733,2025-05-28,2025-07-27 ,Net 60,16219.83,1240.08,1175.94,18635.85,18635.85,0.0,Paid,Portal upload,4010
INV-60389,KBD-CUST0030,SO-26415,SH-50390,PO292720,2025-12-31,2026-01-30,Net 30,21763.11,104.11,0.0,21867.22,21867.22,0.0,Paid,EDI 810,4010
INV-60390,KBD-CUST0012,SO-26416,SH-50391,PUR-963139,2026-01-24,2026-03-25,Net 60,5060.52,0.0,0.0,5060.52,5060.52,0.0,Paid,EDI 810,4010
INV-60391,KBD-CUST0024,SO-26417,SH-50392,PO114586,2025-05-26,07/10/2025,Net 45 ,5810.42,0.0,421.26,6231.68,6231.68,0.0,Paid,Mail,4010
INV-60392,KBD-CUST0007,SO-26418,SH-50393,4500719021,26-Sep-2025,2025-10-26,Net 30,607.74,216.15,0.0,823.89,823.89,0.0,Paid,Portal upload,4010
INV-60393,KBD-CUST0021,SO-26419,SH-50394,PO489520,2025-09-15,2025-10-15,2% 10 Net 30,4565.48,0.0,331.0,4896.48,4896.48,0.0,Paid,Portal upload,4010
INV-60394,KBD-CUST0007,SO-26420,SH-50395,PO293035,2025-12-03,2026-01-02,Net 30,99.19,0.0,0.0,99.19,99.19,0.0,Paid,Email PDF ,4010
INV-60395,KBD-CUST0017,SO-26421,SH-50396,PO281731,2025-05-13,2025-06-27,Net 45,30692.1,44.96,0.0,30737.06,30737.06,0.0,Paid,Email PDF,4010
INV-60396,KBD-CUST0001,SO-26422,SH-50397,PUR-942247,2025-05-22,2025-06-21,Net 30,14152.39,729.59,0.0,14881.98,14881.98,0.0,Paid,Mail,4010
INV-60397 ,KBD-CUST0013,SO-26423,SH-50398,4500620365,26-Apr-2025,2025-05-26 ,Net 30,11440.78,571.25,0.0,12012.03,12012.03,0.0,Paid,Portal upload,4010
INV-60398,KBD-CUST0005,SO-26424,SH-50399,4500752230,"Sep 21, 2025",2025-10-21,Net 30,2234.02,279.43,0.0,2513.45,2513.45,0.0,Paid,Email PDF,4010
INV-60399,KBD-CUST0005,SO-26425,SH-50400,PO205284,2025-07-21,2025-08-20,Net 30,290.98,0.0,0.0,290.98,290.98,0.0,Paid,Email PDF,4010
INV-60400,KBD-CUST0028,SO-26426,SH-50401,P269063,2025-08-25,2025-10-09,Net 45,15233.84,0.0,0.0,15233.84,15233.84,0.0,Paid,Email PDF,4010
INV-60401,KBD-CUST0021,SO-26427,SH-50402,P372204,2025-07-29,2025-08-28,2% 10 Net 30,1069.25,126.31,77.52,1273.08,1273.08,0.0,Paid,Portal upload,4010
INV-60402,KBD-CUST0017,SO-26428,SH-50403,P269212,2025-08-23,2025-10-07,Net 45,36225.32,0.0,0.0,36225.32,36225.32,0.0,Paid,Mail,4010
INV-60403,KBD-CUST0017,SO-26429,SH-50404,P865988,2026-01-20,2026-03-06,Net 45,1551.1,510.69,0.0,2061.79,2061.79,0.0,Paid,Portal upload,4010
INV-60404,KBD-CUST0030,SO-26430,SH-50405,4500504452,2026-02-02,2026-03-04,Net 30,16361.7,0.0,0.0,16361.7,16361.7,0.0,Paid,Email PDF,4010
INV-60405,KBD-CUST0027,SO-26431,SH-50406,P211410,2025-05-04,2025-06-03,Net 30,10777.01,0.0,0.0,10777.01,10777.01,0.0,Paid,Mail,4010
INV-60406,KBD-CUST0020,SO-26432,SH-50407,PUR-633105,2025-08-26,2025-10-10,Net 45,14204.96,0.0,0.0,14204.96,14204.96,0.0,Paid,EDI 810,4010
INV-60407,KBD-CUST0026,SO-26433,SH-50408,PUR-813523,2026-03-26,2026-03-26,COD,8938.48,2517.12,0.0,11455.6,0.0,11455.6,Past Due,Email PDF,4010
INV-60408,KBD-CUST0010,SO-26434,SH-50409,PUR-885793,2025-11-18,2025-12-18,Net 30,4621.4,592.33,335.05,5548.78,5548.78,0.0,Paid,Portal upload,4010
INV-60409,KBD-CUST0015,SO-26435,SH-50410,4500127028,11/25/25,2025-12-25,Net 30,22229.7,0.0,0.0,22229.7,22229.7,0.0,Paid,Email PDF,4010
INV-60410,KBD-CUST0010,SO-26436,SH-50411,P249932,2025-08-07,2025-09-06,Net 30,5008.48,2929.93,363.11,8301.52,8301.52,0.0,Paid,Email PDF,4010
INV-60411,KBD-CUST0005,SO-26437,SH-50412,4500311975,2025-10-05,2025-11-04 ,Net 30,21691.14,0.0,0.0,21691.14,21691.14,0.0,Paid,Portal upload,4010
INV-60412,KBD-CUST0006,SO-26438,SH-50413,P185066,2025-12-08,2026-02-06,Net 60,18155.35,0.0,1316.26,19471.61,19471.61,0.0,Paid,Mail,4010
INV-60413,KBD-CUST0008,SO-26439,SH-50414,4500552572,2025-05-21,2025-07-20,Net 60,25100.46,0.0,0.0,25100.46,25100.46,0.0,Paid,Portal upload,4010
INV-60414,KBD-CUST0022,SO-26440,SH-50415,PUR-107769,2025-07-06,2025-09-04,Net 60,513.0,0.0,0.0,513.0,222.3,290.7,Short Paid,Mail,4010
INV-60415,KBD-CUST0023,SO-26441,SH-50416,PO824587,2025-10-17,2025-12-16,Net 60,19247.81,0.0,0.0,19247.81,19247.81,0.0,Paid,Portal upload,4010
INV-60416,KBD-CUST0016 ,SO-26443,SH-50417,4500744506 ,2025-07-15,2025-08-14,Net 30,9852.36,0.0,0.0,9852.36,9852.36,0.0,Paid,Email PDF,4010
INV-60417,KBD-CUST0005,SO-26444,SH-50418,P233569,2026-03-10,2026-04-09,Net 30,27864.63,0.0,0.0,27864.63,0.0,27864.63,Open,Email PDF,4010
INV-60418,KBD-CUST0020,SO-26445,SH-50419,P663444,2025-10-23,2025-12-07,Net 45,14262.35,2305.71,0.0,16568.06,16309.12,258.94,Short Paid ,EDI 810,4010
INV-60419,KBD-CUST0022,SO-26446,SH-50420,4500348494,2026-01-20,2026-03-21,Net 60,13716.93,3012.05,0.0,16728.98,16728.98,0.0,Paid,Email PDF,4010
INV-60420,KBD-CUST0031,SO-26447,SH-50421,PUR-183130,2025-09-15,2025-10-30,Net 45,5318.78,0.0,385.61,5704.39,5704.39,0.0,Paid,Email PDF,4010
INV-60421,KBD-CUST0030,SO-26448,SH-50422,P368172,2025-06-24,2025-07-24,Net 30,438.9,171.11,0.0,610.01,610.01,0.0,Paid,Email PDF,4010
INV-60422,KBD-CUST0028,SO-26449,SH-50423,PO150125,08/06/2025,2025-09-20,Net 45,7597.32,0.0,0.0,7597.32,7597.32,0.0,Paid,Email PDF,4010
INV-60423,KBD-CUST0017,SO-26450,SH-50424,4500851071,09/17/25,2025-11-01,Net 45,832.95,133.51,0.0,966.46,966.46,0.0,Paid ,Email PDF,4010
INV-60424,KBD-CUST0022,SO-26451,SH-50425,PUR-793697,2025-12-26,2026-02-24,Net 60,473.0,169.76,0.0,642.76,642.76,0.0,Paid,Email PDF,4010 
INV-60425,KBD-CUST0020,SO-26452,SH-50426,PUR-293028,2025-11-30,2026-01-14,Net 45,11168.79,565.08,0.0,11733.87,11733.87,0.0,Paid,Mail,4010
INV-60426 ,KBD-CUST0030,SO-26453,SH-50427,PUR-600506,2025-10-09,2025-11-08,Net 30,11147.49,1040.26,0.0,12187.75,12187.75,0.0,Paid,Portal upload,4010
INV-60427,KBD-CUST0012,SO-26454,SH-50428,P396192,2025-04-21,2025-06-20,Net 60,4.0,15.48,0.0,19.48,19.48,0.0,Paid,Email PDF,4010
INV-60428,KBD-CUST0010,SO-26455,SH-50429,PO643279,2025-07-28,2025-08-27,Net 30,11024.18,0.0,799.25,11823.43,11823.43,0.0,Paid,Mail,4010
INV-60429,KBD-CUST0012,SO-26456,SH-50430,PUR-844594,2026-03-26,05/25/26,Net 60,3520.0,0.0,0.0,3520.0,0.0,3520.0,Open,Mail,4010
INV-60430,KBD-CUST0015,SO-26457,SH-50431,P734945,2026-02-21,2026-03-23,Net 30,22052.31,1873.38,0.0,23925.69,0.0,23925.69,Past Due,Mail,4010
INV-60431,KBD-CUST0017,SO-26458,SH-50432,4500389771,2026-02-15,01-Apr-2026 ,Net 45,8782.53,0.0,0.0,8782.53,0.0,8782.53,Open,EDI 810,4010
INV-60432,KBD-CUST0005,SO-26459,SH-50433,PUR-414835,2026-02-27,2026-03-29,Net 30,18339.15,4623.73,0.0,22962.88,0.0,22962.88,Past Due,Email PDF,4010
INV-60433,KBD-CUST0022,SO-26460,SH-50434,P903252,2026-03-21,2026-05-20,Net 60,10324.25,0.0,0.0,10324.25,0.0,10324.25,Open,Email PDF,4010
INV-60434,KBD-CUST0010,SO-26461,SH-50435,4500404924,2025-06-19,2025-07-19,Net 30,17278.93,88.55,1252.72,18620.2,18620.2,0.0,Paid,Portal upload,4010
INV-60435,KBD-CUST0027,SO-26462,SH-50436,4500737793,2025-06-19,2025-07-19,Net 30,3201.52,1212.94,0.0,4414.46,4414.46,0.0,Paid,Portal upload,4010
INV-60436,KBD-CUST0022,SO-26464,SH-50437,PO417061,2025-05-17,2025-07-16,Net 60,9156.82,0.0,0.0,9156.82,9156.82,0.0,Paid,EDI 810,4010
INV-60437,KBD-CUST0023,SO-26465,SH-50438,PO251407,2025-09-28,2025-11-27,Net 60,18792.08,190.47,0.0,18982.55,18982.55,0.0,Paid,Mail,4010
INV-60438,KBD-CUST0024,SO-26466,SH-50439,PUR-186465,2025-06-09,2025-07-24,Net 45,7341.48,0.0,532.26,7873.74,7873.74,0.0,Paid,Email PDF,4010
INV-60439,KBD-CUST0023,SO-26467,SH-50440,PO483454,2025-11-23,"Jan 22, 2026",Net 60,51597.42,0.0,0.0,51597.42,51597.42,0.0,Paid,Mail,4010
INV-60440,KBD-CUST0012,SO-26468,SH-50441,4500530424,2026-01-03,03/04/26,Net 60,29514.31,0.0,0.0,29514.31,29514.31,0.0,Paid,Mail,4010
INV-60441,KBD-CUST0018,SO-26469,SH-50442,PUR-166719,2025-09-15,2025-10-30,Net 45,1020.11,130.27,0.0,1150.38,1150.38,0.0,Paid,Email PDF,4010
INV-60442,KBD-CUST0023,SO-26470,SH-50443,PO596434,30-Dec-2025,2026-02-28,Net 60,8492.74,208.74,0.0,8701.48,8701.48,0.0,Paid,Email PDF,4010
INV-60443,KBD-CUST0029,SO-26471,SH-50444,PO843490,2025-07-18,2025-08-17,Net 30,4163.67,0.0,0.0,4163.67,4163.67,0.0,Paid,Portal upload,4010
INV-60444,KBD-CUST0008,SO-26472,SH-50445,P362409 ,2026-01-11,2026-03-12,Net 60,67315.01,0.0,0.0,67315.01,67315.01,0.0,Paid,Portal upload,4010
INV-60445,KBD-CUST0026,SO-26473,SH-50446,PO643345,2025-05-28,2025-05-28,COD,3334.37,0.0,0.0,3334.37,3334.37,0.0,Paid,Portal upload,4010
INV-60446,KBD-CUST0023,SO-26474,SH-50447,4500523607,2025-06-20,2025-08-19,Net 60,10220.35,256.88,0.0,10477.23,10477.23,0.0,Paid,Portal upload,4010
INV-60447,KBD-CUST0018,SO-26476,SH-50448,PUR-752857,2025-08-06,2025-09-20,Net 45,9214.75,0.0,0.0,9214.75,9214.75,0.0,Paid,Portal upload,4010
INV-60448,KBD-CUST0004,SO-26478,SH-50449,P639694,2025-12-14,02/12/2026 ,Net 60,2529.87,0.0,0.0,2529.87,2529.87,0.0,Paid ,Portal upload,4010
