Invoice Number,Line,Item Id,Qty,Unit Price,Extended,Unit Cost,Margin
INV-60286,3,SPRO-1041,100,52.76,5276.0,35.35,1741.0
INV-60287,1,SHEA-1077,25,114.3,2857.5,67.98,1158.0
INV-60287,2,GEAR-1010,5,4602.2,23011.0,2784.15,9090.25
INV-60287,3,CONV-1046,2,9794.27,19588.54,7311.89,4964.76
INV-60287,4,AC-1040,3,819.93,2459.79,609.44,631.47
INV-60287,5,SHEA-1025,3,251.55,754.65,153.95000000000002,292.8
INV-60288,1,TIMI-1056,50,22.86,1143.0,17.21,282.5
INV-60289,1,ROLL-1026,3,213.97,641.91,129.92000000000002,252.15
INV-60289,2,TIMI-1075,10,96.26,962.6,72.76,235.0
INV-60289,3,SPRO-1076,12,17.16,205.92,13.24,47.04
INV-60289,4,SPRO-1047,2,21.2,42.4,13.77,14.86
INV-60289,5,SHEA-1064,2,205.2,410.4,139.88,130.64
INV-60290,1,TIMI-1058,6,127.57,765.42,84.45,258.72
INV-60290,2,ROLL-1012,4,59.14,236.56,47.52,46.48
INV-60290,3,SHEA-1028,3,500.18,1500.54,284.6,646.74
INV-60290,4,GEAR-1073,1,2781.13,2781.13,1938.75,842.38
INV-60291,1,CONV-1051,1,5248.35,5248.35,4147.58,1100.77
INV-60291,3,SPRO-1041,1,61.12,61.12,35.35,25.77
INV-60292,1,ROLL-1053,4,122.44,489.76,86.10000000000001,145.36
INV-60292,2,ROLL-1079,2,152.43,304.86,102.65,99.56
INV-60292,3,TIMI-1014,200,75.71,15142.0,49.480000000000004,5246.0
INV-60293,1,AC-1074,2,2622.77,5245.54,1663.14,1919.26
INV-60293,2,TIMI-1017,10,64.14,641.4,50.69,134.5
INV-60293,3,MOUN-1062,3,210.21,630.63,135.75,223.38
INV-60293,4,MOUN-1031,200,55.63,11126.0,38.78,3370.0
INV-60294,2,SPRO-1070,10,36.16,361.6,22.96,132.0
INV-60294,4,TIMI-1056,100,25.09,2509.0,17.21,788.0
INV-60295,1,CONV-1052,3,3574.02,10722.06,2311.6,3787.26
INV-60295,2,TIMI-1071,2,113.06,226.12,74.85000000000001,76.42
INV-60295,3,GEAR-1060,3,4686.22,14058.66,3102.4300000000003,4751.37
INV-60295,4,TIM-LM11949-LM11910,50,9.46,473.0,7.6,93.0
INV-60295,5,TIMI-1017,1,71.27,71.27,50.69,20.58
INV-60296,1,SPRO-1009,4,35.01,140.04,24.54,41.88
INV-60296,2,SPRO-1011,1,183.62,183.62,118.48,65.14
INV-60297,1,SPRO-1087,12,50.93,611.16,44.550000000000004,76.56
INV-60297 ,2,CONV-1023,5,5850.75,29253.75,3652.15,10993.0
INV-60298,1,CONV-1089,5,7019.91,35099.55,5864.59,5776.6
INV-60298,2,TIMI-1014,1,75.71,75.71,49.480000000000004,26.23
INV-60298,3,SPRO-1076,1,17.16,17.16,13.24,3.92
INV-60298,4,SKF-6205-2RS1,50,4.6,230.0,3.55,52.5
INV-60298,5,MOUN-1062,3,199.14,597.42,135.75,190.17
INV-60299,1,TIMI-1020,100,69.3,6930.0,52.03,1727.0
INV-60299,2,SPRO-1061,100,109.19,10919.0,87.28,2191.0
INV-60299,3,CONV-1039,1,8688.61,8688.61,7046.72,1641.89
INV-60300,1,MOUN-1034,2,42.77,85.54,23.82,37.9
INV-60300,2,SPRO-1015,4,99.19,396.76,74.58,98.44
INV-60300,3,AC-1063,2,2135.12,4270.24,1677.24,915.76
INV-60301,1,BRI-HHCS-0500-13-200-G8,6,56.79,340.74,44.75,72.24
INV-60301,2,CONV-1052,5,3640.77,18203.85,2311.6,6645.85
INV-60301,3,TIMI-1075,25,96.26,2406.5,72.76,587.5
INV-60302,1,DOD-TXT315,1,1558.19,1558.19,1180.0,378.19
INV-60302,2,SHEA-1082,1,301.38,301.38,186.61,114.77
INV-60302,3,MOUN-1018,1,183.5,183.5,109.13,74.37
INV-60302,4,SPRO-1027,1,97.04,97.04,77.98,19.06
INV-60303,1,SHEA-1082,1,285.52,285.52,186.61,98.91
INV-60303,2,SPRO-1011,2,201.54,403.08,118.48,166.12
INV-60303,3,SPRO-1002,1,85.33,85.33,65.84,19.49
INV-60303,4,SPRO-1011,5,201.54,1007.7,118.48,415.3
INV-60303,5,SHEA-1007,1,190.62,190.62,129.94,60.68
INV-60304,1,SHEA-1064,5,228.0,1140.0,139.88,440.6
INV-60304,2,AC-1048,3,2530.93,7592.79,1745.47,2356.38
INV-60305,1,TIMI-1071,50,107.11,5355.5,74.85000000000001,1613.0
INV-60305,2,SPRO-1004,10,50.89,508.9,42.84,80.5
INV-60306,1,SPRO-1078,100,101.65,10165.0,69.25,3240.0
INV-60306,2,SPRO-1041,200,52.76,10552.0,35.35,3482.0
INV-60306 ,3,TIMI-1014,1,60.7,60.7,49.480000000000004,11.22
INV-60306,4,SHEA-1035,3,170.5,511.5,148.52,65.94
INV-60307,1,CONV-1023,3,6500.83,19502.49,3652.15,8546.04
INV-60308,2,AC-1057,5,1174.91,5874.55,687.08,2439.15
INV-60308,3,SHEA-1003,5,322.94,1614.7,235.72,436.1
INV-60308,4,SPRO-1009,25,42.7,1067.5,24.54,454.0
INV-60309,1,TIMI-1020,50,66.53,3326.5,52.03,725.0
INV-60310,1,GEAR-1084,3,5318.78,15956.34,3456.0,5588.34
INV-60310,2,SHEA-1049,5,249.88,1249.4,153.4,482.4
INV-60310,3,TIMI-1075,100,96.26,9626.0,72.76,2350.0
INV-60310,4,AC-1048,1,2277.84,2277.84,1745.47,532.37
INV-60310,5,SPRO-1078,12,111.56,1338.72,69.25,507.72
INV-60311,1,MOUN-1018,1,183.5,183.5,109.13,74.37
INV-60312,1,SHEA-1037,200,171.37,34274.0,99.06,14462.0
INV-60312,2,GEAR-1016,5,3375.24,16876.2,2265.26,5549.9
INV-60313,1,ROLL-1053,6,129.24,775.44,86.10000000000001,258.84
INV-60313,2,SPRO-1078,4,117.76,471.04,69.25,194.04
INV-60314,4,AC-1063,1,2135.12,2135.12,1677.24,457.88
INV-60315,1,CONV-1039 ,1,8688.61,8688.61,7046.72,1641.89
INV-60316 ,1,TIMI-1075,10,101.61,1016.1,72.76,288.5
INV-60317,1,ROLL-1026,1,237.75,237.75,129.92000000000002,107.83
INV-60317,2,MOUN-1031,50,58.56,2928.0,38.78,989.0
INV-60317,3,SPRO-1027,4,102.15,408.6,77.98,96.68
INV-60317,4,SHEA-1077,4,120.32,481.28,67.98,209.36
INV-60317,5,SPRO-1061,1,121.32,121.32,87.28,34.04
INV-60318,1,SPRO-1070,1,38.17,38.17,22.96,15.21
INV-60318,2,SPRO-1078,12,123.96,1487.52,69.25,656.52
INV-60318,3,CONV-1013,2,4415.38,8830.76,2336.18,4158.4
INV-60319,1,SPRO-1087,100,65.04,6504.0,44.550000000000004,2049.0
INV-60320,1,SKF-6308-2Z,12,10.93,131.16,10.25,8.16
INV-60321,1,ROLL-1044,5,229.17,1145.85,140.68,442.45
INV-60321,2,GAT-B62,4,17.6,70.4,12.7,19.6
INV-60322,1,SHEA-1064,1,216.6,216.6,139.88,76.72
INV-60322,2,SHEA-1038,1,482.49,482.49,295.28000000000003,187.21
INV-60323,2,SPRO-1015,10,93.97,939.7,74.58,193.9
INV-60323,3,CONV-1039,1,8688.61,8688.61,7046.72,1641.89
INV-60324,1,SPRO-1061,50,115.25,5762.5,87.28,1398.5
INV-60324,2,AC-1085,5,507.31,2536.55,365.76,707.75
INV-60324,4,AC-1054,5,2553.61,12768.05,1828.58,3625.15
INV-60324,5,SHEA-1007,2,201.21,402.42,129.94,142.54
INV-60325,1,SPRO-1047,1,21.2,21.2,13.77,7.43
INV-60325,2,ROLL-1021,10,139.04,1390.4,81.74,573.0
INV-60325,3,TIMI-1030,6,100.01,600.06,66.14,203.22
INV-60325,4,SPRO-1055,6,35.15,210.9,26.94,49.26
INV-60326,1,GEAR-1016,1,3375.24,3375.24,2265.26,1109.98
INV-60326,2,CONV-1023,3,6500.83,19502.49,3652.15,8546.04
INV-60326,3,CONV-1022,1,2929.51,2929.51,2154.05,775.46
INV-60326,4,TIMI-1056,2,27.88,55.76,17.21,21.34
INV-60326,5,SPRO-1009,4,42.7,170.8,24.54,72.64
INV-60327 ,1,CONV-1065,1,4551.33,4551.33,2903.56,1647.77
INV-60327,2,CONV-1023,5,5558.21,27791.05,3652.15,9530.3
INV-60327,3,SPRO-1061,25,115.25,2881.25,87.28,699.25
INV-60327,4,SHEA-1072 ,2,128.69,257.38,101.96000000000001,53.46
INV-60328,1,CONV-1043 ,1,2622.13,2622.13,1971.53,650.6
INV-60329,1,TIMI-1071,10,107.11,1071.1,74.85000000000001,322.6
INV-60329,3,SPRO-1011,2,201.54,403.08,118.48,166.12
INV-60330,1,CONV-1043,5,2484.13,12420.65,1971.53,2563.0
INV-60330,2,AC-1063,3,2022.75,6068.25,1677.24,1036.53
INV-60330,3,MOUN-1031,50,52.7,2635.0,38.78,696.0
INV-60330,4,MOUN-1062,1,199.14,199.14,135.75,63.39
INV-60330,5,TIMI-1075,25,96.26,2406.5,72.76,587.5
INV-60331,1,SPRO-1061,50,121.32,6066.0,87.28,1702.0
INV-60331,2,AC-1057,3,1174.91,3524.73,687.08,1463.49
INV-60332,1,SPRO-1011,1,201.54,201.54,118.48,83.06
INV-60332,2,SPRO-1078,25,111.56,2789.0,69.25,1057.75
INV-60332,3,SHEA-1019,50,157.35,7867.5,94.5,3142.5
INV-60332,4,ROLL-1079,3,152.43,457.29,102.65,149.34
INV-60332,5,TIMI-1017,2,67.52,135.04,50.69,33.66
INV-60333,1,SPRO-1070,4,38.17,152.68,22.96,60.84
INV-60333,2,SPRO-1027 ,200,97.04,19408.0,77.98,3812.0
INV-60333,3,CONV-1042,1,7254.37,7254.37,5159.58,2094.79
INV-60334,1,SHEA-1003,3,246.27,738.81,235.72,31.65
INV-60334,2,SHEA-1077,10,98.66,986.6,67.98,306.8
INV-60334,3,MOUN-1018,1,139.38,139.38,109.13,30.25
INV-60335,1,MOUN-1062,3,210.21,630.63,135.75,223.38
INV-60335,2,AC-1057,1,1116.16,1116.16,687.08,429.08
INV-60336,1,CONV-1023,1,6500.83,6500.83,3652.15,2848.68
INV-60336,2,SPRO-1055,100,33.59,3359.0,26.94,665.0
INV-60336,3,AC-1074,5,2760.81,13804.05,1663.14,5488.35
INV-60336,4,TIMI-1014,25,84.12,2103.0,49.480000000000004,866.0
INV-60337,2,AC-1074,5,2622.77,13113.85,1663.14,4798.15
INV-60337,3,CONV-1039,1,9171.31,9171.31,7046.72,2124.59
INV-60337,4,SPRO-1061,2,115.25,230.5,87.28,55.94
INV-60338,2,SPRO-1041,50,57.91,2895.5,35.35,1128.0
INV-60338,3,CONV-1043,1,2484.13,2484.13,1971.53,512.6
INV-60338,4,SPRO-1087,1,58.54,58.54,44.550000000000004,13.99
INV-60339,1,GEAR-1066,3,1271.04,3813.12,1270.02,3.06
INV-60339,2,SHEA-1019,12,143.36,1720.32,94.5,586.32
INV-60339,3,TIMI-1014,100,68.98,6898.0,49.480000000000004,1950.0
INV-60340,1,AC-1063,5,2247.5,11237.5,1677.24,2851.3
INV-60340,2,SPRO-1078,6,123.96,743.76,69.25,328.26
INV-60341,1,SPRO-1047,200,23.55,4710.0,13.77,1956.0
INV-60341,2,CONV-1042,1,7636.18,7636.18,5159.58,2476.6
INV-60342,1,SPRO-1009,6,40.56,243.36,24.54,96.12
INV-60342,2,MOUN-1029,2,136.89,273.78,86.28,101.22
INV-60343,1,ROLL-1053,1,122.44,122.44,86.10000000000001,36.34
INV-60343,2,GAT-B62,50,17.6,880.0,12.7,245.0
INV-60343,3,SKF-6205-2RS1,6,4.6,27.6,3.55,6.3
INV-60343,4,ROLL-1012,25,56.02,1400.5,47.52,212.5
INV-60344,1,CONV-1051,1,6138.42,6138.42,4147.58,1990.84
INV-60345,1,ROLL-1021,25,126.68,3167.0,81.74,1123.5
INV-60345,2,GEAR-1080,3,2093.5,6280.5,1484.33,1827.51
INV-60346,1,CONV-1013,2,4194.61,8389.22,2336.18,3716.86
INV-60346,2,CONV-1065,5,4551.33,22756.65,2903.56,8238.85
INV-60346,3,SHEA-1082,2,301.38,602.76,186.61,229.54
INV-60346,4,ROLL-1026,5,225.86,1129.3,129.92000000000002,479.7
INV-60347,2,SPRO-1078,1,117.76,117.76,69.25,48.51
INV-60348,1,MOUN-1062,1,199.14,199.14,135.75,63.39
INV-60349 ,1,TIMI-1020,6,69.3,415.8,52.03,103.62
INV-60349,2,SPRO-1027,200,91.94,18388.0,77.98,2792.0
INV-60350 ,1,MOUN-1008,12,115.94,1391.28,71.79,529.8
INV-60350,2,ROLL-1044,5,241.9,1209.5,140.68,506.1
INV-60351,1,SPRO-1047,2,19.29,38.58,13.77,11.04
INV-60351,2,SPRO-1087,100,58.54,5854.0,44.550000000000004,1399.0
INV-60351,3,MOUN-1031,4,52.7,210.8,38.78,55.68
INV-60351,4,SPRO-1047,2,21.2,42.4,13.77,14.86
INV-60352,2,TIMI-1056,50,23.08,1154.0,17.21,293.5
INV-60352,3,GEAR-1010,1,4359.98,4359.98,2784.15,1575.83
INV-60353,2,SPRO-1015,1,99.19,99.19,74.58,24.61
INV-60354,1,TIMI-1032,50,44.36,2218.0,32.99,568.5
INV-60354,2,MOUN-1083,4,113.72,454.88,87.77,103.8
INV-60355,2,AC-1063,3,2022.75,6068.25,1677.24,1036.53
INV-60355,3,GEAR-1080,2,2297.75,4595.5,1484.33,1626.84
INV-60355,4,AC-1085,1,480.61,480.61,365.76,114.85
INV-60355,5,TIMI-1058,25,120.85,3021.25,84.45,910.0
INV-60356,1,AC-1085,3,534.01,1602.03,365.76,504.75
INV-60356,2,AC-1063,1,2247.5,2247.5,1677.24,570.26
INV-60356 ,3,TIMI-1071,200,119.01,23802.0,74.85000000000001,8832.0
INV-60356,4,SPRO-1047,200,23.55,4710.0,13.77,1956.0
INV-60356,5,SHEA-1072,1,148.86,148.86,101.96000000000001,46.9
INV-60357,1,TIMI-1032,25,48.69,1217.25,32.99,392.5
INV-60357,2,CONV-1042,1,6872.56,6872.56,5159.58,1712.98
INV-60357,3,ROLL-1053 ,50,122.44,6122.0,86.10000000000001,1817.0
INV-60357,4,SHEA-1049,5,249.88,1249.4,153.4,482.4
INV-60358,1,CONV-1043,2,2484.13,4968.26,1971.53,1025.2
INV-60359,1,ROLL-1044,3,229.17,687.51,140.68,265.47
INV-60359,2,TIMI-1030 ,100,100.01,10001.0,66.14,3387.0
INV-60360,1,CONV-1052,1,3843.03,3843.03,2311.6,1531.43
INV-60360,2,MOUN-1081,50,79.13,3956.5,61.24,894.5
INV-60361,1,SPRO-1055,100,35.15,3515.0,26.94,821.0
INV-60361,2,CONV-1039,2,8688.61,17377.22,7046.72,3283.78
INV-60361,3,GEAR-1067,3,632.08,1896.24,498.09000000000003,401.97
INV-60361,4,CONV-1022 ,1,2636.56,2636.56,2154.05,482.51
INV-60362,2,TIMI-1071,10,119.01,1190.1,74.85000000000001,441.6
INV-60362 ,3,TIMI-1020,2,57.75,115.5,52.03,11.44
INV-60362,4,CONV-1023,1,6500.83,6500.83,3652.15,2848.68
INV-60363,1,ROLL-1044,2,208.8,417.6,140.68,136.24
INV-60364,1,ROLL-1079,1,160.9,160.9,102.65,58.25
INV-60364,2,GEAR-1066,3,1677.06,5031.18,1270.02,1221.12
INV-60364,3,TIMI-1030,50,105.56,5278.0,66.14,1971.0
INV-60364,4,SHEA-1064,1,216.6,216.6,139.88,76.72
INV-60365,2,GAT-B62,6,15.4,92.4,12.7,16.2
INV-60365,3,TIMI-1000,6,51.05,306.3,43.53,45.12
INV-60365,4,TIMI-1075,50,87.71,4385.5,72.76,747.5
INV-60365,5,SHEA-1088,3,247.45,742.35,189.79,172.98
INV-60366,1,CONV-1022,1,2636.56,2636.56,2154.05,482.51
INV-60366,2,GAT-B62,50,17.6,880.0,12.7,245.0
INV-60366,3,SHEA-1003,1,290.65,290.65,235.72,54.93
INV-60366,4,MOUN-1034,200,40.52,8104.0,23.82,3340.0
INV-60366,5,MOUN-1081,1,74.96,74.96,61.24,13.72
INV-60367,1,SPRO-1055,100,33.98,3398.0,26.94,704.0
INV-60367,2,SKF-6205-2RS1,4,5.11,20.44,3.55,6.24
INV-60367,3,CONV-1043,1,2760.14,2760.14,1971.53,788.61
INV-60367,4,SPRO-1087,6,65.04,390.24,44.550000000000004,122.94
INV-60368,1,TIM-LM11949-LM11910 ,2,9.46,18.92,7.6,3.72
INV-60368,3,ROLL-1026,1,225.86,225.86,129.92000000000002,95.94
INV-60369,1,CONV-1051,2,6138.42,12276.84,4147.58,3981.68
INV-60370,1,SPRO-1004,50,53.72,2686.0,42.84,544.0
INV-60370,2,AC-1057,2,1116.16,2232.32,687.08,858.16
INV-60370,3,SPRO-1055,2,37.11,74.22,26.94,20.34
INV-60370,4,AC-1033,1,1370.96,1370.96,1093.27,277.69
INV-60371,1,SHEA-1035,1,197.53,197.53,148.52,49.01
INV-60371,2,CONV-1043,1,2622.13,2622.13,1971.53,650.6
INV-60371,4,SKF-6308-2Z,4,12.66,50.64,10.25,9.64
INV-60372,1,CONV-1089,2,7409.9,14819.8,5864.59,3090.62
INV-60372,2,GAT-B62,200,18.58,3716.0,12.7,1176.0
INV-60372,3,SHEA-1007,1,201.21,201.21,129.94,71.27
INV-60372,4,CONV-1043,1,2622.13,2622.13,1971.53,650.6
INV-60373,1,TIM-LM11949-LM11910,100,8.96,896.0,7.6,136.0
INV-60373,2,TIMI-1032,12,48.69,584.28,32.99,188.4
INV-60374,3,SHEA-1049,1,249.88,249.88,153.4,96.48
INV-60375,1,CONV-1052,1,3843.03,3843.03,2311.6,1531.43
INV-60376,1,AC-1074,1,2622.77,2622.77,1663.14,959.63
INV-60376,2,AC-1085,2,507.31,1014.62,365.76,283.1
INV-60377,1,AC-1085,1,480.61,480.61,365.76,114.85
INV-60377,2,MOUN-1034,12,40.52,486.24,23.82,200.4
INV-60377,3,MOUN-1083,1,124.81,124.81,87.77,37.04
INV-60378,1,TIMI-1020,100,77.0,7700.0,52.03,2497.0
INV-60378,2,MOUN-1062,5,221.27,1106.35,135.75,427.6
INV-60378,3,SPRO-1070,25,40.18,1004.5,22.96,430.5
INV-60378,4,SHEA-1082 ,2,317.24,634.48,186.61,261.26
INV-60378,5,CONV-1023,5,6500.83,32504.15,3652.15,14243.4
INV-60379,1,TIMI-1014,50,68.98,3449.0,49.480000000000004,975.0
INV-60379,2,SHEA-1088,2,247.45,494.9,189.79,115.32
INV-60380,1,CONV-1013,5,3973.84,19869.2,2336.18,8188.3
INV-60380,2,SHEA-1003,5,290.65,1453.25,235.72,274.65
INV-60380,3,SPRO-1078,12,111.56,1338.72,69.25,507.72
INV-60380,4,SPRO-1011,5,201.54,1007.7,118.48,415.3
INV-60380,5,CONV-1051,3,5524.58,16573.74,4147.58,4131.0
INV-60381,1,SHEA-1003,1,235.68,235.68,235.72,-0.04
INV-60381,2,AC-1057,3,963.43,2890.29,687.08,829.05
INV-60381,3,SPRO-1004,25,46.37,1159.25,42.84,88.25
INV-60382,1,AC-1086,5,3274.05,16370.25,2390.86,4415.95
INV-60383,1,DOD-TXT315,3,1508.98,4526.94,1180.0,986.94
INV-60383,2,TIMI-1075,25,106.96,2674.0,72.76,855.0
INV-60383,3,TIMI-1000,50,62.25,3112.5,43.53,936.0
INV-60383,4,GAT-B62,4,19.56,78.24,12.7,27.44
INV-60383,5,SPRO-1061,6,121.32,727.92,87.28,204.24
INV-60384,1,SHEA-1038,5,482.49,2412.45,295.28000000000003,936.05
INV-60384,2,MOUN-1018,1,183.5,183.5,109.13,74.37
INV-60384,3,TIMI-1030,50,99.23,4961.5,66.14,1654.5
INV-60385,2,GEAR-1016,1,3206.48,3206.48,2265.26,941.22
INV-60386,1,AC-1040,1,800.8,800.8,609.44,191.36
INV-60386,2,SHEA-1028,1,473.86,473.86,284.6,189.26
INV-60387 ,1,SPRO-1070,12,31.96,383.52,22.96,108.0
INV-60387,2,CONV-1065,3,3928.51,11785.53,2903.56,3074.85
INV-60387,3,ROLL-1026,1,194.96,194.96,129.92000000000002,65.04
INV-60387,4,CONV-1023,3,5330.68,15992.04,3652.15,5035.59
INV-60388,1,GEAR-1016,3,3206.48,9619.44,2265.26,2823.66
INV-60388,2,SHEA-1064,2,216.6,433.2,139.88,153.44
INV-60388,3,GEAR-1066,1,1677.06,1677.06,1270.02,407.04
INV-60388,4,GEAR-1073 ,1,2781.13,2781.13,1938.75,842.38
INV-60388,5,SPRO-1050,100,17.09,1709.0,12.85,424.0
INV-60389,1,CONV-1042,3,7254.37,21763.11,5159.58,6284.37
INV-60390,1,CONV-1052,1,3640.77,3640.77,2311.6,1329.17
INV-60390,2,BRI-HHCS-0500-13-200-G8,25,56.79,1419.75,44.75,301.0
INV-60391,1,GEAR-1060,1,4932.86,4932.86,3102.4300000000003,1830.43
INV-60391,2,SPRO-1004,4,56.55,226.2,42.84,54.84
INV-60391,3,MOUN-1062,2,221.27,442.54,135.75,171.04
INV-60391,4,SPRO-1015,2,104.41,208.82,74.58,59.66
INV-60392,1,MOUN-1008,6,101.29,607.74,71.79,177.0
INV-60393,1,MOUN-1018,1,183.5,183.5,109.13,74.37
INV-60393,2,SHEA-1082,5,301.38,1506.9,186.61,573.85
INV-60393 ,3,ROLL-1012,1,59.14,59.14,47.52,11.62
INV-60393,4,SHEA-1025,5,251.55,1257.75,153.95000000000002,488.0
INV-60393,5,DOD-TXT315,1,1558.19,1558.19,1180.0,378.19
INV-60394,2,SPRO-1015,1,99.19,99.19,74.58,24.61
INV-60395,2,CONV-1051,5,6138.42,30692.1,4147.58,9954.2
INV-60396,1,CONV-1022,2,2402.2,4804.4,2154.05,496.3
INV-60396,2,GEAR-1010,1,3654.63,3654.63,2784.15,870.48
INV-60396,3,SPRO-1047,6,19.31,115.86,13.77,33.24
INV-60396,4,ROLL-1053,50,111.55,5577.5,86.10000000000001,1272.5
INV-60397,1,GEAR-1084,1,5318.78,5318.78,3456.0,1862.78
INV-60397,2,ROLL-1053,50,122.44,6122.0,86.10000000000001,1817.0
INV-60398,2,AC-1040,1,800.8,800.8,609.44,191.36
INV-60398,3,SHEA-1019,4,157.35,629.4,94.5,251.4
INV-60398,4,SHEA-1072,1,133.97,133.97,101.96000000000001,32.01
INV-60398,5,SHEA-1072,5,133.97,669.85,101.96000000000001,160.05
INV-60399,1,TIMI-1056,4,25.09,100.36,17.21,31.52
INV-60399,2,SHEA-1007,1,190.62,190.62,129.94,60.68
INV-60400,1,SPRO-1027 ,25,91.94,2298.5,77.98,349.0
INV-60400,2,CONV-1065,3,4311.78,12935.34,2903.56,4224.66
INV-60401,1,MOUN-1034,25,42.77,1069.25,23.82,473.75
INV-60402,1,MOUN-1018,2,193.16,386.32,109.13,168.06
INV-60402,2,AC-1040,5,889.78,4448.9,609.44,1401.7
INV-60402,3,AC-1063,1,2247.5,2247.5,1677.24,570.26
INV-60402,4,TIMI-1032,6,54.1,324.6,32.99,126.66
INV-60402,5,MOUN-1029,200,144.09,28818.0,86.28,11562.0
INV-60403,1,TIMI-1000,10,52.91,529.1,43.53,93.8
INV-60403,2,SKF-6205-2RS1,200,5.11,1022.0,3.55,312.0
INV-60404,1,SHEA-1077,6,114.3,685.8,67.98,277.92
INV-60404,2,MOUN-1083,100,131.75,13175.0,87.77,4398.0
INV-60404,3,SHEA-1028,5,500.18,2500.9,284.6,1077.9
INV-60405,1,MOUN-1018,5,183.5,917.5,109.13,371.85
INV-60405,2,GEAR-1060,2,4686.22,9372.44,3102.4300000000003,3167.58
INV-60405,4,SHEA-1025,1,251.55,251.55,153.95000000000002,97.6
INV-60405,5,SPRO-1078,2,117.76,235.52,69.25,97.02
INV-60406,1,GEAR-1060,3,4686.22,14058.66,3102.4300000000003,4751.37
INV-60406,2,TIMI-1020,2,73.15,146.3,52.03,42.24
INV-60407,1,GEAR-1060,1,4128.8,4128.8,3102.4300000000003,1026.37
INV-60407,3,SPRO-1002,50,85.33,4266.5,65.84,974.5
INV-60407,4,SHEA-1088,2,271.59,543.18,189.79,163.6
INV-60408,1,ROLL-1053,25,136.04,3401.0,86.10000000000001,1248.5
INV-60408,2,MOUN-1008,10,122.04,1220.4,71.79,502.5
INV-60409,1,CONV-1089,3,7409.9,22229.7,5864.59,4635.93
INV-60410,1,ROLL-1012,50,62.25,3112.5,47.52,736.5
INV-60410,2,ROLL-1044,2,254.63,509.26,140.68,227.9
INV-60410,3,MOUN-1031,12,58.56,702.72,38.78,237.36
INV-60410,4,SHEA-1064,3,228.0,684.0,139.88,264.36
INV-60411,1,SHEA-1028,5,473.86,2369.3,284.6,946.3
INV-60411,2,ROLL-1012,200,56.02,11204.0,47.52,1700.0
INV-60411,3,GEAR-1066,5,1588.8,7944.0,1270.02,1593.9
INV-60411,4,MOUN-1018,1,173.84,173.84,109.13,64.71
INV-60412,1,ROLL-1079,3,160.9,482.7,102.65,174.75
INV-60412,2,SHEA-1019,100,166.09,16609.0,94.5,7159.0
INV-60412,3,SPRO-1011,5,212.73,1063.65,118.48,471.25
INV-60413,1,SKF-6308-2Z,12,13.33,159.96,10.25,36.96
INV-60413,2,SPRO-1050,10,15.29,152.9,12.85,24.4
INV-60413,3,SPRO-1004,10,56.55,565.5,42.84,137.1
INV-60413,4,GEAR-1010,5,4844.42,24222.1,2784.15,10301.35
INV-60414,1,SKF-6205-2RS1,10,4.85,48.5,3.55,13.0
INV-60414,2,GAT-B62,25,18.58,464.5,12.7,147.0
INV-60415,1,AC-1054,3,2553.61,7660.83,1828.58,2175.09
INV-60415,2,AC-1054,2,2553.61,5107.22,1828.58,1450.06
INV-60415,3,SPRO-1055,2,33.4,66.8,26.94,12.92
INV-60415,4,GEAR-1016,2,3206.48,6412.96,2265.26,1882.44
INV-60416,1,MOUN-1034,200,40.52,8104.0,23.82,3340.0
INV-60416,2,SHEA-1038,3,457.09,1371.27,295.28000000000003,485.43
INV-60416,3,SHEA-1072,1,133.97,133.97,101.96000000000001,32.01
INV-60416,4,MOUN-1034,6,40.52,243.12,23.82,100.2
INV-60417,1,GEAR-1060,3,4439.57,13318.71,3102.4300000000003,4011.42
INV-60417,2,AC-1040,1,800.8,800.8,609.44,191.36
INV-60417,3,CONV-1042,2,6872.56,13745.12,5159.58,3425.96
INV-60418,1,AC-1048,1,2404.38,2404.38,1745.47,658.91
INV-60418,2,GEAR-1066,3,1677.06,5031.18,1270.02,1221.12
INV-60418,3,SHEA-1077,50,114.3,5715.0,67.98,2316.0
INV-60418,4,SPRO-1061,1,115.25,115.25,87.28,27.97
INV-60418,5,SHEA-1019,6,166.09,996.54,94.5,429.54
INV-60419,1,AC-1040,1,845.29,845.29,609.44,235.85
INV-60419,2,SPRO-1055,50,37.11,1855.5,26.94,508.5
INV-60419,3,AC-1057,5,1116.16,5580.8,687.08,2145.4
INV-60419 ,4,TIMI-1000,6,59.14,354.84,43.53,93.66
INV-60419,5,TIMI-1075,50,101.61,5080.5,72.76,1442.5
INV-60420,1,GEAR-1084,1,5318.78,5318.78,3456.0,1862.78
INV-60421,1,TIMI-1020,6,73.15,438.9,52.03,126.72
INV-60422,1,TIMI-1014,2,75.71,151.42,49.480000000000004,52.46
INV-60422,2,GAT-B62,1,17.6,17.6,12.7,4.9
INV-60422,3,GEAR-1016,1,3037.72,3037.72,2265.26,772.46
INV-60422,4,GEAR-1060,1,3951.22,3951.22,3102.4300000000003,848.79
INV-60422,5,MOUN-1008,4,109.84,439.36,71.79,152.2
INV-60423,1,SHEA-1049,3,277.65,832.95,153.4,372.75
INV-60424,1,TIM-LM11949-LM11910,50,9.46,473.0,7.6,93.0
INV-60425,1,CONV-1013,1,4194.61,4194.61,2336.18,1858.43
