Po Number,Line,Item Id,Description,Manufacturer Part Number,Ordered Qty,Uom,Price,Extended Cost,Need By Date,Promised Date,Received Qty,Line Status,Gl Account
PO-31150,2,GEAR-1080,Gear Reducer #60,R61870,179,EA,1484.33,265695.07,2025-10-11,2025-10-11,179,Received,1230
PO-31151,1,SHEA-1025,Sheave / Pulley size 4,B27918,186,EA,153.95000000000002,28634.7,2025-10-30,2025-10-30,186,Received,1230
PO-31151,2,SHEA-1025,Sheave / Pulley size 4,B27918,186,EA,153.95000000000002,28634.7,10/30/25,2025-10-30,0,Open,1230
PO-31151,3,MOUN-1083,Mounted Ball Bearing Unit size 8,C68772,138,EA,87.77,12112.26,2025-11-06,2025-11-06,138,Received,1230
PO-31151,4,SPRO-1087,Sprocket 1/2-13,N14465,167,EA,44.550000000000004,7439.85,2025-11-07,11/12/2025,167,Received,1230
PO-31152,1,GEAR-1060,Gear Reducer #60,R96029,176,EA,3102.4300000000003,546027.68,2025-12-08,2025-12-08,176,Received,1230
PO-31152,2,SHEA-1019,Sheave / Pulley M8,H65670,52,EA,94.5,4914.0,2025-11-16,2025-11-16,52,Received,1230 
PO-31153,1,SHEA-1035,Sheave / Pulley 1.000,D8005,50,EA,148.52,7426.0,2025-05-28,2025-05-28,50,Received,1230
PO-31153,2,GEAR-1016,Gear Reducer size 6,R82188,122,EA,2265.26,276361.72,2025-05-15,2025-05-15,122,Received,1230
PO-31153,3,GEAR-1016,Gear Reducer size 6,R82188,122,EA,2265.26,276361.72,2025-05-15,2025-05-15,122,Received,1230
PO-31153,4,ROLL-1021,Roller Chain ANSI 5/16-18,H58619,50,EA,81.74,4087.0,2025-05-05,2025-05-05,50,Received,1230
PO-31154,1,SPRO-1004,Sprocket 3/8-16,P89761,25,EA,42.84,1071.0,2026-01-26,2026-01-26,0,Open,1230
PO-31155,1,KIM-G10,"KleenGuard G10 nitrile gloves, large, 100/bx",G10,281,BX,11.4,3203.4,07/05/25,10-Jul-2025,281,Received,6700
PO-31155,2,3M-SF401AF,SecureFit 400 safety glasses clear anti-fog,SF401AF,84,EA,4.05,340.2,2025-07-01,2025-07-01,84,Received,6700
PO-31156,1,SPRO-1050,Sprocket 5/16-18,K95916,53,EA,12.59,667.27,2025-08-25,2025-08-25,53,Received,1230
PO-31156,2,AC-1033,AC Motor TEFC 3/4-10,L32810,250,EA,1093.27,273317.5,2025-09-11,2025-09-11,250,Received,1230
PO-31156,3,SPRO-1050,Sprocket 5/16-18,K95916,53,EA,12.85,681.05,2025-08-25,2025-08-30,53,Received,1230
PO-31156,4,SPRO-1050,Sprocket 5/16-18,K95916,25,EA,12.85,321.25,2025-08-25,08/25/25,25,Received,1230
PO-31157,1,MOUN-1083,Mounted Ball Bearing Unit size 8,C68772,10,EA,87.77,877.7,2026-03-24,2026-03-26,0,Open,1230
PO-31157,2,MOUN-1083,Mounted Ball Bearing Unit size 8,C68772,10,EA,87.77,877.7,2026-03-24,29-Mar-2026,10,Received,1230
PO-31158,1,GEAR-1010,Gear Reducer 1.375,A41776,85,EA,2784.15,236652.75,2026-04-22,2026-04-27,42,Partial,1230
PO-31159,1,SHEA-1077,Sheave / Pulley #60,K94269,28,EA,68.66,1922.48,2025-05-09,2025-05-11,14,Partial,1230
PO-31159,2,TIMI-1017,Timing Belt size 6,E16570,173,EA,50.69,8769.37,2025-06-14,2025-06-14,173,Received,1230
PO-31160,1,AC-1033,AC Motor TEFC 3/4-10,L32810,25,EA,1093.27,27331.75,2026-01-04,2026-01-04,25,Received,1230
PO-31160,2,SPRO-1050,Sprocket 5/16-18,K95916,53,EA,12.85,681.05,12/18/2025,2025-12-23,53,Received,1230
PO-31160,3,AC-1033,AC Motor TEFC 3/4-10,L32810,50,EA,1093.27,54663.5,2026-01-04,2026-01-09,50,Received,1230
PO-31161,1,SKF-6308-2Z,"Deep groove ball bearing 40x90x23, shielded ",6308-2Z,192,EA,10.25,1968.0,2025-06-09,2025-06-11,192,Received,1230
PO-31162,1,SPRO-1050,Sprocket 5/16-18,K95916,53,EA,12.85,681.05,2026-01-14,2026-01-19,0,Open,1230
PO-31162,2,AC-1033,AC Motor TEFC 3/4-10,L32810,142,EA,1093.27,155244.34,2026-01-31,"Jan 31, 2026",142,Received,1230
PO-31162,3,AC-1033,AC Motor TEFC 3/4-10,L32810,142,EA,1147.93,163006.06,2026-01-31,2026-01-31,142,Received,1230
PO-31162,4,SPRO-1050,Sprocket 5/16-18,K95916,53,EA,12.85,681.05,2026-01-14,2026-01-14,53,Received,1230
PO-31163,1,AC-1048,AC Motor TEFC M6,F82120,24,EA,1745.47,41891.28,2025-07-20,2025-07-25,24,Received,1230
PO-31163,2,SHEA-1003,Sheave / Pulley #50,B62693,133,EA,235.72,31350.76,2025-06-15,2025-06-15,133,Received,1230
PO-31164,1,SPRO-1050,Sprocket 5/16-18,K95916,100,EA,12.85,1285.0,2025-12-22,2025-12-24,100,Received,1230
PO-31164,2,AC-1033,AC Motor TEFC 3/4-10,L32810,142,EA,1093.27,155244.34,01/08/26,2026-01-10,142,Received,1230
PO-31164,3,AC-1033,AC Motor TEFC 3/4-10,L32810,142,EA,1093.27,155244.34,2026-01-08,2026-01-08,142,Received,1230
PO-31165,1,SHEA-1038,Sheave / Pulley 2.000,K77998,101,EA,295.28000000000003,29823.28,2026-02-18,2026-02-18,101,Received,1230
PO-31166,1,ROLL-1053,Roller Chain ANSI #80,F87862,50,EA,86.10000000000001,4305.0,2026-03-30,2026-03-30,0,Open,1230
PO-31166,2,ULI-S-4123,"Corrugated box 12x12x12, 25/bd",S-4123,170,BD,31.0,5270.0,2026-03-10,2026-03-10,170,Received,1200
PO-31166,3,AC-1085,AC Motor TEFC M6,D78797 ,25,EA,365.76,9144.0,2026-04-11,2026-04-16,0,Open,1230
PO-31166,4,SHEA-1007,Sheave / Pulley 2.000,R96896,161,EA,129.94,20920.34,2026-03-07,2026-03-09,161,Received,1230
PO-31167,1,SHEA-1064,Sheave / Pulley M12,P15027,23,EA,139.88,3217.24,2025-10-14,2025-10-16,23,Received,1230
PO-31167,2,MOUN-1008,Mounted Ball Bearing Unit #60,D34695,25,EA,71.79,1794.75,2025-11-03,03-Nov-2025,25,Received,1230
PO-31167,3,SHEA-1072,Sheave / Pulley 3/8-16,N55674,11,EA,101.96000000000001,1121.56,2025-10-28,2025-11-02,11,Received,1230
PO-31168,1,SPRO-1011,Sprocket #60,B43448,148,EA,118.48,17535.04,2025-06-28,2025-06-28,148,Received,1230
PO-31169,1,HEN-243,"Threadlocker 243 medium strength blue, 50 mL",243,50,EA,22.1,1105.0,01/09/2026 ,2026-01-09,50,Received,6700
PO-31169,2,3M-SF401AF,SecureFit 400 safety glasses clear anti-fog,SF401AF,84,EA,4.05,340.2,2026-01-22,2026-01-22,84,Received,6700
PO-31170,1,TIMI-1058,Timing Belt M6,A87444,166,EA,84.45,14018.7,"Jul 18, 2025",2025-07-20,166,Received,1230
PO-31170,2,TIMI-1058,Timing Belt M6,A87444,50,EA,84.45,4222.5,2025-07-18,2025-07-18,50,Received,1230
PO-31170,3,TIMI-1014,Timing Belt 1.000,R36113,189,EA,49.480000000000004,9351.72,2025-07-15,2025-07-15,189,Received,1230
PO-31170,4,TIMI-1058,Timing Belt M6,A87444,166,EA,84.45,14018.7,2025-07-18,2025-07-18,0,Open,1230
PO-31171,1,SPRO-1070,Sprocket M12,L78251,50,EA,22.96,1148.0,2025-11-02,2025-11-04,50,Received,1230
PO-31172,1,AC-1057,AC Motor TEFC M10,C68489,81,EA,687.08,55653.48,2025-10-13,2025-10-13,81,Received,1230
PO-31172,2,AC-1057,AC Motor TEFC M10,C68489,25,EA,687.08,17177.0,2025-10-13,13-Oct-2025,25,Received,1230
PO-31172,3,SPRO-1061,Sprocket #50,R9463,10,EA,87.28,872.8,2025-09-25,09/25/2025,10,Received,1230
PO-31172,4,MOUN-1034,Mounted Ball Bearing Unit M12,P68115,35,EA,23.82,833.7,2025-09-23,2025-09-23 ,35,Received,1230
PO-31173,1,SHEA-1077,Sheave / Pulley #60,K94269 ,25,EA,67.98,1699.5,2025-10-24,2025-10-24,0,Open,1230
PO-31173,2,SHEA-1077,Sheave / Pulley #60,K94269,10,EA,67.98,679.8,2025-10-24,2025-10-29,10,Received,1230
PO-31174,1,MOUN-1018,Mounted Ball Bearing Unit M8,C66831,95,EA,109.13,10367.35,2025-12-14,2025-12-14,95,Received,1230
PO-31174,2,AC-1057,AC Motor TEFC M10,C68489,100,EA,687.08,68708.0,2025-12-28,2025-12-28,100,Received,1230
PO-31174,3,TIMI-1056,Timing Belt 5/16-18,M71128,15,EA,17.21,258.15,2025-11-25,2025-11-25 ,15,Received,1230
PO-31175,1,SPRO-1076,Sprocket 5/16-18,N9963,141,EA,12.98,1830.18,2026-01-08,2026-01-13,141,Received,1230
PO-31175,2,SKF-6308-2Z,"Deep groove ball bearing 40x90x23, shielded",6308-2Z,192,EA,10.25,1968.0,2025-12-14,2025-12-14,192,Received,1230
PO-31175,3,SPRO-1015,Sprocket 3/8-16 ,C11163,160,EA,74.58,11932.8,2026-01-11,2026-01-16,160,Received,1230
PO-31175,4,GEAR-1084,Gear Reducer M6,R68710,195,EA,3456.0,673920.0,2025-12-06,12/06/2025,195,Received,1230
PO-31176,1,GAT-B62,Hi-Power II V-belt B62,B62,25,EA,12.7,317.5,2025-10-06,2025-10-08,25,Received,1230
PO-31176,2,GEAR-1016,Gear Reducer size 6,R82188,50,EA,2265.26,113263.0,2025-11-01,2025-11-06,50,Received,1230
PO-31176,3,GEAR-1016,Gear Reducer size 6,R82188,122,EA,2265.26,276361.72,2025-11-01,2025-11-01,122,Received,1230
PO-31176,4,GAT-B62,Hi-Power II V-belt B62,B62,289,EA,12.7,3670.3,2025-10-06,2025-10-08,289,Received,1230
PO-31177,1,SHEA-1028,Sheave / Pulley #80,H32923,44,EA,284.6,12522.4,2026-04-13,2026-04-13,0,Open,1230
PO-31177,2,SHEA-1028,Sheave / Pulley #80,H32923 ,44,EA,284.6,12522.4,2026-04-13,2026-04-15,0,Open,1230
PO-31177,3,SHEA-1028,Sheave / Pulley #80,H32923,44,EA,284.6,12522.4,2026-04-13,2026-04-18,0,Open,1230
PO-31177,4,AC-1040,AC Motor TEFC #50,L98065,171,EA,609.44,104214.24,04/04/2026,2026-04-09,0,Open,1230
PO-31178,1,TIMI-1056,Timing Belt 5/16-18,M71128,15,EA,17.9,268.5,2026-02-05,2026-02-05,15,Received,1230
PO-31178,2,SPRO-1061,Sprocket #50,R9463,163,EA,87.28,14226.64,2026-02-20,2026-02-20,163,Received,1230
PO-31178,3,MOUN-1034,Mounted Ball Bearing Unit M12,P68115,35,EA,23.82,833.7,2026-02-18,2026-02-18,35,Received,1230
PO-31178,4,TIMI-1056,Timing Belt 5/16-18,M71128,15,EA,17.21,258.15,2026-02-05,2026-02-05,15,Received ,1230
PO-31179,1,TIMI-1058,Timing Belt M6,A87444,100,EA,84.45,8445.0,2026-02-11,2026-02-16,100,Received,1230
PO-31179,2,TIMI-1058,Timing Belt M6,A87444,166,EA,84.45,14018.7,2026-02-11,2026-02-13,166,Received,1230
PO-31179,3,TIMI-1058,Timing Belt M6,A87444,250,EA,84.45,21112.5,2026-02-11,"Feb 11, 2026",250,Received,1230
PO-31179,4,TIMI-1058,Timing Belt M6,A87444,500,EA,84.45,42225.0,2026-02-11,2026-02-16,500,Received,1230
PO-31180,1,SPRO-1050,Sprocket 5/16-18,K95916,25,EA,12.59,314.75,2025-05-27,2025-05-27,25,Received,1230
PO-31180,2,AC-1033,AC Motor TEFC 3/4-10,L32810,142,EA,1093.27,155244.34,13-Jun-2025,2025-06-15,142,Received,1230
PO-31181,1,GEAR-1066,Gear Reducer 1.000,K84844,157,EA,1295.42,203380.94,2025-07-07,2025-07-09,157,Received,1230
PO-31181,2,TIMI-1075,Timing Belt 1.000,T28498,41,EA,72.76,2983.16,08-Jul-2025,2025-07-13,41,Received,1230
PO-31182,1,KIM-G10,"KleenGuard G10 nitrile gloves, large, 100/bx",G10,100,BX,11.17,1117.0,2026-01-11,2026-01-13,100,Received,6700
PO-31182,2,HEN-243,"Threadlocker 243 medium strength blue, 50 mL",243,240,EA,22.1,5304.0,2025-12-25,2025-12-25,240,Received,6700
PO-31182,3,KIM-G10,"KleenGuard G10 nitrile gloves, large, 100/bx",G10,50,BX,11.4,570.0,2026-01-11,01/16/26,50,Received,6700
PO-31182,4,3M-SF401AF,SecureFit 400 safety glasses clear anti-fog,SF401AF,84,EA,4.05,340.2,2026-01-07,2026-01-09,84,Received,6700
PO-31183,1,SHEA-1068,Sheave / Pulley 1/4-20,E90491,500,EA,180.78,90390.0,2025-12-07,2025-12-09,500,Received,1230
PO-31184 ,1,GEAR-1080,Gear Reducer #60,R61870,179,EA,1484.33,265695.07,2025-09-29,09/29/25,179,Received,1230
PO-31184,2,TIMI-1030,Timing Belt 1/2-13,K11331,10,EA,66.14,661.4,2025-10-08,2025-10-13,10,Received,1230
PO-31185,1,ROLL-1044,Roller Chain ANSI #80,A27272,136,EA,140.68,19132.48,2026-03-23,2026-03-23,136,Received,1230
PO-31185,2,SHEA-1077,Sheave / Pulley #60,K94269,28,EA,67.98,1903.44,2026-02-17,2026-02-17,14,Partial,1230
PO-31185,3,SHEA-1077,Sheave / Pulley #60,K94269,28,EA,67.98,1903.44,2026-02-17,2026-02-22,28,Received,1230
PO-31186,1,AC-1057,AC Motor TEFC M10,C68489,10,EA,687.08,6870.8,2025-08-01,2025-08-03,10,Received,1230
PO-31187,1,ROLL-1026,Roller Chain ANSI #50,F48926,39,EA,129.92000000000002,5066.88,2026-01-05,05-Jan-2026,0,Open,1230
PO-31187,2,SPRO-1087,Sprocket 1/2-13,N14465,10,EA,44.550000000000004,445.5,2025-12-28,2025-12-28,10,Received,1230
PO-31188,1,ROLL-1044,Roller Chain ANSI #80,A27272,136,EA,140.68,19132.48,2026-04-03,2026-04-05,0,Open,1230
PO-31188,2,SHEA-1077,Sheave / Pulley #60 ,K94269,10,EA,67.98,679.8,02/28/2026,2026-02-28,10,Received,1230
PO-31189,1,SHEA-1035,Sheave / Pulley 1.000,D8005,100,EA,148.52,14852.0,2025-10-02 ,2025-10-02,100,Received,1230
PO-31190,1,MOUN-1081,Mounted Ball Bearing Unit 5/8-11,E43749,10,EA,61.24,612.4,"Jan 31, 2026",2026-01-31,10,Received,1230
PO-31190,2,SPRO-1004,Sprocket 3/8-16,P89761,177,EA,42.84,7582.68,2026-01-23 ,2026-01-23,177,Received,1230
PO-31191,1,ROLL-1021 ,Roller Chain ANSI 5/16-18,H58619,101,EA,81.74,8255.74,2025-09-23,2025-09-23,101,Received,1230
PO-31191,2,GEAR-1016,Gear Reducer size 6,R82188,25,EA,2242.61,56065.25,2025-10-03,2025-10-08 ,25,Received,1230
PO-31191,3,SHEA-1035,Sheave / Pulley 1.000,D8005,193,EA,148.52,28664.36,2025-10-16,2025-10-18,193,Received,1230 
PO-31191,4,GEAR-1016,Gear Reducer size 6,R82188,250,EA,2265.26,566315.0,03-Oct-2025,2025-10-03,0,Open,1230
PO-31192,1,ROLL-1053,Roller Chain ANSI #80,F87862,109,EA,86.10000000000001,9384.9,2026-03-15,2026-03-15,109,Received,1230
PO-31192,2,SHEA-1007,Sheave / Pulley 2.000,R96896,100,EA ,129.94,12994.0,2026-02-20,2026-02-25,100,Received,1230
PO-31192,3,SPRO-1002,Sprocket 1/4-20,F15706,132,EA,65.84,8690.88,2026-02-23,02/23/2026,132,Received,1230
PO-31192,4,SPRO-1041,Sprocket M6,R97964,135,EA,35.35,4772.25,2026-03-15,2026-03-20,0,Open,1230
PO-31193,1,TIMI-1075,Timing Belt 1.000,T28498,250,EA,72.76,18190.0,2025-12-13,2025-12-13,250,Received,1230
PO-31193,2,BRI-HHCS-0500-13-200-G8,"Hex head cap screw 1/2-13 x 2 Gr 8 yellow zinc, 50/bx",HHCS-0500-13-200-G8,79,BX,44.75,3535.25,2025-11-16,2025-11-21,79,Received,1230
PO-31193,3,AC-1054 ,AC Motor TEFC 1.500,N27474,168,EA,1828.58,307201.44,2025-11-07,2025-11-07,168,Received,1230
PO-31194,1,MOUN-1034,Mounted Ball Bearing Unit M12,P68115,100,EA,23.82,2382.0,2025-09-17,2025-09-17,0,Open,1230
PO-31194,2,TIMI-1056,Timing Belt 5/16-18,M71128,15,EA,17.21,258.15,2025-09-04,2025-09-04,15,Received,1230
PO-31194,3,AC-1057,AC Motor TEFC M10,C68489,500,EA,714.56,357280.0,10/07/2025,2025-10-07,500,Received,1230
PO-31194,4,MOUN-1034,Mounted Ball Bearing Unit M12,P68115,35,EA,23.82,833.7,2025-09-17,2025-09-19,35,Received,1230
PO-31195,1,SPRO-1011,Sprocket #60,B43448,500,EA,118.48,59240.0,2025-11-06,2025-11-11,500,Received,1230
PO-31195,2,TIMI-1075,Timing Belt 1.000,T28498,25,EA,72.76,1819.0,2025-11-28,2025-11-28,25,Received,1230
PO-31196,1,TIMI-1014,Timing Belt 1.000,R36113,189,EA,49.480000000000004,9351.72,2025-11-03,2025-11-05,189,Received,1230
PO-31197,1,SHEA-1025,Sheave / Pulley size 4,B27918,500,EA,150.87,75435.0,25-Sep-2025,2025-09-27,500,Received,1230
PO-31197,2,SPRO-1087,Sprocket 1/2-13,N14465,25,EA,44.550000000000004,1113.75,2025-10-03,2025-10-03,25,Received,1230
PO-31197 ,3,SPRO-1087,Sprocket 1/2-13,N14465,167,EA,44.550000000000004,7439.85,2025-10-03,2025-10-05,167,Received,1230
PO-31198,1,TIMI-1058,Timing Belt M6,A87444,500,EA,84.45,42225.0,07/01/2025,2025-07-01,500,Received,1230
PO-31198,2,TIMI-1058,Timing Belt M6,A87444,25,EA,84.45,2111.25,2025-07-01,2025-07-01,25,Received,1230
PO-31198,3,TIMI-1014,Timing Belt 1.000,R36113,50,EA,49.97,2498.5,2025-06-28,2025-06-28,50,Received,1230
PO-31198,4,TIMI-1058,Timing Belt M6 ,A87444,166,EA,84.45,14018.7,2025-07-01,2025-07-01 ,166,Received,1230
PO-31199,1,BRI-HHCS-0500-13-200-G8,"Hex head cap screw 1/2-13 x 2 Gr 8 yellow zinc, 50/bx",HHCS-0500-13-200-G8,10,BX,44.75,447.5,2025-07-12,2025-07-12,10,Received,1230
PO-31199,2,AC-1054,AC Motor TEFC 1.500,N27474,10,EA,1828.58,18285.8,2025-07-03,2025-07-08,10,Received,1230
PO-31199,3,BRI-HHCS-0500-13-200-G8,"Hex head cap screw 1/2-13 x 2 Gr 8 yellow zinc, 50/bx",HHCS-0500-13-200-G8 ,79,BX,44.75,3535.25,2025-07-12,2025-07-12,79,Received,1230
PO-31200,1,SPRO-1050,Sprocket 5/16-18,K95916,53,EA,12.85,681.05,2025-05-22,"May 27, 2025",0,Open,1230
PO-31200,2,AC-1033 ,AC Motor TEFC 3/4-10,L32810,142,EA,1093.27,155244.34,2025-06-08,2025-06-08,142,Received,1230
PO-31201,1,AC-1057,AC Motor TEFC M10,C68489,81,EA,687.08,55653.48,2025-11-25,2025-11-25,81,Received,1230
PO-31202,1,ROLL-1079,Roller Chain ANSI M8,N86806,24,EA,102.65,2463.6,2025-08-23,2025-08-25,24,Received,1230
PO-31202,2,MOUN-1062,Mounted Ball Bearing Unit 1/2-13,D59850,97,EA,135.75,13167.75,2025-07-24,2025-07-24,97,Received,1230
PO-31203,1,MOUN-1034,Mounted Ball Bearing Unit M12,P68115,35,EA,23.82,833.7,2025-11-23,2025-11-28,35,Received,1230
PO-31203,2,MOUN-1034,Mounted Ball Bearing Unit M12,P68115,35,EA,23.82,833.7,"Nov 23, 2025",25-Nov-2025,35,Received,1230
PO-31204,1,AC-1074,AC Motor TEFC M8,D7447,130,EA,1663.14,216208.2,2025-11-10,2025-11-10,130,Received,1230
PO-31204,2,SKF-6205-2RS1,"Deep groove ball bearing 25x52x15, sealed",6205-2RS1,100,EA,3.55,355.0,2025-11-02,2025-11-07,100,Received,1230
PO-31205,1,HEN-243,"Threadlocker 243 medium strength blue, 50 mL",243,240,EA,22.1,5304.0,2026-01-28,2026-01-28,240,Received,6700
PO-31205,2,KIM-G10,"KleenGuard G10 nitrile gloves, large, 100/bx",G10,281,BX,11.4,3203.4,2026-02-14,2026-02-19,281,Received,6700
PO-31205,3,HEN-243,"Threadlocker 243 medium strength blue, 50 mL",243,50,EA,22.1,1105.0,2026-01-28,2026-01-30,0,Open,6700 
PO-31205,4,3M-SF401AF,SecureFit 400 safety glasses clear anti-fog,SF401AF,84,EA,4.05,340.2,2026-02-10,2026-02-15,42,Partial,6700
PO-31206,1,TIMI-1058,Timing Belt M6,A87444,166,EA,84.45,14018.7,2025-11-21,2025-11-26,166,Received,1230
PO-31206,2,TIMI-1014,Timing Belt 1.000,R36113,250,EA,49.480000000000004,12370.0,2025-11-18,2025-11-23,250,Received,1230
PO-31207,1,MOUN-1081,Mounted Ball Bearing Unit 5/8-11,E43749,50,EA,61.24,3062.0,2026-03-04,2026-03-04,50,Received,1230
PO-31207,2,SHEA-1049,Sheave / Pulley size 4,G91354,50,EA,159.54,7977.0,02/04/26,2026-02-04,50,Received,1230
PO-31207,3,SPRO-1004,Sprocket 3/8-16,P89761,177,EA,44.98,7961.46,2026-02-24,2026-02-24,0,Open,1230
PO-31207,4,SHEA-1068,Sheave / Pulley 1/4-20,E90491,105,EA,180.78,18981.9,2026-02-24 ,2026-02-26,105,Received,1230
PO-31208,1,GEAR-1016,Gear Reducer size 6,R82188,500,EA,2265.26,1132630.0,02/25/26,2026-02-25,500,Received,1230
PO-31208,2,ROLL-1021,Roller Chain ANSI 5/16-18,H58619,101,EA,81.74,8255.74,2026-02-15,"Feb 15, 2026",101,Received,1230
PO-31208,3,ROLL-1021,Roller Chain ANSI 5/16-18,H58619,101,EA,81.74,8255.74,2026-02-15,2026-02-15,101,Received,1230
PO-31208,4,GAT-B62,Hi-Power II V-belt B62,B62,289,EA,12.7,3670.3,2026-01-30,2026-01-30,289,Received,1230
PO-31209,1,SHEA-1038,Sheave / Pulley 2.000,K77998,10,EA,295.28000000000003,2952.8,2026-04-14,2026-04-19,5,Partial,1230
PO-31209,2,AC-1048,AC Motor TEFC M6,F82120,25,EA,1745.47,43636.75,2026-04-23,2026-04-23,0,Open,1230
PO-31209,3,SHEA-1003,Sheave / Pulley #50,B62693,133,EA,231.01,30724.33,2026-03-19,2026-03-19,133,Received,1230
PO-31209,4,SHEA-1038,Sheave / Pulley 2.000,K77998,101,EA,295.28000000000003,29823.28,2026-04-14,2026-04-19,0,Open,1230 
PO-31210,1,SPRO-1009,Sprocket size 8,A23051,172,EA,24.54,4220.88,2026-04-29,2026-04-29,0,Open,1230
PO-31210,2,SHEA-1072,Sheave / Pulley 3/8-16,N55674,11,EA,105.02,1155.22,2026-04-17,2026-04-22,0,Open,1230
PO-31210,3,SHEA-1072,Sheave / Pulley 3/8-16,N55674,11,EA,106.04,1166.44,2026-04-17,2026-04-17,0,Open,1230
PO-31211,1,GEAR-1080,Gear Reducer #60,R61870,179,EA,1484.33,265695.07,"Apr 29, 2025",04/29/2025,179,Received,1230
PO-31211,2,GEAR-1080,Gear Reducer #60,R61870,500,EA,1499.17,749585.0,2025-04-29,04/29/25,500,Received,1230
PO-31211,3,GEAR-1080,Gear Reducer #60,R61870,179,EA,1484.33,265695.07,2025-04-29,2025-05-04,179,Received,1230
PO-31211,4,TIMI-1030,Timing Belt 1/2-13,K11331,500,EA,66.14,33070.0,2025-05-08,2025-05-08,500,Received,1230
PO-31212,1,AC-1033 ,AC Motor TEFC 3/4-10,L32810,500,EA,1093.27,546635.0,2026-03-12,2026-03-12,500,Received,1230
PO-31212,2,SPRO-1050,Sprocket 5/16-18,K95916,25,EA,12.85,321.25,2026-02-23,2026-02-28,0,Open,1230
PO-31212,3,AC-1033,AC Motor TEFC 3/4-10,L32810,142,EA,1093.27,155244.34,2026-03-12,2026-03-14,142,Received,1230
PO-31212,4,SPRO-1050,Sprocket 5/16-18,K95916,53,EA,12.85,681.05,2026-02-23,2026-02-23,53,Received,1230
PO-31213,1,SPRO-1050,Sprocket 5/16-18,K95916,50,EA,12.72,636.0,2025-06-21,2025-06-21 ,50,Received,1230
PO-31213,2,AC-1033,AC Motor TEFC 3/4-10,L32810,142,EA,1060.47,150586.74,2025-07-08,2025-07-08,142,Received ,1230
PO-31213,3,SPRO-1050,Sprocket 5/16-18,K95916,25,EA,12.85,321.25,21-Jun-2025,2025-06-21,0,Open,1230
PO-31214,1,AC-1048,AC Motor TEFC M6,F82120,500,EA,1745.47,872735.0,2025-07-11,2025-07-16,500,Received,1230
PO-31214,2,GEAR-1073,Gear Reducer 5/16-18,P40743,50,EA,1938.75,96937.5,2025-06-19,2025-06-21,0,Open,1230
PO-31214,3,SHEA-1045,Sheave / Pulley M10,L49521,169,EA,47.68,8057.92,2025-07-01,2025-07-01,169,Received ,1230
PO-31215,1,TIMI-1058,Timing Belt M6,A87444,25,EA,86.14,2153.5,2025-09-13,2025-09-13,25,Received,1230
PO-31215,2,TIMI-1014,Timing Belt 1.000,R36113,189,EA,49.48,9351.72,2025-09-10,10-Sep-2025,189,Received,1230
PO-31216,1,SHEA-1077,Sheave / Pulley #60,K94269,100,EA,67.98,6798.0,2026-02-28,2026-02-28,100,Received,1230
PO-31216,2,GEAR-1010,Gear Reducer 1.375,A41776,100,EA,2784.15,278415.0,2026-03-29,2026-03-29,0,Open,1230
PO-31216,3,TIMI-1017,Timing Belt size 6 ,E16570,173,EA,50.69,8769.37,2026-04-05,2026-04-05,0,Open,1230
PO-31216,4,TIMI-1017,Timing Belt size 6,E16570 ,173,EA,53.73,9295.29,05-Apr-2026,2026-04-05,0,Open,1230
PO-31217,1,GEAR-1066,Gear Reducer 1.000 ,K84844,157,EA,1270.02,199393.14,2025-07-17,2025-07-17,157,Received,1230
PO-31217,2,AC-1054,AC Motor TEFC 1.500,N27474,168,EA,1828.58,307201.44,2025-06-12,2025-06-14,84,Partial,1230
PO-31217,3,BRI-HHCS-0500-13-200-G8,"Hex head cap screw 1/2-13 x 2 Gr 8 yellow zinc, 50/bx",HHCS-0500-13-200-G8,79,BX ,44.75,3535.25,2025-06-21,2025-06-21,79,Received,1230
PO-31218,1,SHEA-1072,Sheave / Pulley 3/8-16,N55674,100,EA,101.96000000000001,10196.0,2025-10-08,2025-10-08,100,Received,1230
PO-31219,1,SHEA-1038,Sheave / Pulley 2.000,K77998,25,EA,295.28000000000003,7382.0,2025-12-13,2025-12-13 ,12,Partial,1230
PO-31220,1,TIMI-1030,Timing Belt 1/2-13,K11331,137,EA,66.14,9061.18,"Jan 20, 2026",2026-01-20,0,Open,1230
PO-31221,1,AC-1057,AC Motor TEFC M10,C68489,10,EA,680.21,6802.1,2026-01-22,2026-01-24,10,Received,1230
PO-31221,2,TIMI-1056,Timing Belt 5/16-18,M71128,25,EA,17.21,430.25,2025-12-20,2025-12-20,25,Received,1230
PO-31221,3,MOUN-1034,Mounted Ball Bearing Unit M12,P68115,35,EA,23.82,833.7,2026-01-02,2026-01-02,35,Received,1230
PO-31222,1,SIG-SF18-80,Machine stretch wrap 18in x 1500ft 80ga,SF18-80,10,RL,24.6,246.0,2026-01-02,2026-01-02,10,Received,1200
PO-31223,1,AC-1006,AC Motor TEFC 1.250,K67494,169,EA,2066.6,349255.4,2026-02-07,02/07/26,169,Received,1230
PO-31223,2,TIMI-1020,Timing Belt 5/16-18 ,F27518,50,EA,52.03,2601.5,2026-01-21,2026-01-21,50,Received,1230
PO-31223,3,GEAR-1067 ,Gear Reducer M6,P63847,250,EA,498.09000000000003,124522.5,2026-02-19,02/24/2026,250,Received,1230
